Card number,Modification date,Version
LOB-PT010,2023-05-14 12:34:08,New
LOB-PT011,2023-05-14 12:34:08,New
LOB-PT012,2023-05-14 12:34:08,New
LOB-PT013,2023-05-14 12:34:08,New
LOB-PT014,2023-05-14 12:34:08,New
LOB-PT015,2023-05-14 12:34:08,New
LOB-PT016,2023-05-14 12:34:08,New
LOB-PT017,2023-05-14 12:34:08,New
LOB-PT018,2023-05-14 12:34:08,New
LOB-PT019,2023-05-14 12:34:08,New
LOB-PT020,2023-05-14 12:34:08,New
LOB-PT021,2023-05-14 12:34:08,New
LOB-PT022,2023-05-14 12:34:08,New
LOB-PT023,2023-05-14 12:34:08,New
LOB-PT024,2023-05-14 12:34:08,New
LOB-PT025,2023-05-14 12:34:08,New
LOB-PT026,2023-05-14 12:34:08,New
LOB-PT027,2023-05-14 12:34:08,New
LOB-PT028,2023-05-14 12:34:08,New
LOB-PT029,2023-05-14 12:34:08,New
LOB-PT030,2023-05-14 12:34:08,New
LOB-PT031,2023-05-14 12:34:08,New
LOB-PT032,2023-05-14 12:34:08,New
LOB-PT033,2023-05-14 12:34:08,New
LOB-PT034,2023-05-14 12:34:08,New
LOB-PT035,2023-05-14 12:34:08,New
LOB-PT036,2023-05-14 12:34:08,New
LOB-PT037,2023-05-14 12:34:08,New
LOB-PT038,2023-05-14 12:34:08,New
LOB-PT039,2023-05-14 12:34:08,New
LOB-PT040,2023-05-14 12:34:08,New
LOB-PT041,2023-05-14 12:34:08,New
LOB-PT042,2023-05-14 12:34:08,New
LOB-PT043,2023-05-14 12:34:08,New
LOB-PT044,2023-05-14 12:34:08,New
LOB-PT045,2023-05-14 12:34:08,New
LOB-PT046,2023-05-14 12:34:08,New
LOB-PT047,2023-05-14 12:34:08,New
LOB-PT048,2023-05-14 12:34:08,New
LOB-PT049,2023-05-14 12:34:08,New
LOB-PT050,2023-05-14 12:34:08,New
LOB-PT051,2023-05-14 12:34:08,New
LOB-PT052,2023-05-14 12:34:08,New
LOB-PT053,2023-05-14 12:34:08,New
LOB-PT054,2023-05-14 12:34:08,New
LOB-PT055,2023-05-14 12:34:08,New
LOB-PT056,2023-05-14 12:34:08,New
LOB-PT057,2023-05-14 12:34:08,New
LOB-PT058,2023-05-14 12:34:08,New
LOB-PT059,2023-05-14 12:34:08,New
LOB-PT060,2023-05-14 12:34:08,New
LOB-PT061,2023-05-14 12:34:08,New
LOB-PT062,2023-05-14 12:34:08,New
LOB-PT063,2023-05-14 12:34:08,New
LOB-PT064,2023-05-14 12:34:08,New
LOB-PT065,2023-05-14 12:34:08,New
LOB-PT066,2023-05-14 12:34:08,New
LOB-PT067,2023-05-14 12:34:08,New
LOB-PT068,2023-05-14 12:34:08,New
LOB-PT069,2023-05-14 12:34:08,New
LOB-PT070,2023-05-14 12:34:08,New
LOB-PT071,2023-05-14 12:34:08,New
LOB-PT072,2023-05-14 12:34:08,New
LOB-PT073,2023-05-14 12:34:08,New
LOB-PT074,2023-05-14 12:34:08,New
LOB-PT075,2023-05-14 12:34:08,New
LOB-PT076,2023-05-14 12:34:08,New
LOB-PT077,2023-05-14 12:34:08,New
LOB-PT078,2023-05-14 12:34:08,New
LOB-PT079,2023-05-14 12:34:08,New
LOB-PT080,2023-05-14 12:34:08,New
LOB-PT081,2023-05-14 12:34:08,New
LOB-PT082,2023-05-14 12:34:08,New
LOB-PT083,2023-05-14 12:34:08,New
LOB-PT084,2023-05-14 12:34:08,New
LOB-PT085,2023-05-14 12:34:08,New
LOB-PT086,2023-05-14 12:34:08,New
LOB-PT087,2023-05-14 12:34:08,New
LOB-PT088,2023-05-14 12:34:08,New
LOB-PT089,2023-05-14 12:34:08,New
LOB-PT090,2023-05-14 12:34:08,New
LOB-PT091,2023-05-14 12:34:08,New
LOB-PT092,2023-05-14 12:34:08,New
LOB-PT093,2023-05-14 12:34:08,New
LOB-PT094,2023-05-14 12:34:08,New
LOB-PT095,2023-05-14 12:34:08,New
LOB-PT096,2023-05-14 12:34:08,New
LOB-PT097,2023-05-14 12:34:08,New
LOB-PT098,2023-05-14 12:34:08,New
LOB-PT099,2023-05-14 12:34:08,New
LOB-PT100,2023-05-14 12:34:08,New
LOB-PT101,2023-05-14 12:34:08,New
LOB-PT102,2023-05-14 12:34:08,New
LOB-PT103,2023-05-14 12:34:08,New
LOB-PT104,2023-05-14 12:34:08,New
LOB-PT105,2023-05-14 12:34:08,New
LOB-PT106,2023-05-14 12:34:08,New
LOB-PT107,2023-05-14 12:34:08,New
LOB-PT108,2023-05-14 12:34:08,New
LOB-PT109,2023-05-14 12:34:08,New
LOB-PT110,2023-05-14 12:34:08,New
LOB-PT111,2023-05-14 12:34:08,New
LOB-PT112,2023-05-14 12:34:08,New
LOB-PT113,2023-05-14 12:34:08,New
LOB-PT114,2023-05-14 12:34:08,New
LOB-PT115,2023-05-14 12:34:08,New
LOB-PT116,2023-05-14 12:34:08,New
LOB-PT117,2023-05-14 12:34:08,New
LOB-PT118,2023-05-14 12:34:08,New
LOB-PT119,2023-05-14 12:34:08,New
LOB-PT120,2023-05-14 12:34:08,New
LOB-PT121,2023-05-14 12:34:08,New
LOB-PT122,2023-05-14 12:34:08,New
LOB-PT123,2023-05-14 12:34:08,New
LOB-PT124,2023-05-14 12:34:08,New
LOB-PT125,2023-05-14 12:34:08,New
LOB-SP000,2023-05-14 12:34:19,New
LOB-SP001,2023-05-14 12:34:19,New
LOB-SP002,2023-05-14 12:34:19,New
LOB-SP003,2023-05-14 12:34:19,New
LOB-SP004,2023-05-14 12:34:19,New
LOB-SP005,2023-05-14 12:34:19,New
LOB-SP006,2023-05-14 12:34:19,New
LOB-SP007,2023-05-14 12:34:19,New
LOB-SP008,2023-05-14 12:34:19,New
LOB-SP009,2023-05-14 12:34:19,New
LOB-SP010,2023-05-14 12:34:19,New
LOB-SP011,2023-05-14 12:34:19,New
LOB-SP012,2023-05-14 12:34:19,New
LOB-SP013,2023-05-14 12:34:19,New
LOB-SP014,2023-05-14 12:34:19,New
LOB-SP015,2023-05-14 12:34:19,New
LOB-SP016,2023-05-14 12:34:19,New
LOB-SP017,2023-05-14 12:34:19,New
LOB-SP018,2023-05-14 12:34:19,New
LOB-SP019,2023-05-14 12:34:19,New
LOB-SP020,2023-05-14 12:34:19,New
LOB-SP021,2023-05-14 12:34:19,New
LOB-SP022,2023-05-14 12:34:19,New
LOB-SP023,2023-05-14 12:34:19,New
LOB-SP024,2023-05-14 12:34:19,New
LOB-SP025,2023-05-14 12:34:19,New
LOB-SP026,2023-05-14 12:34:19,New
LOB-SP027,2023-05-14 12:34:19,New
LOB-SP028,2023-05-14 12:34:19,New
LOB-SP029,2023-05-14 12:34:19,New
LOB-SP030,2023-05-14 12:34:19,New
LOB-SP031,2023-05-14 12:34:19,New
LOB-SP032,2023-05-14 12:34:19,New
LOB-SP033,2023-05-14 12:34:19,New
LOB-SP034,2023-05-14 12:34:19,New
LOB-SP035,2023-05-14 12:34:19,New
LOB-SP036,2023-05-14 12:34:19,New
LOB-SP037,2023-05-14 12:34:19,New
LOB-SP038,2023-05-14 12:34:19,New
LOB-SP039,2023-05-14 12:34:19,New
LOB-SP040,2023-05-14 12:34:19,New
LOB-SP041,2023-05-14 12:34:19,New
LOB-SP042,2023-05-14 12:34:19,New
LOB-SP043,2023-05-14 12:34:19,New
LOB-SP044,2023-05-14 12:34:19,New
LOB-SP045,2023-05-14 12:34:19,New
LOB-SP046,2023-05-14 12:34:19,New
LOB-SP047,2023-05-14 12:34:19,New
LOB-SP048,2023-05-14 12:34:19,New
LOB-SP049,2023-05-14 12:34:19,New
LOB-SP050,2023-05-14 12:34:19,New
LOB-SP051,2023-05-14 12:34:19,New
LOB-SP052,2023-05-14 12:34:19,New
LOB-SP053,2023-05-14 12:34:19,New
LOB-SP054,2023-05-14 12:34:19,New
LOB-SP055,2023-05-14 12:34:19,New
LOB-SP056,2023-05-14 12:34:19,New
LOB-SP057,2023-05-14 12:34:19,New
LOB-SP058,2023-05-14 12:34:19,New
LOB-SP059,2023-05-14 12:34:19,New
LOB-SP060,2023-05-14 12:34:19,New
LOB-SP061,2023-05-14 12:34:19,New
LOB-SP062,2023-05-14 12:34:19,New
LOB-SP063,2023-05-14 12:34:19,New
LOB-SP064,2023-05-14 12:34:19,New
LOB-SP065,2023-05-14 12:34:19,New
LOB-SP066,2023-05-14 12:34:19,New
LOB-SP067,2023-05-14 12:34:19,New
LOB-SP068,2023-05-14 12:34:19,New
LOB-SP069,2023-05-14 12:34:19,New
LOB-SP070,2023-05-14 12:34:19,New
LOB-SP071,2023-05-14 12:34:19,New
LOB-SP072,2023-05-14 12:34:19,New
LOB-SP073,2023-05-14 12:34:19,New
LOB-SP074,2023-05-14 12:34:19,New
LOB-SP075,2023-05-14 12:34:19,New
LOB-SP076,2023-05-14 12:34:19,New
LOB-SP077,2023-05-14 12:34:19,New
LOB-SP078,2023-05-14 12:34:19,New
LOB-SP079,2023-05-14 12:34:19,New
LOB-SP080,2023-05-14 12:34:19,New
LOB-SP081,2023-05-14 12:34:19,New
LOB-SP082,2023-05-14 12:34:19,New
LOB-SP083,2023-05-14 12:34:19,New
LOB-SP084,2023-05-14 12:34:19,New
LOB-SP085,2023-05-14 12:34:19,New
LOB-SP086,2023-05-14 12:34:19,New
LOB-SP087,2023-05-14 12:34:19,New
LOB-SP088,2023-05-14 12:34:19,New
LOB-SP089,2023-05-14 12:34:19,New
LOB-SP090,2023-05-14 12:34:19,New
LOB-SP091,2023-05-14 12:34:19,New
LOB-SP092,2023-05-14 12:34:19,New
LOB-SP093,2023-05-14 12:34:19,New
LOB-SP094,2023-05-14 12:34:19,New
LOB-SP095,2023-05-14 12:34:19,New
LOB-SP096,2023-05-14 12:34:19,New
LOB-SP097,2023-05-14 12:34:19,New
LOB-SP098,2023-05-14 12:34:19,New
LOB-SP099,2023-05-14 12:34:19,New
LOB-SP100,2023-05-14 12:34:19,New
LOB-SP101,2023-05-14 12:34:19,New
LOB-SP102,2023-05-14 12:34:19,New
LOB-SP103,2023-05-14 12:34:19,New
LOB-SP104,2023-05-14 12:34:19,New
LOB-SP105,2023-05-14 12:34:19,New
LOB-SP106,2023-05-14 12:34:19,New
LOB-SP107,2023-05-14 12:34:19,New
LOB-SP108,2023-05-14 12:34:19,New
LOB-SP109,2023-05-14 12:34:19,New
LOB-SP110,2023-05-14 12:34:19,New
LOB-SP111,2023-05-14 12:34:19,New
LOB-SP112,2023-05-14 12:34:19,New
LOB-SP113,2023-05-14 12:34:19,New
LOB-SP114,2023-05-14 12:34:19,New
LOB-SP115,2023-05-14 12:34:19,New
LOB-SP116,2023-05-14 12:34:19,New
LOB-SP117,2023-05-14 12:34:19,New
LOB-SP118,2023-05-14 12:34:19,New
LOB-SP119,2023-05-14 12:34:19,New
LOB-SP120,2023-05-14 12:34:19,New
LOB-SP121,2023-05-14 12:34:19,New
LOB-SP122,2023-05-14 12:34:19,New
LOB-SP123,2023-05-14 12:34:19,New
LOB-SP124,2023-05-14 12:34:19,New
LOB-SP125,2023-05-14 12:34:19,New
MRD-DE000,2023-05-14 20:06:27,New
MRD-DE001,2023-05-14 20:06:27,New
MRD-DE002,2023-05-14 20:06:27,New
MRD-DE003,2023-05-14 20:06:27,New
MRD-DE004,2023-05-14 20:06:27,New
MRD-DE005,2023-05-14 20:06:27,New
MRD-DE006,2023-05-14 20:06:27,New
MRD-DE007,2023-05-14 20:06:27,New
MRD-DE008,2023-05-14 20:06:27,New
MRD-DE009,2023-05-14 20:06:27,New
MRD-DE010,2023-05-14 20:06:27,New
MRD-DE011,2023-05-14 20:06:27,New
MRD-DE012,2023-05-14 20:06:27,New
MRD-DE013,2023-05-14 20:06:27,New
MRD-DE014,2023-05-14 20:06:27,New
MRD-DE015,2023-05-14 20:06:27,New
MRD-DE016,2023-05-14 20:06:27,New
MRD-DE017,2023-05-14 20:06:27,New
MRD-DE018,2023-05-14 20:06:27,New
MRD-DE019,2023-05-14 20:06:27,New
MRD-DE020,2023-05-14 20:06:27,New
MRD-DE021,2023-05-14 20:06:27,New
MRD-DE022,2023-05-14 20:06:27,New
MRD-DE023,2023-05-14 20:06:27,New
MRD-DE024,2023-05-14 20:06:27,New
MRD-DE025,2023-05-14 20:06:27,New
MRD-DE026,2023-05-14 20:06:27,New
MRD-DE027,2023-05-14 20:06:27,New
MRD-DE028,2023-05-14 20:06:27,New
MRD-DE029,2023-05-14 20:06:27,New
MRD-DE030,2023-05-14 20:06:27,New
MRD-DE031,2023-05-14 20:06:27,New
MRD-DE032,2023-05-14 20:06:27,New
MRD-DE033,2023-05-14 20:06:27,New
MRD-DE034,2023-05-14 20:06:27,New
MRD-DE035,2023-05-14 20:06:27,New
MRD-DE036,2023-05-14 20:06:27,New
MRD-DE037,2023-05-14 20:06:27,New
MRD-DE038,2023-05-14 20:06:27,New
MRD-DE039,2023-05-14 20:06:27,New
MRD-DE040,2023-05-14 20:06:27,New
MRD-DE041,2023-05-14 20:06:27,New
MRD-DE042,2023-05-14 20:06:27,New
MRD-DE043,2023-05-14 20:06:27,New
MRD-DE044,2023-05-14 20:06:27,New
MRD-DE045,2023-05-14 20:06:27,New
MRD-DE046,2023-05-14 20:06:27,New
MRD-DE047,2023-05-14 20:06:27,New
MRD-DE048,2023-05-14 20:06:27,New
MRD-DE049,2023-05-14 20:06:27,New
MRD-DE050,2023-05-14 20:06:27,New
MRD-DE051,2023-05-14 20:06:27,New
MRD-DE052,2023-05-14 20:06:27,New
MRD-DE053,2023-05-14 20:06:27,New
MRD-DE054,2023-05-14 20:06:27,New
MRD-DE055,2023-05-14 20:06:27,New
MRD-DE056,2023-05-14 20:06:27,New
MRD-DE057,2023-05-14 20:06:27,New
MRD-DE058,2023-05-14 20:06:27,New
MRD-DE059,2023-05-14 20:06:27,New
MRD-DE060,2023-05-14 20:06:27,New
MRD-DE061,2023-05-14 20:06:27,New
MRD-DE062,2023-05-14 20:06:27,New
MRD-DE063,2023-05-14 20:06:27,New
MRD-DE064,2023-05-14 20:06:27,New
MRD-DE065,2023-05-14 20:06:27,New
MRD-DE066,2023-05-14 20:06:27,New
MRD-DE067,2023-05-14 20:06:27,New
MRD-DE068,2023-05-14 20:06:27,New
MRD-DE069,2023-05-14 20:06:27,New
MRD-DE070,2023-05-14 20:06:27,New
MRD-DE071,2023-05-14 20:06:27,New
MRD-DE072,2023-05-14 20:06:27,New
MRD-DE073,2023-05-14 20:06:27,New
MRD-DE074,2023-05-14 20:06:27,New
MRD-DE075,2023-05-14 20:06:27,New
MRD-DE076,2023-05-14 20:06:27,New
MRD-DE077,2023-05-14 20:06:27,New
MRD-DE078,2023-05-14 20:06:27,New
MRD-DE079,2023-05-14 20:06:27,New
MRD-DE080,2023-05-14 20:06:27,New
MRD-DE081,2023-05-14 20:06:27,New
MRD-DE082,2023-05-14 20:06:27,New
MRD-DE083,2023-05-14 20:06:27,New
MRD-DE084,2023-05-14 20:06:27,New
MRD-DE085,2023-05-14 20:06:27,New
MRD-DE086,2023-05-14 20:06:27,New
MRD-DE087,2023-05-14 20:06:27,New
MRD-DE088,2023-05-14 20:06:27,New
MRD-DE089,2023-05-14 20:06:27,New
MRD-DE090,2023-05-14 20:06:27,New
MRD-DE091,2023-05-14 20:06:27,New
MRD-DE092,2023-05-14 20:06:27,New
MRD-DE093,2023-05-14 20:06:27,New
MRD-DE094,2023-05-14 20:06:27,New
MRD-DE095,2023-05-14 20:06:27,New
MRD-DE096,2023-05-14 20:06:27,New
MRD-DE097,2023-05-14 20:06:27,New
MRD-DE098,2023-05-14 20:06:27,New
MRD-DE099,2023-05-14 20:06:27,New
MRD-DE100,2023-05-14 20:06:27,New
MRD-DE101,2023-05-14 20:06:27,New
MRD-DE102,2023-05-14 20:06:27,New
MRD-DE103,2023-05-14 20:06:27,New
MRD-DE104,2023-05-14 20:06:27,New
MRD-DE105,2023-05-14 20:06:27,New
MRD-DE106,2023-05-14 20:06:27,New
MRD-DE107,2023-05-14 20:06:27,New
MRD-DE108,2023-05-14 20:06:27,New
MRD-DE109,2023-05-14 20:06:27,New
MRD-DE110,2023-05-14 20:06:27,New
MRD-DE111,2023-05-14 20:06:27,New
MRD-DE112,2023-05-14 20:06:27,New
MRD-DE113,2023-05-14 20:06:27,New
MRD-DE114,2023-05-14 20:06:27,New
MRD-DE115,2023-05-14 20:06:27,New
MRD-DE116,2023-05-14 20:06:27,New
MRD-DE117,2023-05-14 20:06:27,New
MRD-DE118,2023-05-14 20:06:27,New
MRD-DE119,2023-05-14 20:06:27,New
MRD-DE120,2023-05-14 20:06:27,New
MRD-DE121,2023-05-14 20:06:27,New
MRD-DE122,2023-05-14 20:06:27,New
MRD-DE123,2023-05-14 20:06:27,New
MRD-DE124,2023-05-14 20:06:27,New
MRD-DE125,2023-05-14 20:06:27,New
MRD-DE126,2023-05-14 20:06:27,New
MRD-DE127,2023-05-14 20:06:27,New
MRD-DE128,2023-05-14 20:06:27,New
MRD-DE129,2023-05-14 20:06:27,New
MRD-DE130,2023-05-14 20:06:27,New
MRD-DE131,2023-05-14 20:06:27,New
MRD-DE132,2023-05-14 20:06:27,New
MRD-DE133,2023-05-14 20:06:27,New
MRD-DE134,2023-05-14 20:06:27,New
MRD-DE135,2023-05-14 20:06:27,New
MRD-DE136,2023-05-14 20:06:27,New
MRD-DE137,2023-05-14 20:06:27,New
MRD-DE138,2023-05-14 20:06:27,New
MRD-DE139,2023-05-14 20:06:27,New
MRD-DE140,2023-05-14 20:06:27,New
MRD-DE141,2023-05-14 20:06:27,New
MRD-DE142,2023-05-14 20:06:27,New
MRD-DE143,2023-05-14 20:06:27,New
MRD-EN000,2023-05-14 20:05:56,New
MRD-EN001,2023-05-14 20:05:56,New
MRD-EN002,2023-05-14 20:05:56,New
MRD-EN003,2023-05-14 20:05:56,New
MRD-EN004,2023-05-14 20:05:56,New
MRD-EN005,2023-05-14 20:05:56,New
MRD-EN006,2023-05-14 20:05:56,New
MRD-EN007,2023-05-14 20:05:56,New
MRD-EN008,2023-05-14 20:05:56,New
MRD-EN009,2023-05-14 20:05:56,New
MRD-EN010,2023-05-14 20:05:56,New
MRD-EN011,2023-05-14 20:05:56,New
MRD-EN012,2023-05-14 20:05:56,New
MRD-EN013,2023-05-14 20:05:56,New
MRD-EN014,2023-05-14 20:05:56,New
MRD-EN015,2023-05-14 20:05:56,New
MRD-EN016,2023-05-14 20:05:56,New
MRD-EN017,2023-05-14 20:05:56,New
MRD-EN018,2023-05-14 20:05:56,New
MRD-EN019,2023-05-14 20:05:56,New
MRD-EN020,2023-05-14 20:05:56,New
MRD-EN021,2023-05-14 20:05:56,New
MRD-EN022,2023-05-14 20:05:56,New
MRD-EN023,2023-05-14 20:05:56,New
MRD-EN024,2023-05-14 20:05:56,New
MRD-EN025,2023-05-14 20:05:56,New
MRD-EN026,2023-05-14 20:05:56,New
MRD-EN027,2023-05-14 20:05:56,New
MRD-EN028,2023-05-14 20:05:56,New
MRD-EN029,2023-05-14 20:05:56,New
MRD-EN030,2023-05-14 20:05:56,New
MRD-EN031,2023-05-14 20:05:56,New
MRD-EN032,2023-05-14 20:05:56,New
MRD-EN033,2023-05-14 20:05:56,New
MRD-EN034,2023-05-14 20:05:56,New
MRD-EN035,2023-05-14 20:05:56,New
MRD-EN036,2023-05-14 20:05:56,New
MRD-EN037,2023-05-14 20:05:56,New
MRD-EN038,2023-05-14 20:05:56,New
MRD-EN039,2023-05-14 20:05:56,New
MRD-EN040,2023-05-14 20:05:56,New
MRD-EN041,2023-05-14 20:05:56,New
MRD-EN042,2023-05-14 20:05:56,New
MRD-EN043,2023-05-14 20:05:56,New
MRD-EN044,2023-05-14 20:05:56,New
MRD-EN045,2023-05-14 20:05:56,New
MRD-EN046,2023-05-14 20:05:56,New
MRD-EN047,2023-05-14 20:05:56,New
MRD-EN048,2023-05-14 20:05:56,New
MRD-EN049,2023-05-14 20:05:56,New
MRD-EN050,2023-05-14 20:05:56,New
MRD-EN051,2023-05-14 20:05:56,New
MRD-EN052,2023-05-14 20:05:56,New
MRD-EN053,2023-05-14 20:05:56,New
MRD-EN054,2023-05-14 20:05:56,New
MRD-EN055,2023-05-14 20:05:56,New
MRD-EN056,2023-05-14 20:05:56,New
MRD-EN057,2023-05-14 20:05:56,New
MRD-EN058,2023-05-14 20:05:56,New
MRD-EN059,2023-05-14 20:05:56,New
MRD-EN060,2023-05-14 20:05:56,New
MRD-EN061,2023-05-14 20:05:56,New
MRD-EN062,2023-05-14 20:05:56,New
MRD-EN063,2023-05-14 20:05:56,New
MRD-EN064,2023-05-14 20:05:56,New
MRD-EN065,2023-05-14 20:05:56,New
MRD-EN066,2023-05-14 20:05:56,New
MRD-EN067,2023-05-14 20:05:56,New
MRD-EN068,2023-05-14 20:05:56,New
MRD-EN069,2023-05-14 20:05:56,New
MRD-EN070,2023-05-14 20:05:56,New
MRD-EN071,2023-05-14 20:05:56,New
MRD-EN072,2023-05-14 20:05:56,New
MRD-EN073,2023-05-14 20:05:56,New
MRD-EN074,2023-05-14 20:05:56,New
MRD-EN075,2023-05-14 20:05:56,New
MRD-EN076,2023-05-14 20:05:56,New
MRD-EN077,2023-05-14 20:05:56,New
MRD-EN078,2023-05-14 20:05:56,New
MRD-EN079,2023-05-14 20:05:56,New
MRD-EN080,2023-05-14 20:05:56,New
MRD-EN081,2023-05-14 20:05:56,New
MRD-EN082,2023-05-14 20:05:56,New
MRD-EN083,2023-05-14 20:05:56,New
MRD-EN084,2023-05-14 20:05:56,New
MRD-EN085,2023-05-14 20:05:56,New
MRD-EN086,2023-05-14 20:05:56,New
MRD-EN087,2023-05-14 20:05:56,New
MRD-EN088,2023-05-14 20:05:56,New
MRD-EN089,2023-05-14 20:05:56,New
MRD-EN090,2023-05-14 20:05:56,New
MRD-EN091,2023-05-14 20:05:56,New
MRD-EN092,2023-05-14 20:05:56,New
MRD-EN093,2023-05-14 20:05:56,New
MRD-EN094,2023-05-14 20:05:56,New
MRD-EN095,2023-05-14 20:05:56,New
MRD-EN096,2023-05-14 20:05:56,New
MRD-EN097,2023-05-14 20:05:56,New
MRD-EN098,2023-05-14 20:05:56,New
MRD-EN099,2023-05-14 20:05:56,New
MRD-EN100,2023-05-14 20:05:56,New
MRD-EN101,2023-05-14 20:05:56,New
MRD-EN102,2023-05-14 20:05:56,New
MRD-EN103,2023-05-14 20:05:56,New
MRD-EN104,2023-05-14 20:05:56,New
MRD-EN105,2023-05-14 20:05:56,New
MRD-EN106,2023-05-14 20:05:56,New
MRD-EN107,2023-05-14 20:05:56,New
MRD-EN108,2023-05-14 20:05:56,New
MRD-EN109,2023-05-14 20:05:56,New
MRD-EN110,2023-05-14 20:05:56,New
MRD-EN111,2023-05-14 20:05:56,New
MRD-EN112,2023-05-14 20:05:56,New
MRD-EN113,2023-05-14 20:05:56,New
MRD-EN114,2023-05-14 20:05:56,New
MRD-EN115,2023-05-14 20:05:56,New
MRD-EN116,2023-05-14 20:05:56,New
MRD-EN117,2023-05-14 20:05:56,New
MRD-EN118,2023-05-14 20:05:56,New
MRD-EN119,2023-05-14 20:05:56,New
MRD-EN120,2023-05-14 20:05:56,New
MRD-EN121,2023-05-14 20:05:56,New
MRD-EN122,2023-05-14 20:05:56,New
MRD-EN123,2023-05-14 20:05:56,New
MRD-EN124,2023-05-14 20:05:56,New
MRD-EN125,2023-05-14 20:05:56,New
MRD-EN126,2023-05-14 20:05:56,New
MRD-EN127,2023-05-14 20:05:56,New
MRD-EN128,2023-05-14 20:05:56,New
MRD-EN129,2023-05-14 20:05:56,New
MRD-EN130,2023-05-14 20:05:56,New
MRD-EN131,2023-05-14 20:05:56,New
MRD-EN132,2023-05-14 20:05:56,New
MRD-EN133,2023-05-14 20:05:56,New
MRD-EN134,2023-05-14 20:05:56,New
MRD-EN135,2023-05-14 20:05:56,New
MRD-EN136,2023-05-14 20:05:56,New
MRD-EN137,2023-05-14 20:05:56,New
MRD-EN138,2023-05-14 20:05:56,New
MRD-EN139,2023-05-14 20:05:56,New
MRD-EN140,2023-05-14 20:05:56,New
MRD-EN141,2023-05-14 20:05:56,New
MRD-EN142,2023-05-14 20:05:56,New
MRD-EN143,2023-05-14 20:05:56,New
MRD-FR000,2023-05-14 20:06:17,New
MRD-FR001,2023-05-14 20:06:17,New
MRD-FR002,2023-05-14 20:06:17,New
MRD-FR003,2023-05-14 20:06:17,New
MRD-FR004,2023-05-14 20:06:17,New
MRD-FR005,2023-05-14 20:06:17,New
MRD-FR006,2023-05-14 20:06:17,New
MRD-FR007,2023-05-14 20:06:17,New
MRD-FR008,2023-05-14 20:06:17,New
MRD-FR009,2023-05-14 20:06:17,New
MRD-FR010,2023-05-14 20:06:17,New
MRD-FR011,2023-05-14 20:06:17,New
MRD-FR012,2023-05-14 20:06:17,New
MRD-FR013,2023-05-14 20:06:17,New
MRD-FR014,2023-05-14 20:06:17,New
MRD-FR015,2023-05-14 20:06:17,New
MRD-FR016,2023-05-14 20:06:17,New
MRD-FR017,2023-05-14 20:06:17,New
MRD-FR018,2023-05-14 20:06:17,New
MRD-FR019,2023-05-14 20:06:17,New
MRD-FR020,2023-05-14 20:06:17,New
MRD-FR021,2023-05-14 20:06:17,New
MRD-FR022,2023-05-14 20:06:17,New
MRD-FR023,2023-05-14 20:06:17,New
MRD-FR024,2023-05-14 20:06:17,New
MRD-FR025,2023-05-14 20:06:17,New
MRD-FR026,2023-05-14 20:06:17,New
MRD-FR027,2023-05-14 20:06:17,New
MRD-FR028,2023-05-14 20:06:17,New
MRD-FR029,2023-05-14 20:06:17,New
MRD-FR030,2023-05-14 20:06:17,New
MRD-FR031,2023-05-14 20:06:17,New
MRD-FR032,2023-05-14 20:06:17,New
MRD-FR033,2023-05-14 20:06:17,New
MRD-FR034,2023-05-14 20:06:17,New
MRD-FR035,2023-05-14 20:06:17,New
MRD-FR036,2023-05-14 20:06:17,New
MRD-FR037,2023-05-14 20:06:17,New
MRD-FR038,2023-05-14 20:06:17,New
MRD-FR039,2023-05-14 20:06:17,New
MRD-FR040,2023-05-14 20:06:17,New
MRD-FR041,2023-05-14 20:06:17,New
MRD-FR042,2023-05-14 20:06:17,New
MRD-FR043,2023-05-14 20:06:17,New
MRD-FR044,2023-05-14 20:06:17,New
MRD-FR045,2023-05-14 20:06:17,New
MRD-FR046,2023-05-14 20:06:17,New
MRD-FR047,2023-05-14 20:06:17,New
MRD-FR048,2023-05-14 20:06:17,New
MRD-FR049,2023-05-14 20:06:17,New
MRD-FR050,2023-05-14 20:06:17,New
MRD-FR051,2023-05-14 20:06:17,New
MRD-FR052,2023-05-14 20:06:17,New
MRD-FR053,2023-05-14 20:06:17,New
MRD-FR054,2023-05-14 20:06:17,New
MRD-FR055,2023-05-14 20:06:17,New
MRD-FR056,2023-05-14 20:06:17,New
MRD-FR057,2023-05-14 20:06:17,New
MRD-FR058,2023-05-14 20:06:17,New
MRD-FR059,2023-05-14 20:06:17,New
MRD-FR060,2023-05-14 20:06:17,New
MRD-FR061,2023-05-14 20:06:17,New
MRD-FR062,2023-05-14 20:06:17,New
MRD-FR063,2023-05-14 20:06:17,New
MRD-FR064,2023-05-14 20:06:17,New
MRD-FR065,2023-05-14 20:06:17,New
MRD-FR066,2023-05-14 20:06:17,New
MRD-FR067,2023-05-14 20:06:17,New
MRD-FR068,2023-05-14 20:06:17,New
MRD-FR069,2023-05-14 20:06:17,New
MRD-FR070,2023-05-14 20:06:17,New
MRD-FR071,2023-05-14 20:06:17,New
MRD-FR072,2023-05-14 20:06:17,New
MRD-FR073,2023-05-14 20:06:17,New
MRD-FR074,2023-05-14 20:06:17,New
MRD-FR075,2023-05-14 20:06:17,New
MRD-FR076,2023-05-14 20:06:17,New
MRD-FR077,2023-05-14 20:06:17,New
