Card number,Name,Rarity,Print,Modification date,Release,Series,Set type,Cover card,Version
CYAC-FR007,Superheavy Samurai Monk Big Benkei,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR008,The Bystial Aluber,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR009,Fallen of Argyros,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR010,Icejade Ran Aegirine,"('Ultra Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR011,"Guiding Quem, the Virtuous","('Secret Rare', 'Starlight Rare')",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR012,Mannadium Riumheart,"('Ultra Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR013,Mannadium Fearless,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR014,Mannadium Meek,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR015,Dreaming Nemleria,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR016,Nemleria Dream Defender - Oreiller,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR017,Nemleria Dream Defender - Couette,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR018,Purrelyly,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR019,Hu-Li the Jewel Mikanko,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR020,Tellarknight Altairan,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR021,Tellarknight Lyran,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR022,Infinitrack Road Roller,"('Ultra Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR023,Amazement Abomination Arlekino,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR024,Tsumuha-Kutsunagi the Lord of Swords,"('Secret Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR025,Full Active Duplex,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR026,Harvest Angel of Doom,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR027,Sakitama,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR028,Kitsuni Kitsunebi,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR029,"Ringowurm, the Dragon Guarding the Hundred Apples","('Ultra Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR030,PenduLuMoon,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR031,Wannabee!,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR032,Bunny Ear Enthusiast,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR033,Cyberse Sage,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR034,Cyberse Desavewurm,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR035,Albion the Sanctifire Dragon,"('Secret Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR036,Vicious Astraloud,"('Secret Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR037,Beetrooper Cruel Saturnas,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR038,Dual Avatar - Manifested A-Un,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR039,Superheavy Samurai Brave Masurawo,"('Ultra Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR040,Superheavy Samurai Commander Shanawo,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR041,Bystial Dis Pater,"('Ultra Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR042,Despian Luluwalilith,"('Secret Rare', 'Starlight Rare')",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR043,Mannadium Prime-Heart,"('Ultra Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR044,Chaos Angel,"('Secret Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR045,Tellarknight Constellar Caduceus,"('Ultra Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR046,Virtual World Tiger - Fufu,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR047,Firewall Dragon Singularity,"('Secret Rare', 'Starlight Rare')",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR048,Protectcode Talker,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR049,GranSolfachord Coolia,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR050,S-Force Nightchaser,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR051,Cynet Rollback,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR052,Swordsoul Punishment,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR053,Tri-Brigade Roar,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR054,New Frontier,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR055,Kashtira Akstra,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR056,Mannadium Imaginings,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR057,Mannadium Abscission,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR058,Peaceful Planet Calarium,"('Secret Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR059,Dream Tower of Princess Nemleria,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR060,"Sweet Dreams, Nemleria","('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR061,Purrely Sleepy Memory,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR062,Mikanko Dance - Mayowashidori,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR063,Libromancer Origin Story,"('Ultra Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR064,Constellar Tellarknights,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR065,Solfachord Symphony,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR066,Gunkan Suship Catch-of-the-Day,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR067,Time-Tearing Morganite,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR068,Pig Iron vs. Pen Peg,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR069,Cynet Circuit,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR070,"Brightest, Blazing, Branded King","('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR071,Etude of the Branded,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR072,Mannadium Breakheart,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR073,Mannadium Reframing,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR074,"A Shattered, Colorless Realm","('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR075,REINFORCE!,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR076,Dinomorphia Intact,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR077,Fusion Duplication,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR078,Trap Tracks,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR079,Double Hooking,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR080,Hatsugai,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR081,"Moissa Knight, the Comet General","('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR082,Golden Cloud Beast - Malong,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR083,Imperial Princess Quinquery,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR084,Pendulum Pendant,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR085,How Did Dai Get Here?,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR086,Gold Pride - Roller Baller,"('Secret Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR087,Gold Pride - Pin Baller,"('Ultra Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR088,Gold Pride - Chariot Carrie,"('Ultra Rare', 'Starlight Rare')",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR089,Gold Pride - That Came Out of Nowhere!,"('Ultra Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR090,Gold Pride - Pedal to the Metal!,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR091,Gold Pride - Better Luck Next Time!,"('Secret Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR092,Gold Pride - It's Neck and Neck!,"('Common',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR093,Wish Dragon,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR094,Votis,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR095,Adularia of the June Moon,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR096,"Kittytail, Mystical Beast of the Forest","('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR097,Baromet the Sacred Sheep Shrub,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR098,Reincarnation of the Seventh Emperors,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR099,Rebirth of the Seventh Emperors,"('Super Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
CYAC-FR100,Visas Starfrost,"('Starlight Rare',)",,2023-05-11 10:38:19,2023-05-04,Core Booster,Booster pack,"('Firewall Dragon Singularity',)",New
DP28-JP000,Salamangreat Heatleo,"('Holographic Rare',)",Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP000,Salamangreat Heatleo,"('Holographic Rare',)",Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP001,,,New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP001,,,New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP002,,,New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP002,Salamangreat Wheesel,,New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP003,,,New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP003,Salamangreat Teeger,"('Rare',)",New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP004,,,New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP004,Salamangreat Burst Gryphon,,New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP005,,,New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP005,Salamangreat Raging Phoenix,"('Ultra Rare', 'Secret Rare')",New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP006,,,New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP006,Salamangreat Charge,,New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP007,,,New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP007,Salamangreat Revive,,New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP008,,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP008,Salamangreat Gazelle,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP009,,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP009,Salamangreat Spinny,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP010,,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP010,Salamangreat Miragestallio,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP011,,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP011,Salamangreat Balelynx,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP012,,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP012,Salamangreat Sunlight Wolf,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP013,,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP013,Salamangreat Sanctuary,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP014,,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP014,Salamangreat Circle,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP015,,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP015,,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP016,,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP016,,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP017,,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP017,Salamangreat Roar,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP018,Volcanic Emperor,"('Ultra Rare', 'Secret Rare')",New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP018,Volcanic Emperor,"('Ultra Rare', 'Secret Rare')",New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP019,Volcanic Trooper,,New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP019,Volcanic Trooper,,New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP020,Volcanic Rimfire,"('Rare',)",New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP020,Volcanic Rimfire,"('Rare',)",New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP021,Volcanic Blaze Accelerator,"('Super Rare',)",New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP021,Volcanic Blaze Accelerator,"('Super Rare',)",New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP022,Fire Ejection,,New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP022,Fire Ejection,,New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP023,,,New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP023,,,New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP024,Volcanic Inferno,,New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP024,Volcanic Inferno,,New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP025,Volcanic Shell,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP025,Volcanic Shell,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP026,Volcanic Scattershot,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP026,Volcanic Scattershot,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP027,Volcanic Rocket,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP027,Volcanic Rocket,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP028,Volcanic Queen,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP028,Volcanic Queen,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP029,Volcanic Doomfire,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP029,Volcanic Doomfire,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP030,Blaze Accelerator,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP030,Blaze Accelerator,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP031,Blaze Accelerator Reload,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP031,Blaze Accelerator Reload,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP032,Battlin' Boxer Uppercutter,"('Rare',)",New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP032,Battlin' Boxer Uppercutter,"('Rare',)",New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP033,Battlin' Boxer Chief Second,"('Rare',)",New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP033,Battlin' Boxer Chief Second,"('Rare',)",New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP034,Battlin' Boxer Promoter,"('Super Rare',)",New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP034,Battlin' Boxer Promoter,"('Super Rare',)",New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP035,Number C79: Battlin' Boxer Commander Caesar,"('Ultra Rare', 'SCR')",New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP035,Number C79: Battlin' Boxer Commander Caesar,"('Ultra Rare', 'Secret Rare')",New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP036,Battlin' Boxer King Dempsey,,New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP036,Battlin' Boxer King Dempsey,,New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP037,,,New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP037,Seventh Force,"('Ultra Rare', 'Secret Rare')",New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP038,Battlin' Boxing Cross Counter,,New,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP038,Battlin' Boxing Cross Counter,,New,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP039,Battlin' Boxer Headgeared,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP039,Battlin' Boxer Headgeared,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
DP28-JP040,Battlin' Boxer Glassjaw,,Reprint,2023-05-02 12:22:51,2023-05-27,Attribute Duelist Pack,Booster pack,,Old
DP28-JP040,Battlin' Boxer Glassjaw,,Reprint,2023-05-09 12:29:14,2023-05-27,Attribute Duelist Pack,Booster pack,"('Salamangreat Raging Phoenix',)",New
