Name,Archseries,Legend,Maximum mode,Effect type,Modification date,Errata,Version
Shinesteel Ultra Dragon Devastar Okeabyss [L],,False,False,"('Effect',)",2023-04-12 15:17:48,,Old
Shinesteel Ultra Dragon Devastar Okeabyss [L],,False,True,"('Effect',)",2023-04-12 15:17:48,,New
Shinesteel Ultra Dragon Devastar Okeabyss [R],,False,False,"('Effect',)",2023-04-12 15:18:31,,Old
Shinesteel Ultra Dragon Devastar Okeabyss [R],,False,True,"('Effect',)",2023-04-12 15:18:31,,New
"Sieth, the Scabbard of Noble Arms",,False,False,"('Effect',)",2023-03-20 08:15:17,,Old
"Sieth, the Scabbard of Noble Arms","('Holy Swordsman',)",False,False,"('Effect',)",2023-03-20 08:15:17,,New
Silver-Eyes Star Cat,,False,False,,2023-05-25 11:28:56,,Old
Silver-Eyes Star Cat,"('Cat (Rush Duel series)',)",False,False,,2023-05-25 11:28:56,,New
Silvermountain of Blisstopia,,False,False,"('Effect',)",2023-03-20 08:22:30,,Old
Silvermountain of Blisstopia,"('Blisstopia',)",False,False,"('Effect',)",2023-03-20 08:22:30,,New
Snake Clown,,False,False,,2023-03-20 08:49:38,,Old
Snake Clown,"('Metarion',)",False,False,,2023-03-20 08:49:38,,New
Solcier the Skysavior Lightflash,,False,False,"('Multi-Choice Effect',)",2023-05-25 11:24:45,,Old
Solcier the Skysavior Lightflash,"('Skysavior',)",False,False,"('Multi-Choice Effect',)",2023-05-25 11:24:45,,New
Speedy Performer,,False,False,"('Effect',)",2023-03-20 09:22:25,,Old
Speedy Performer,"('Psychic Musician',)",False,False,"('Effect',)",2023-03-20 09:22:25,,New
Spirit of the Mini Harp,,False,False,,2023-03-20 09:40:23,,Old
Spirit of the Mini Harp,"('Bubble Actress',)",False,False,,2023-03-20 09:40:23,,New
Sportsdragon Closer,,False,False,"('Effect',)",2023-03-20 09:46:12,,Old
Sportsdragon Closer,"('Sportsdragon',)",False,False,"('Effect',)",2023-03-20 09:46:12,,New
Stock the Noodle Ninja,,False,False,,2023-03-20 10:28:08,,Old
Stock the Noodle Ninja,"('Noodle Ninja',)",False,False,,2023-03-20 10:28:08,,New
Summoned Skull,,False,False,,2023-05-22 07:20:21,"('Type',)",Old
Summoned Skull,,True,False,,2023-05-22 07:20:21,"('Type',)",New
Sunbathing Kappa,,False,False,"('Effect',)",2023-03-20 10:59:20,,Old
Sunbathing Kappa,"('Kappa',)",False,False,"('Effect',)",2023-03-20 10:59:20,,New
Supreme Beast Magnum Overlord [R],,False,False,"('Continuous Effect',)",2023-06-02 06:35:23,,Old
Supreme Fullsteam Magnum Overlord [L],,False,False,"('Effect',)",2023-06-02 06:37:23,,Old
Supreme Fullsteam Magnum Overlord [L],"('Magnum Overlord',)",False,True,"('Effect',)",2023-06-02 06:37:23,,New
Supreme Fullsteam Magnum Overlord [R],,False,False,"('Effect',)",2023-06-02 06:37:28,,Old
Supreme Fullsteam Magnum Overlord [R],"('Magnum Overlord',)",False,True,"('Effect',)",2023-06-02 06:37:28,,New
Supreme Machine Magnum Overlord [L],,False,False,"('Effect',)",2023-06-02 06:32:11,,Old
Supreme Machine Magnum Overlord [L],"('Magnum Overlord',)",False,True,"('Effect',)",2023-06-02 06:32:11,,New
Supreme Machine Magnum Overlord [R],,False,False,"('Effect',)",2023-06-02 06:35:47,,Old
Supreme Machine Magnum Overlord [R],"('Magnum Overlord',)",False,True,"('Effect',)",2023-06-02 06:35:47,,New
Supreme Wildgleam Magnum Overlord,,False,False,"('Continuous Effect', 'Summoning condition')",2023-06-02 06:46:01,,Old
Supreme Wildgleam Magnum Overlord,"('Magnum Overlord',)",False,True,"('Continuous Effect', 'Summoning condition')",2023-06-02 06:46:01,,New
Sword Dancer,,False,False,,2023-03-20 11:57:51,,Old
Sword Dancer,"('Metarion',)",False,False,,2023-03-20 11:57:51,,New
Takegumi the Ruler's Squad,,False,False,"('Effect',)",2023-03-20 12:48:12,,Old
Takegumi the Ruler's Squad,"('Three Rulers',)",False,False,"('Effect',)",2023-03-20 12:48:12,,New
Tamabot Burst Dragon,,False,False,"('Effect',)",2023-05-13 09:52:42,,Old
Tamabot Burst Dragon,"('High Tech Dragon',)",False,False,"('Effect',)",2023-05-13 09:52:42,,New
Tang the Noodle Ninja,,False,False,,2023-03-20 12:51:33,,Old
Tang the Noodle Ninja,"('Noodle Ninja',)",False,False,,2023-03-20 12:51:33,,New
Thantsgiving,,False,False,,2023-03-20 13:25:20,,Old
Thantsgiving,"('Gi-ant Revolution (series)',)",False,False,,2023-03-20 13:25:20,,New
The Barrier,,False,False,"('Effect',)",2023-03-20 13:31:21,,Old
The Barrier,"('The',)",False,False,"('Effect',)",2023-03-20 13:31:21,,New
The Clone,,False,False,"('Effect',)",2023-05-25 11:27:57,,Old
The Clone,"('The',)",False,False,"('Effect',)",2023-05-25 11:27:57,,New
The Noodle Art of Savory,,False,False,"('Effect',)",2023-03-20 14:10:05,,Old
The Noodle Art of Savory,"('Noodle Ninja',)",False,False,"('Effect',)",2023-03-20 14:10:05,,New
The Power Up,,False,False,"('Effect',)",2023-03-20 14:19:07,,Old
The Power Up,"('The',)",False,False,"('Effect',)",2023-03-20 14:19:07,,New
The Star Dragon,,False,False,"('Effect',)",2023-03-20 14:34:18,,Old
The Star Dragon,"('The',)",False,False,"('Effect',)",2023-03-20 14:34:18,,New
Thunderbeetle Bassdrum,,False,False,,2023-03-20 15:14:05,,Old
Thunderbeetle Bassdrum,"('Thunderbeetle',)",False,False,,2023-03-20 15:14:05,,New
Thunderbeetle Boost,,False,False,"('Effect',)",2023-03-20 15:14:18,,Old
Thunderbeetle Boost,"('Thunderbeetle',)",False,False,"('Effect',)",2023-03-20 15:14:18,,New
Thunderbeetle Highhat,,False,False,,2023-03-20 15:14:42,,Old
Thunderbeetle Highhat,"('Thunderbeetle',)",False,False,,2023-03-20 15:14:42,,New
Tiger Doom Sight,,False,False,"('Effect',)",2023-06-16 14:54:12,,New
Torrential Tribute,,False,False,"('Effect',)",2023-03-20 15:56:41,"('Any',)",Old
Torrential Tribute,,True,False,"('Effect',)",2023-03-20 15:56:41,"('Any',)",New
Transamu Rainac,,False,False,,2023-05-11 06:22:30,,Old
Transamu Rainac,"('Transamu',)",False,False,,2023-05-11 06:22:30,,New
Transamu Rainac - War To Zen!,,False,False,"('Effect',)",2023-05-25 11:52:29,,Old
Transamu Rainac - War To Zen!,"('Signature move', 'Transamu')",False,False,"('Effect',)",2023-05-25 11:52:29,,New
Transamu Rainac Overwrite,,False,False,"('Effect',)",2023-06-08 09:30:26,,Old
Transamu Rainac Overwrite,"('Transamu',)",False,False,"('Effect',)",2023-06-08 09:30:26,,New
Transamuroad Rainac,,False,False,"('Effect',)",2023-05-25 11:25:43,,Old
Transamuroad Rainac,"('Transamu',)",False,False,"('Effect',)",2023-05-25 11:25:43,,New
Triangle Ecstasy Spark,,False,False,"('Effect',)",2023-05-23 14:11:15,"('Name',)",Old
Triangle Ecstasy Spark,"('Harpie (Rush Duel series)', 'Signature move')",False,False,"('Effect',)",2023-05-23 14:11:15,"('Name',)",New
Triple Threat Thunder,,False,False,"('Effect',)",2023-03-20 16:41:36,,Old
Triple Threat Thunder,"('Bubble Era',)",False,False,"('Effect',)",2023-03-20 16:41:36,,New
Trumpetiger the Music Fiend,,False,False,"('Effect',)",2023-05-28 12:25:36,,Old
Trumpetiger the Music Fiend,"('Music Princess',)",False,False,"('Effect',)",2023-05-28 12:25:36,,New
Trumpetonfa the Music Princess,,False,False,"('Effect',)",2023-03-20 16:48:55,,Old
Trumpetonfa the Music Princess,"('Music Princess',)",False,False,"('Effect',)",2023-03-20 16:48:55,,New
Tutumes Dark Witch,,False,False,,2023-03-20 16:58:49,,Old
Tutumes Dark Witch,"('Bubble Actress',)",False,False,,2023-03-20 16:58:49,,New
Tyhone,,False,False,,2023-03-20 17:08:16,"('Any',)",Old
Tyhone,,False,False,,2023-03-20 17:08:16,"('Type',)",New
Ultimate Flag Beast Aim Eagle,,False,False,"('Effect',)",2023-03-20 17:26:28,,Old
Ultimate Flag Beast Aim Eagle,"('Ultimate Flag',)",False,False,"('Effect',)",2023-03-20 17:26:28,,New
Ultimate Flag Beast Avan Wolf,,False,False,,2023-03-20 17:26:43,,Old
Ultimate Flag Beast Avan Wolf,"('Ultimate Flag',)",False,False,,2023-03-20 17:26:43,,New
Ultimate Flag Beast Surge Bicorn,,False,False,"('Effect',)",2023-05-11 06:22:38,,Old
Ultimate Flag Beast Surge Bicorn,"('Ultimate Flag',)",False,False,"('Effect',)",2023-05-11 06:22:38,,New
Ultimate Flag Mech Ace Breaker,,False,False,"('Effect',)",2023-03-20 17:27:39,,Old
Ultimate Flag Mech Ace Breaker,"('Ultimate Flag',)",False,False,"('Effect',)",2023-03-20 17:27:39,,New
Ultimate Flag Mech Tough Striker,,False,False,,2023-03-20 17:28:04,,Old
Ultimate Flag Mech Tough Striker,"('Ultimate Flag',)",False,False,,2023-03-20 17:28:04,,New
Umi,,False,False,"('Effect',)",2023-04-08 01:27:33,"('Type',)",Old
Umi,"('Umi (series)',)",False,False,"('Effect',)",2023-04-08 01:27:33,"('Type',)",New
United Ants,,False,False,,2023-03-20 17:48:39,,Old
United Ants,"('Gi-ant Revolution (series)',)",False,False,,2023-03-20 17:48:39,,New
Vegetation of Blisstopia,,False,False,"('Effect',)",2023-03-20 18:27:52,,Old
Vegetation of Blisstopia,"('Blisstopia',)",False,False,"('Effect',)",2023-03-20 18:27:52,,New
Veteran Curse of Dragon,,False,False,,2023-06-03 10:41:10,,Old
Veteran Curse of Dragon,"('Gaia (series)',)",False,False,,2023-06-03 10:41:10,,New
Vishwar Lambadi,,False,False,"('Effect',)",2023-03-20 18:47:51,,Old
Vishwar Lambadi,"('Bubble Era',)",False,False,"('Effect',)",2023-03-20 18:47:51,,New
Voidvelgr Elysium,,False,False,"('Effect',)",2023-05-31 06:59:05,,Old
Voidvelgr Elysium,"('Voidvelgr',)",False,False,"('Effect',)",2023-05-31 06:59:05,,New
Voidvelgr Globule,,False,False,"('Effect',)",2023-03-20 18:54:10,,Old
Voidvelgr Globule,"('Voidvelgr',)",False,False,"('Effect',)",2023-03-20 18:54:10,,New
Voidvelgr Gullinbursti,,False,False,"('Effect',)",2023-05-13 10:06:57,,Old
Voidvelgr Gullinbursti,"('Voidvelgr',)",False,False,"('Effect',)",2023-05-13 10:06:57,,New
Voidvelgr Hoplites,,False,False,,2023-03-20 18:54:25,,Old
Voidvelgr Hoplites,"('Voidvelgr',)",False,False,,2023-03-20 18:54:25,,New
Voidvelgr Kataphraktos,,False,False,"('Effect',)",2023-05-25 11:28:35,,Old
Voidvelgr Kataphraktos,"('Voidvelgr',)",False,False,"('Effect',)",2023-05-25 11:28:35,,New
Voidvelgr Logistikos,,False,False,"('Effect',)",2023-05-13 09:11:51,,Old
Voidvelgr Logistikos,"('Voidvelgr',)",False,False,"('Effect',)",2023-05-13 09:11:51,,New
Voidvelgr Requiem,,False,False,"('Effect',)",2023-04-07 12:33:14,,Old
Voidvelgr Requiem,"('Voidvelgr',)",False,False,"('Effect',)",2023-04-07 12:33:14,,New
Vorse Raider,,False,False,,2023-03-20 18:59:08,"('Type',)",Old
Vorse Raider,,True,False,,2023-03-20 18:59:08,"('Type',)",New
Vulcan Ignite Hyperdrive,,False,False,"('Effect',)",2023-03-20 19:00:11,,Old
Vulcan Ignite Hyperdrive,"('Signature move',)",False,True,"('Effect',)",2023-03-20 19:00:11,,New
Wattkiss,,False,False,,2023-03-16 05:53:00,,Old
Wattkiss,"('Psychic Musician',)",False,False,,2023-03-16 05:53:00,,New
Wilhel the Mega Monarch,,False,False,"('Effect',)",2023-05-13 09:24:24,,Old
Wilhel the Mega Monarch,"('Monarch (Rush Duel series)',)",False,False,"('Effect',)",2023-05-13 09:24:24,,New
Woofderful Heartless Hound,,False,False,"('Effect',)",2023-03-20 20:07:56,,Old
Woofderful Heartless Hound,"('Heartless Hound',)",False,False,"('Effect',)",2023-03-20 20:07:56,,New
Worker Warrior - New Recruit,,False,False,,2023-03-16 11:11:08,,Old
Worker Warrior - New Recruit,"('Worker Warrior',)",False,False,,2023-03-16 11:11:08,,New
Wyrm Excavator the Heavy Cavalry Draco,,False,False,"('Continuous Effect', 'Summoning condition')",2023-03-20 20:29:28,,Old
Wyrm Excavator the Heavy Cavalry Draco,,False,True,"('Continuous Effect', 'Summoning condition')",2023-03-20 20:29:28,,New
Yamiruler the Dark Delayer,,False,False,"('Effect',)",2023-03-20 20:49:04,,Old
Yamiruler the Dark Delayer,"('Three Rulers',)",False,False,"('Effect',)",2023-03-20 20:49:04,,New
Yamiruler the Dark Delayer - Supreme Soldier Spear,,False,False,"('Continuous Effect',)",2023-03-20 20:49:15,,Old
Yamiruler the Dark Delayer - Supreme Soldier Spear,"('Three Rulers',)",False,False,"('Continuous Effect',)",2023-03-20 20:49:15,,New
Zaborg the Thunder Monarch,,False,False,"('Effect',)",2023-05-13 10:34:01,"('Type',)",Old
Zaborg the Thunder Monarch,"('Monarch (Rush Duel series)',)",True,False,"('Effect',)",2023-05-13 10:34:01,"('Type',)",New
