Card number,Name,Rarity,Print,Modification date,Version
SDBE-EN019,Dragon Shrine,"('Super Rare',)",New,2022-01-20 12:08:04,New
SDBE-EN020,Silver's Cry,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN020,Silver's Cry,"('Common',)",New,2022-01-20 12:08:04,New
SDBE-EN021,Burst Stream of Destruction,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN021,Burst Stream of Destruction,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN022,Stamping Destruction,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN022,Stamping Destruction,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN023,A Wingbeat of Giant Dragon,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN023,A Wingbeat of Giant Dragon,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN024,Trade-In,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN024,Trade-In,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN025,Cards of Consonance,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN025,Cards of Consonance,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN026,White Elephant's Gift,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN026,White Elephant's Gift,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN027,One for One,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN027,One for One,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN028,Monster Reborn,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN028,Monster Reborn,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN029,Dragonic Tactics,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN029,Dragonic Tactics,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN030,Soul Exchange,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN030,Soul Exchange,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN031,Swords of Revealing Light,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN031,Swords of Revealing Light,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN032,Enemy Controller,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN032,Enemy Controller,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN033,Castle of Dragon Souls,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN033,Castle of Dragon Souls,"('Common',)",New,2022-01-20 12:08:04,New
SDBE-EN034,Fiendish Chain,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN034,Fiendish Chain,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN035,Kunai with Chain,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN035,Kunai with Chain,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN036,Damage Condenser,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN036,Damage Condenser,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN037,Call of the Haunted,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN037,Call of the Haunted,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN038,Compulsory Evacuation Device,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN038,Compulsory Evacuation Device,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN039,Champion's Vigilance,"('Common',)",,2022-01-20 12:08:04,Old
SDBE-EN039,Champion's Vigilance,"('Common',)",Reprint,2022-01-20 12:08:04,New
SDBE-EN040,Azure-Eyes Silver Dragon,"('Ultra Rare',)",,2022-01-20 12:08:04,Old
SDBE-EN040,Azure-Eyes Silver Dragon,"('Ultra Rare',)",New,2022-01-20 12:08:04,New
SDCR-EN001,Cyber Dragon Core,"('Super Rare',)",,2021-10-25 05:45:51,Old
SDCR-EN001,Cyber Dragon Core,"('Super Rare',)",New,2021-10-25 05:45:51,New
SDCR-EN002,Cyber Dragon Drei,"('Super Rare',)",,2021-10-25 05:45:51,Old
SDCR-EN002,Cyber Dragon Drei,"('Super Rare',)",New,2021-10-25 05:45:51,New
SDCR-EN003,Cyber Dragon,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN003,Cyber Dragon,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN004,Cyber Dragon Zwei,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN004,Cyber Dragon Zwei,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN005,Proto-Cyber Dragon,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN005,Proto-Cyber Dragon,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN006,Cyber Valley,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN006,Cyber Valley,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN007,Cyber Larva,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN007,Cyber Larva,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN008,Cyber Phoenix,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN008,Cyber Phoenix,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN009,Cyber Dinosaur,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN009,Cyber Dinosaur,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN010,Cyber Eltanin,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN010,Cyber Eltanin,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN011,Armored Cybern,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN011,Armored Cybern,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN012,Satellite Cannon,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN012,Satellite Cannon,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN013,Solar Wind Jammer,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN013,Solar Wind Jammer,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN014,Jade Knight,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN014,Jade Knight,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN015,Falchionβ,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN015,Falchionβ,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN016,Reflect Bounder,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN016,Reflect Bounder,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN017,The Light - Hex-Sealed Fusion,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN017,The Light - Hex-Sealed Fusion,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN018,Shining Angel,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN018,Shining Angel,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN019,Cyber Repair Plant,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN019,Cyber Repair Plant,"('Common',)",New,2021-10-25 05:45:51,New
SDCR-EN020,Evolution Burst,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN020,Evolution Burst,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN021,Super Polymerization,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN021,Super Polymerization,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN022,Power Bond,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN022,Power Bond,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN023,Limiter Removal,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN023,Limiter Removal,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN024,Megamorph,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN024,Megamorph,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN025,D.D.R. - Different Dimension Reincarnation,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN025,D.D.R. - Different Dimension Reincarnation,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN026,Mystical Space Typhoon,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN026,Mystical Space Typhoon,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN027,Light of Redemption,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN027,Light of Redemption,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN028,Machina Armored Unit,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN028,Machina Armored Unit,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN029,Cyber Network,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN029,Cyber Network,"('Common',)",New,2021-10-25 05:45:51,New
SDCR-EN030,Cybernetic Hidden Technology,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN030,Cybernetic Hidden Technology,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN031,Three of a Kind,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN031,Three of a Kind,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN032,Trap Stun,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN032,Trap Stun,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN033,Dimensional Prison,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN033,Dimensional Prison,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN034,Malevolent Catastrophe,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN034,Malevolent Catastrophe,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN035,Waboku,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN035,Waboku,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN036,Call of the Haunted,"('Common',)",,2021-10-25 05:45:51,Old
SDCR-EN036,Call of the Haunted,"('Common',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN037,Cyber Twin Dragon,"('Ultra Rare',)",,2021-10-25 05:45:51,Old
SDCR-EN037,Cyber Twin Dragon,"('Ultra Rare',)",Reprint,2021-10-25 05:45:51,New
SDCR-EN038,Cyber Dragon Nova,"('Ultra Rare',)",,2021-10-25 05:45:51,Old
SDCR-EN038,Cyber Dragon Nova,"('Ultra Rare',)",New,2021-10-25 05:45:51,New
SDDC-EN001,Lightpulsar Dragon,"('Ultra Rare',)",,2017-05-17 00:57:36,Old
SDDC-EN001,Lightpulsar Dragon,"('Ultra Rare',)",New,2017-05-17 00:57:36,New
SDDC-EN002,Darkflare Dragon,"('Ultra Rare',)",,2017-05-17 00:57:36,Old
SDDC-EN002,Darkflare Dragon,"('Ultra Rare',)",New,2017-05-17 00:57:36,New
SDDC-EN003,Eclipse Wyvern,"('Super Rare',)",,2017-05-17 00:57:36,Old
SDDC-EN003,Eclipse Wyvern,"('Super Rare',)",New,2017-05-17 00:57:36,New
SDDC-EN004,Blue-Eyes White Dragon,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN004,Blue-Eyes White Dragon,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN005,Red-Eyes Black Dragon,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN005,Red-Eyes Black Dragon,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN006,The White Stone of Legend,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN006,The White Stone of Legend,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN007,Black Dragon's Chick,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN007,Black Dragon's Chick,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN008,Axe Dragonute,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN008,Axe Dragonute,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN009,Vice Dragon,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN009,Vice Dragon,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN010,"Gragonith, Lightsworn Dragon","('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN010,"Gragonith, Lightsworn Dragon","('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN011,Prime Material Dragon,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN011,Prime Material Dragon,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN012,Dark Armed Dragon,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN012,Dark Armed Dragon,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN013,Red-Eyes Darkness Metal Dragon,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN013,Red-Eyes Darkness Metal Dragon,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN014,Chaos Sorcerer,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN014,Chaos Sorcerer,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN015,Lord of D.,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN015,Lord of D.,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN016,Mystic Tomato,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN016,Mystic Tomato,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN017,Summoner Monk,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN017,Summoner Monk,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN018,Snipe Hunter,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN018,Snipe Hunter,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN019,Herald of Creation,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN019,Herald of Creation,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN020,"Jain, Lightsworn Paladin","('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN020,"Jain, Lightsworn Paladin","('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN021,"Lyla, Lightsworn Sorceress","('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN021,"Lyla, Lightsworn Sorceress","('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN022,Kaibaman,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN022,Kaibaman,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN023,"Ryko, Lightsworn Hunter","('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN023,"Ryko, Lightsworn Hunter","('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN024,Chaos Zone,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN024,Chaos Zone,"('Common',)",New,2017-05-17 00:57:36,New
SDDC-EN025,Burst Stream of Destruction,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN025,Burst Stream of Destruction,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN026,Inferno Fire Blast,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN026,Inferno Fire Blast,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN027,The Flute of Summoning Dragon,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN027,The Flute of Summoning Dragon,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN028,A Wingbeat of Giant Dragon,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN028,A Wingbeat of Giant Dragon,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN029,Book of Moon,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN029,Book of Moon,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN030,Magical Stone Excavation,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN030,Magical Stone Excavation,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN031,Reasoning,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN031,Reasoning,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN032,Monster Gate,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN032,Monster Gate,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN033,Card Trader,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN033,Card Trader,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN034,D.D.R. - Different Dimension Reincarnation,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN034,D.D.R. - Different Dimension Reincarnation,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN035,Charge of the Light Brigade,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN035,Charge of the Light Brigade,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN036,Dragon's Rebirth,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN036,Dragon's Rebirth,"('Common',)",New,2017-05-17 00:57:36,New
SDDC-EN037,Burst Breath,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN037,Burst Breath,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN038,Call of the Haunted,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN038,Call of the Haunted,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN039,Interdimensional Matter Transporter,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN039,Interdimensional Matter Transporter,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDC-EN040,Escape from the Dark Dimension,"('Common',)",,2017-05-17 00:57:36,Old
SDDC-EN040,Escape from the Dark Dimension,"('Common',)",Reprint,2017-05-17 00:57:36,New
SDDL-EN001,Dragunity Arma Leyvaten,"('Ultra Rare',)",,2016-12-31 00:10:03,Old
SDDL-EN001,Dragunity Arma Leyvaten,"('Ultra Rare',)",New,2016-12-31 00:10:03,New
SDDL-EN002,Dragunity Arma Mystletainn,"('Super Rare',)",,2016-12-31 00:10:03,Old
SDDL-EN002,Dragunity Arma Mystletainn,"('Super Rare',)",New,2016-12-31 00:10:03,New
SDDL-EN003,Dragunity Aklys,"('Super Rare',)",,2016-12-31 00:10:03,Old
SDDL-EN003,Dragunity Aklys,"('Super Rare',)",New,2016-12-31 00:10:03,New
SDDL-EN004,Dragunity Dux,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN004,Dragunity Dux,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN005,Dragunity Legionnaire,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN005,Dragunity Legionnaire,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN006,Dragunity Tribus,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN006,Dragunity Tribus,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN007,Dragunity Darkspear,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN007,Dragunity Darkspear,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN008,Dragunity Militum,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN008,Dragunity Militum,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN009,Dragunity Primus Pilus,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN009,Dragunity Primus Pilus,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN010,Dragunity Brandistock,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN010,Dragunity Brandistock,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN011,Dragunity Javelin,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN011,Dragunity Javelin,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN012,Mist Valley Falcon,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN012,Mist Valley Falcon,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN013,Hunter Owl,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN013,Hunter Owl,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN014,Garuda the Wind Spirit,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN014,Garuda the Wind Spirit,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN015,Flying Kamakiri #1,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN015,Flying Kamakiri #1,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN016,Spear Dragon,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN016,Spear Dragon,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN017,Twin-Headed Behemoth,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN017,Twin-Headed Behemoth,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN018,Armed Dragon LV3,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN018,Armed Dragon LV3,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN019,Armed Dragon LV5,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN019,Armed Dragon LV5,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN020,Masked Dragon,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN020,Masked Dragon,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN021,Dragon Ravine,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN021,Dragon Ravine,"('Common',)",New,2016-12-31 00:10:03,New
SDDL-EN022,Dragon Mastery,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN022,Dragon Mastery,"('Common',)",New,2016-12-31 00:10:03,New
SDDL-EN023,United We Stand,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN023,United We Stand,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN024,Mage Power,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN024,Mage Power,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN025,Dragon's Gunfire,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN025,Dragon's Gunfire,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN026,Stamping Destruction,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN026,Stamping Destruction,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN027,Creature Swap,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN027,Creature Swap,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN028,Monster Reincarnation,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN028,Monster Reincarnation,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN029,Foolish Burial,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN029,Foolish Burial,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN030,Card Destruction,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN030,Card Destruction,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN031,Windstorm of Etaqua,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN031,Windstorm of Etaqua,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN032,Relieve Monster,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN032,Relieve Monster,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN033,Legacy of Yata-Garasu,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN033,Legacy of Yata-Garasu,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN034,Final Attack Orders,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN034,Final Attack Orders,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN035,Mirror Force,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN035,Mirror Force,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN036,Dragon's Rage,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN036,Dragon's Rage,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN037,Bottomless Trap Hole,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN037,Bottomless Trap Hole,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN038,Spiritual Wind Art - Miyabi,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN038,Spiritual Wind Art - Miyabi,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDDL-EN039,Icarus Attack,"('Common',)",,2016-12-31 00:10:03,Old
SDDL-EN039,Icarus Attack,"('Common',)",Reprint,2016-12-31 00:10:03,New
SDGU-EN001,"Grapha, Dragon Lord of Dark World","('Ultra Rare',)",,2016-07-03 13:29:37,Old
SDGU-EN001,"Grapha, Dragon Lord of Dark World","('Ultra Rare',)",New,2016-07-03 13:29:37,New
SDGU-EN002,"Snoww, Unlight of Dark World","('Super Rare',)",,2016-07-03 13:29:37,Old
SDGU-EN002,"Snoww, Unlight of Dark World","('Super Rare',)",New,2016-07-03 13:29:37,New
SDGU-EN003,"Ceruli, Guru of Dark World","('Super Rare',)",,2016-07-03 13:29:37,Old
SDGU-EN003,"Ceruli, Guru of Dark World","('Super Rare',)",New,2016-07-03 13:29:37,New
SDGU-EN004,"Zure, Knight of Dark World","('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN004,"Zure, Knight of Dark World","('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN005,"Renge, Gatekeeper of Dark World","('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN005,"Renge, Gatekeeper of Dark World","('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN006,"Scarr, Scout of Dark World","('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN006,"Scarr, Scout of Dark World","('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN007,"Kahkki, Guerilla of Dark World","('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN007,"Kahkki, Guerilla of Dark World","('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN008,"Gren, Tactician of Dark World","('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN008,"Gren, Tactician of Dark World","('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN009,"Broww, Huntsman of Dark World","('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN009,"Broww, Huntsman of Dark World","('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN010,"Beiige, Vanguard of Dark World","('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN010,"Beiige, Vanguard of Dark World","('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN011,"Brron, Mad King of Dark World","('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN011,"Brron, Mad King of Dark World","('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN012,"Sillva, Warlord of Dark World","('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN012,"Sillva, Warlord of Dark World","('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN013,"Goldd, Wu-Lord of Dark World","('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN013,"Goldd, Wu-Lord of Dark World","('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN014,"Reign-Beaux, Overlord of Dark World","('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN014,"Reign-Beaux, Overlord of Dark World","('Common',)",Reprint,2016-07-03 13:29:37,New
SDGU-EN015,Belial - Marquis of Darkness,"('Common',)",,2016-07-03 13:29:37,Old
SDGU-EN015,Belial - Marquis of Darkness,"('Common',)",Reprint,2016-07-03 13:29:37,New
