Name,Card type,Property,Archseries,Legend,Maximum mode,Attribute,Primary type,Monster type,Effect type,DEF,ATK,MAXIMUM ATK,Level/Rank,Page name,Page URL,Artwork,Modification date,Errata
Digisoon the Music Fiend,Monster Card,,"('Music Princess',)",False,False,WIND,Effect Monster,Warrior,"('Effect',)",2000,2400,,8,Digisoon the Music Fiend,https://yugipedia.com/wiki/Digisoon_the_Music_Fiend,,2023-05-17 12:35:12,
Digrace the Skysavior Radiance,Monster Card,,"('Celestial Warrior', 'Skysavior')",False,False,LIGHT,Fusion Monster,Celestial Warrior,"('Multi-Choice Effect',)",1700,2700,,9,Digrace the Skysavior Radiance,https://yugipedia.com/wiki/Digrace_the_Skysavior_Radiance,,2023-03-18 13:15:44,
Dimension Others,Monster Card,,,False,False,DARK,Normal Monster,Galaxy (Type),,0,1500,,4,Dimension Others,https://yugipedia.com/wiki/Dimension_Others,,2023-03-18 13:17:52,
Dinomic Pressure,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Dinomic Pressure,https://yugipedia.com/wiki/Dinomic_Pressure,,2023-03-18 13:24:16,
Dinosaur Crush,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Dinosaur Crush,https://yugipedia.com/wiki/Dinosaur_Crush,,2023-03-18 13:28:32,
Direct Dive Dragon,Monster Card,,,False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",0,1700,,6,Direct Dive Dragon,https://yugipedia.com/wiki/Direct_Dive_Dragon,,2023-03-18 13:34:56,
Doctor Red Robe,Monster Card,,"('Chemistry',)",False,False,FIRE,Normal Monster,Pyro,,0,1500,,4,Doctor Red Robe,https://yugipedia.com/wiki/Doctor_Red_Robe,,2023-03-18 13:45:36,
Dododo Second,Monster Card,,"('Baseball',)",False,False,FIRE,Effect Monster,Warrior,"('Effect',)",1400,0,,4,Dododo Second,https://yugipedia.com/wiki/Dododo_Second,,2023-03-18 13:45:36,
Dogulce Jomont Blanc,Monster Card,,,False,False,EARTH,Normal Monster,Pyro,,1500,1900,,6,Dogulce Jomont Blanc,https://yugipedia.com/wiki/Dogulce_Jomont_Blanc,,2023-03-18 13:52:00,
Dogulce Langue De Shakoki,Monster Card,,,False,False,EARTH,Effect Monster,Pyro,"('Effect',)",0,1700,,5,Dogulce Langue De Shakoki,https://yugipedia.com/wiki/Dogulce_Langue_De_Shakoki,,2023-03-18 13:52:00,
Doki Doki Hexenhaus,Monster Card,,,False,False,EARTH,Effect Monster,Pyro,"('Effect',)",2100,2300,,7,Doki Doki Hexenhaus,https://yugipedia.com/wiki/Doki_Doki_Hexenhaus,,2023-03-18 13:52:00,
Doll of Dread,Monster Card,,"('Ghost Story',)",False,False,DARK,Normal Monster,Zombie,,200,0,,1,Doll of Dread,https://yugipedia.com/wiki/Doll_of_Dread,,2023-03-18 13:54:08,
Dolphin Counterattack,Trap Card,Normal Trap Card,"('Dolphin',)",False,False,,,,"('Effect',)",,,,,Dolphin Counterattack,https://yugipedia.com/wiki/Dolphin_Counterattack,,2023-03-18 13:54:08,
Dolphin King Iruqua,Monster Card,,"('Dolphin',)",False,False,WATER,Normal Monster,Sea Serpent,,500,2000,,6,Dolphin King Iruqua,https://yugipedia.com/wiki/Dolphin_King_Iruqua,,2023-03-18 13:56:16,
Dolphin's Treasure Chest,Spell Card,Normal Spell Card,"('Dolphin',)",False,False,,,,"('Effect',)",,,,,Dolphin's Treasure Chest,https://yugipedia.com/wiki/Dolphin%27s_Treasure_Chest,,2023-03-18 13:56:16,
Don A. Corn of the Verdant Vast,Monster Card,,,False,False,EARTH,Effect Monster,Beast,"('Effect',)",200,800,,2,Don A. Corn of the Verdant Vast,https://yugipedia.com/wiki/Don_A._Corn_of_the_Verdant_Vast,,2023-05-13 09:33:52,
Donpen & Donko,Monster Card,,,False,False,WATER,Normal Monster,Aqua,,800,900,,2,Donpen & Donko,https://yugipedia.com/wiki/Donpen_%26_Donko,,2023-03-18 14:00:32,
Doomblaze Despair,Trap Card,Normal Trap Card,"('Blaze Fiend',)",False,True,,,,"('Effect',)",,,,,Doomblaze Despair,https://yugipedia.com/wiki/Doomblaze_Despair,,2023-03-18 14:04:48,
Doomblaze Fiend Overlord Despairacion,Monster Card,,"('Blaze Fiend',)",False,True,FIRE,Effect Monster,Fiend,"('Effect', 'Summoning condition')",0,2500,4000,10,Doomblaze Fiend Overlord Despairacion,https://yugipedia.com/wiki/Doomblaze_Fiend_Overlord_Despairacion,,2023-03-18 14:04:48,
Doomblaze Fiend Overlord Despairacion [L],Monster Card,,"('Blaze Fiend',)",False,True,FIRE,Effect Monster,Fiend,"('Continuous Effect',)",0,2300,,10,Doomblaze Fiend Overlord Despairacion (L),https://yugipedia.com/wiki/Doomblaze_Fiend_Overlord_Despairacion_(L),,2023-03-18 14:04:48,
Doomblaze Fiend Overlord Despairacion [R],Monster Card,,"('Blaze Fiend',)",False,True,FIRE,Effect Monster,Fiend,"('Continuous Effect',)",0,2200,,10,Doomblaze Fiend Overlord Despairacion (R),https://yugipedia.com/wiki/Doomblaze_Fiend_Overlord_Despairacion_(R),,2023-03-18 14:04:48,
Doriado,Monster Card,,,False,False,EARTH,Normal Monster,Spellcaster,,1400,1200,,4,Doriado (Rush Duel),https://yugipedia.com/wiki/Doriado_(Rush_Duel),,2023-03-18 14:09:04,
Dosodon,Monster Card,,,False,False,FIRE,Effect Monster,Dinosaur,"('Effect',)",0,1100,,4,Dosodon,https://yugipedia.com/wiki/Dosodon,,2023-03-18 14:11:12,
Double Block,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Double Block,https://yugipedia.com/wiki/Double_Block,,2023-03-18 14:11:12,
Double Ray Dragons,Monster Card,,,False,False,WATER,Fusion Monster,High Dragon,"('Multi-Choice Effect',)",1700,2800,,9,Double Ray Dragons,https://yugipedia.com/wiki/Double_Ray_Dragons,,2023-03-18 14:17:36,
Double Twin Dragon,Monster Card,,,False,False,LIGHT,Effect Monster,Dragon,"('Effect',)",600,1200,,4,Double Twin Dragon,https://yugipedia.com/wiki/Double_Twin_Dragon,,2023-03-18 14:19:44,
Double-Doom Dragon,Monster Card,,,False,False,DARK,Effect Monster,Dragon,"('Effect',)",200,200,,2,Double-Doom Dragon,https://yugipedia.com/wiki/Double-Doom_Dragon,,2023-03-18 14:26:08,
Douma the Talismanic Supreme Sage,Monster Card,,"('Talismanic',)",False,False,LIGHT,Fusion Monster,Warrior,"('Effect',)",1600,2500,,8,Douma the Talismanic Supreme Sage,https://yugipedia.com/wiki/Douma_the_Talismanic_Supreme_Sage,,2023-03-18 14:26:08,
Doushin Kaika the Shadow Flower Full Moon,Monster Card,,"('Shadow Flower',)",False,False,EARTH,Fusion Monster,Plant,"('Effect',)",2200,2500,,8,Doushin Kaika the Shadow Flower Full Moon,https://yugipedia.com/wiki/Doushin_Kaika_the_Shadow_Flower_Full_Moon,,2023-03-18 14:26:08,
Draco the Tiny,Monster Card,,,False,False,WIND,Normal Monster,Dragon,,1400,0,,1,Draco the Tiny,https://yugipedia.com/wiki/Draco_the_Tiny,,2023-03-18 14:28:16,
The Dragias,Monster Card,,"('The',)",False,False,LIGHT,Normal Monster,Dragon,,1500,2500,,7,The Dragias,https://yugipedia.com/wiki/The_Dragias,,2023-03-20 13:41:20,
The Dragiastar,Monster Card,,"('The',)",False,False,LIGHT,Fusion Monster,High Dragon,"('Multi-Choice Effect',)",2500,3300,,9,The Dragiastar,https://yugipedia.com/wiki/The_Dragiastar,,2023-03-20 13:41:20,
The Dragon,Monster Card,,"('The',)",False,False,LIGHT,Normal Monster,Dragon,,0,0,,1,The Dragon,https://yugipedia.com/wiki/The_Dragon,,2023-03-20 13:41:20,
Dragon Bat,Monster Card,,,False,False,DARK,Normal Monster,Dragon,,400,1000,,3,Dragon Bat,https://yugipedia.com/wiki/Dragon_Bat,,2023-03-18 14:32:32,
Dragon Bird,Monster Card,,,False,False,WIND,Normal Monster,Dragon,,1000,800,,3,Dragon Bird,https://yugipedia.com/wiki/Dragon_Bird,,2023-05-05 16:00:00,
Dragon Double-Doom,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Dragon Double-Doom,https://yugipedia.com/wiki/Dragon_Double-Doom,,2023-03-18 14:32:32,
Dragon Encounter,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Dragon Encounter,https://yugipedia.com/wiki/Dragon_Encounter,,2023-03-18 14:34:40,
Dragon Knight of Darkness,Monster Card,,,False,False,DARK,Normal Monster,Dragon,,1100,1600,,5,Dragon Knight of Darkness,https://yugipedia.com/wiki/Dragon_Knight_of_Darkness,,2023-03-18 14:34:40,
Dragon Merchant,Monster Card,,,False,False,LIGHT,Effect Monster,Dragon,"('Effect',)",500,1000,,4,Dragon Merchant,https://yugipedia.com/wiki/Dragon_Merchant,,2023-03-18 14:34:40,
Dragon Roll the Sushi Fairy,Monster Card,,"('Sushi Fairy',)",False,False,WIND,Effect Monster,Fairy,"('Effect',)",500,1500,,6,Dragon Roll the Sushi Fairy,https://yugipedia.com/wiki/Dragon_Roll_the_Sushi_Fairy,,2023-03-18 14:36:48,
Dragon Tribe Fusion,Spell Card,Normal Spell Card,"('Fusion (archetype)',)",False,False,,,,"('Effect',)",,,,,Dragon Tribe Fusion,https://yugipedia.com/wiki/Dragon_Tribe_Fusion,,2023-03-18 14:38:56,
Dragon's Boost Fusion,Spell Card,Normal Spell Card,"('Fusion (archetype)', 'High Tech Dragon')",False,False,,,,"('Effect',)",,,,,Dragon's Boost Fusion,https://yugipedia.com/wiki/Dragon%27s_Boost_Fusion,,2023-05-13 10:05:52,
Dragon's Burst Fusion,Spell Card,Normal Spell Card,"('Fusion (archetype)', 'High Tech Dragon')",False,False,,,,"('Effect',)",,,,,Dragon's Burst Fusion,https://yugipedia.com/wiki/Dragon%27s_Burst_Fusion,,2023-05-13 10:05:52,
Dragon's Fortitude,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Dragon's Fortitude,https://yugipedia.com/wiki/Dragon%27s_Fortitude,,2023-03-18 14:38:56,
Dragon's Inferno,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Dragon's Inferno,https://yugipedia.com/wiki/Dragon%27s_Inferno,,2023-03-18 14:38:56,
Dragon's Peak,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Dragon's Peak,https://yugipedia.com/wiki/Dragon%27s_Peak,,2023-03-18 14:38:56,
Dragon's Return,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Dragon's Return,https://yugipedia.com/wiki/Dragon%27s_Return,,2023-03-18 14:38:56,
Dragon's Sage,Monster Card,,,False,False,WATER,Normal Monster,Dragon,,100,1100,,3,Dragon's Sage,https://yugipedia.com/wiki/Dragon%27s_Sage,,2023-03-18 14:38:56,
Dragonic Disorder,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Dragonic Disorder,https://yugipedia.com/wiki/Dragonic_Disorder,,2023-03-18 14:41:04,
Dragonic Pressure,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Dragonic Pressure,https://yugipedia.com/wiki/Dragonic_Pressure,,2023-03-18 14:43:12,"('Any',)"
Dragonic Slayer,Monster Card,,,False,False,EARTH,Effect Monster,Dragon,"('Effect',)",0,2300,,7,Dragonic Slayer,https://yugipedia.com/wiki/Dragonic_Slayer,,2023-03-18 14:43:12,
Dragonlion Pit Trap,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Dragonlion Pit Trap,https://yugipedia.com/wiki/Dragonlion_Pit_Trap,,2023-03-18 14:43:12,
Dragorite,Monster Card,,,False,False,EARTH,Normal Monster,Dragon,,0,1500,,4,Dragorite,https://yugipedia.com/wiki/Dragorite,,2023-03-18 14:45:20,
Dragosite,Monster Card,,"('High Tech Dragon',)",False,False,LIGHT,Normal Monster,Dragon,,1500,0,,2,Dragosite,https://yugipedia.com/wiki/Dragosite,,2023-03-18 14:47:28,
Dramoth Caterpillar,Monster Card,,,False,False,EARTH,Effect Monster,Insect,"('Effect',)",0,1000,,3,Dramoth Caterpillar,https://yugipedia.com/wiki/Dramoth_Caterpillar,,2023-03-18 14:56:00,
Dream Drummer,Monster Card,,"('Band Group',)",False,False,DARK,Effect Monster,Psychic,"('Effect',)",0,500,,2,Dream Drummer,https://yugipedia.com/wiki/Dream_Drummer,,2023-03-18 15:00:16,
Dream Ladybug Rainbow,Monster Card,,,False,False,LIGHT,Normal Monster,Insect,,700,700,,2,Dream Ladybug Rainbow,https://yugipedia.com/wiki/Dream_Ladybug_Rainbow,,2023-03-16 06:32:32,
Drilling Mandrill,Monster Card,,,False,False,EARTH,Effect Monster,Machine,"('Effect',)",2000,1700,,7,Drilling Mandrill,https://yugipedia.com/wiki/Drilling_Mandrill,,2023-03-18 15:04:32,
Drilling Tractiger,Monster Card,,,False,False,EARTH,Effect Monster,Machine,"('Effect',)",1000,2500,,7,Drilling Tractiger,https://yugipedia.com/wiki/Drilling_Tractiger,,2023-03-18 15:04:32,
Driving Snow,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Driving Snow (Rush Duel),https://yugipedia.com/wiki/Driving_Snow_(Rush_Duel),,2023-03-18 15:04:32,"('Any',)"
Drukmoor the Skysavior Phantom,Monster Card,,"('Skysavior',)",False,False,DARK,Fusion Monster,Celestial Warrior,"('Continuous Effect',)",2500,2900,,9,Drukmoor the Skysavior Phantom,https://yugipedia.com/wiki/Drukmoor_the_Skysavior_Phantom,,2023-03-18 15:06:40,
Dual Coretls,Monster Card,,"('High Tech Dragon',)",False,False,LIGHT,Effect Monster,Dragon,"('Effect',)",0,1700,,5,Dual Coretls,https://yugipedia.com/wiki/Dual_Coretls,,2023-03-18 15:10:56,
Dunkes the Skysavior Knight,Monster Card,,"('Skysavior',)",False,False,WATER,Effect Monster,Warrior,"('Effect',)",700,1300,,4,Dunkes the Skysavior Knight,https://yugipedia.com/wiki/Dunkes_the_Skysavior_Knight,,2023-03-18 15:15:12,
Durga the Shadow Flower Stealth Submarine,Monster Card,,"('Shadow Flower',)",False,False,EARTH,Fusion Monster,Plant,"('Effect',)",2000,2800,,9,Durga the Shadow Flower Stealth Submarine,https://yugipedia.com/wiki/Durga_the_Shadow_Flower_Stealth_Submarine,,2023-03-18 15:17:20,
Dynamic Dino Dynamix,Monster Card,,"('Nouveau Riche Dinosaur',)",False,True,EARTH,Effect Monster,Dinosaur,"('Effect', 'Summoning condition')",0,1900,3400,10,Dynamic Dino Dynamix,https://yugipedia.com/wiki/Dynamic_Dino_Dynamix,,2023-03-18 15:19:28,
Dynamic Dino Dynamix [L],Monster Card,,"('Nouveau Riche Dinosaur',)",False,True,EARTH,Effect Monster,Dinosaur,"('Continuous Effect',)",0,1300,,4,Dynamic Dino Dynamix (L),https://yugipedia.com/wiki/Dynamic_Dino_Dynamix_(L),,2023-03-18 15:19:28,
Dynamic Dino Dynamix [R],Monster Card,,"('Nouveau Riche Dinosaur',)",False,True,EARTH,Effect Monster,Dinosaur,"('Continuous Effect',)",0,1300,,4,Dynamic Dino Dynamix (R),https://yugipedia.com/wiki/Dynamic_Dino_Dynamix_(R),,2023-03-18 15:21:36,
Dynamo Might,Monster Card,,"('Chemistry',)",False,False,FIRE,Effect Monster,Pyro,"('Effect',)",1100,1100,,4,Dynamo Might,https://yugipedia.com/wiki/Dynamo_Might,,2023-03-18 15:21:36,
EXTRAplorer,Monster Card,,,False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",2200,2300,,7,EXTRAplorer,https://yugipedia.com/wiki/EXTRAplorer,,2023-05-13 09:40:16,
Earth Pressure Explosion,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Earth Pressure Explosion,https://yugipedia.com/wiki/Earth_Pressure_Explosion,,2023-03-18 15:23:44,
Earth Sorcerer,Monster Card,,,False,False,EARTH,Normal Monster,Spellcaster,,0,1500,,4,Earth Sorcerer,https://yugipedia.com/wiki/Earth_Sorcerer,,2023-05-13 09:06:08,
Ecdysis Caliguleon,Monster Card,,"('Chameleon',)",False,False,DARK,Effect Monster,Reptile,"('Continuous Effect',)",0,2000,,8,Ecdysis Caliguleon,https://yugipedia.com/wiki/Ecdysis_Caliguleon,,2023-03-18 15:30:08,
Echeclus the Star Knight,Monster Card,,"('Star Knight',)",False,False,LIGHT,Normal Monster,Fiend,,2000,1600,,6,Echeclus the Star Knight,https://yugipedia.com/wiki/Echeclus_the_Star_Knight,,2023-03-18 15:30:08,
Eclipse,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Eclipse,https://yugipedia.com/wiki/Eclipse,,2023-03-18 15:32:16,
Eldign Patrol Ship,Monster Card,,,False,False,WATER,Effect Monster,Machine,"('Effect',)",700,1700,,6,Eldign Patrol Ship,https://yugipedia.com/wiki/Eldign_Patrol_Ship,,2023-03-18 15:40:48,
Electrical Discharge,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Electrical Discharge,https://yugipedia.com/wiki/Electrical_Discharge,,2023-03-18 15:42:56,
Elegant Aurum Avian,Monster Card,,,False,False,LIGHT,Effect Monster,Spellcaster,"('Effect',)",1000,1100,,4,Elegant Aurum Avian,https://yugipedia.com/wiki/Elegant_Aurum_Avian,,2023-05-13 09:38:08,
Elegant Fire Bird Harpuia,Monster Card,,,False,False,FIRE,Effect Monster,Winged Beast,"('Effect',)",1500,2500,,7,Elegant Fire Bird Harpuia,https://yugipedia.com/wiki/Elegant_Fire_Bird_Harpuia,,2023-03-18 15:45:04,
Elephound,Monster Card,,,False,False,EARTH,Normal Monster,Machine,,500,1700,,5,Elephound,https://yugipedia.com/wiki/Elephound,,2023-03-18 16:06:24,
Elepsychic Amp Up,Spell Card,Normal Spell Card,"('Psychic Musician',)",False,False,,,,"('Effect',)",,,,,Elepsychic Amp Up,https://yugipedia.com/wiki/Elepsychic_Amp_Up,,2023-03-18 16:06:24,
Embryonic Dark Ruler,Monster Card,,,False,False,DARK,Effect Monster,Fiend,"('Effect',)",700,500,,2,Embryonic Dark Ruler,https://yugipedia.com/wiki/Embryonic_Dark_Ruler,,2023-03-18 16:08:32,
Emergency Return,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Emergency Return,https://yugipedia.com/wiki/Emergency_Return,,2023-03-18 16:14:56,"('Any',)"
Emitter Stag,Monster Card,,,False,False,LIGHT,Effect Monster,Thunder,"('Effect',)",0,1100,,3,Emitter Stag,https://yugipedia.com/wiki/Emitter_Stag,,2023-03-18 16:14:56,
Emperor Realm,Spell Card,Field Spell Card,,False,False,,,,"('Effect',)",,,,,Emperor Realm,https://yugipedia.com/wiki/Emperor_Realm,,2023-05-13 10:12:16,
Emperor of the Land and Sea,Monster Card,,,False,False,WATER,Normal Monster,Reptile,,1500,1800,,5,Emperor of the Land and Sea (Rush Duel),https://yugipedia.com/wiki/Emperor_of_the_Land_and_Sea_(Rush_Duel),,2023-05-11 06:21:52,
Enchanting Mermaid,Monster Card,,,False,False,WATER,Normal Monster,Fish,,900,1200,,3,Enchanting Mermaid (Rush Duel),https://yugipedia.com/wiki/Enchanting_Mermaid_(Rush_Duel),,2023-03-18 16:17:04,"('Name',)"
Endless Romance Blitz,Monster Card,,"('Psychic Musician',)",False,False,FIRE,Fusion Monster,Omega Psychic,"('Multi-Choice Effect',)",2500,2800,,9,Endless Romance Blitz,https://yugipedia.com/wiki/Endless_Romance_Blitz,,2023-03-18 16:17:04,
Endoll,Monster Card,,"('Psychic Musician',)",False,False,DARK,Effect Monster,Psychic,"('Effect',)",100,200,,1,Endoll,https://yugipedia.com/wiki/Endoll,,2023-03-18 16:17:04,
Engage and Strike!,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Engage and Strike!,https://yugipedia.com/wiki/Engage_and_Strike!,"('Edited',)",2023-03-18 16:19:12,
Engine Reviver,Monster Card,,,False,False,FIRE,Effect Monster,Warrior,"('Effect',)",700,300,,4,Engine Reviver,https://yugipedia.com/wiki/Engine_Reviver,,2023-03-18 16:19:12,
Enraged Scale Liberation,Spell Card,Normal Spell Card,"('Chameleon',)",False,False,,,,"('Effect',)",,,,,Enraged Scale Liberation,https://yugipedia.com/wiki/Enraged_Scale_Liberation,,2023-03-18 16:21:20,
Ensembullfighter the Music Fiend,Monster Card,,"('Music Princess',)",False,False,WIND,Effect Monster,Warrior,"('Effect',)",2200,2200,,7,Ensembullfighter the Music Fiend,https://yugipedia.com/wiki/Ensembullfighter_the_Music_Fiend,,2023-05-17 12:41:36,
Esperade the Smashing Superstar,Monster Card,,"('Psychic Musician',)",False,False,DARK,Effect Monster,Psychic,"('Effect',)",0,2500,,7,Esperade the Smashing Superstar,https://yugipedia.com/wiki/Esperade_the_Smashing_Superstar,,2023-03-18 16:23:28,
Estrome the Mega Monarch,Monster Card,,"('Monarch (Rush Duel series)',)",False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",1000,2400,,8,Estrome the Mega Monarch,https://yugipedia.com/wiki/Estrome_the_Mega_Monarch,,2023-05-13 09:25:20,
Estrome the Star Monarch,Monster Card,,"('Monarch (Rush Duel series)',)",False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",1000,2000,,5,Estrome the Star Monarch,https://yugipedia.com/wiki/Estrome_the_Star_Monarch,,2023-05-13 09:23:12,
Eternal Freeze,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Eternal Freeze,https://yugipedia.com/wiki/Eternal_Freeze,,2023-03-18 16:25:36,
Eternal Galactica Oblivion,Monster Card,,"('Galactica',)",False,False,LIGHT,Fusion Monster,Galaxy (Type),"('Effect',)",2500,3500,,9,Eternal Galactica Oblivion,https://yugipedia.com/wiki/Eternal_Galactica_Oblivion,,2023-05-13 09:50:56,
Ether Escape,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Ether Escape,https://yugipedia.com/wiki/Ether_Escape,,2023-03-18 16:25:36,
Ether Fast Striker,Monster Card,,,False,False,DARK,Fusion Monster,Warrior,"('Effect',)",2000,2400,,8,Ether Fast Striker,https://yugipedia.com/wiki/Ether_Fast_Striker,,2023-03-18 16:25:36,
Ether Finder,Monster Card,,,False,False,EARTH,Effect Monster,Machine,"('Effect',)",1200,1000,,4,Ether Finder,https://yugipedia.com/wiki/Ether_Finder,,2023-03-18 16:25:36,
Ether Seeker,Monster Card,,,False,False,EARTH,Effect Monster,Warrior,"('Effect',)",1200,1000,,4,Ether Seeker,https://yugipedia.com/wiki/Ether_Seeker,,2023-03-18 16:25:36,
Ethyl the Flame Jinn of the Lamp,Monster Card,,"('Chemistry',)",False,False,FIRE,Effect Monster,Pyro,"('Effect',)",1000,500,,3,Ethyl the Flame Jinn of the Lamp,https://yugipedia.com/wiki/Ethyl_the_Flame_Jinn_of_the_Lamp,,2023-03-18 16:25:36,
Etraynze the Shadow Flower Ninja,Monster Card,,"('Shadow Flower',)",False,False,EARTH,Effect Monster,Plant,"('Effect',)",1000,2300,,7,Etraynze the Shadow Flower Ninja,https://yugipedia.com/wiki/Etraynze_the_Shadow_Flower_Ninja,,2023-03-18 16:25:36,
Eve of the Big March,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Eve of the Big March,https://yugipedia.com/wiki/Eve_of_the_Big_March,,2023-03-18 16:27:44,
Evil Star Beacon,Spell Card,Normal Spell Card,"('Star Knight',)",False,False,,,,"('Effect',)",,,,,Evil Star Beacon,https://yugipedia.com/wiki/Evil_Star_Beacon,,2023-03-18 16:34:08,
Evolution Rush Burst,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Evolution Rush Burst,https://yugipedia.com/wiki/Evolution_Rush_Burst,,2023-03-18 17:12:32,
Ewekai - Grudges from the Grave,Trap Card,Normal Trap Card,"('Ewekai',)",False,False,,,,"('Effect',)",,,,,Ewekai - Grudges from the Grave,https://yugipedia.com/wiki/Ewekai_-_Grudges_from_the_Grave,,2023-03-18 17:12:32,
Ewekai Airaries,Monster Card,,"('Ewekai',)",False,False,WIND,Normal Monster,Beast,,200,1300,,3,Ewekai Airaries,https://yugipedia.com/wiki/Ewekai_Airaries,,2023-03-18 17:12:32,
Ewekai Aquasheep,Monster Card,,"('Ewekai',)",False,False,WATER,Normal Monster,Beast,,500,1000,,2,Ewekai Aquasheep,https://yugipedia.com/wiki/Ewekai_Aquasheep,,2023-03-18 17:12:32,
Ewekai Grounmouton,Monster Card,,"('Ewekai',)",False,False,EARTH,Normal Monster,Beast,,1500,0,,1,Ewekai Grounmouton,https://yugipedia.com/wiki/Ewekai_Grounmouton,,2023-03-18 17:12:32,
Ewekai Nightmutton,Monster Card,,"('Ewekai',)",False,False,DARK,Normal Monster,Beast,,100,1500,,4,Ewekai Nightmutton,https://yugipedia.com/wiki/Ewekai_Nightmutton,,2023-03-18 17:12:32,
Ewekai Planeau,Monster Card,,"('Ewekai',)",False,False,EARTH,Effect Monster,Beast,"('Effect',)",200,1100,,3,Ewekai Planeau,https://yugipedia.com/wiki/Ewekai_Planeau,,2023-03-18 17:12:32,
Ewekai Pyrowool,Monster Card,,"('Ewekai',)",False,False,FIRE,Normal Monster,Beast,,800,1400,,4,Ewekai Pyrowool,https://yugipedia.com/wiki/Ewekai_Pyrowool,,2023-03-18 17:12:32,
Ewekai Thunderlambda,Monster Card,,"('Ewekai',)",False,False,LIGHT,Normal Monster,Beast,,400,1200,,3,Ewekai Thunderlambda,https://yugipedia.com/wiki/Ewekai_Thunderlambda,,2023-03-18 17:12:32,
Ewekai Waveschaf,Monster Card,,"('Ewekai',)",False,False,WATER,Effect Monster,Beast,"('Effect',)",300,800,,3,Ewekai Waveschaf,https://yugipedia.com/wiki/Ewekai_Waveschaf,,2023-03-18 17:12:32,
ExPress Train,Monster Card,,"('Newspaper',)",False,False,EARTH,Normal Monster,Machine,,200,1300,,4,ExPress Train,https://yugipedia.com/wiki/ExPress_Train,,2023-03-18 17:14:40,
Excutie Break!,Trap Card,Normal Trap Card,"('Excutie',)",False,False,,,,"('Effect',)",,,,,Excutie Break!,https://yugipedia.com/wiki/Excutie_Break!,,2023-03-18 17:14:40,
Excutie Catch!,Trap Card,Normal Trap Card,"('Excutie',)",False,False,,,,"('Effect',)",,,,,Excutie Catch!,https://yugipedia.com/wiki/Excutie_Catch!,,2023-03-18 17:14:40,
Excutie Emergency!,Trap Card,Normal Trap Card,"('Excutie',)",False,False,,,,"('Effect',)",,,,,Excutie Emergency!,https://yugipedia.com/wiki/Excutie_Emergency!,,2023-03-18 17:14:40,
Excutie Feena,Monster Card,,"('Excutie',)",False,False,FIRE,Effect Monster,Psychic,"('Effect',)",500,1700,,6,Excutie Feena,https://yugipedia.com/wiki/Excutie_Feena,,2023-03-18 17:14:40,
Excutie Fermi,Monster Card,,"('Excutie',)",False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",500,1800,,6,Excutie Fermi,https://yugipedia.com/wiki/Excutie_Fermi,,2023-03-18 17:14:40,
Excutie Flame,Monster Card,,"('Excutie',)",False,False,FIRE,Effect Monster,Pyro,"('Effect',)",500,1700,,6,Excutie Flame,https://yugipedia.com/wiki/Excutie_Flame,,2023-03-18 17:14:40,
Excutie Floa,Monster Card,,"('Excutie',)",False,False,WATER,Effect Monster,Spellcaster,"('Effect',)",500,1700,,6,Excutie Floa,https://yugipedia.com/wiki/Excutie_Floa,,2023-03-18 17:14:40,
Excutie Leir,Monster Card,,"('Excutie',)",False,False,WIND,Effect Monster,Warrior,"('Continuous Effect',)",500,1800,,6,Excutie Leir,https://yugipedia.com/wiki/Excutie_Leir,,2023-03-18 17:14:40,
