Card number,Name,Rarity,Print,Modification date,Release,Series,Set type,Cover card,Version
BLMR-IT090,Book of Eclipse,"('Secret Rare',)",Reprint,2023-06-22 12:43:50,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-IT091,Sky Striker Mobilize - Engage!,"('Secret Rare', 'QCScR')",New artwork,2023-06-22 12:43:50,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-IT092,Mathmech Equation,"('Ultra Rare',)",Reprint,2023-06-22 12:43:50,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-IT093,Rite of Aramesir,"('Secret Rare', 'QCScR')",Reprint,2023-06-22 12:43:50,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-IT094,"Dunnell, the Noble Arms of Light","('Ultra Rare',)",Reprint,2023-06-22 12:43:50,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-IT095,Starlit Papillon,"('Ultra Rare',)",Reprint,2023-06-22 12:43:50,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-IT096,Zaralaam the Dark Palace,"('Ultra Rare',)",Reprint,2023-06-22 12:43:50,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-IT097,Forest of Lost Flowers,"('Ultra Rare',)",Reprint,2023-06-22 12:43:50,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-IT098,Spright Smashers,"('Ultra Rare',)",Reprint,2023-06-22 12:43:50,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-IT099,Curse of Aramatir,"('Ultra Rare',)",Reprint,2023-06-22 12:43:50,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-IT100,Macro Cosmos,"('Ultra Rare',)",Reprint,2023-06-22 12:43:50,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-IT101,Thunder Discharge,"('Ultra Rare',)",Reprint,2023-06-22 12:43:50,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-IT102,Welcome Labrynth,"('Secret Rare', 'QCScR')",Reprint,2023-06-22 12:43:50,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-IT103,The Bystial Lubellion,"('QCScR',)",Reprint,2023-06-22 12:43:50,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-IT104,Lady Labrynth of the Silver Castle,"('QCScR',)",Reprint,2023-06-22 12:43:50,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT001,Dark Magician the Knight of Dragon Magic,"('Secret Rare', 'QCScR')",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT002,Armed Neos,"('Secret Rare', 'QCScR')",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT003,Assault Synchron,"('Secret Rare', 'QCScR')",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT004,Numbers Last Hope,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT005,Odd-Eyes Rebellion Xyz Dragon,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT006,Rokket Coder,"('Secret Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT007,Extox Hydra,"('Secret Rare', 'QCScR')",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT008,Tri-Edge Master,"('Secret Rare', 'QCScR')",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT009,Daidaratant the Ooze Giant,"('Secret Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT010,"Don't Slip, the Dogs of War","('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT011,RGB Rainbowlution,"('Secret Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT012,Elemental HERO Flame Wingman - Infernal Rage,"('Secret Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT013,Link Decoder,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT014,Courageous Crimson Chevalier Bradamante,"('Secret Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT015,Puppet Pawn,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT016,Puppet Rook,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT017,Promotion,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT018,Battlefield Tragedy,"('Secret Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT019,Black Mamba,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT020,"Urubonus, the Avatar of Malice","('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT021,Lamia,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT022,Viper's Grudge,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT023,"Ghost Lancer, the Underworld Spearman","('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT024,"Ghost Sleeper, the Underworld Princess","('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT025,"Ghost Wyvern, the Underworld Dragon","('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT026,Ghost Fusion,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT027,Xyz Bento,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT028,Performapal Odd-Eyes Butler,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT029,Performapal Odd-Eyes Valet,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT030,Performapal Barokuriboh,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT031,Performapal Classikuriboh,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT032,Arms Regeneration,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT033,Praying Mantis,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT034,Guard Mantis,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT035,Golden Rule,"('Secret Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT036,Duality,"('Secret Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT037,Shadow's Light,"('Secret Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT038,Protection of the Elements,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT039,Blackwing - Sharnga the Waning Moon,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT040,Rose Shaman,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT041,Final Cross,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT042,Cattycorn,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT043,Photon Jumper,"('Secret Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT044,Mother Spider Splitter,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT045,Baby Spider,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT046,D/D/D/D Super-Dimensional Sovereign Emperor Zero Paradox,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT047,Additional Mirror Level 7,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT048,Synchro Zone,"('Secret Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT049,Sage of Strength - Akash,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT050,Sage of Wisdom - Himmel,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT051,Sage of Benevolence - Ciela,"('Ultra Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT052,Sky Striker Ace - Azalea,"('Secret Rare',)",New,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT053,Volcanic Shell,"('Ultra Rare', 'QCScR')",Reprint,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT054,Dark Armed Dragon,"('Ultra Rare', 'QCScR')",Reprint,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT055,Aratama,"('Ultra Rare',)",Reprint,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT056,SPYRAL Quik-Fix,"('Ultra Rare', 'QCScR')",Reprint,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT057,Knightmare Corruptor Iblee,"('Secret Rare',)",Reprint,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT058,Photon Vanisher,"('Ultra Rare',)",Reprint,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT059,Danger! Nessie!,"('Secret Rare', 'QCScR')",Reprint,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT060,Mathmech Sigma,"('Ultra Rare',)",Reprint,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT061,Ukiyoe-P.U.N.K. Sharakusai,"('Ultra Rare',)",Reprint,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT062,Noh-P.U.N.K. Ze Amin,"('Ultra Rare',)",Reprint,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT063,Noh-P.U.N.K. Foxy Tune,"('Secret Rare', 'QCScR')",Reprint,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT064,Noh-P.U.N.K. Ogre Dance,"('Secret Rare',)",Reprint,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT065,Water Enchantress of the Temple,"('Secret Rare', 'QCScR')",Reprint,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT066,Noh-P.U.N.K. Deer Note,"('Ultra Rare',)",Reprint,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT067,Spright Carrot,"('Ultra Rare',)",Reprint,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
BLMR-PT068,Celestial Apparatus Tesea,"('Ultra Rare',)",Reprint,2023-06-22 12:43:57,2023-06-22,Battles of Legend,Booster pack,"('Armed Neos', 'Cattycorn', 'Dark Magician the Knight of Dragon Magic', 'Extox Hydra', 'Ghost Lancer, the Underworld Spearman', 'Odd-Eyes Rebellion Xyz Dragon')",New
