Card number,Rarity,Version
ANGU-SP034,"('Ultra Rare', ""Collector's Rare"")",Old
ANGU-SP035,"('Ultra Rare', 'Collector""s Rare')",New
ANGU-SP035,"('Ultra Rare', ""Collector's Rare"")",Old
ANGU-SP041,"('Rare', 'Collector""s Rare')",New
ANGU-SP041,"('Rare', ""Collector's Rare"")",Old
ANGU-SP043,"('Rare', 'Collector""s Rare')",New
ANGU-SP043,"('Rare', ""Collector's Rare"")",Old
ANGU-SP046,"('Rare', 'Collector""s Rare')",New
ANGU-SP046,"('Rare', ""Collector's Rare"")",Old
ANGU-SP051,"('Rare', ""Collector's Rare"")",Old
ANGU-SP051,"('Rare', 'Collector""s Rare')",New
ANGU-SP052,"('Rare', ""Collector's Rare"")",Old
ANGU-SP052,"('Rare', 'Collector""s Rare')",New
ANPR-DESE1,"('Super rare',)",New
ANPR-DESE1,"('Super Rare',)",Old
ANPR-DESE2,"('Super Rare',)",Old
ANPR-DESE2,"('Super rare',)",New
ANPR-DESP1,"('Ultra Rare',)",Old
ANPR-DESP1,"('Ultra rare',)",New
ANPR-ENSE1,"('Super rare',)",New
ANPR-ENSE1,"('Super Rare',)",Old
ANPR-ENSE2,"('Super Rare',)",Old
ANPR-ENSE2,"('Super rare',)",New
ANPR-ENSP1,"('Ultra rare',)",New
ANPR-ENSP1,"('Ultra Rare',)",Old
ANPR-FRSE1,"('Super Rare',)",Old
ANPR-FRSE1,"('Super rare',)",New
ANPR-FRSE2,"('Super rare',)",New
ANPR-FRSE2,"('Super Rare',)",Old
ANPR-FRSP1,"('Ultra rare',)",New
ANPR-FRSP1,"('Ultra Rare',)",Old
ANPR-ITSE1,"('Super Rare',)",Old
ANPR-ITSE1,"('Super rare',)",New
ANPR-ITSE2,"('Super Rare',)",Old
ANPR-ITSE2,"('Super rare',)",New
ANPR-ITSP1,"('Ultra Rare',)",Old
ANPR-ITSP1,"('Ultra rare',)",New
ANPR-SPSE1,"('Super rare',)",New
ANPR-SPSE1,"('Super Rare',)",Old
ANPR-SPSE2,"('Super rare',)",New
ANPR-SPSE2,"('Super Rare',)",Old
ANPR-SPSP1,"('Ultra Rare',)",Old
ANPR-SPSP1,"('Ultra rare',)",New
BACH-JP040,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'HGR')",New
BACH-JP040,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'Holographic Rare')",Old
BACH-KR040,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'Holographic Rare')",Old
BACH-KR040,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'HGR')",New
BATT-DE001,"('Starfoil rare',)",New
BATT-DE001,"('Starfoil Rare',)",Old
BATT-DE002,"('Starfoil rare',)",New
BATT-DE002,"('Starfoil Rare',)",Old
BATT-DE003,"('Starfoil Rare',)",Old
BATT-DE003,"('Starfoil rare',)",New
BATT-DE004,"('Starfoil rare',)",New
BATT-DE004,"('Starfoil Rare',)",Old
BATT-DE005,"('Starfoil rare',)",New
BATT-DE005,"('Starfoil Rare',)",Old
BATT-DE006,"('Starfoil Rare',)",Old
BATT-DE006,"('Starfoil rare',)",New
BATT-DE007,"('Starfoil rare',)",New
BATT-DE007,"('Starfoil Rare',)",Old
BATT-DE008,"('Starfoil rare',)",New
BATT-DE008,"('Starfoil Rare',)",Old
BATT-DE009,"('Starfoil Rare',)",Old
BATT-DE009,"('Starfoil rare',)",New
BATT-DE010,"('Starfoil Rare',)",Old
BATT-DE010,"('Starfoil rare',)",New
BATT-DE011,"('Starfoil Rare',)",Old
BATT-DE011,"('Starfoil rare',)",New
BATT-DE012,"('Starfoil Rare',)",Old
BATT-DE012,"('Starfoil rare',)",New
BATT-EN001,"('Starfoil Rare',)",Old
BATT-EN001,"('Starfoil rare',)",New
BATT-EN002,"('Starfoil rare',)",New
BATT-EN002,"('Starfoil Rare',)",Old
BATT-EN003,"('Starfoil rare',)",New
BATT-EN003,"('Starfoil Rare',)",Old
BATT-EN004,"('Starfoil rare',)",New
BATT-EN004,"('Starfoil Rare',)",Old
BATT-EN005,"('Starfoil Rare',)",Old
BATT-EN005,"('Starfoil rare',)",New
BATT-EN006,"('Starfoil rare',)",New
BATT-EN006,"('Starfoil Rare',)",Old
BATT-EN007,"('Starfoil rare',)",New
BATT-EN007,"('Starfoil Rare',)",Old
BATT-EN008,"('Starfoil rare',)",New
BATT-EN008,"('Starfoil Rare',)",Old
BATT-EN009,"('Starfoil Rare',)",Old
BATT-EN009,"('Starfoil rare',)",New
BATT-EN010,"('Starfoil Rare',)",Old
BATT-EN010,"('Starfoil rare',)",New
BATT-EN011,"('Starfoil rare',)",New
BATT-EN011,"('Starfoil Rare',)",Old
BATT-EN012,"('Starfoil Rare',)",Old
BATT-EN012,"('Starfoil rare',)",New
BATT-EN013,"('Starfoil Rare',)",Old
BATT-EN013,"('Starfoil rare',)",New
BATT-EN014,"('Starfoil Rare',)",Old
BATT-EN014,"('Starfoil rare',)",New
BATT-EN015,"('Starfoil rare',)",New
BATT-EN015,"('Starfoil Rare',)",Old
BATT-EN016,"('Starfoil rare',)",New
BATT-EN016,"('Starfoil Rare',)",Old
BATT-EN017,"('Starfoil Rare',)",Old
BATT-EN017,"('Starfoil rare',)",New
BATT-EN018,"('Starfoil rare',)",New
BATT-EN018,"('Starfoil Rare',)",Old
BATT-EN019,"('Starfoil rare',)",New
BATT-EN019,"('Starfoil Rare',)",Old
BATT-EN020,"('Starfoil rare',)",New
BATT-EN020,"('Starfoil Rare',)",Old
BATT-FR001,"('Starfoil rare',)",New
BATT-FR001,"('Starfoil Rare',)",Old
BATT-FR002,"('Starfoil Rare',)",Old
BATT-FR002,"('Starfoil rare',)",New
BATT-FR003,"('Starfoil Rare',)",Old
BATT-FR003,"('Starfoil rare',)",New
BATT-FR004,"('Starfoil Rare',)",Old
BATT-FR004,"('Starfoil rare',)",New
BATT-FR005,"('Starfoil Rare',)",Old
BATT-FR005,"('Starfoil rare',)",New
BATT-FR006,"('Starfoil Rare',)",Old
BATT-FR006,"('Starfoil rare',)",New
BATT-FR007,"('Starfoil Rare',)",Old
BATT-FR007,"('Starfoil rare',)",New
BATT-FR008,"('Starfoil Rare',)",Old
BATT-FR008,"('Starfoil rare',)",New
BATT-FR009,"('Starfoil rare',)",New
BATT-FR009,"('Starfoil Rare',)",Old
BATT-FR010,"('Starfoil rare',)",New
BATT-FR010,"('Starfoil Rare',)",Old
BATT-FR011,"('Starfoil rare',)",New
BATT-FR011,"('Starfoil Rare',)",Old
BATT-FR012,"('Starfoil Rare',)",Old
BATT-FR012,"('Starfoil rare',)",New
BATT-IT001,"('Starfoil rare',)",New
BATT-IT001,"('Starfoil Rare',)",Old
BATT-IT002,"('Starfoil Rare',)",Old
BATT-IT002,"('Starfoil rare',)",New
BATT-IT003,"('Starfoil rare',)",New
BATT-IT003,"('Starfoil Rare',)",Old
BATT-IT004,"('Starfoil Rare',)",Old
BATT-IT004,"('Starfoil rare',)",New
BATT-IT005,"('Starfoil Rare',)",Old
BATT-IT005,"('Starfoil rare',)",New
BATT-IT006,"('Starfoil Rare',)",Old
BATT-IT006,"('Starfoil rare',)",New
BATT-IT007,"('Starfoil Rare',)",Old
BATT-IT007,"('Starfoil rare',)",New
BATT-IT008,"('Starfoil Rare',)",Old
BATT-IT008,"('Starfoil rare',)",New
BATT-IT009,"('Starfoil rare',)",New
BATT-IT009,"('Starfoil Rare',)",Old
BATT-IT010,"('Starfoil Rare',)",Old
BATT-IT010,"('Starfoil rare',)",New
BATT-IT011,"('Starfoil rare',)",New
BATT-IT011,"('Starfoil Rare',)",Old
BATT-IT012,"('Starfoil Rare',)",Old
BATT-IT012,"('Starfoil rare',)",New
BATT-SP001,"('Starfoil Rare',)",Old
BATT-SP001,"('Starfoil rare',)",New
BATT-SP002,"('Starfoil rare',)",New
BATT-SP002,"('Starfoil Rare',)",Old
BATT-SP003,"('Starfoil rare',)",New
BATT-SP003,"('Starfoil Rare',)",Old
BATT-SP004,"('Starfoil rare',)",New
BATT-SP004,"('Starfoil Rare',)",Old
BATT-SP005,"('Starfoil rare',)",New
BATT-SP005,"('Starfoil Rare',)",Old
BATT-SP006,"('Starfoil rare',)",New
BATT-SP006,"('Starfoil Rare',)",Old
BATT-SP007,"('Starfoil rare',)",New
BATT-SP007,"('Starfoil Rare',)",Old
BATT-SP008,"('Starfoil rare',)",New
BATT-SP008,"('Starfoil Rare',)",Old
BATT-SP009,"('Starfoil Rare',)",Old
BATT-SP009,"('Starfoil rare',)",New
BATT-SP010,"('Starfoil rare',)",New
BATT-SP010,"('Starfoil Rare',)",Old
BATT-SP011,"('Starfoil Rare',)",Old
BATT-SP011,"('Starfoil rare',)",New
BATT-SP012,"('Starfoil Rare',)",Old
BATT-SP012,"('Starfoil rare',)",New
BLVO-JP050,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'HGR')",New
BLVO-JP050,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'Holographic Rare')",Old
BLVO-KR050,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'HGR')",New
BLVO-KR050,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'Holographic Rare')",Old
BNZ-DE002,"('Ultra Rare',)",Old
BNZ-DE002,"('Ultra rare',)",New
BNZ-G001,"('Ultra rare',)",New
BNZ-G001,"('Ultra Rare',)",Old
BODE-JP030,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'HGR')",New
BODE-JP030,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'Holographic Rare')",Old
BODE-KR030,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'HGR')",New
BODE-KR030,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'Holographic Rare')",Old
BOSH-DESE1,"('Super rare',)",New
BOSH-DESE1,"('Super Rare',)",Old
BOSH-DESE2,"('Super rare',)",New
BOSH-DESE2,"('Super Rare',)",Old
BOSH-DESE3,"('Super rare',)",New
BOSH-DESE3,"('Super Rare',)",Old
BOSH-DESE4,"('Super rare',)",New
BOSH-DESE4,"('Super Rare',)",Old
BOSH-DESP1,"('Ultra rare',)",New
BOSH-DESP1,"('Ultra Rare',)",Old
BOSH-ENSP1,"('Ultra Rare',)",Old
BOSH-ENSP1,"('Ultra rare',)",New
BOSH-FRSE1,"('Super rare',)",New
BOSH-FRSE1,"('Super Rare',)",Old
BOSH-FRSE2,"('Super rare',)",New
BOSH-FRSE2,"('Super Rare',)",Old
BOSH-FRSE3,"('Super rare',)",New
BOSH-FRSE3,"('Super Rare',)",Old
BOSH-FRSE4,"('Super rare',)",New
BOSH-FRSE4,"('Super Rare',)",Old
BOSH-FRSP1,"('Ultra rare',)",New
BOSH-FRSP1,"('Ultra Rare',)",Old
BOSH-ITSE1,"('Super rare',)",New
BOSH-ITSE1,"('Super Rare',)",Old
BOSH-ITSE2,"('Super Rare',)",Old
BOSH-ITSE2,"('Super rare',)",New
BOSH-ITSE3,"('Super rare',)",New
BOSH-ITSE3,"('Super Rare',)",Old
BOSH-ITSE4,"('Super Rare',)",Old
BOSH-ITSE4,"('Super rare',)",New
BOSH-ITSP1,"('Ultra Rare',)",Old
BOSH-ITSP1,"('Ultra rare',)",New
BOSH-PTSE1,"('Super rare',)",New
BOSH-PTSE1,"('Super Rare',)",Old
BOSH-PTSE2,"('Super Rare',)",Old
BOSH-PTSE2,"('Super rare',)",New
BOSH-PTSE3,"('Super Rare',)",Old
BOSH-PTSE3,"('Super rare',)",New
BOSH-PTSE4,"('Super Rare',)",Old
BOSH-PTSE4,"('Super rare',)",New
BOSH-PTSP1,"('Ultra rare',)",New
BOSH-PTSP1,"('Ultra Rare',)",Old
BOSH-SPSE1,"('Super rare',)",New
BOSH-SPSE1,"('Super Rare',)",Old
BOSH-SPSE2,"('Super rare',)",New
BOSH-SPSE2,"('Super Rare',)",Old
BOSH-SPSE3,"('Super rare',)",New
BOSH-SPSE3,"('Super Rare',)",Old
BOSH-SPSE4,"('Super Rare',)",Old
BOSH-SPSE4,"('Super rare',)",New
BOSH-SPSP1,"('Ultra rare',)",New
BOSH-SPSP1,"('Ultra Rare',)",Old
CBLZ-DESE1,"('Super rare',)",New
CBLZ-DESE1,"('Super Rare',)",Old
CBLZ-DESE2,"('Super rare',)",New
CBLZ-DESE2,"('Super Rare',)",Old
CBLZ-DESP1,"('Ultra Rare',)",Old
CBLZ-DESP1,"('Ultra rare',)",New
CBLZ-ENSE1,"('Super Rare',)",Old
CBLZ-ENSE1,"('Super rare',)",New
CBLZ-ENSE2,"('Super rare',)",New
CBLZ-ENSE2,"('Super Rare',)",Old
CBLZ-ENSP1,"('Ultra Rare',)",Old
CBLZ-ENSP1,"('Ultra rare',)",New
CBLZ-FRSE1,"('Super rare',)",New
CBLZ-FRSE1,"('Super Rare',)",Old
CBLZ-FRSE2,"('Super rare',)",New
CBLZ-FRSE2,"('Super Rare',)",Old
CBLZ-FRSP1,"('Ultra Rare',)",Old
CBLZ-FRSP1,"('Ultra rare',)",New
CBLZ-ITSE1,"('Super Rare',)",Old
CBLZ-ITSE1,"('Super rare',)",New
CBLZ-ITSE2,"('Super Rare',)",Old
CBLZ-ITSE2,"('Super rare',)",New
CBLZ-ITSP1,"('Ultra Rare',)",Old
CBLZ-ITSP1,"('Ultra rare',)",New
CBLZ-PTSE1,"('Super rare',)",New
CBLZ-PTSE1,"('Super Rare',)",Old
CBLZ-PTSE2,"('Super Rare',)",Old
CBLZ-PTSE2,"('Super rare',)",New
CBLZ-PTSP1,"('Ultra Rare',)",Old
CBLZ-PTSP1,"('Ultra rare',)",New
CBLZ-SPSE1,"('Super rare',)",New
CBLZ-SPSE1,"('Super Rare',)",Old
CBLZ-SPSE2,"('Super Rare',)",Old
CBLZ-SPSE2,"('Super rare',)",New
CBLZ-SPSP1,"('Ultra rare',)",New
CBLZ-SPSP1,"('Ultra Rare',)",Old
CMC-FR001,"('Super rare',)",New
CMC-FR001,"('Super Rare',)",Old
CMC-FR002,"('Super rare',)",New
CMC-FR002,"('Super Rare',)",Old
CMC-FR003,"('Super rare',)",New
CMC-FR003,"('Super Rare',)",Old
CORE-DESP1,"('Ultra rare',)",New
CORE-DESP1,"('Ultra Rare',)",Old
CORE-ENSP1,"('Ultra Rare',)",Old
CORE-ENSP1,"('Ultra rare',)",New
CORE-FRSP1,"('Ultra Rare',)",Old
CORE-FRSP1,"('Ultra rare',)",New
CORE-ITSP1,"('Ultra rare',)",New
CORE-ITSP1,"('Ultra Rare',)",Old
CORE-PTSP1,"('Ultra rare',)",New
CORE-PTSP1,"('Ultra Rare',)",Old
CORE-SPSP1,"('Ultra rare',)",New
CORE-SPSP1,"('Ultra Rare',)",Old
CP20-JP006,"('Ultra Rare', ""Collector's Rare"")",Old
CP20-JP006,"('Ultra Rare', 'Collector""s Rare')",New
CP20-JP009,"('Super Rare', ""Collector's Rare"")",Old
CP20-JP009,"('Super Rare', 'Collector""s Rare')",New
CP20-JP011,"('Ultra Rare', 'Collector""s Rare')",New
CP20-JP011,"('Ultra Rare', ""Collector's Rare"")",Old
CP20-JP019,"('Ultra Rare', 'Collector""s Rare')",New
CP20-JP019,"('Ultra Rare', ""Collector's Rare"")",Old
CP20-JP021,"('Ultra Rare', 'Collector""s Rare')",New
CP20-JP021,"('Ultra Rare', ""Collector's Rare"")",Old
CP20-JP026,"('Super Rare', ""Collector's Rare"")",Old
CP20-JP026,"('Super Rare', 'Collector""s Rare')",New
CP20-JP028,"('Super Rare', 'Collector""s Rare')",New
CP20-JP028,"('Super Rare', ""Collector's Rare"")",Old
CP20-JP038,"('Super Rare', 'Collector""s Rare')",New
CP20-JP038,"('Super Rare', ""Collector's Rare"")",Old
CP20-JP045,"('Super Rare', 'Collector""s Rare')",New
CP20-JP045,"('Super Rare', ""Collector's Rare"")",Old
CRMS-AE004,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
CRMS-AE004,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
CRMS-DESE1,"('Super Rare',)",Old
CRMS-DESE1,"('Super rare',)",New
CRMS-DESE2,"('Super rare',)",New
CRMS-DESE2,"('Super Rare',)",Old
CRMS-DESP1,"('Super Rare',)",Old
CRMS-DESP1,"('Super rare',)",New
CRMS-ENSE1,"('Super rare',)",New
CRMS-ENSE1,"('Super Rare',)",Old
CRMS-ENSE2,"('Super rare',)",New
CRMS-ENSE2,"('Super Rare',)",Old
CRMS-ENSP1,"('Super Rare',)",Old
CRMS-ENSP1,"('Super rare',)",New
CRMS-FRSE1,"('Super Rare',)",Old
CRMS-FRSE1,"('Super rare',)",New
CRMS-FRSE2,"('Super Rare',)",Old
CRMS-FRSE2,"('Super rare',)",New
CRMS-FRSP1,"('Super Rare',)",Old
CRMS-FRSP1,"('Super rare',)",New
CRMS-ITSE1,"('Super rare',)",New
CRMS-ITSE1,"('Super Rare',)",Old
CRMS-ITSE2,"('Super Rare',)",Old
CRMS-ITSE2,"('Super rare',)",New
CRMS-ITSP1,"('Super Rare',)",Old
CRMS-ITSP1,"('Super rare',)",New
CRMS-KR004,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
CRMS-KR004,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
CRMS-SPSE1,"('Super Rare',)",Old
CRMS-SPSE1,"('Super rare',)",New
CRMS-SPSE2,"('Super Rare',)",Old
CRMS-SPSE2,"('Super rare',)",New
CRMS-SPSP1,"('Super rare',)",New
CRMS-SPSP1,"('Super Rare',)",Old
CROS-DEAE1,"('Super Rare',)",Old
CROS-DEAE1,"('Super rare',)",New
CROS-DEAE2,"('Super Rare',)",Old
CROS-DEAE2,"('Super rare',)",New
CROS-DEAE3,"('Super rare',)",New
CROS-DEAE3,"('Super Rare',)",Old
CROS-DEAE4,"('Super Rare',)",Old
CROS-DEAE4,"('Super rare',)",New
CROS-DESP1,"('Ultra Rare',)",Old
CROS-DESP1,"('Ultra rare',)",New
CROS-ENSP1,"('Ultra rare',)",New
CROS-ENSP1,"('Ultra Rare',)",Old
CROS-FRAE1,"('Super rare',)",New
CROS-FRAE1,"('Super Rare',)",Old
CROS-FRAE2,"('Super rare',)",New
CROS-FRAE2,"('Super Rare',)",Old
CROS-FRAE3,"('Super rare',)",New
CROS-FRAE3,"('Super Rare',)",Old
CROS-FRAE4,"('Super Rare',)",Old
CROS-FRAE4,"('Super rare',)",New
CROS-FRSP1,"('Ultra rare',)",New
CROS-FRSP1,"('Ultra Rare',)",Old
CROS-ITAE1,"('Super rare',)",New
CROS-ITAE1,"('Super Rare',)",Old
CROS-ITAE2,"('Super rare',)",New
CROS-ITAE2,"('Super Rare',)",Old
CROS-ITAE3,"('Super rare',)",New
CROS-ITAE3,"('Super Rare',)",Old
CROS-ITAE4,"('Super rare',)",New
CROS-ITAE4,"('Super Rare',)",Old
CROS-ITSP1,"('Ultra Rare',)",Old
CROS-ITSP1,"('Ultra rare',)",New
CROS-JP046,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Holographic Rare')",Old
CROS-JP046,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'HGR')",New
CROS-KR046,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Holographic Rare')",Old
CROS-KR046,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'HGR')",New
CROS-PTAE1,"('Super rare',)",New
CROS-PTAE1,"('Super Rare',)",Old
CROS-PTAE2,"('Super Rare',)",Old
CROS-PTAE2,"('Super rare',)",New
CROS-PTAE3,"('Super rare',)",New
CROS-PTAE3,"('Super Rare',)",Old
CROS-PTAE4,"('Super Rare',)",Old
CROS-PTAE4,"('Super rare',)",New
CROS-PTSP1,"('Ultra Rare',)",Old
CROS-PTSP1,"('Ultra rare',)",New
CROS-SPAE1,"('Super rare',)",New
CROS-SPAE1,"('Super Rare',)",Old
CROS-SPAE2,"('Super rare',)",New
CROS-SPAE2,"('Super Rare',)",Old
CROS-SPAE3,"('Super rare',)",New
CROS-SPAE3,"('Super Rare',)",Old
CROS-SPAE4,"('Super rare',)",New
CROS-SPAE4,"('Super Rare',)",Old
CROS-SPSP1,"('Ultra Rare',)",Old
CROS-SPSP1,"('Ultra rare',)",New
CSOC-DESE1,"('Super rare',)",New
CSOC-DESE1,"('Super Rare',)",Old
CSOC-DESE2,"('Super Rare',)",Old
CSOC-DESE2,"('Super rare',)",New
CSOC-DESP1,"('Super rare',)",New
CSOC-DESP1,"('Super Rare',)",Old
CSOC-ENSE1,"('Super rare',)",New
CSOC-ENSE1,"('Super Rare',)",Old
CSOC-ENSE2,"('Super Rare',)",Old
CSOC-ENSE2,"('Super rare',)",New
CSOC-ENSP1,"('Super rare',)",New
CSOC-ENSP1,"('Super Rare',)",Old
CSOC-FRSE1,"('Super Rare',)",Old
CSOC-FRSE1,"('Super rare',)",New
CSOC-FRSE2,"('Super Rare',)",Old
CSOC-FRSE2,"('Super rare',)",New
CSOC-FRSP1,"('Super rare',)",New
CSOC-FRSP1,"('Super Rare',)",Old
CSOC-ITSE1,"('Super Rare',)",Old
CSOC-ITSE1,"('Super rare',)",New
CSOC-ITSE2,"('Super Rare',)",Old
CSOC-ITSE2,"('Super rare',)",New
CSOC-ITSP1,"('Super Rare',)",Old
CSOC-ITSP1,"('Super rare',)",New
CSOC-JP039,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
CSOC-JP039,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
CSOC-KR039,"('Ultra Rare', 'Ultimate Rare', 'Holographic Rare')",Old
CSOC-KR039,"('Ultra Rare', 'Ultimate Rare', 'HGR')",New
CSOC-SPSE1,"('Super Rare',)",Old
CSOC-SPSE1,"('Super rare',)",New
CSOC-SPSE2,"('Super rare',)",New
CSOC-SPSE2,"('Super Rare',)",Old
CSOC-SPSP1,"('Super Rare',)",Old
CSOC-SPSP1,"('Super rare',)",New
CT06-DE001,"('Secret Rare',)",Old
CT06-DE001,"('Secret rare',)",New
CT06-DE002,"('Secret Rare',)",Old
CT06-DE002,"('Secret rare',)",New
CT06-DE003,"('Secret rare',)",New
CT06-DE003,"('Secret Rare',)",Old
CT06-DE004,"('Secret Rare',)",Old
CT06-DE004,"('Secret rare',)",New
CT06-EN001,"('Secret rare',)",New
CT06-EN001,"('Secret Rare',)",Old
CT06-EN002,"('Secret Rare',)",Old
CT06-EN002,"('Secret rare',)",New
CT06-EN003,"('Secret rare',)",New
CT06-EN003,"('Secret Rare',)",Old
CT06-EN004,"('Secret rare',)",New
CT06-EN004,"('Secret Rare',)",Old
CT06-FR001,"('Secret rare',)",New
CT06-FR001,"('Secret Rare',)",Old
CT06-FR002,"('Secret Rare',)",Old
CT06-FR002,"('Secret rare',)",New
CT06-FR003,"('Secret rare',)",New
CT06-FR003,"('Secret Rare',)",Old
CT06-FR004,"('Secret Rare',)",Old
CT06-FR004,"('Secret rare',)",New
CT06-IT001,"('Secret Rare',)",Old
CT06-IT001,"('Secret rare',)",New
CT06-IT002,"('Secret rare',)",New
CT06-IT002,"('Secret Rare',)",Old
CT06-IT003,"('Secret rare',)",New
CT06-IT003,"('Secret Rare',)",Old
CT06-IT004,"('Secret rare',)",New
CT06-IT004,"('Secret Rare',)",Old
CT06-SP001,"('Secret rare',)",New
CT06-SP001,"('Secret Rare',)",Old
CT06-SP002,"('Secret rare',)",New
CT06-SP002,"('Secret Rare',)",Old
CT06-SP003,"('Secret Rare',)",Old
CT06-SP003,"('Secret rare',)",New
CT06-SP004,"('Secret Rare',)",Old
CT06-SP004,"('Secret rare',)",New
CYAC-JP024,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'HGR')",New
CYAC-JP024,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'Holographic Rare')",Old
DABL-JP050,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'Holographic Rare')",Old
DABL-JP050,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'HGR')",New
DABL-KR050,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'Holographic Rare')",Old
DABL-KR050,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'HGR')",New
DAMA-JP024,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'HGR')",New
DAMA-JP024,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'Holographic Rare')",Old
DAMA-KR024,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'Holographic Rare')",Old
DAMA-KR024,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'HGR')",New
DBT-FR001,"('Super Rare',)",Old
DBT-FR001,"('Super rare',)",New
DBT-FR002,"('Super rare',)",New
DBT-FR002,"('Super Rare',)",Old
DBT-FR003,"('Super Rare',)",Old
DBT-FR003,"('Super rare',)",New
DIFO-JP043,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'Holographic Rare')",Old
DIFO-JP043,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'HGR')",New
DIFO-KR043,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'Holographic Rare')",Old
DIFO-KR043,"('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'Prismatic Secret Rare', 'HGR')",New
DOCS-FRSE1,"('Super rare',)",New
DOCS-FRSE1,"('Super Rare',)",Old
DOCS-FRSE2,"('Super Rare',)",Old
DOCS-FRSE2,"('Super rare',)",New
DOCS-FRSE3,"('Super Rare',)",Old
DOCS-FRSE3,"('Super rare',)",New
DOCS-FRSE4,"('Super Rare',)",Old
DOCS-FRSE4,"('Super rare',)",New
DOCS-FRSP1,"('Ultra Rare',)",Old
DOCS-FRSP1,"('Ultra rare',)",New
DOCS-JP046,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Holographic Rare')",Old
DOCS-JP046,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'HGR')",New
DOCS-KR046,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Holographic Rare')",Old
DOCS-KR046,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'HGR')",New
DOD-FR001,"('Super rare',)",New
DOD-FR001,"('Super Rare',)",Old
DOD-FR002,"('Super rare',)",New
DOD-FR002,"('Super Rare',)",Old
DOD-FR003,"('Super rare',)",New
DOD-FR003,"('Super Rare',)",Old
DOR-F001,"('Prismatic Secret Rare',)",Old
DOR-F001,"('Prismatic Secret rare',)",New
DOR-F002,"('Prismatic Secret Rare',)",Old
DOR-F002,"('Prismatic Secret rare',)",New
DOR-F003,"('Prismatic Secret Rare',)",Old
DOR-F003,"('Prismatic Secret rare',)",New
DP23-JP000,"('HGR',)",New
DP23-JP000,"('Holographic Rare',)",Old
DP24-JP000,"('HGR',)",New
DP24-JP000,"('Holographic Rare',)",Old
DP25-JP000,"('Holographic Rare',)",Old
DP25-JP000,"('HGR',)",New
DP25-SC000,"('HGR',)",New
DP25-SC000,"('Holographic Rare',)",Old
DP26-JP000,"('HGR',)",New
DP26-JP000,"('Holographic Rare',)",Old
