Card number,Set,Name,Rarity,Print,Page URL,Modification date,Release,Series,Set type,Version
BLMR-EN058,Battles of Legend: Monstrous Revenge,Photon Vanisher,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN059,Battles of Legend: Monstrous Revenge,Danger! Nessie!,"('Secret Rare', 'QCScR')",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN060,Battles of Legend: Monstrous Revenge,Mathmech Sigma,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN061,Battles of Legend: Monstrous Revenge,Ukiyoe-P.U.N.K. Sharakusai,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN062,Battles of Legend: Monstrous Revenge,Noh-P.U.N.K. Ze Amin,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN063,Battles of Legend: Monstrous Revenge,Noh-P.U.N.K. Foxy Tune,"('Secret Rare', 'QCScR')",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN064,Battles of Legend: Monstrous Revenge,Noh-P.U.N.K. Ogre Dance,"('Secret Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN065,Battles of Legend: Monstrous Revenge,Water Enchantress of the Temple,"('Secret Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN066,Battles of Legend: Monstrous Revenge,Noh-P.U.N.K. Deer Note,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN067,Battles of Legend: Monstrous Revenge,Spright Carrot,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN068,Battles of Legend: Monstrous Revenge,Celestial Apparatus Tesea,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN069,Battles of Legend: Monstrous Revenge,Bystial Baldrake,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN070,Battles of Legend: Monstrous Revenge,Sakitama,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN071,Battles of Legend: Monstrous Revenge,Mysterion the Dragon Crown,"('Secret Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN072,Battles of Legend: Monstrous Revenge,Ukiyoe-P.U.N.K. Rising Carp,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN073,Battles of Legend: Monstrous Revenge,Junk Archer,"('Secret Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN074,Battles of Legend: Monstrous Revenge,Draco Berserker of the Tenyi,"('Secret Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN075,Battles of Legend: Monstrous Revenge,Ukiyoe-P.U.N.K. Amazing Dragon,"('Secret Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN076,Battles of Legend: Monstrous Revenge,Madolche Queen Tiaramisu,"('Secret Rare', 'QCScR')",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN077,Battles of Legend: Monstrous Revenge,Number 92: Heart-eartH Dragon,"('Secret Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN078,Battles of Legend: Monstrous Revenge,Herald of Pure Light,"('Secret Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN079,Battles of Legend: Monstrous Revenge,Number 65: Djinn Buster,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN080,Battles of Legend: Monstrous Revenge,Number 72: Shogi Rook,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN081,Battles of Legend: Monstrous Revenge,"Dante, Traveler of the Burning Abyss","('Secret Rare', 'QCScR')",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN082,Battles of Legend: Monstrous Revenge,Stellarknight Constellar Diamond,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN083,Battles of Legend: Monstrous Revenge,Tellarknight Ptolemaeus,"('Secret Rare', 'QCScR')",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN084,Battles of Legend: Monstrous Revenge,Divine Arsenal AA-ZEUS - Sky Thunder,"('Secret Rare', 'QCScR')",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN085,Battles of Legend: Monstrous Revenge,I:P Masquerena,"('Secret Rare', 'QCScR')",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN086,Battles of Legend: Monstrous Revenge,Dark Hole,"('Secret Rare', 'QCScR')",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN087,Battles of Legend: Monstrous Revenge,Terraforming,"('Secret Rare', 'QCScR')",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN088,Battles of Legend: Monstrous Revenge,Dimensional Fissure,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN089,Battles of Legend: Monstrous Revenge,Super Polymerization,"('Secret Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN090,Battles of Legend: Monstrous Revenge,Book of Eclipse,"('Secret Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN091,Battles of Legend: Monstrous Revenge,Sky Striker Mobilize - Engage!,"('Secret Rare', 'QCScR')",New artwork,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN092,Battles of Legend: Monstrous Revenge,Mathmech Equation,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN093,Battles of Legend: Monstrous Revenge,Rite of Aramesir,"('Secret Rare', 'QCScR')",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN094,Battles of Legend: Monstrous Revenge,"Dunnell, the Noble Arms of Light","('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN095,Battles of Legend: Monstrous Revenge,Starlit Papillon,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN096,Battles of Legend: Monstrous Revenge,Zaralaam the Dark Palace,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN097,Battles of Legend: Monstrous Revenge,Forest of Lost Flowers,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN098,Battles of Legend: Monstrous Revenge,Spright Smashers,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN099,Battles of Legend: Monstrous Revenge,Curse of Aramatir,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN100,Battles of Legend: Monstrous Revenge,Macro Cosmos,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN101,Battles of Legend: Monstrous Revenge,Thunder Discharge,"('Ultra Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN102,Battles of Legend: Monstrous Revenge,Welcome Labrynth,"('Secret Rare', 'QCScR')",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN103,Battles of Legend: Monstrous Revenge,The Bystial Lubellion,"('QCScR',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN104,Battles of Legend: Monstrous Revenge,Lady Labrynth of the Silver Castle,"('QCScR',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-06-19 00:25:24,2023-06-22,Battles of Legend,Booster pack,New
BLMR-EN???,Battles of Legend: Monstrous Revenge,Welcome Labrynth,"('QCScR',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,Rite of Aramesir,"('QCScR',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,Sky Striker Mobilize - Engage!,"('QCScR',)",New artwork,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,Divine Arsenal AA-ZEUS - Sky Thunder,"('QCScR',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,"Dante, Traveler of the Burning Abyss","('QCScR',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,Danger! Nessie!,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,Knightmare Corruptor Iblee,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,Dark Armed Dragon,"('QCScR',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,Noh-P.U.N.K. Foxy Tune,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,Cattycorn,,New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,"Ghost Lancer, the Underworld Spearman",,New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,Tri-Edge Master,,New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,Extox Hydra,,New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,Rokket Coder,,New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,Odd-Eyes Rebellion Xyz Dragon,,New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,Numbers Last Hope,,New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,Assault Synchron,"('QCScR',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,Armed Neos,"('QCScR',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,Dark Magician the Knight of Dragon Magic,,New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
BLMR-EN???,Battles of Legend: Monstrous Revenge,Daidaratant the Ooze Giant,,New,https://yugipedia.com/wiki/Set_Card_Lists:Battles_of_Legend:_Monstrous_Revenge_(TCG-EN),2023-05-05 17:52:54,2023-06-22,Battles of Legend,Booster pack,Old
DBWS-KR001,Deck Build Pack: Wild Survivors,Xeno Meteorus,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR002,Deck Build Pack: Wild Survivors,Transcendosaurus Meteorus,"('Ultra Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR003,Deck Build Pack: Wild Survivors,Transcendosaurus Gigantozowler,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR004,Deck Build Pack: Wild Survivors,Transcendosaurus Glaciasaurus,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR005,Deck Build Pack: Wild Survivors,Transcendosaurus Drillygnathus,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR006,Deck Build Pack: Wild Survivors,Ground Xeno,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR007,Deck Build Pack: Wild Survivors,Supersoaring,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR008,Deck Build Pack: Wild Survivors,Frostosaurus,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR009,Deck Build Pack: Wild Survivors,Ultimate Conductor Tyranno,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR010,Deck Build Pack: Wild Survivors,Giant Rex,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR011,Deck Build Pack: Wild Survivors,Miscellaneousaurus,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR012,Deck Build Pack: Wild Survivors,Souleating Oviraptor,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR013,Deck Build Pack: Wild Survivors,Babycerasaurus,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR014,Deck Build Pack: Wild Survivors,Petiteranodon,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR015,Deck Build Pack: Wild Survivors,Evolzar Solda,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR016,Deck Build Pack: Wild Survivors,Vanquish Soul Razen,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR017,Deck Build Pack: Wild Survivors,Vanquish Soul Pantera,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR018,Deck Build Pack: Wild Survivors,Vanquish Soul Heavy Borger,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR019,Deck Build Pack: Wild Survivors,Vanquish Soul Dr. Mad Love,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR020,Deck Build Pack: Wild Survivors,Vanquish Soul Pluton HG,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR021,Deck Build Pack: Wild Survivors,Vanquish Soul Caesar Valius,"('Ultra Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR022,Deck Build Pack: Wild Survivors,Rock of the Vanquisher,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR023,Deck Build Pack: Wild Survivors,Stake your Soul!,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR024,Deck Build Pack: Wild Survivors,Vanquish Soul Dust Devil,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR025,Deck Build Pack: Wild Survivors,Vanquish Soul - Continue?,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR026,Deck Build Pack: Wild Survivors,Vanquish Soul Trinity Burst,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR027,Deck Build Pack: Wild Survivors,Vanquish Soul Calamity Caesar,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
DBWS-KR028,Deck Build Pack: Wild Survivors,Fire Formation - Tenki,"('Common', 'Normal Parallel Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Deck_Build_Pack:_Wild_Survivors_(OCG-KR),2023-06-14 13:39:03,2023-06-14,Deck Build Pack,Booster pack,New
