Name,Password,TCG status,Page URL,Artwork,Modification date,Errata,Primary type,Secondary type,Version
Dragonecro Nethersoul Dragon,08198620,Unlimited,https://yugipedia.com/wiki/Dragonecro_Nethersoul_Dragon,,2022-11-04 14:34:24,,Fusion Monster,,New
Dragoness the Wicked Knight,70681994,Unlimited,https://yugipedia.com/wiki/Dragoness_the_Wicked_Knight,,2022-04-20 03:02:49,,,,Old
Dragoness the Wicked Knight,70681994,Unlimited,https://yugipedia.com/wiki/Dragoness_the_Wicked_Knight,,2022-04-20 03:02:49,,Fusion Monster,,New
Dragong,83980492,Unlimited,https://yugipedia.com/wiki/Dragong,,2020-11-20 17:01:09,,,,Old
Dragong,83980492,Unlimited,https://yugipedia.com/wiki/Dragong,,2020-11-20 17:01:09,,Normal Monster,,New
Dragonic Guard,78009994,Unlimited,https://yugipedia.com/wiki/Dragonic_Guard,,2020-11-20 17:01:26,,,,Old
Dragonic Guard,78009994,Unlimited,https://yugipedia.com/wiki/Dragonic_Guard,,2020-11-20 17:01:26,,Effect Monster,,New
Dragonic Knight,38109772,Unlimited,https://yugipedia.com/wiki/Dragonic_Knight,,2022-04-20 23:43:51,,,,Old
Dragonic Knight,38109772,Unlimited,https://yugipedia.com/wiki/Dragonic_Knight,,2022-04-20 23:43:51,,Effect Monster,,New
Dragonlark Pairen,75083197,Unlimited,https://yugipedia.com/wiki/Dragonlark_Pairen,,2022-09-14 13:08:16,,,,Old
Dragonlark Pairen,75083197,Unlimited,https://yugipedia.com/wiki/Dragonlark_Pairen,,2022-09-14 13:08:16,,Xyz Monster,,New
Dragonmaid Ernus,76782778,Unlimited,https://yugipedia.com/wiki/Dragonmaid_Ernus,,2022-10-13 07:25:04,,,,Old
Dragonmaid Ernus,76782778,Unlimited,https://yugipedia.com/wiki/Dragonmaid_Ernus,,2022-10-13 07:25:04,,Effect Monster,,New
Dragonmaid Lorpar,15848542,Unlimited,https://yugipedia.com/wiki/Dragonmaid_Lorpar,,2022-11-05 15:14:30,,,,Old
Dragonmaid Lorpar,15848542,Unlimited,https://yugipedia.com/wiki/Dragonmaid_Lorpar,,2022-11-05 15:14:30,,Effect Monster,,New
Dragonmaid Nudyarl,49575521,Unlimited,https://yugipedia.com/wiki/Dragonmaid_Nudyarl,,2022-10-13 07:27:04,,,,Old
Dragonmaid Nudyarl,49575521,Unlimited,https://yugipedia.com/wiki/Dragonmaid_Nudyarl,,2022-10-13 07:27:04,,Effect Monster,,New
Dragonmaid Sheou,24799107,Unlimited,https://yugipedia.com/wiki/Dragonmaid_Sheou,,2022-11-05 15:18:46,,,,Old
Dragonmaid Sheou,24799107,Unlimited,https://yugipedia.com/wiki/Dragonmaid_Sheou,,2022-11-05 15:18:46,,Fusion Monster,,New
Dragonmaid Tinkhec,42055234,Unlimited,https://yugipedia.com/wiki/Dragonmaid_Tinkhec,,2022-10-13 07:29:03,,,,Old
Dragonmaid Tinkhec,42055234,Unlimited,https://yugipedia.com/wiki/Dragonmaid_Tinkhec,,2022-10-13 07:29:03,,Effect Monster,,New
Dragonoid Token,,,https://yugipedia.com/wiki/Dragonoid_Token,,2020-03-14 16:47:43,,,,Old
Dragonoid Token,,,https://yugipedia.com/wiki/Dragonoid_Token,,2020-03-14 16:47:43,,Monster Token,,New
"Dragonox, the Empowered Warrior",92870717,Unlimited,"https://yugipedia.com/wiki/Dragonox,_the_Empowered_Warrior",,2020-08-30 13:47:26,,,,Old
"Dragonox, the Empowered Warrior",92870717,Unlimited,"https://yugipedia.com/wiki/Dragonox,_the_Empowered_Warrior",,2020-08-30 13:47:26,,Effect Monster,,New
Dragonpit Magician,51531505,Unlimited,https://yugipedia.com/wiki/Dragonpit_Magician,,2023-02-13 00:36:36,,,,Old
Dragonpit Magician,51531505,Unlimited,https://yugipedia.com/wiki/Dragonpit_Magician,,2023-02-13 00:36:36,,Normal Monster,,New
Dragonpulse Magician,15146890,Unlimited,https://yugipedia.com/wiki/Dragonpulse_Magician,,2023-02-13 00:35:33,,,,Old
Dragonpulse Magician,15146890,Unlimited,https://yugipedia.com/wiki/Dragonpulse_Magician,,2023-02-13 00:35:33,,Normal Monster,,New
Dragonroid,09069157,Unlimited,https://yugipedia.com/wiki/Dragonroid,,2021-12-03 11:50:15,,,,Old
Dragonroid,09069157,Unlimited,https://yugipedia.com/wiki/Dragonroid,,2021-12-03 11:50:15,,Effect Monster,,New
Dragoons of Draconia,73779005,Unlimited,https://yugipedia.com/wiki/Dragoons_of_Draconia,"('Edited',)",2022-11-11 15:02:53,,,,Old
Dragoons of Draconia,73779005,Unlimited,https://yugipedia.com/wiki/Dragoons_of_Draconia,"('Edited',)",2022-11-11 15:02:53,,Normal Monster,,New
Dragunity Aklys,36870345,Unlimited,https://yugipedia.com/wiki/Dragunity_Aklys,,2022-07-09 01:47:14,,"('Tuner monster',)","('Tuner monster',)",Old
Dragunity Aklys,36870345,Unlimited,https://yugipedia.com/wiki/Dragunity_Aklys,,2022-07-09 01:47:14,,Effect Monster,"('Tuner monster',)",New
Dragunity Angusticlavii,88361177,Unlimited,https://yugipedia.com/wiki/Dragunity_Angusticlavii,,2022-03-11 18:47:40,,,,Old
Dragunity Angusticlavii,88361177,Unlimited,https://yugipedia.com/wiki/Dragunity_Angusticlavii,,2022-03-11 18:47:40,,Effect Monster,,New
Dragunity Arma Gram,53184342,Unlimited,https://yugipedia.com/wiki/Dragunity_Arma_Gram,,2022-07-09 01:42:45,,,,Old
Dragunity Arma Gram,53184342,Unlimited,https://yugipedia.com/wiki/Dragunity_Arma_Gram,,2022-07-09 01:42:45,,Effect Monster,,New
Dragunity Arma Leyvaten,63487632,Unlimited,https://yugipedia.com/wiki/Dragunity_Arma_Leyvaten,,2022-07-09 01:41:46,,,,Old
Dragunity Arma Leyvaten,63487632,Unlimited,https://yugipedia.com/wiki/Dragunity_Arma_Leyvaten,,2022-07-09 01:41:46,,Effect Monster,,New
Dragunity Arma Mystletainn,00876330,Unlimited,https://yugipedia.com/wiki/Dragunity_Arma_Mystletainn,,2022-07-09 01:40:38,,,,Old
Dragunity Arma Mystletainn,00876330,Unlimited,https://yugipedia.com/wiki/Dragunity_Arma_Mystletainn,,2022-07-09 01:40:38,,Effect Monster,,New
Dragunity Brandistock,54455664,Unlimited,https://yugipedia.com/wiki/Dragunity_Brandistock,,2022-03-11 21:10:40,"('Type',)","('Tuner monster',)","('Tuner monster',)",Old
Dragunity Brandistock,54455664,Unlimited,https://yugipedia.com/wiki/Dragunity_Brandistock,,2022-03-11 21:10:40,"('Type',)",Effect Monster,"('Tuner monster',)",New
Dragunity Corsesca,99594764,Unlimited,https://yugipedia.com/wiki/Dragunity_Corsesca,,2022-03-11 18:52:42,"('Type',)","('Tuner monster',)","('Tuner monster',)",Old
Dragunity Corsesca,99594764,Unlimited,https://yugipedia.com/wiki/Dragunity_Corsesca,,2022-03-11 18:52:42,"('Type',)",Effect Monster,"('Tuner monster',)",New
Dragunity Couse,29253591,Unlimited,https://yugipedia.com/wiki/Dragunity_Couse,,2022-07-24 09:53:45,,"('Tuner monster',)","('Tuner monster',)",Old
Dragunity Couse,29253591,Unlimited,https://yugipedia.com/wiki/Dragunity_Couse,,2022-07-24 09:53:45,,Effect Monster,"('Tuner monster',)",New
Dragunity Darkspear,13361027,Unlimited,https://yugipedia.com/wiki/Dragunity_Darkspear,,2022-03-11 19:00:10,"('Type',)","('Tuner monster',)","('Tuner monster',)",Old
Dragunity Darkspear,13361027,Unlimited,https://yugipedia.com/wiki/Dragunity_Darkspear,,2022-03-11 19:00:10,"('Type',)",Effect Monster,"('Tuner monster',)",New
Dragunity Dux,28183605,Unlimited,https://yugipedia.com/wiki/Dragunity_Dux,,2022-07-09 01:43:58,,,,Old
Dragunity Dux,28183605,Unlimited,https://yugipedia.com/wiki/Dragunity_Dux,,2022-07-09 01:43:58,,Effect Monster,,New
Dragunity Guisarme,69975751,Unlimited,https://yugipedia.com/wiki/Dragunity_Guisarme,,2022-07-24 09:55:19,,"('Tuner monster',)","('Tuner monster',)",Old
Dragunity Guisarme,69975751,Unlimited,https://yugipedia.com/wiki/Dragunity_Guisarme,,2022-07-24 09:55:19,,Effect Monster,"('Tuner monster',)",New
Dragunity Javelin,80549379,Unlimited,https://yugipedia.com/wiki/Dragunity_Javelin,,2022-03-11 18:55:17,"('Type',)","('Tuner monster',)","('Tuner monster',)",Old
Dragunity Javelin,80549379,Unlimited,https://yugipedia.com/wiki/Dragunity_Javelin,,2022-03-11 18:55:17,"('Type',)",Effect Monster,"('Tuner monster',)",New
Dragunity Knight - Areadbhair,88234821,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Areadbhair,,2022-07-09 02:00:40,,,,Old
Dragunity Knight - Areadbhair,88234821,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Areadbhair,,2022-07-09 02:00:40,,Synchro Monster,,New
Dragunity Knight - Ascalon,48891960,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Ascalon,,2021-09-09 01:20:34,,,,Old
Dragunity Knight - Ascalon,48891960,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Ascalon,,2021-09-09 01:20:34,,Synchro Monster,,New
Dragunity Knight - Barcha,25682811,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Barcha,,2022-07-09 01:55:04,,,,Old
Dragunity Knight - Barcha,25682811,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Barcha,,2022-07-09 01:55:04,,Synchro Monster,,New
Dragunity Knight - Gae Bulg,00900787,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Gae_Bulg,,2022-03-11 04:43:38,"('Type',)",,,Old
Dragunity Knight - Gae Bulg,00900787,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Gae_Bulg,,2022-03-11 04:43:38,"('Type',)",Synchro Monster,,New
Dragunity Knight - Gae Dearg,34116027,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Gae_Dearg,,2022-04-05 12:48:24,,,,Old
Dragunity Knight - Gae Dearg,34116027,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Gae_Dearg,,2022-04-05 12:48:24,,Synchro Monster,,New
Dragunity Knight - Gormfaobhar,36556781,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Gormfaobhar,,2022-09-14 13:48:18,,,,Old
Dragunity Knight - Gormfaobhar,36556781,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Gormfaobhar,,2022-09-14 13:48:18,,Synchro Monster,,New
Dragunity Knight - Luin,12496261,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Luin,,2021-09-09 01:19:14,,"('Tuner monster',)","('Tuner monster',)",Old
Dragunity Knight - Luin,12496261,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Luin,,2021-09-09 01:19:14,,Synchro Monster,"('Tuner monster',)",New
Dragunity Knight - Romulus,11969228,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Romulus,,2021-11-20 07:43:12,,,,Old
Dragunity Knight - Romulus,11969228,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Romulus,,2021-11-20 07:43:12,,Link Monster,,New
Dragunity Knight - Trident,80159717,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Trident,,2022-10-03 14:27:24,,,,Old
Dragunity Knight - Trident,80159717,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Trident,,2022-10-03 14:27:24,,Synchro Monster,,New
Dragunity Knight - Vajrayana,21249921,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Vajrayana,,2021-06-24 02:42:03,"('Type',)",,,Old
Dragunity Knight - Vajrayana,21249921,Unlimited,https://yugipedia.com/wiki/Dragunity_Knight_-_Vajrayana,,2021-06-24 02:42:03,"('Type',)",Synchro Monster,,New
Dragunity Legatus,89172051,Unlimited,https://yugipedia.com/wiki/Dragunity_Legatus,,2022-07-09 01:46:03,,,,Old
Dragunity Legatus,89172051,Unlimited,https://yugipedia.com/wiki/Dragunity_Legatus,,2022-07-09 01:46:03,,Effect Monster,,New
Dragunity Legionnaire,54578613,Unlimited,https://yugipedia.com/wiki/Dragunity_Legionnaire,,2022-07-09 01:45:05,,,,Old
Dragunity Legionnaire,54578613,Unlimited,https://yugipedia.com/wiki/Dragunity_Legionnaire,,2022-07-09 01:45:05,,Effect Monster,,New
Dragunity Militum,81661951,Unlimited,https://yugipedia.com/wiki/Dragunity_Militum,,2022-07-24 09:32:27,,,,Old
Dragunity Militum,81661951,Unlimited,https://yugipedia.com/wiki/Dragunity_Militum,,2022-07-24 09:32:27,,Effect Monster,,New
Dragunity Partisan,25988873,Unlimited,https://yugipedia.com/wiki/Dragunity_Partisan,,2022-03-11 18:50:44,"('Type',)","('Tuner monster',)","('Tuner monster',)",Old
Dragunity Partisan,25988873,Unlimited,https://yugipedia.com/wiki/Dragunity_Partisan,,2022-03-11 18:50:44,"('Type',)",Effect Monster,"('Tuner monster',)",New
Dragunity Phalanx,59755122,Unlimited,https://yugipedia.com/wiki/Dragunity_Phalanx,,2022-07-24 09:39:07,"('Type',)","('Tuner monster',)","('Tuner monster',)",Old
Dragunity Phalanx,59755122,Unlimited,https://yugipedia.com/wiki/Dragunity_Phalanx,,2022-07-24 09:39:07,"('Type',)",Effect Monster,"('Tuner monster',)",New
Dragunity Pilum,52977572,Unlimited,https://yugipedia.com/wiki/Dragunity_Pilum,,2022-03-11 18:49:32,"('Type',)","('Tuner monster',)","('Tuner monster',)",Old
Dragunity Pilum,52977572,Unlimited,https://yugipedia.com/wiki/Dragunity_Pilum,,2022-03-11 18:49:32,"('Type',)",Effect Monster,"('Tuner monster',)",New
Dragunity Primus Pilus,18060565,Unlimited,https://yugipedia.com/wiki/Dragunity_Primus_Pilus,,2022-03-11 21:10:56,,,,Old
Dragunity Primus Pilus,18060565,Unlimited,https://yugipedia.com/wiki/Dragunity_Primus_Pilus,,2022-03-11 21:10:56,,Effect Monster,,New
Dragunity Remus,26577155,Unlimited,https://yugipedia.com/wiki/Dragunity_Remus,,2022-07-16 17:34:18,,"('Tuner monster',)","('Tuner monster',)",Old
Dragunity Remus,26577155,Unlimited,https://yugipedia.com/wiki/Dragunity_Remus,,2022-07-16 17:34:18,,Effect Monster,"('Tuner monster',)",New
Dragunity Senatus,92868896,Unlimited,https://yugipedia.com/wiki/Dragunity_Senatus,,2021-09-09 01:11:31,,,,Old
Dragunity Senatus,92868896,Unlimited,https://yugipedia.com/wiki/Dragunity_Senatus,,2021-09-09 01:11:31,,Effect Monster,,New
Dragunity Tribus,81962318,Unlimited,https://yugipedia.com/wiki/Dragunity_Tribus,,2022-03-11 19:01:12,,,,Old
Dragunity Tribus,81962318,Unlimited,https://yugipedia.com/wiki/Dragunity_Tribus,,2022-03-11 19:01:12,,Effect Monster,,New
Dramaturge of Despia,99456344,Unlimited,https://yugipedia.com/wiki/Dramaturge_of_Despia,,2022-09-14 13:12:09,,,,Old
Dramaturge of Despia,99456344,Unlimited,https://yugipedia.com/wiki/Dramaturge_of_Despia,,2022-09-14 13:12:09,,Effect Monster,,New
Dread Dragon,51925772,Unlimited,https://yugipedia.com/wiki/Dread_Dragon,,2020-11-20 17:22:31,,"('Tuner monster',)","('Tuner monster',)",Old
Dread Dragon,51925772,Unlimited,https://yugipedia.com/wiki/Dread_Dragon,,2020-11-20 17:22:31,,Effect Monster,"('Tuner monster',)",New
Dreadscythe Harvester,66973070,Unlimited,https://yugipedia.com/wiki/Dreadscythe_Harvester,,2022-02-05 09:01:23,,,,Old
Dreadscythe Harvester,66973070,Unlimited,https://yugipedia.com/wiki/Dreadscythe_Harvester,,2022-02-05 09:01:23,,Effect Monster,,New
Dream Cicada,05068132,Unlimited,https://yugipedia.com/wiki/Dream_Cicada,,2022-11-18 12:17:24,,,,Old
Dream Cicada,05068132,Unlimited,https://yugipedia.com/wiki/Dream_Cicada,,2022-11-18 12:17:24,,Effect Monster,,New
Dream Clown,13215230,Unlimited,https://yugipedia.com/wiki/Dream_Clown,,2022-10-06 17:26:49,,,,Old
Dream Clown,13215230,Unlimited,https://yugipedia.com/wiki/Dream_Clown,,2022-10-06 17:26:49,,Effect Monster,,New
Dream Shark,06180710,Unlimited,https://yugipedia.com/wiki/Dream_Shark,,2022-11-18 12:17:05,,,,Old
Dream Shark,06180710,Unlimited,https://yugipedia.com/wiki/Dream_Shark,,2022-11-18 12:17:05,,Effect Monster,,New
Dreaming Nemurelia,70155677,,https://yugipedia.com/wiki/Dreaming_Nemurelia,,2023-02-16 00:39:36,,,,Old
Dreaming Nemurelia,70155677,,https://yugipedia.com/wiki/Dreaming_Nemurelia,,2023-02-16 00:39:36,,Effect Monster,,New
Dreamsprite,08687195,Unlimited,https://yugipedia.com/wiki/Dreamsprite,,2022-08-13 11:24:16,,,,Old
Dreamsprite,08687195,Unlimited,https://yugipedia.com/wiki/Dreamsprite,,2022-08-13 11:24:16,,Effect Monster,,New
"Dreiath III, the True Dracocavalry General",94982447,Unlimited,"https://yugipedia.com/wiki/Dreiath_III,_the_True_Dracocavalry_General",,2022-08-14 09:33:42,,,,Old
"Dreiath III, the True Dracocavalry General",94982447,Unlimited,"https://yugipedia.com/wiki/Dreiath_III,_the_True_Dracocavalry_General",,2022-08-14 09:33:42,,Effect Monster,,New
Drill Barnacle,24137081,Unlimited,https://yugipedia.com/wiki/Drill_Barnacle,,2020-11-20 17:24:36,,,,Old
Drill Barnacle,24137081,Unlimited,https://yugipedia.com/wiki/Drill_Barnacle,,2020-11-20 17:24:36,,Effect Monster,,New
Drill Bug,88733579,Unlimited,https://yugipedia.com/wiki/Drill_Bug,,2021-11-07 13:14:57,,,,Old
Drill Bug,88733579,Unlimited,https://yugipedia.com/wiki/Drill_Bug,,2021-11-07 13:14:57,,Effect Monster,,New
Drill Driver Vespenato,39317553,Unlimited,https://yugipedia.com/wiki/Drill_Driver_Vespenato,,2021-10-07 08:27:20,,,,Old
Drill Driver Vespenato,39317553,Unlimited,https://yugipedia.com/wiki/Drill_Driver_Vespenato,,2021-10-07 08:27:20,,Xyz Monster,,New
Drill Synchron,56286179,Unlimited,https://yugipedia.com/wiki/Drill_Synchron,,2021-09-30 13:04:44,"('Type',)","('Tuner monster',)","('Tuner monster',)",Old
Drill Synchron,56286179,Unlimited,https://yugipedia.com/wiki/Drill_Synchron,,2021-09-30 13:04:44,"('Type',)",Effect Monster,"('Tuner monster',)",New
Drill Warrior,03429238,Unlimited,https://yugipedia.com/wiki/Drill_Warrior,,2022-07-14 13:01:10,,,,Old
Drill Warrior,03429238,Unlimited,https://yugipedia.com/wiki/Drill_Warrior,,2022-07-14 13:01:10,,Synchro Monster,,New
Drillago,99050989,Unlimited,https://yugipedia.com/wiki/Drillago,,2020-05-25 23:21:26,,,,Old
Drillago,99050989,Unlimited,https://yugipedia.com/wiki/Drillago,,2020-05-25 23:21:26,,Effect Monster,,New
Drillroid,71218746,Unlimited,https://yugipedia.com/wiki/Drillroid,,2022-10-06 17:55:47,"('Name',)",,,Old
Drillroid,71218746,Unlimited,https://yugipedia.com/wiki/Drillroid,,2022-10-06 17:55:47,"('Name',)",Effect Monster,,New
Driven Daredevil,93353691,Unlimited,https://yugipedia.com/wiki/Driven_Daredevil,,2020-11-20 17:25:17,,,,Old
Driven Daredevil,93353691,Unlimited,https://yugipedia.com/wiki/Driven_Daredevil,,2020-11-20 17:25:17,,Synchro Monster,,New
Droll & Lock Bird,94145021,Unlimited,https://yugipedia.com/wiki/Droll_%26_Lock_Bird,"('Alternate',)",2022-10-29 14:05:00,,,,Old
Droll & Lock Bird,94145021,Unlimited,https://yugipedia.com/wiki/Droll_%26_Lock_Bird,"('Alternate',)",2022-10-29 14:05:00,,Effect Monster,,New
Droll Bird,97973387,Unlimited,https://yugipedia.com/wiki/Droll_Bird,,2023-01-03 20:06:16,,,,Old
Droll Bird,97973387,Unlimited,https://yugipedia.com/wiki/Droll_Bird,,2023-01-03 20:06:16,,Normal Monster,,New
Drooling Lizard,16353197,Unlimited,https://yugipedia.com/wiki/Drooling_Lizard,,2021-11-07 13:15:09,"('Name',)",,,Old
Drooling Lizard,16353197,Unlimited,https://yugipedia.com/wiki/Drooling_Lizard,,2021-11-07 13:15:09,"('Name',)",Normal Monster,,New
Drytron Alpha Thuban,97148796,Unlimited,https://yugipedia.com/wiki/Drytron_Alpha_Thuban,,2021-09-02 04:33:58,,,,Old
Drytron Alpha Thuban,97148796,Unlimited,https://yugipedia.com/wiki/Drytron_Alpha_Thuban,,2021-09-02 04:33:58,,Effect Monster,,New
Drytron Beta Rastaban,33543890,Unlimited,https://yugipedia.com/wiki/Drytron_Beta_Rastaban,,2021-10-07 07:35:09,,,,Old
Drytron Beta Rastaban,33543890,Unlimited,https://yugipedia.com/wiki/Drytron_Beta_Rastaban,,2021-10-07 07:35:09,,Effect Monster,,New
Drytron Delta Altais,22420202,Unlimited,https://yugipedia.com/wiki/Drytron_Delta_Altais,,2021-10-07 07:34:54,,,,Old
Drytron Delta Altais,22420202,Unlimited,https://yugipedia.com/wiki/Drytron_Delta_Altais,,2021-10-07 07:34:54,,Effect Monster,,New
Drytron Gamma Eltanin,60037599,Unlimited,https://yugipedia.com/wiki/Drytron_Gamma_Eltanin,,2021-10-07 07:35:03,,,,Old
Drytron Gamma Eltanin,60037599,Unlimited,https://yugipedia.com/wiki/Drytron_Gamma_Eltanin,,2021-10-07 07:35:03,,Effect Monster,,New
Drytron Meteonis Draconids,69815951,Unlimited,https://yugipedia.com/wiki/Drytron_Meteonis_Draconids,,2022-02-02 23:13:18,,,,Old
Drytron Meteonis Draconids,69815951,Unlimited,https://yugipedia.com/wiki/Drytron_Meteonis_Draconids,,2022-02-02 23:13:18,,Ritual Monster,,New
Drytron Meteonis Quadrantids,95209656,Unlimited,https://yugipedia.com/wiki/Drytron_Meteonis_Quadrantids,,2022-02-02 23:13:51,,,,Old
Drytron Meteonis Quadrantids,95209656,Unlimited,https://yugipedia.com/wiki/Drytron_Meteonis_Quadrantids,,2022-02-02 23:13:51,,Ritual Monster,,New
Drytron Mu Beta Fafnir,01174075,Unlimited,https://yugipedia.com/wiki/Drytron_Mu_Beta_Fafnir,,2022-09-17 13:11:10,,,,Old
Drytron Mu Beta Fafnir,01174075,Unlimited,https://yugipedia.com/wiki/Drytron_Mu_Beta_Fafnir,,2022-09-17 13:11:10,,Xyz Monster,,New
Drytron Zeta Aldhibah,96026108,Unlimited,https://yugipedia.com/wiki/Drytron_Zeta_Aldhibah,,2021-10-07 07:34:47,,,,Old
Drytron Zeta Aldhibah,96026108,Unlimited,https://yugipedia.com/wiki/Drytron_Zeta_Aldhibah,,2021-10-07 07:34:47,,Effect Monster,,New
Dual Assembwurm,07445307,Unlimited,https://yugipedia.com/wiki/Dual_Assembwurm,,2022-11-15 03:53:10,,,,Old
Dual Assembwurm,07445307,Unlimited,https://yugipedia.com/wiki/Dual_Assembwurm,,2022-11-15 03:53:10,,Effect Monster,,New
Dual Avatar - Empowered Kon-Gyo,33026283,Unlimited,https://yugipedia.com/wiki/Dual_Avatar_-_Empowered_Kon-Gyo,,2021-09-15 16:38:26,,,,Old
Dual Avatar - Empowered Kon-Gyo,33026283,Unlimited,https://yugipedia.com/wiki/Dual_Avatar_-_Empowered_Kon-Gyo,,2021-09-15 16:38:26,,Fusion Monster,,New
Dual Avatar - Empowered Mitsu-Jaku,00284224,Unlimited,https://yugipedia.com/wiki/Dual_Avatar_-_Empowered_Mitsu-Jaku,,2021-02-07 23:29:34,,,,Old
Dual Avatar - Empowered Mitsu-Jaku,00284224,Unlimited,https://yugipedia.com/wiki/Dual_Avatar_-_Empowered_Mitsu-Jaku,,2021-02-07 23:29:34,,Fusion Monster,,New
Dual Avatar Feet - Armored Un-Gyo,07631534,Unlimited,https://yugipedia.com/wiki/Dual_Avatar_Feet_-_Armored_Un-Gyo,,2021-01-04 07:07:54,,,,Old
Dual Avatar Feet - Armored Un-Gyo,07631534,Unlimited,https://yugipedia.com/wiki/Dual_Avatar_Feet_-_Armored_Un-Gyo,,2021-01-04 07:07:54,,Fusion Monster,,New
Dual Avatar Feet - Kokoku,11759079,Unlimited,https://yugipedia.com/wiki/Dual_Avatar_Feet_-_Kokoku,,2021-08-06 07:08:04,,,,Old
Dual Avatar Feet - Kokoku,11759079,Unlimited,https://yugipedia.com/wiki/Dual_Avatar_Feet_-_Kokoku,,2021-08-06 07:08:04,,Effect Monster,,New
Dual Avatar Fists - Armored Ah-Gyo,60237530,Unlimited,https://yugipedia.com/wiki/Dual_Avatar_Fists_-_Armored_Ah-Gyo,,2021-08-06 07:11:11,,,,Old
Dual Avatar Fists - Armored Ah-Gyo,60237530,Unlimited,https://yugipedia.com/wiki/Dual_Avatar_Fists_-_Armored_Ah-Gyo,,2021-08-06 07:11:11,,Fusion Monster,,New
Dual Avatar Fists - Yuhi,85360035,Unlimited,https://yugipedia.com/wiki/Dual_Avatar_Fists_-_Yuhi,,2021-08-06 07:06:54,,,,Old
Dual Avatar Fists - Yuhi,85360035,Unlimited,https://yugipedia.com/wiki/Dual_Avatar_Fists_-_Yuhi,,2021-08-06 07:06:54,,Effect Monster,,New
Dual Avatar Lion Envoys - Ah-Un,28798938,,https://yugipedia.com/wiki/Dual_Avatar_Lion_Envoys_-_Ah-Un,,2023-01-14 01:51:42,,,,Old
Dual Avatar Lion Envoys - Ah-Un,28798938,,https://yugipedia.com/wiki/Dual_Avatar_Lion_Envoys_-_Ah-Un,,2023-01-14 01:51:42,,Fusion Monster,,New
Dual Avatar Spirit Token,,Legal,https://yugipedia.com/wiki/Dual_Avatar_Spirit_Token,,2021-06-10 15:53:13,,,,Old
Dual Avatar Spirit Token,,Legal,https://yugipedia.com/wiki/Dual_Avatar_Spirit_Token,,2021-06-10 15:53:13,,Monster Token,,New
Duck Dummy,43803845,Unlimited,https://yugipedia.com/wiki/Duck_Dummy,,2022-08-13 11:27:36,,"('Gemini monster',)","('Gemini monster',)",Old
Duck Dummy,43803845,Unlimited,https://yugipedia.com/wiki/Duck_Dummy,,2022-08-13 11:27:36,,Effect Monster,"('Gemini monster',)",New
Duck Fighter,54813225,Unlimited,https://yugipedia.com/wiki/Duck_Fighter,,2021-02-03 22:58:10,,,,Old
Duck Fighter,54813225,Unlimited,https://yugipedia.com/wiki/Duck_Fighter,,2021-02-03 22:58:10,,Effect Monster,,New
"Duel Link Dragon, the Duel Dragon",60025883,Unlimited,"https://yugipedia.com/wiki/Duel_Link_Dragon,_the_Duel_Dragon",,2022-08-13 11:28:40,,,,Old
"Duel Link Dragon, the Duel Dragon",60025883,Unlimited,"https://yugipedia.com/wiki/Duel_Link_Dragon,_the_Duel_Dragon",,2022-08-13 11:28:40,,Link Monster,,New
Duelittle Chimera,37880706,Unlimited,https://yugipedia.com/wiki/Duelittle_Chimera,,2021-05-09 23:57:55,,,,Old
Duelittle Chimera,37880706,Unlimited,https://yugipedia.com/wiki/Duelittle_Chimera,,2021-05-09 23:57:55,,Link Monster,,New
"Duke Shade, the Sinister Shadow Lord",12766474,Unlimited,"https://yugipedia.com/wiki/Duke_Shade,_the_Sinister_Shadow_Lord",,2021-11-01 01:10:40,,,,Old
"Duke Shade, the Sinister Shadow Lord",12766474,Unlimited,"https://yugipedia.com/wiki/Duke_Shade,_the_Sinister_Shadow_Lord",,2021-11-01 01:10:40,,Effect Monster,,New
Dummy Golem,13532663,Unlimited,https://yugipedia.com/wiki/Dummy_Golem,,2020-11-20 17:27:15,"('Name',)","('Flip monster',)","('Flip monster',)",Old
Dummy Golem,13532663,Unlimited,https://yugipedia.com/wiki/Dummy_Golem,,2020-11-20 17:27:15,"('Name',)",Effect Monster,"('Flip monster',)",New
