Name,Password,Effect type,Archseries,TCG status,Artwork,Page URL,Modification date,Errata,Primary type,Version
Edge Imp Tomahawk,97567736,"('Condition', 'Ignition Effect')","('Edge Imp',)",Unlimited,"('Edited',)",https://yugipedia.com/wiki/Edge_Imp_Tomahawk,2022-10-11 18:42:45,,"('Effect Monster',)",Old
Edge Imp Tomahawk,97567736,"('Condition', 'Ignition Effect')","('Edge Imp',)",Unlimited,"('Edited',)",https://yugipedia.com/wiki/Edge_Imp_Tomahawk,2022-10-11 18:42:45,,"('Effect Monster',)",New
Effect Veiler,97268402,"('Quick Effect',)",,Unlimited,,https://yugipedia.com/wiki/Effect_Veiler,2023-01-10 13:44:40,"('Type',)","('Effect Monster',)",Old
Effect Veiler,97268402,"('Quick Effect',)",,Unlimited,,https://yugipedia.com/wiki/Effect_Veiler,2023-01-10 13:44:40,"('Type',)","('Effect Monster',)",New
Egotistical Ape,96914272,"('Summoning condition', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Egotistical_Ape,2020-03-13 23:16:07,,"('Effect Monster',)",Old
Egotistical Ape,96914272,"('Summoning condition', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Egotistical_Ape,2020-03-13 23:16:07,,"('Effect Monster',)",New
Egyptian God Slime,42166000,"('Continuous Effect', 'Summoning condition', 'Unclassified effect')","('Slime',)",Unlimited,,https://yugipedia.com/wiki/Egyptian_God_Slime,2023-01-11 12:04:01,,"('Effect Monster', 'Fusion Monster')",Old
Egyptian God Slime,42166000,"('Continuous Effect', 'Summoning condition', 'Unclassified effect')","('Slime',)",Unlimited,,https://yugipedia.com/wiki/Egyptian_God_Slime,2023-01-11 12:04:01,,"('Effect Monster', 'Fusion Monster')",New
"Ehren, Lightsworn Monk",44178886,"('Trigger Effect',)","('Lightsworn',)",Unlimited,,"https://yugipedia.com/wiki/Ehren,_Lightsworn_Monk",2022-04-20 13:13:41,,"('Effect Monster',)",Old
"Ehren, Lightsworn Monk",44178886,"('Trigger Effect',)","('Lightsworn',)",Unlimited,,"https://yugipedia.com/wiki/Ehren,_Lightsworn_Monk",2022-04-20 13:13:41,,"('Effect Monster',)",New
Ehther the Heavenly Monarch,96570609,"('Quick Effect', 'Summoning condition', 'Trigger Effect')","('Monarch',)",Unlimited,,https://yugipedia.com/wiki/Ehther_the_Heavenly_Monarch,2022-04-20 12:25:57,,"('Effect Monster',)",Old
Ehther the Heavenly Monarch,96570609,"('Quick Effect', 'Summoning condition', 'Trigger Effect')","('Monarch',)",Unlimited,,https://yugipedia.com/wiki/Ehther_the_Heavenly_Monarch,2022-04-20 12:25:57,,"('Effect Monster',)",New
Eidos the Underworld Squire,59463312,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Monarch',)",Unlimited,,https://yugipedia.com/wiki/Eidos_the_Underworld_Squire,2021-12-03 00:29:49,,"('Effect Monster',)",Old
Eidos the Underworld Squire,59463312,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Monarch',)",Unlimited,,https://yugipedia.com/wiki/Eidos_the_Underworld_Squire,2021-12-03 00:29:49,,"('Effect Monster',)",New
Eka the Flame Buddy,35283277,"('Condition', 'Ignition Effect', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Eka_the_Flame_Buddy,2022-08-05 22:25:15,,"('Effect Monster',)",Old
Eka the Flame Buddy,35283277,"('Condition', 'Ignition Effect', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Eka_the_Flame_Buddy,2022-08-05 22:25:15,,"('Effect Monster',)",New
El Shaddoll Anoyatyllis,19261966,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Shaddoll',)",Unlimited,,https://yugipedia.com/wiki/El_Shaddoll_Anoyatyllis,2022-04-20 11:33:01,,"('Effect Monster', 'Fusion Monster')",Old
El Shaddoll Anoyatyllis,19261966,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Shaddoll',)",Unlimited,,https://yugipedia.com/wiki/El_Shaddoll_Anoyatyllis,2022-04-20 11:33:01,,"('Effect Monster', 'Fusion Monster')",New
El Shaddoll Apkallone,50907446,"('Condition', 'Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Shaddoll',)",Unlimited,,https://yugipedia.com/wiki/El_Shaddoll_Apkallone,2022-04-20 02:53:10,,"('Effect Monster', 'Fusion Monster')",Old
El Shaddoll Apkallone,50907446,"('Condition', 'Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Shaddoll',)",Unlimited,,https://yugipedia.com/wiki/El_Shaddoll_Apkallone,2022-04-20 02:53:10,,"('Effect Monster', 'Fusion Monster')",New
El Shaddoll Construct,20366274,"('Summoning condition', 'Trigger Effect')","('Shaddoll',)",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/El_Shaddoll_Construct,2022-10-29 14:24:42,,"('Effect Monster', 'Fusion Monster')",Old
El Shaddoll Construct,20366274,"('Summoning condition', 'Trigger Effect')","('Shaddoll',)",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/El_Shaddoll_Construct,2022-10-29 14:24:42,,"('Effect Monster', 'Fusion Monster')",New
El Shaddoll Grysta,48424886,"('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')","('Shaddoll',)",Unlimited,,https://yugipedia.com/wiki/El_Shaddoll_Grysta,2021-05-07 01:10:07,,"('Effect Monster', 'Fusion Monster')",Old
El Shaddoll Grysta,48424886,"('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')","('Shaddoll',)",Unlimited,,https://yugipedia.com/wiki/El_Shaddoll_Grysta,2021-05-07 01:10:07,,"('Effect Monster', 'Fusion Monster')",New
El Shaddoll Shekhinaga,74822425,"('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')","('Shaddoll',)",Unlimited,,https://yugipedia.com/wiki/El_Shaddoll_Shekhinaga,2022-04-20 02:55:58,,"('Effect Monster', 'Fusion Monster')",Old
El Shaddoll Shekhinaga,74822425,"('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')","('Shaddoll',)",Unlimited,,https://yugipedia.com/wiki/El_Shaddoll_Shekhinaga,2022-04-20 02:55:58,,"('Effect Monster', 'Fusion Monster')",New
El Shaddoll Wendigo,74009824,"('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')","('Shaddoll',)",Unlimited,,https://yugipedia.com/wiki/El_Shaddoll_Wendigo,2022-04-20 02:50:37,,"('Effect Monster', 'Fusion Monster')",Old
El Shaddoll Wendigo,74009824,"('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')","('Shaddoll',)",Unlimited,,https://yugipedia.com/wiki/El_Shaddoll_Wendigo,2022-04-20 02:50:37,,"('Effect Monster', 'Fusion Monster')",New
El Shaddoll Winda,94977269,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Shaddoll',)",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/El_Shaddoll_Winda,2022-10-29 14:24:52,,"('Effect Monster', 'Fusion Monster')",Old
El Shaddoll Winda,94977269,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Shaddoll',)",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/El_Shaddoll_Winda,2022-10-29 14:24:52,,"('Effect Monster', 'Fusion Monster')",New
Eldeen,06367785,,,,,https://yugipedia.com/wiki/Eldeen,2022-04-20 13:15:16,,"('Normal Monster',)",Old
Eldeen,06367785,,,,,https://yugipedia.com/wiki/Eldeen,2022-04-20 13:15:16,,"('Normal Monster',)",New
Elder Entity N'tss,80532587,"('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')","('Elder Entity', 'Entity')",Unlimited,,https://yugipedia.com/wiki/Elder_Entity_N%27tss,2022-12-14 11:38:04,,"('Effect Monster', 'Fusion Monster')",Old
Elder Entity N'tss,80532587,"('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')","('Elder Entity', 'Entity')",Unlimited,,https://yugipedia.com/wiki/Elder_Entity_N%27tss,2022-12-14 11:38:04,,"('Effect Monster', 'Fusion Monster')",New
Elder Entity Norden,17412721,"('Trigger Effect',)","('Elder Entity', 'Entity')",Forbidden,,https://yugipedia.com/wiki/Elder_Entity_Norden,2021-05-23 00:26:27,,"('Effect Monster', 'Fusion Monster')",Old
Elder Entity Norden,17412721,"('Trigger Effect',)","('Elder Entity', 'Entity')",Forbidden,,https://yugipedia.com/wiki/Elder_Entity_Norden,2021-05-23 00:26:27,,"('Effect Monster', 'Fusion Monster')",New
Elder of the Six Samurai,61737116,"('Unclassified effect',)","('Six Samurai',)",Unlimited,,https://yugipedia.com/wiki/Elder_of_the_Six_Samurai,2020-11-23 03:20:59,,"('Effect Monster',)",Old
Elder of the Six Samurai,61737116,"('Unclassified effect',)","('Six Samurai',)",Unlimited,,https://yugipedia.com/wiki/Elder_of_the_Six_Samurai,2020-11-23 03:20:59,,"('Effect Monster',)",New
Eldlich the Golden Lord,95440946,"('Condition', 'Ignition Effect')","('Eldlich',)",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/Eldlich_the_Golden_Lord,2023-01-22 13:55:19,,"('Effect Monster',)",Old
Eldlich the Golden Lord,95440946,"('Condition', 'Ignition Effect')","('Eldlich',)",Unlimited,"('Alternate', 'Edited')",https://yugipedia.com/wiki/Eldlich_the_Golden_Lord,2023-02-11 11:38:59,,"('Effect Monster',)",New
Eldlich the Mad Golden Lord,74889525,"('Condition', 'Continuous Effect', 'Ignition Effect')","('Eldlich',)",Unlimited,,https://yugipedia.com/wiki/Eldlich_the_Mad_Golden_Lord,2022-08-24 04:20:06,,"('Effect Monster', 'Fusion Monster')",Old
Eldlich the Mad Golden Lord,74889525,"('Condition', 'Continuous Effect', 'Ignition Effect')","('Eldlich',)",Unlimited,,https://yugipedia.com/wiki/Eldlich_the_Mad_Golden_Lord,2022-08-24 04:20:06,,"('Effect Monster', 'Fusion Monster')",New
Electric Jellyfish,95824983,"('Condition', 'Ignition Effect', 'Quick Effect')",,Unlimited,,https://yugipedia.com/wiki/Electric_Jellyfish,2022-06-16 17:30:40,,"('Effect Monster',)",Old
Electric Jellyfish,95824983,"('Condition', 'Ignition Effect', 'Quick Effect')",,Unlimited,,https://yugipedia.com/wiki/Electric_Jellyfish,2022-06-16 17:30:40,,"('Effect Monster',)",New
Electric Lizard,55875323,"('Trigger Effect',)",,Unlimited,,https://yugipedia.com/wiki/Electric_Lizard,2022-08-14 07:45:20,,"('Effect Monster',)",Old
Electric Lizard,55875323,"('Trigger Effect',)",,Unlimited,,https://yugipedia.com/wiki/Electric_Lizard,2022-08-14 07:45:20,,"('Effect Monster',)",New
Electric Snake,11324436,"('Trigger Effect',)",,Unlimited,,https://yugipedia.com/wiki/Electric_Snake,2022-04-20 23:45:17,"('Name',)","('Effect Monster',)",Old
Electric Snake,11324436,"('Trigger Effect',)",,Unlimited,,https://yugipedia.com/wiki/Electric_Snake,2022-04-20 23:45:17,"('Name',)","('Effect Monster',)",New
Electric Virus,24725825,"('Ignition Effect',)","('Worm',)",Unlimited,,https://yugipedia.com/wiki/Electric_Virus,2021-11-07 13:45:11,"('Name',)","('Effect Monster',)",Old
Electric Virus,24725825,"('Ignition Effect',)","('Worm',)",Unlimited,,https://yugipedia.com/wiki/Electric_Virus,2021-11-07 13:45:11,"('Name',)","('Effect Monster',)",New
Electromagnetic Bagworm,07914843,"('Flip effect', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Electromagnetic_Bagworm,2020-11-23 03:22:00,"('Type',)","('Effect Monster',)",Old
Electromagnetic Bagworm,07914843,"('Flip effect', 'Trigger Effect')",,Unlimited,,https://yugipedia.com/wiki/Electromagnetic_Bagworm,2020-11-23 03:22:00,"('Type',)","('Effect Monster',)",New
Electromagnetic Turtle,34710660,"('Condition', 'Quick Effect')",,Unlimited,,https://yugipedia.com/wiki/Electromagnetic_Turtle,2021-11-01 01:03:18,"('Type',)","('Effect Monster',)",Old
Electromagnetic Turtle,34710660,"('Condition', 'Quick Effect')",,Unlimited,,https://yugipedia.com/wiki/Electromagnetic_Turtle,2021-11-01 01:03:18,"('Type',)","('Effect Monster',)",New
Elegy the Melodious Diva,79514956,"('Continuous Effect',)","('Melodious',)",Unlimited,,https://yugipedia.com/wiki/Elegy_the_Melodious_Diva,2022-04-20 12:14:08,,"('Effect Monster',)",Old
Elegy the Melodious Diva,79514956,"('Continuous Effect',)","('Melodious',)",Unlimited,,https://yugipedia.com/wiki/Elegy_the_Melodious_Diva,2022-04-20 12:14:08,,"('Effect Monster',)",New
Element Doom,23118924,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Element',)",Unlimited,,https://yugipedia.com/wiki/Element_Doom,2020-11-23 03:22:32,,"('Effect Monster',)",Old
Element Doom,23118924,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Element',)",Unlimited,,https://yugipedia.com/wiki/Element_Doom,2020-11-23 03:22:32,,"('Effect Monster',)",New
Element Dragon,30314994,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Element',)",Unlimited,,https://yugipedia.com/wiki/Element_Dragon,2020-11-23 03:22:37,,"('Effect Monster',)",Old
Element Dragon,30314994,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Element',)",Unlimited,,https://yugipedia.com/wiki/Element_Dragon,2020-11-23 03:22:37,,"('Effect Monster',)",New
Element Magician,65260293,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Element',)",Unlimited,,https://yugipedia.com/wiki/Element_Magician,2022-04-20 02:50:10,,"('Effect Monster',)",Old
Element Magician,65260293,"('Condition', 'Continuous Effect', 'Trigger Effect')","('Element',)",Unlimited,,https://yugipedia.com/wiki/Element_Magician,2022-04-20 02:50:10,,"('Effect Monster',)",New
Element Saurus,92755808,"('Condition', 'Continuous Effect')","('Element',)",Unlimited,,https://yugipedia.com/wiki/Element_Saurus,2021-03-07 05:19:10,,"('Effect Monster',)",Old
Element Saurus,92755808,"('Condition', 'Continuous Effect')","('Element',)",Unlimited,,https://yugipedia.com/wiki/Element_Saurus,2021-03-07 05:19:10,,"('Effect Monster',)",New
Element Soldier,66712593,"('Condition', 'Continuous Effect')","('Element',)",Unlimited,,https://yugipedia.com/wiki/Element_Soldier,2022-04-20 02:58:20,,"('Effect Monster',)",Old
Element Soldier,66712593,"('Condition', 'Continuous Effect')","('Element',)",Unlimited,,https://yugipedia.com/wiki/Element_Soldier,2022-04-20 02:58:20,,"('Effect Monster',)",New
Element Valkyrie,97623219,"('Condition', 'Continuous Effect')","('Element',)",Unlimited,,https://yugipedia.com/wiki/Element_Valkyrie,2022-04-20 03:00:39,,"('Effect Monster',)",Old
Element Valkyrie,97623219,"('Condition', 'Continuous Effect')","('Element',)",Unlimited,,https://yugipedia.com/wiki/Element_Valkyrie,2022-04-20 03:00:39,,"('Effect Monster',)",New
Elemental Grace Doriado,32965616,"('Continuous Effect', 'Quick Effect', 'Summoning condition')","('Doriado (series)',)",Unlimited,,https://yugipedia.com/wiki/Elemental_Grace_Doriado,2022-04-20 02:52:19,,"('Effect Monster',)",Old
Elemental Grace Doriado,32965616,"('Continuous Effect', 'Quick Effect', 'Summoning condition')","('Doriado (series)',)",Unlimited,,https://yugipedia.com/wiki/Elemental_Grace_Doriado,2022-04-20 02:52:19,,"('Effect Monster',)",New
Elemental HERO Absolute Zero,40854197,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Absolute_Zero,2022-07-18 00:18:31,"('Name',)","('Effect Monster', 'Fusion Monster')",Old
Elemental HERO Absolute Zero,40854197,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Absolute_Zero,2022-07-18 00:18:31,"('Name',)","('Effect Monster', 'Fusion Monster')",New
Elemental HERO Air Neos,11502550,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO', 'Neos')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Air_Neos,2022-06-27 17:50:48,"('Name',)","('Effect Monster', 'Fusion Monster')",Old
Elemental HERO Air Neos,11502550,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO', 'Neos')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Air_Neos,2022-06-27 17:50:48,"('Name',)","('Effect Monster', 'Fusion Monster')",New
Elemental HERO Aqua Neos,55171412,"('Ignition Effect', 'Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO', 'Neos')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Aqua_Neos,2021-06-27 09:37:37,"('Name',)","('Effect Monster', 'Fusion Monster')",Old
Elemental HERO Aqua Neos,55171412,"('Ignition Effect', 'Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO', 'Neos')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Aqua_Neos,2021-06-27 09:37:37,"('Name',)","('Effect Monster', 'Fusion Monster')",New
Elemental HERO Avian,21844576,,"('Elemental HERO', 'HERO')",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/Elemental_HERO_Avian,2022-10-29 13:55:34,"('Name', 'Type')","('Normal Monster',)",Old
Elemental HERO Avian,21844576,,"('Elemental HERO', 'HERO')",Unlimited,"('Alternate',)",https://yugipedia.com/wiki/Elemental_HERO_Avian,2022-10-29 13:55:34,"('Name', 'Type')","('Normal Monster',)",New
Elemental HERO Bladedge,59793705,"('Continuous Effect',)","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Bladedge,2022-10-06 18:10:32,"('Name',)","('Effect Monster',)",Old
Elemental HERO Bladedge,59793705,"('Continuous Effect',)","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Bladedge,2022-10-06 18:10:32,"('Name',)","('Effect Monster',)",New
Elemental HERO Blazeman,63060238,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Blazeman,2022-10-06 18:10:12,,"('Effect Monster',)",Old
Elemental HERO Blazeman,63060238,"('Condition', 'Ignition Effect', 'Trigger Effect')","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Blazeman,2022-10-06 18:10:12,,"('Effect Monster',)",New
Elemental HERO Brave Neos,64655485,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO', 'Neos')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Brave_Neos,2022-12-08 17:39:35,,"('Effect Monster', 'Fusion Monster')",Old
Elemental HERO Brave Neos,64655485,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO', 'Neos')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Brave_Neos,2022-12-08 17:39:35,,"('Effect Monster', 'Fusion Monster')",New
Elemental HERO Bubbleman,79979666,"('Condition', 'Trigger Effect', 'Unclassified effect')","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Bubbleman,2022-10-06 18:10:55,"('Name', 'Type')","('Effect Monster',)",Old
Elemental HERO Bubbleman,79979666,"('Condition', 'Trigger Effect', 'Unclassified effect')","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Bubbleman,2022-10-06 18:10:55,"('Name', 'Type')","('Effect Monster',)",New
Elemental HERO Burstinatrix,58932615,,"('Elemental HERO', 'HERO')",Unlimited,"('Alternate', 'Edited')",https://yugipedia.com/wiki/Elemental_HERO_Burstinatrix,2022-10-29 13:56:08,"('Name', 'Type')","('Normal Monster',)",Old
Elemental HERO Burstinatrix,58932615,,"('Elemental HERO', 'HERO')",Unlimited,"('Alternate', 'Edited')",https://yugipedia.com/wiki/Elemental_HERO_Burstinatrix,2022-10-29 13:56:08,"('Name', 'Type')","('Normal Monster',)",New
Elemental HERO Captain Gold,80908502,"('Continuous Effect', 'Ignition Effect')","('Elemental HERO', 'Field Searcher', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Captain_Gold,2022-06-29 04:22:05,"('Name',)","('Effect Monster',)",Old
Elemental HERO Captain Gold,80908502,"('Continuous Effect', 'Ignition Effect')","('Elemental HERO', 'Field Searcher', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Captain_Gold,2022-06-29 04:22:05,"('Name',)","('Effect Monster',)",New
Elemental HERO Chaos Neos,17032740,"('Ignition Effect', 'Summoning condition', 'Trigger Effect')","('Chaos', 'Elemental HERO', 'HERO', 'Neos')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Chaos_Neos,2022-04-24 19:15:13,"('Name',)","('Effect Monster', 'Fusion Monster')",Old
Elemental HERO Chaos Neos,17032740,"('Ignition Effect', 'Summoning condition', 'Trigger Effect')","('Chaos', 'Elemental HERO', 'HERO', 'Neos')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Chaos_Neos,2022-04-24 19:15:13,"('Name',)","('Effect Monster', 'Fusion Monster')",New
Elemental HERO Clayman,84327329,,"('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Clayman,2022-10-06 18:13:23,"('Name', 'Type')","('Normal Monster',)",Old
Elemental HERO Clayman,84327329,,"('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Clayman,2022-10-06 18:13:23,"('Name', 'Type')","('Normal Monster',)",New
Elemental HERO Core,95486586,"('Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Core,2020-03-21 04:02:01,,"('Effect Monster', 'Fusion Monster')",Old
Elemental HERO Core,95486586,"('Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Core,2020-03-21 04:02:01,,"('Effect Monster', 'Fusion Monster')",New
Elemental HERO Cosmo Neos,90050480,"('Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO', 'Neos')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Cosmo_Neos,2021-08-09 18:23:22,,"('Effect Monster', 'Fusion Monster')",Old
Elemental HERO Cosmo Neos,90050480,"('Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO', 'Neos')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Cosmo_Neos,2021-08-09 18:23:22,,"('Effect Monster', 'Fusion Monster')",New
Elemental HERO Dark Neos,28677304,"('Ignition Effect', 'Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO', 'Neos')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Dark_Neos,2022-04-24 19:15:33,"('Name',)","('Effect Monster', 'Fusion Monster')",Old
Elemental HERO Dark Neos,28677304,"('Ignition Effect', 'Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO', 'Neos')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Dark_Neos,2022-04-24 19:15:33,"('Name',)","('Effect Monster', 'Fusion Monster')",New
Elemental HERO Darkbright,41517968,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Darkbright,2022-06-26 04:31:03,"('Name',)","('Effect Monster', 'Fusion Monster')",Old
Elemental HERO Darkbright,41517968,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Darkbright,2022-06-26 04:31:03,"('Name',)","('Effect Monster', 'Fusion Monster')",New
Elemental HERO Divine Neos,31111109,"('Ignition Effect', 'Summoning condition')","('Elemental HERO', 'HERO', 'Neos')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Divine_Neos,2022-11-20 20:44:37,"('Name',)","('Effect Monster', 'Fusion Monster')",Old
Elemental HERO Divine Neos,31111109,"('Ignition Effect', 'Summoning condition')","('Elemental HERO', 'HERO', 'Neos')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Divine_Neos,2022-11-20 20:44:37,"('Name',)","('Effect Monster', 'Fusion Monster')",New
Elemental HERO Electrum,29343734,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Electrum,2022-11-08 12:22:57,"('Name',)","('Effect Monster', 'Fusion Monster')",Old
Elemental HERO Electrum,29343734,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Electrum,2022-11-08 12:22:57,"('Name',)","('Effect Monster', 'Fusion Monster')",New
Elemental HERO Escuridao,33574806,"('Continuous Effect', 'Summoning condition')","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Escuridao,2022-07-14 12:53:32,,"('Effect Monster', 'Fusion Monster')",Old
Elemental HERO Escuridao,33574806,"('Continuous Effect', 'Summoning condition')","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Escuridao,2022-07-14 12:53:32,,"('Effect Monster', 'Fusion Monster')",New
Elemental HERO Flame Wingman,35809262,"('Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO', 'Wingman')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Flame_Wingman,2022-10-08 10:06:59,"('Name',)","('Effect Monster', 'Fusion Monster')",Old
Elemental HERO Flame Wingman,35809262,"('Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO', 'Wingman')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Flame_Wingman,2022-10-08 10:06:59,"('Name',)","('Effect Monster', 'Fusion Monster')",New
Elemental HERO Flame Wingman - Infernal Rage,,"('Condition', 'Ignition Effect', 'Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO', 'Signature move', 'Wingman')",,,https://yugipedia.com/wiki/Elemental_HERO_Flame_Wingman_-_Infernal_Rage,2023-02-11 09:44:52,,"('Effect Monster', 'Fusion Monster')",New
Elemental HERO Flare Neos,81566151,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO', 'Neos')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Flare_Neos,2021-06-27 09:39:04,"('Name',)","('Effect Monster', 'Fusion Monster')",Old
Elemental HERO Flare Neos,81566151,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO', 'Neos')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Flare_Neos,2021-06-27 09:39:04,"('Name',)","('Effect Monster', 'Fusion Monster')",New
Elemental HERO Flash,69572169,"('Trigger Effect',)","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Flash,2020-11-23 03:30:04,,"('Effect Monster',)",Old
Elemental HERO Flash,69572169,"('Trigger Effect',)","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Flash,2020-11-23 03:30:04,,"('Effect Monster',)",New
Elemental HERO Gaia,16304628,"('Summoning condition', 'Trigger Effect')","('Elemental HERO', 'HERO')",Unlimited,,https://yugipedia.com/wiki/Elemental_HERO_Gaia,2021-06-29 10:36:39,"('Name', 'Type')","('Effect Monster', 'Fusion Monster')",Old
