Card number,Set,Name,Rarity,Print,Quantity,Page URL,Modification date,Release,Series,Set type,Cover card,Version
EP16-KR054,Extra Pack 2016,"Kuzunoha, the Onmyojin","('Extra Secret Rare',)",,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-KR),2023-04-23 22:22:38,,,,,Old
EP16-KR054,Extra Pack 2016,"Kuzunoha, the Onmyojin","('Extra Secret Rare',)",,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-KR),2023-04-23 22:22:38,2017-02-03,,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",New
EP16-KR055,Extra Pack 2016,"Sakyo, Swordmaster of the Far East","('Extra Secret Rare',)",,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-KR),2023-04-23 22:22:38,,,,,Old
EP16-KR055,Extra Pack 2016,"Sakyo, Swordmaster of the Far East","('Extra Secret Rare',)",,,https://yugipedia.com/wiki/Set_Card_Lists:Extra_Pack_2016_(OCG-KR),2023-04-23 22:22:38,2017-02-03,,Booster pack,"('Dogoran, the Mad Flame Kaiju', 'Kozmo Farmgirl', 'Paleozoic Anomalocaris')",New
HC01-KR001,History Archive Collection,Blue-Eyes White Dragon,"('Ultra Rare',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR002,History Archive Collection,Red-Eyes Black Dragon,"('Ultra Rare',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR003,History Archive Collection,Dark Magician Girl,"('Ultra Rare',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR004,History Archive Collection,Black Luster Soldier - Legendary Swordsman,"('Super Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR005,History Archive Collection,Red-Eyes Soul,"('Super Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR006,History Archive Collection,Duel Tower,"('Super Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR007,History Archive Collection,Soul Energy MAX!!!,"('Super Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR008,History Archive Collection,Blue-Eyes Alternative White Dragon,"('Normal Parallel Rare', 'Secret Rare', 'Ultimate Rare')",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR009,History Archive Collection,Magicians' Souls,"('Normal Parallel Rare', 'Secret Rare', 'Ultimate Rare')",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR010,History Archive Collection,Red-Eyes Insight,"('Normal Parallel Rare', 'Secret Rare', 'Ultimate Rare')",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR011,History Archive Collection,Duel Academy,"('Super Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR012,History Archive Collection,Wake Up Your Elemental HERO,"('Super Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR013,History Archive Collection,Evolution End Burst,"('Super Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR014,History Archive Collection,Rainbow Bridge of Salvation,"('Super Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR015,History Archive Collection,Elemental HERO Honest Neos,"('Normal Parallel Rare', 'Secret Rare', 'Ultimate Rare')",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR016,History Archive Collection,Yubel,"('Normal Parallel Rare', 'Secret Rare', 'Ultimate Rare')",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR017,History Archive Collection,Chimeratech Overdragon,"('Normal Parallel Rare', 'Secret Rare', 'Ultimate Rare')",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR018,History Archive Collection,Rainbow Dragon,"('Normal Parallel Rare', 'Secret Rare', 'Ultimate Rare')",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR019,History Archive Collection,"On Your Mark, Get Set, DUEL!","('Super Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR020,History Archive Collection,Time to Stand Up,"('Super Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR021,History Archive Collection,This Creepy Little Punk,"('Super Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR022,History Archive Collection,Accel Synchro Stardust Dragon,"('Super Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",New,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR023,History Archive Collection,Junk Synchron,"('Normal Parallel Rare', 'Secret Rare', 'Ultimate Rare')",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR024,History Archive Collection,Formula Synchron,"('Normal Parallel Rare', 'Secret Rare', 'Ultimate Rare')",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
HC01-KR025,History Archive Collection,Cosmic Blazar Dragon,"('Normal Parallel Rare', 'Secret Rare', 'Ultimate Rare')",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:History_Archive_Collection_(OCG-KR),2023-08-20 14:52:00,2022-05-20,,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Blue-Eyes White Dragon', 'Dark Magician Girl', 'Duel Academy (card)', 'Duel Tower', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Kahyoreigetsu', 'Link into the VRAINS!', 'Number 39: Utopia Rising', 'On Your Mark, Get Set, DUEL!', 'Overlay Network (card)', 'Performapal Duelist Extraordinaire', 'Rainbow Bridge of Salvation', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul Energy MAX!!!', 'Soul of the Supreme King', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO')",New
