Name,Password,Effect type,TCG status,Page name,Page URL,Artwork,Modification date,Errata,Primary type,Version
Magnum the Reliever,00043227,"('Condition', 'Ignition Effect', 'Quick Effect')",Unlimited,Magnum the Reliever,https://yugipedia.com/wiki/Magnum_the_Reliever,,2023-07-28 05:53:48,,Fusion Monster,New
Mannadium Torrid,80621253,"('Condition', 'Trigger Effect', 'Unclassified effect')",Not yet released,Mannadium Torrid,https://yugipedia.com/wiki/Mannadium_Torrid,,2023-07-20 01:19:41,,Effect Monster,Old
Mannadium Torrid,80621253,"('Condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,Mannadium Torrid,https://yugipedia.com/wiki/Mannadium_Torrid,,2023-07-28 05:52:42,,Effect Monster,New
Mega Thunderball,21817254,,Unlimited,Mega Thunderball,https://yugipedia.com/wiki/Mega_Thunderball,,2023-05-14 21:03:10,,Normal Monster,Old
Mega Thunderball,21817254,,Unlimited,Mega Thunderball,https://yugipedia.com/wiki/Mega_Thunderball,,2023-07-27 07:20:13,"('Type',)",Normal Monster,New
Mighty Dino King Rex,81743801,"('Ignition Effect', 'Trigger Effect')",Not yet released,Mighty Dino King Rex,https://yugipedia.com/wiki/Mighty_Dino_King_Rex,,2023-07-20 01:19:41,,Effect Monster,Old
Mighty Dino King Rex,81743801,"('Ignition Effect', 'Trigger Effect')",Unlimited,Mighty Dino King Rex,https://yugipedia.com/wiki/Mighty_Dino_King_Rex,,2023-07-28 05:52:35,,Effect Monster,New
Mikanko Spiritwalk,53174748,"('Condition', 'Effect', 'Quick-like Effect')",Not yet released,Mikanko Spiritwalk,https://yugipedia.com/wiki/Mikanko_Spiritwalk,,2023-07-20 00:23:23,,,Old
Mikanko Spiritwalk,53174748,"('Condition', 'Effect', 'Quick-like Effect')",Unlimited,Mikanko Spiritwalk,https://yugipedia.com/wiki/Mikanko_Spiritwalk,,2023-07-28 05:55:40,,,New
Million-Century Ice Prison,23746827,"('Condition', 'Effect')",Not yet released,Million-Century Ice Prison,https://yugipedia.com/wiki/Million-Century_Ice_Prison,,2023-07-20 00:23:31,,,Old
Million-Century Ice Prison,23746827,"('Condition', 'Effect')",Unlimited,Million-Century Ice Prison,https://yugipedia.com/wiki/Million-Century_Ice_Prison,,2023-07-28 05:55:14,,,New
Mirror Swordknight,28954097,"('Condition', 'Continuous Effect', 'Quick Effect')",Not yet released,Mirror Swordknight,https://yugipedia.com/wiki/Mirror_Swordknight,,2023-07-20 01:19:42,,Effect Monster,Old
Mirror Swordknight,28954097,"('Condition', 'Continuous Effect', 'Quick Effect')",Unlimited,Mirror Swordknight,https://yugipedia.com/wiki/Mirror_Swordknight,,2023-07-28 05:50:25,,Effect Monster,New
Morinphen,55784832,,Unlimited,Morinphen,https://yugipedia.com/wiki/Morinphen,,2023-05-14 21:03:22,,Normal Monster,Old
Morinphen,55784832,,Unlimited,Morinphen,https://yugipedia.com/wiki/Morinphen,,2023-05-14 21:03:22,"('Type',)",Normal Monster,New
Nemleria Dream Devourer - Reveil,52382379,"('Condition', 'Ignition Effect')",Not yet released,Nemleria Dream Devourer - Reveil,https://yugipedia.com/wiki/Nemleria_Dream_Devourer_-_Reveil,,2023-07-20 01:19:37,,Effect Monster,Old
Nemleria Dream Devourer - Reveil,52382379,"('Condition', 'Ignition Effect')",Unlimited,Nemleria Dream Devourer - Reveil,https://yugipedia.com/wiki/Nemleria_Dream_Devourer_-_Reveil,,2023-07-28 05:52:54,,Effect Monster,New
Nemleria Louve,57296396,"('Condition', 'Effect', 'Quick-like Effect')",Not yet released,Nemleria Louve,https://yugipedia.com/wiki/Nemleria_Louve,,2023-07-20 00:23:28,,,Old
Nemleria Louve,57296396,"('Condition', 'Effect', 'Quick-like Effect')",Unlimited,Nemleria Louve,https://yugipedia.com/wiki/Nemleria_Louve,,2023-07-28 05:55:32,,,New
New World - Amritara,62314831,"('Activation condition', 'Trigger Effect')",Not yet released,New World - Amritara,https://yugipedia.com/wiki/New_World_-_Amritara,,2023-07-20 00:23:39,,,Old
New World - Amritara,62314831,"('Activation condition', 'Trigger Effect')",Unlimited,New World - Amritara,https://yugipedia.com/wiki/New_World_-_Amritara,,2023-07-28 05:54:43,,,New
New World Formation,58019984,"('Condition', 'Effect', 'Quick-like Effect')",Not yet released,New World Formation,https://yugipedia.com/wiki/New_World_Formation,,2023-07-20 00:23:25,,,Old
New World Formation,58019984,"('Condition', 'Effect', 'Quick-like Effect')",Unlimited,New World Formation,https://yugipedia.com/wiki/New_World_Formation,,2023-07-28 05:55:24,,,New
New World Stars,85407683,"('Condition', 'Continuous-like Effect', 'Quick-like Effect')",Not yet released,New World Stars,https://yugipedia.com/wiki/New_World_Stars,,2023-07-20 00:23:29,,,Old
New World Stars,85407683,"('Condition', 'Continuous-like Effect', 'Quick-like Effect')",Unlimited,New World Stars,https://yugipedia.com/wiki/New_World_Stars,,2023-07-28 05:55:27,,,New
Nightmare Magician,40221691,"('Continuous Effect', 'Trigger Effect')",Not yet released,Nightmare Magician,https://yugipedia.com/wiki/Nightmare_Magician,,2023-07-20 01:19:32,,Effect Monster,Old
Nightmare Magician,40221691,"('Continuous Effect', 'Trigger Effect')",Unlimited,Nightmare Magician,https://yugipedia.com/wiki/Nightmare_Magician,,2023-07-28 05:53:16,,Effect Monster,New
Noble Arms Museum,25807544,"('Continuous-like Effect', 'Ignition-like Effect')",Not yet released,Noble Arms Museum,https://yugipedia.com/wiki/Noble_Arms_Museum,,2023-07-20 00:23:38,,,Old
Noble Arms Museum,25807544,"('Continuous-like Effect', 'Ignition-like Effect')",Unlimited,Noble Arms Museum,https://yugipedia.com/wiki/Noble_Arms_Museum,,2023-07-28 05:54:48,,,New
Overexaggeration,96352712,"('Condition', 'Effect')",Not yet released,Overexaggeration,https://yugipedia.com/wiki/Overexaggeration,,2023-07-20 00:23:32,,,Old
Overexaggeration,96352712,"('Condition', 'Effect')",Unlimited,Overexaggeration,https://yugipedia.com/wiki/Overexaggeration,,2023-07-28 05:55:11,,,New
Pale Beast,21263083,,Unlimited,Pale Beast,https://yugipedia.com/wiki/Pale_Beast,,2023-05-14 21:02:43,,Normal Monster,Old
Pale Beast,21263083,,Unlimited,Pale Beast,https://yugipedia.com/wiki/Pale_Beast,,2023-05-14 21:02:43,"('Type',)",Normal Monster,New
Photon Lead,35848254,"('Effect',)",Unlimited,Photon Lead,https://yugipedia.com/wiki/Photon_Lead,,2023-03-19 22:42:08,,,Old
Photon Lead,35848254,"('Effect',)",Unlimited,Photon Lead,https://yugipedia.com/wiki/Photon_Lead,"('Edited',)",2023-07-28 08:41:17,,,New
Photon Stream of Destruction,72044448,"('Activation condition', 'Condition', 'Effect')",Unlimited,Photon Stream of Destruction,https://yugipedia.com/wiki/Photon_Stream_of_Destruction,,2023-06-17 18:05:44,,,Old
Photon Stream of Destruction,72044448,"('Condition', 'Effect')",Unlimited,Photon Stream of Destruction,https://yugipedia.com/wiki/Photon_Stream_of_Destruction,,2023-07-29 11:13:05,,,New
Purrely Sharely!?,10780049,"('Effect',)",Not yet released,Purrely Sharely!?,https://yugipedia.com/wiki/Purrely_Sharely!%3F,,2023-07-20 00:23:23,,,Old
Purrely Sharely!?,10780049,"('Effect',)",Unlimited,Purrely Sharely!?,https://yugipedia.com/wiki/Purrely_Sharely!%3F,,2023-07-28 05:55:37,,,New
Realm Resonance,36920182,"('Condition', 'Effect')",Not yet released,Realm Resonance,https://yugipedia.com/wiki/Realm_Resonance,,2023-07-20 00:23:39,,,Old
Realm Resonance,36920182,"('Condition', 'Effect')",Unlimited,Realm Resonance,https://yugipedia.com/wiki/Realm_Resonance,,2023-07-28 05:54:40,,,New
Red-Eyes Black Meteor Dragon,27657173,"('Condition', 'Ignition Effect')",Not yet released,Red-Eyes Black Meteor Dragon,https://yugipedia.com/wiki/Red-Eyes_Black_Meteor_Dragon,,2023-07-19 23:51:31,,Effect Monster,Old
Red-Eyes Black Meteor Dragon,27657173,"('Condition', 'Ignition Effect')",Unlimited,Red-Eyes Black Meteor Dragon,https://yugipedia.com/wiki/Red-Eyes_Black_Meteor_Dragon,,2023-07-28 05:56:18,,Effect Monster,New
Rescue-ACE Preventer,41443249,"('Condition', 'Ignition Effect', 'Quick Effect', 'Trigger Effect')",Not yet released,Rescue-ACE Preventer,https://yugipedia.com/wiki/Rescue-ACE_Preventer,,2023-07-20 01:19:33,,Effect Monster,Old
Rescue-ACE Preventer,41443249,"('Condition', 'Ignition Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Rescue-ACE Preventer,https://yugipedia.com/wiki/Rescue-ACE_Preventer,,2023-07-28 05:53:07,,Effect Monster,New
Revolution Synchron,97682931,"('Condition', 'Ignition Effect', 'Unclassified effect')",Not yet released,Revolution Synchron,https://yugipedia.com/wiki/Revolution_Synchron,,2023-07-20 01:19:45,,Effect Monster,Old
Revolution Synchron,97682931,"('Condition', 'Ignition Effect', 'Unclassified effect')",Unlimited,Revolution Synchron,https://yugipedia.com/wiki/Revolution_Synchron,,2023-07-28 05:50:15,,Effect Monster,New
Scrap-Iron Sacred Statue,85520170,"('Condition', 'Effect', 'Trigger Effect')",Not yet released,Scrap-Iron Sacred Statue,https://yugipedia.com/wiki/Scrap-Iron_Sacred_Statue,,2023-07-20 00:23:25,,,Old
Scrap-Iron Sacred Statue,85520170,"('Condition', 'Effect', 'Trigger Effect')",Unlimited,Scrap-Iron Sacred Statue,https://yugipedia.com/wiki/Scrap-Iron_Sacred_Statue,,2023-07-28 05:55:19,,,New
Sentinel of the Tistina,86111442,"('Condition', 'Ignition Effect')",Not yet released,Sentinel of the Tistina,https://yugipedia.com/wiki/Sentinel_of_the_Tistina,,2023-07-19 23:51:36,,Effect Monster,Old
Sentinel of the Tistina,86111442,"('Condition', 'Ignition Effect')",Unlimited,Sentinel of the Tistina,https://yugipedia.com/wiki/Sentinel_of_the_Tistina,,2023-07-28 05:56:00,,Effect Monster,New
Signs of the Tistina,,"('Continuous Effect', 'Effect')",Not yet released,Signs of the Tistina,https://yugipedia.com/wiki/Signs_of_the_Tistina,,2023-07-19 23:51:33,,,Old
Signs of the Tistina,85277313,"('Continuous Effect', 'Effect')",Unlimited,Signs of the Tistina,https://yugipedia.com/wiki/Signs_of_the_Tistina,,2023-07-28 05:56:10,,,New
Sinful Spoils of Subversion - Snake-Eye,24081957,"('Condition', 'Effect')",Not yet released,Sinful Spoils of Subversion - Snake-Eye,https://yugipedia.com/wiki/Sinful_Spoils_of_Subversion_-_Snake-Eye,,2023-07-20 00:23:36,,,Old
Sinful Spoils of Subversion - Snake-Eye,24081957,"('Condition', 'Effect')",Unlimited,Sinful Spoils of Subversion - Snake-Eye,https://yugipedia.com/wiki/Sinful_Spoils_of_Subversion_-_Snake-Eye,,2023-07-28 05:54:58,,,New
Sleipnir the Runick Mane,74659582,"('Condition', 'Quick Effect', 'Trigger Effect')",Not yet released,Sleipnir the Runick Mane,https://yugipedia.com/wiki/Sleipnir_the_Runick_Mane,,2023-07-20 02:21:39,,Fusion Monster,Old
Sleipnir the Runick Mane,74659582,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Sleipnir the Runick Mane,https://yugipedia.com/wiki/Sleipnir_the_Runick_Mane,,2023-07-28 05:53:46,,Fusion Monster,New
Small Scuffle,15967552,"('Condition', 'Effect')",Not yet released,Small Scuffle,https://yugipedia.com/wiki/Small_Scuffle,,2023-07-20 00:23:22,,,Old
Small Scuffle,15967552,"('Condition', 'Effect')",Unlimited,Small Scuffle,https://yugipedia.com/wiki/Small_Scuffle,,2023-07-28 05:55:45,,,New
Split Mirror of the Underworld,42952160,"('Condition', 'Effect')",Not yet released,Split Mirror of the Underworld,https://yugipedia.com/wiki/Split_Mirror_of_the_Underworld,,2023-07-20 00:23:21,,,Old
Split Mirror of the Underworld,42952160,"('Condition', 'Effect')",Unlimited,Split Mirror of the Underworld,https://yugipedia.com/wiki/Split_Mirror_of_the_Underworld,,2023-07-28 05:55:47,,,New
Stardust Wurm,91262474,"('Condition', 'Ignition Effect')",Not yet released,Stardust Wurm,https://yugipedia.com/wiki/Stardust_Wurm,,2023-07-19 23:51:32,,Effect Monster,Old
Stardust Wurm,91262474,"('Condition', 'Ignition Effect')",Unlimited,Stardust Wurm,https://yugipedia.com/wiki/Stardust_Wurm,,2023-07-28 05:56:16,,Effect Monster,New
Storagepod,24232799,"('Condition', 'Continuous Effect', 'Trigger Effect')",Not yet released,Storagepod,https://yugipedia.com/wiki/Storagepod,,2023-07-19 23:51:37,,Fusion Monster,Old
Storagepod,24232799,"('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Storagepod,https://yugipedia.com/wiki/Storagepod,,2023-07-28 05:55:57,,Fusion Monster,New
Superheavy Samurai Security,05182107,"('Condition', 'Ignition Effect', 'Trigger Effect')",Not yet released,Superheavy Samurai Security,https://yugipedia.com/wiki/Superheavy_Samurai_Security,,2023-07-19 23:51:31,,Effect Monster,Old
Superheavy Samurai Security,05182107,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Superheavy Samurai Security,https://yugipedia.com/wiki/Superheavy_Samurai_Security,,2023-07-29 06:40:03,,Effect Monster,New
Synchro Forceback,,"('Condition', 'Effect')",Not yet released,Synchro Forceback,https://yugipedia.com/wiki/Synchro_Forceback,,2023-07-19 23:51:36,,,Old
Synchro Forceback,50727844,"('Condition', 'Effect')",Unlimited,Synchro Forceback,https://yugipedia.com/wiki/Synchro_Forceback,,2023-07-28 05:55:58,,,New
Synchro Overtop,00653675,"('Condition', 'Effect', 'Trigger Effect')",Not yet released,Synchro Overtop,https://yugipedia.com/wiki/Synchro_Overtop,,2023-07-20 00:23:41,,,Old
Synchro Overtop,00653675,"('Condition', 'Effect', 'Trigger Effect')",Unlimited,Synchro Overtop,https://yugipedia.com/wiki/Synchro_Overtop,,2023-07-28 05:54:29,,,New
Synchro World,36742774,"('Continuous-like Effect', 'Ignition-like Effect', 'Trigger Effect')",Not yet released,Synchro World,https://yugipedia.com/wiki/Synchro_World,,2023-07-20 00:23:40,,,Old
Synchro World,36742774,"('Continuous-like Effect', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Synchro World,https://yugipedia.com/wiki/Synchro_World,,2023-07-28 05:54:31,,,New
The Continuing Epic of Charles,11802691,"('Condition', 'Effect', 'Quick-like Effect')",Not yet released,The Continuing Epic of Charles,https://yugipedia.com/wiki/The_Continuing_Epic_of_Charles,,2023-07-20 00:23:25,,,Old
The Continuing Epic of Charles,11802691,"('Condition', 'Effect', 'Quick-like Effect')",Unlimited,The Continuing Epic of Charles,https://yugipedia.com/wiki/The_Continuing_Epic_of_Charles,,2023-07-28 05:55:29,,,New
The Cuckoo Commanded to Croon,48386462,"('Condition', 'Ignition Effect')",Not yet released,The Cuckoo Commanded to Croon,https://yugipedia.com/wiki/The_Cuckoo_Commanded_to_Croon,,2023-07-20 01:19:25,,Effect Monster,Old
The Cuckoo Commanded to Croon,48386462,"('Condition', 'Ignition Effect')",Unlimited,The Cuckoo Commanded to Croon,https://yugipedia.com/wiki/The_Cuckoo_Commanded_to_Croon,,2023-07-28 05:53:35,,Effect Monster,New
The Virtuous Vestals,,,Legal,The Virtuous Vestals,https://yugipedia.com/wiki/The_Virtuous_Vestals,,2023-03-23 12:39:48,,Monster Token,Old
The Virtuous Vestals,,,Legal,The Virtuous Vestals,https://yugipedia.com/wiki/The_Virtuous_Vestals,,2023-03-23 12:39:48,,,Old
The Virtuous Vestals,,,Legal,The Virtuous Vestals,https://yugipedia.com/wiki/The_Virtuous_Vestals,,2023-07-27 06:14:59,,Monster Token,New
The Virtuous Vestals,,,Legal,The Virtuous Vestals,https://yugipedia.com/wiki/The_Virtuous_Vestals,,2023-07-27 06:14:59,,,New
Thelematech Clatis,98986900,"('Condition', 'Continuous Effect', 'Ignition Effect')",Not yet released,Thelematech Clatis,https://yugipedia.com/wiki/Thelematech_Clatis,,2023-07-20 00:41:41,,Xyz Monster,Old
Thelematech Clatis,98986900,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Thelematech Clatis,https://yugipedia.com/wiki/Thelematech_Clatis,,2023-07-28 05:54:15,,Xyz Monster,New
Thestalos the Shadowfire Monarch,77832858,"('Summoning condition', 'Trigger Effect')",Not yet released,Thestalos the Shadowfire Monarch,https://yugipedia.com/wiki/Thestalos_the_Shadowfire_Monarch,,2023-07-20 01:19:33,,Effect Monster,Old
Thestalos the Shadowfire Monarch,77832858,"('Summoning condition', 'Trigger Effect')",Unlimited,Thestalos the Shadowfire Monarch,https://yugipedia.com/wiki/Thestalos_the_Shadowfire_Monarch,,2023-07-28 05:53:12,,Effect Monster,New
Token,,,Legal,Token (Yusaku),https://yugipedia.com/wiki/Token_(Yusaku),,2023-03-23 12:41:06,"('Any',)",Monster Token,New
Token,,,,"Token (Pegasus and ""Relinquished"")",https://yugipedia.com/wiki/Token_(Pegasus_and_%22Relinquished%22),,2023-03-16 03:28:34,"('Any',)",Monster Token,New
Token,,,,"Token (Blue Gal and ""Trickstar Band Sweet Guitar"")",https://yugipedia.com/wiki/Token_(Blue_Gal_and_%22Trickstar_Band_Sweet_Guitar%22),,2023-03-16 06:38:19,"('Any',)",Monster Token,New
Token,,,,"Token (Crow and ""Black-Winged Dragon"")",https://yugipedia.com/wiki/Token_(Crow_and_%22Black-Winged_Dragon%22),,2023-03-15 02:51:19,"('Any',)",Monster Token,New
Tokusano Shinkyojin,50357013,"('Effect',)",Not yet released,Tokusano Shinkyojin,https://yugipedia.com/wiki/Tokusano_Shinkyojin,,2023-07-20 00:23:34,,,Old
Tokusano Shinkyojin,50357013,"('Effect',)",Unlimited,Tokusano Shinkyojin,https://yugipedia.com/wiki/Tokusano_Shinkyojin,,2023-07-28 05:55:08,,,New
Tongyo,69572024,,Unlimited,Tongyo,https://yugipedia.com/wiki/Tongyo,,2023-05-14 21:02:58,,Normal Monster,Old
Tongyo,69572024,,Unlimited,Tongyo,https://yugipedia.com/wiki/Tongyo,,2023-05-14 21:02:58,"('Type',)",Normal Monster,New
Trent,78780140,,Unlimited,Trent,https://yugipedia.com/wiki/Trent,,2023-05-14 21:01:26,,Normal Monster,Old
Trent,78780140,,Unlimited,Trent,https://yugipedia.com/wiki/Trent,,2023-05-14 21:01:26,"('Type',)",Normal Monster,New
Tri-Brigade,,,Legal,Tri-Brigade (card),https://yugipedia.com/wiki/Tri-Brigade_(card),,2023-03-23 12:43:32,,Monster Token,Old
Tri-Brigade,,,Legal,Tri-Brigade (card),https://yugipedia.com/wiki/Tri-Brigade_(card),,2023-03-23 12:43:32,,,Old
Tri-Brigade,,,Legal,Tri-Brigade (card),https://yugipedia.com/wiki/Tri-Brigade_(card),,2023-07-27 06:14:56,,,New
Tri-Brigade,,,Legal,Tri-Brigade (card),https://yugipedia.com/wiki/Tri-Brigade_(card),,2023-07-27 06:14:56,,Monster Token,New
Ultimate Bright Knight Ursatron Alpha,14959144,"('Condition', 'Ignition Effect', 'Summoning condition')",Not yet released,Ultimate Bright Knight Ursatron Alpha,https://yugipedia.com/wiki/Ultimate_Bright_Knight_Ursatron_Alpha,,2023-07-20 01:19:34,,Effect Monster,Old
Ultimate Bright Knight Ursatron Alpha,14959144,"('Condition', 'Ignition Effect', 'Summoning condition')",Unlimited,Ultimate Bright Knight Ursatron Alpha,https://yugipedia.com/wiki/Ultimate_Bright_Knight_Ursatron_Alpha,,2023-07-28 05:53:06,,Effect Monster,New
Unchained Soul Lord of Yama,24269961,"('Condition', 'Ignition Effect')",Not yet released,Unchained Soul Lord of Yama,https://yugipedia.com/wiki/Unchained_Soul_Lord_of_Yama,,2023-07-20 00:41:36,,Link Monster,Old
Unchained Soul Lord of Yama,24269961,"('Condition', 'Ignition Effect')",Unlimited,Unchained Soul Lord of Yama,https://yugipedia.com/wiki/Unchained_Soul_Lord_of_Yama,,2023-07-28 05:54:25,,Link Monster,New
Unchained Soul of Sharvara,41165831,"('Condition', 'Quick Effect', 'Trigger Effect')",Not yet released,Unchained Soul of Sharvara,https://yugipedia.com/wiki/Unchained_Soul_of_Sharvara,,2023-07-20 01:19:36,,Effect Monster,Old
Unchained Soul of Sharvara,41165831,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unchained Soul of Sharvara,https://yugipedia.com/wiki/Unchained_Soul_of_Sharvara,,2023-07-28 05:53:01,,Effect Monster,New
Unchained Soul of Shyama,88554436,"('Condition', 'Ignition Effect')",Not yet released,Unchained Soul of Shyama,https://yugipedia.com/wiki/Unchained_Soul_of_Shyama,,2023-07-20 01:19:30,,Effect Monster,Old
Unchained Soul of Shyama,88554436,"('Condition', 'Ignition Effect')",Unlimited,Unchained Soul of Shyama,https://yugipedia.com/wiki/Unchained_Soul_of_Shyama,,2023-07-28 05:53:03,,Effect Monster,New
Ursarctic Polar Star,62714453,"('Continuous Effect', 'Ignition Effect', 'Summoning condition')",Not yet released,Ursarctic Polar Star,https://yugipedia.com/wiki/Ursarctic_Polar_Star,,2023-07-20 00:41:40,,Synchro Monster,Old
Ursarctic Polar Star,62714453,"('Continuous Effect', 'Ignition Effect', 'Summoning condition')",Unlimited,Ursarctic Polar Star,https://yugipedia.com/wiki/Ursarctic_Polar_Star,,2023-07-28 05:54:05,,Synchro Monster,New
Vaylantz Wave - Master Phase,84281045,"('Trigger Effect',)",Not yet released,Vaylantz Wave - Master Phase,https://yugipedia.com/wiki/Vaylantz_Wave_-_Master_Phase,,2023-07-20 00:23:23,,,Old
Vaylantz Wave - Master Phase,84281045,"('Trigger Effect',)",Unlimited,Vaylantz Wave - Master Phase,https://yugipedia.com/wiki/Vaylantz_Wave_-_Master_Phase,,2023-07-28 05:55:34,,,New
Veda Kalanta,27015862,"('Condition', 'Trigger Effect')",Not yet released,Veda Kalanta,https://yugipedia.com/wiki/Veda_Kalanta,,2023-07-20 01:19:39,,Effect Monster,Old
Veda Kalanta,27015862,"('Condition', 'Trigger Effect')",Unlimited,Veda Kalanta,https://yugipedia.com/wiki/Veda_Kalanta,,2023-07-28 05:52:45,,Effect Monster,New
Visas Amritara,00821049,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Not yet released,Visas Amritara,https://yugipedia.com/wiki/Visas_Amritara,,2023-07-20 00:41:43,,Synchro Monster,Old
Visas Amritara,00821049,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Visas Amritara,https://yugipedia.com/wiki/Visas_Amritara,,2023-07-28 05:53:59,,Synchro Monster,New
Wheel Synchron,60283232,"('Condition', 'Ignition Effect', 'Unclassified effect')",Not yet released,Wheel Synchron,https://yugipedia.com/wiki/Wheel_Synchron,,2023-07-20 01:19:45,,Effect Monster,Old
Wheel Synchron,60283232,"('Condition', 'Ignition Effect', 'Unclassified effect')",Unlimited,Wheel Synchron,https://yugipedia.com/wiki/Wheel_Synchron,,2023-07-28 05:50:11,,Effect Monster,New
You're Finished,88346805,"('Effect', 'Quick Effect')",Not yet released,You're Finished,https://yugipedia.com/wiki/You%27re_Finished,,2023-07-20 00:23:21,,,Old
You're Finished,88346805,"('Effect', 'Quick Effect')",Unlimited,You're Finished,https://yugipedia.com/wiki/You%27re_Finished,,2023-07-28 05:55:50,,,New
Zuttomozaurus,24454387,"('Condition', 'Continuous Effect', 'Ignition Effect')",Not yet released,Zuttomozaurus,https://yugipedia.com/wiki/Zuttomozaurus,,2023-07-19 23:51:38,,Effect Monster,Old
Zuttomozaurus,24454387,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Zuttomozaurus,https://yugipedia.com/wiki/Zuttomozaurus,,2023-07-28 05:55:52,,Effect Monster,New
