Card number,Set,Name,Rarity,Print,Page URL,Modification date,Release,Version
LOB-DE112,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Steel Ogre Grotto #1,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-DE),2023-05-14 12:33:48,2023-04-20,New
LOB-DE113,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Lesser Dragon,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-DE),2023-05-14 12:33:48,2023-04-20,New
LOB-DE114,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Darkworld Thorns,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-DE),2023-05-14 12:33:48,2023-04-20,New
LOB-DE115,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Drooling Lizard,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-DE),2023-05-14 12:33:48,2023-04-20,New
LOB-DE116,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Armored Starfish,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-DE),2023-05-14 12:33:48,2023-04-20,New
LOB-DE117,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Succubus Knight,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-DE),2023-05-14 12:33:48,2023-04-20,New
LOB-DE118,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Monster Reborn,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-DE),2023-05-14 12:33:48,2023-04-20,New
LOB-DE119,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Pot of Greed,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-DE),2023-05-14 12:33:48,2023-04-20,New
LOB-DE120,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Right Leg of the Forbidden One,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-DE),2023-05-14 12:33:48,2023-04-20,New
LOB-DE121,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Left Leg of the Forbidden One,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-DE),2023-05-14 12:33:48,2023-04-20,New
LOB-DE122,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Right Arm of the Forbidden One,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-DE),2023-05-14 12:33:48,2023-04-20,New
LOB-DE123,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Left Arm of the Forbidden One,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-DE),2023-05-14 12:33:48,2023-04-20,New
LOB-DE124,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Exodia the Forbidden One,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-DE),2023-05-14 12:33:48,2023-04-20,New
LOB-DE125,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Gaia the Dragon Champion,"('Secret Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-DE),2023-05-14 12:33:48,2023-04-20,New
LOB-EN000,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Tri-Horned Dragon,"('Secret Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN001,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Blue-Eyes White Dragon,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN002,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Hitotsu-Me Giant,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN003,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Flame Swordsman,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN004,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Skull Servant,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN005,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Dark Magician,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN006,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Gaia The Fierce Knight,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN007,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Celtic Guardian,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN008,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Basic Insect,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN009,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Mammoth Graveyard,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN010,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Silver Fang,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN011,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Dark Gray,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN012,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Trial of Nightmare,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN013,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Nemuriko,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN014,Legend of Blue Eyes White Dragon (25th Anniversary Edition),The 13th Grave,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN015,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Charubin the Fire Knight,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN016,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Flame Manipulator,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN017,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Monster Egg,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN018,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Firegrass,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN019,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Darkfire Dragon,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN020,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Dark King of the Abyss,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN021,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Fiend Reflection #2,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN022,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Fusionist,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN023,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Turtle Tiger,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN024,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Petit Dragon,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN025,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Petit Angel,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN026,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Hinotama Soul,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN027,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Aqua Madoor,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN028,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Kagemusha of the Blue Flame,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN029,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Flame Ghost,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN030,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Two-Mouth Darkruler,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN031,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Dissolverock,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN032,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Root Water,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN033,Legend of Blue Eyes White Dragon (25th Anniversary Edition),The Furious Sea King,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN034,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Green Phantom King,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN035,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Ray & Temperature,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN036,Legend of Blue Eyes White Dragon (25th Anniversary Edition),King Fog,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN037,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Mystical Sheep #2,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN038,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Masaki the Legendary Swordsman,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN039,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Kurama,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN040,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Legendary Sword,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN041,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Beast Fangs,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN042,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Violet Crystal,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN043,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Book of Secret Arts,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN044,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Power of Kaishin,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN045,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Dragon Capture Jar,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN046,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Forest,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN047,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Wasteland,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN048,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Mountain,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN049,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Sogen,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN050,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Umi,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN051,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Yami,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN052,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Dark Hole,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN053,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Raigeki,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN054,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Red Medicine,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN055,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Sparks,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN056,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Hinotama,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN057,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Fissure,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN058,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Trap Hole,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN059,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Polymerization,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN060,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Remove Trap,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN061,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Two-Pronged Attack,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN062,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Mystical Elf,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN063,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Tyhone,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN064,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Beaver Warrior,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN065,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Gravedigger Ghoul,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN066,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Curse of Dragon,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN067,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Karbonala Warrior,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN068,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Giant Soldier of Stone,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN069,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Uraby,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN070,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Red-Eyes Black Dragon,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN071,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Reaper of the Cards,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN072,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Witty Phantom,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN073,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Larvas,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN074,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Hard Armor,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN075,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Man Eater,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN076,Legend of Blue Eyes White Dragon (25th Anniversary Edition),M-Warrior #1,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN077,Legend of Blue Eyes White Dragon (25th Anniversary Edition),M-Warrior #2,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN078,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Spirit of the Harp,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN079,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Armaill,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN080,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Terra the Terrible,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
LOB-EN081,Legend of Blue Eyes White Dragon (25th Anniversary Edition),Frenzied Panda,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Legend_of_Blue_Eyes_White_Dragon_(25th_Anniversary_Edition)_(TCG-EN),2023-05-14 12:32:52,2023-04-20,New
