Name,Password,Effect type,TCG status,OCG status,Page URL,Artwork,Modification date,Errata,Primary type,DEF,ATK,Page name,Version
Deskbot 001,94693857,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Deskbot_001,,2022-10-05 00:24:47,"('Any',)",Effect Monster,500,500,Deskbot 001,New
Deskbot 003,75944053,"('Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Deskbot_003,,2022-10-05 00:22:14,,Effect Monster,500,500,,Old
Deskbot 003,75944053,"('Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Deskbot_003,,2022-10-05 00:22:14,"('Any',)",Effect Monster,500,500,Deskbot 003,New
Despair from the Dark,71200730,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Despair_from_the_Dark,,2021-11-07 13:23:12,,Effect Monster,3000,2800,,Old
Despair from the Dark,71200730,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Despair_from_the_Dark,,2021-11-07 13:23:12,"('Any',)",Effect Monster,3000,2800,Despair from the Dark,New
"Despia, Theater of the Branded",99543666,"('Condition', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Despia,_Theater_of_the_Branded",,2022-09-14 13:05:16,,,,,,Old
"Despia, Theater of the Branded",99543666,"('Condition', 'Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Despia,_Theater_of_the_Branded",,2022-09-14 13:05:16,"('Any',)",,,,"Despia, Theater of the Branded",New
Destiny Board,94212438,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_Board,"('Edited',)",2022-07-22 00:21:34,,,,,,Old
Destiny Board,94212438,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_Board,"('Edited',)",2022-07-22 00:21:34,"('Any',)",,,,Destiny Board,New
Destiny Draw,45809008,"('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_Draw,,2022-05-13 12:48:58,,,,,,Old
Destiny Draw,45809008,"('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_Draw,,2022-05-13 12:48:58,"('Any',)",,,,Destiny Draw,New
Destiny HERO - Celestial,63362460,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_HERO_-_Celestial,,2022-07-09 00:37:53,,Effect Monster,1400,1600,,Old
Destiny HERO - Celestial,63362460,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_HERO_-_Celestial,,2022-07-09 00:37:53,"('Any',)",Effect Monster,1400,1600,Destiny HERO - Celestial,New
Destiny HERO - Dark Angel,26964762,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_HERO_-_Dark_Angel,,2022-03-21 16:10:03,,Effect Monster,0,0,,Old
Destiny HERO - Dark Angel,26964762,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_HERO_-_Dark_Angel,,2022-03-21 16:10:03,"('Any',)",Effect Monster,0,0,Destiny HERO - Dark Angel,New
Destiny HERO - Decider,64184058,"('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_HERO_-_Decider,,2022-08-13 11:19:35,,Effect Monster,1000,1600,,Old
Destiny HERO - Decider,64184058,"('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_HERO_-_Decider,,2022-08-13 11:19:35,"('Any',)",Effect Monster,1000,1600,Destiny HERO - Decider,New
Destiny HERO - Dreadmaster,40591390,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_HERO_-_Dreadmaster,,2022-09-02 21:49:02,"('Name',)",Effect Monster,?,?,,Old
Destiny HERO - Dreadmaster,40591390,"('Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_HERO_-_Dreadmaster,,2022-09-02 21:49:02,"('Name',)",Effect Monster,,,Destiny HERO - Dreadmaster,New
Destiny HERO - Dreamer,66262416,"('Condition', 'Lingering effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_HERO_-_Dreamer,,2021-04-06 16:50:42,,Effect Monster,600,0,,Old
Destiny HERO - Dreamer,66262416,"('Condition', 'Lingering effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_HERO_-_Dreamer,,2021-04-06 16:50:42,"('Any',)",Effect Monster,600,0,Destiny HERO - Dreamer,New
Destiny HERO - Dusktopia,93657021,"('Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_HERO_-_Dusktopia,,2022-05-04 21:51:30,,Fusion Monster,3000,3000,,Old
Destiny HERO - Dusktopia,93657021,"('Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_HERO_-_Dusktopia,,2022-05-04 21:51:30,"('Any',)",Fusion Monster,3000,3000,Destiny HERO - Dusktopia,New
Destiny HERO - Dynatag,37780349,"('Ignition Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_HERO_-_Dynatag,,2022-07-09 00:35:04,,Effect Monster,1000,1000,,Old
Destiny HERO - Dynatag,37780349,"('Ignition Effect', 'Quick Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_HERO_-_Dynatag,,2022-07-09 00:35:04,"('Any',)",Effect Monster,1000,1000,Destiny HERO - Dynatag,New
Destiny HERO - Dystopia,90579153,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_HERO_-_Dystopia,,2022-05-11 04:18:59,,Fusion Monster,2400,2800,,Old
Destiny HERO - Dystopia,90579153,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_HERO_-_Dystopia,,2022-05-11 04:18:59,"('Any',)",Fusion Monster,2400,2800,Destiny HERO - Dystopia,New
Destiny Mirage,15294090,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_Mirage,,2020-11-17 06:02:06,,,,,,Old
Destiny Mirage,15294090,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_Mirage,,2020-11-17 06:02:06,"('Any',)",,,,Destiny Mirage,New
Destiny Signal,35464895,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_Signal,,2022-03-19 19:43:46,,,,,,Old
Destiny Signal,35464895,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destiny_Signal,,2022-03-19 19:43:46,"('Any',)",,,,Destiny Signal,New
Destroyersaurus,80186010,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Destroyersaurus,,2021-01-07 20:55:16,,Effect Monster,1100,1800,,Old
Destroyersaurus,80186010,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Destroyersaurus,,2021-01-07 20:55:16,"('Any',)",Effect Monster,1100,1800,Destroyersaurus,New
Destruction Punch,05616412,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destruction_Punch,,2022-12-27 13:10:14,,,,,,Old
Destruction Punch,05616412,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destruction_Punch,,2022-12-27 13:10:14,"('Any',)",,,,Destruction Punch,New
Destruction Swordsman Fusion,41940225,"('Condition', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destruction_Swordsman_Fusion,,2021-01-31 17:38:06,,,,,,Old
Destruction Swordsman Fusion,41940225,"('Condition', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destruction_Swordsman_Fusion,,2021-01-31 17:38:06,"('Any',)",,,,Destruction Swordsman Fusion,New
Destruction of Destiny,62980542,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Destruction_of_Destiny,,2021-04-08 20:50:53,,,,,,Old
Destruction of Destiny,62980542,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Destruction_of_Destiny,,2021-04-08 20:50:53,"('Any',)",,,,Destruction of Destiny,New
Destructotron,11232355,"('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destructotron,,2020-11-17 06:03:23,,Effect Monster,400,1600,,Old
Destructotron,11232355,"('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Destructotron,,2020-11-17 06:03:23,"('Any',)",Effect Monster,400,1600,Destructotron,New
Detonate,89086566,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Detonate,,2022-04-20 23:41:53,,,,,,Old
Detonate,89086566,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Detonate,,2022-04-20 23:41:53,"('Any',)",,,,Detonate,New
Detonate Deleter,24487411,"('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Detonate_Deleter,,2020-03-14 16:27:20,,Link Monster,,2100,,Old
Detonate Deleter,24487411,"('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Detonate_Deleter,,2020-03-14 16:27:20,"('Any',)",Link Monster,,2100,Detonate Deleter,New
Dharc the Dark Charmer,19327348,"('Flip effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Dharc_the_Dark_Charmer,,2022-05-31 23:28:31,,Effect Monster,1500,500,,Old
Dharc the Dark Charmer,19327348,"('Flip effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Dharc_the_Dark_Charmer,,2022-05-31 23:28:31,"('Any',)",Effect Monster,1500,500,Dharc the Dark Charmer,New
"Diabolos, King of the Abyss",29424328,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Diabolos,_King_of_the_Abyss",,2021-11-07 13:25:42,,Effect Monster,1000,2800,,Old
"Diabolos, King of the Abyss",29424328,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Diabolos,_King_of_the_Abyss",,2021-11-07 13:25:42,"('Any',)",Effect Monster,1000,2800,"Diabolos, King of the Abyss",New
Diabound Kernel,51644030,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Diabound_Kernel,,2022-07-22 00:21:48,,Effect Monster,1200,1800,,Old
Diabound Kernel,51644030,"('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Diabound_Kernel,,2022-07-22 00:21:48,"('Any',)",Effect Monster,1200,1800,Diabound Kernel,New
Diamond Dire Wolf,95169481,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Diamond_Dire_Wolf,,2021-04-09 08:09:00,,Xyz Monster,1200,2000,,Old
Diamond Dire Wolf,95169481,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Diamond_Dire_Wolf,,2021-04-09 08:09:00,"('Any',)",Xyz Monster,1200,2000,Diamond Dire Wolf,New
Dice Jar,03549275,"('Flip effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Dice_Jar,,2022-02-06 16:54:21,,Effect Monster,300,200,,Old
Dice Jar,03549275,"('Flip effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Dice_Jar,,2022-02-06 16:54:21,"('Any',)",Effect Monster,300,200,Dice Jar,New
Dice Re-Roll,83241722,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Dice_Re-Roll,,2022-04-24 04:21:28,,,,,,Old
Dice Re-Roll,83241722,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Dice_Re-Roll,,2022-04-24 04:21:28,"('Any',)",,,,Dice Re-Roll,New
Dice Try!,59905358,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dice_Try!,,2020-11-17 06:05:29,,,,,,Old
Dice Try!,59905358,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dice_Try!,,2020-11-17 06:05:29,"('Any',)",,,,Dice Try!,New
Dicephoon,03493058,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Dicephoon,,2020-03-20 12:16:53,,,,,,Old
Dicephoon,03493058,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Dicephoon,,2020-03-20 12:16:53,"('Any',)",,,,Dicephoon,New
Different Dimension Dragon,50939127,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Different_Dimension_Dragon,,2023-02-05 19:13:22,,Effect Monster,1500,1200,,Old
Different Dimension Dragon,50939127,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Different_Dimension_Dragon,,2023-02-05 19:13:22,"('Any',)",Effect Monster,1500,1200,Different Dimension Dragon,New
Different Dimension Gate,56460688,"('Activation condition', 'Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Different_Dimension_Gate,,2022-04-20 13:01:17,,,,,,Old
Different Dimension Gate,56460688,"('Activation condition', 'Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Different_Dimension_Gate,,2022-04-20 13:01:17,"('Any',)",,,,Different Dimension Gate,New
Different Dimension Ground,31849106,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Different_Dimension_Ground,,2022-04-20 12:05:30,,,,,,Old
Different Dimension Ground,31849106,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Different_Dimension_Ground,,2022-04-20 12:05:30,"('Any',)",,,,Different Dimension Ground,New
Digital Bug LEDybug,83048208,"('Condition', 'Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Digital_Bug_LEDybug,,2020-06-14 14:53:27,,Effect Monster,0,500,,Old
Digital Bug LEDybug,83048208,"('Condition', 'Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Digital_Bug_LEDybug,,2020-06-14 14:53:27,"('Any',)",Effect Monster,0,500,Digital Bug LEDybug,New
"Digvorzhak, King of Heavy Industry",29515122,"('Ignition Effect',)",Unlimited,Unlimited,"https://yugipedia.com/wiki/Digvorzhak,_King_of_Heavy_Industry",,2020-03-13 20:35:56,,Xyz Monster,2000,3200,,Old
"Digvorzhak, King of Heavy Industry",29515122,"('Ignition Effect',)",Unlimited,Unlimited,"https://yugipedia.com/wiki/Digvorzhak,_King_of_Heavy_Industry",,2020-03-13 20:35:56,"('Any',)",Xyz Monster,2000,3200,"Digvorzhak, King of Heavy Industry",New
Dimension Distortion,95194279,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimension_Distortion,,2023-01-03 20:39:52,,,,,,Old
Dimension Distortion,95194279,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimension_Distortion,,2023-01-03 20:39:52,"('Any',)",,,,Dimension Distortion,New
Dimension Explosion,01896112,"('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimension_Explosion,,2022-07-24 09:12:04,,,,,,Old
Dimension Explosion,01896112,"('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimension_Explosion,,2022-07-24 09:12:04,"('Any',)",,,,Dimension Explosion,New
Dimension Fortress Weapon,01596508,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimension_Fortress_Weapon,,2020-11-17 06:08:16,,Effect Monster,200,1700,,Old
Dimension Fortress Weapon,01596508,"('Continuous Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimension_Fortress_Weapon,,2020-11-17 06:08:16,"('Any',)",Effect Monster,200,1700,Dimension Fortress Weapon,New
Dimension Fusion,23557835,"('Cost', 'Effect')",Forbidden,Forbidden,https://yugipedia.com/wiki/Dimension_Fusion,,2022-07-24 09:12:21,,,,,,Old
Dimension Fusion,23557835,"('Cost', 'Effect')",Forbidden,Forbidden,https://yugipedia.com/wiki/Dimension_Fusion,,2022-07-24 09:12:21,"('Any',)",,,,Dimension Fusion,New
Dimension Gate,44046281,"('Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimension_Gate,,2021-02-03 21:34:22,,,,,,Old
Dimension Gate,44046281,"('Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimension_Gate,,2021-02-03 21:34:22,"('Any',)",,,,Dimension Gate,New
Dimension Slice,73632127,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimension_Slice,,2021-11-07 13:04:06,,,,,,Old
Dimension Slice,73632127,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimension_Slice,,2021-11-07 13:04:06,"('Any',)",,,,Dimension Slice,New
Dimension Sphinx,17787975,"('Continuous-like Effect', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimension_Sphinx,,2020-01-29 19:33:03,,,,,,Old
Dimension Sphinx,17787975,"('Continuous-like Effect', 'Quick-like Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimension_Sphinx,,2020-01-29 19:33:03,"('Any',)",,,,Dimension Sphinx,New
Dimension Wall,67095270,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimension_Wall,,2022-04-20 12:11:34,,,,,,Old
Dimension Wall,67095270,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimension_Wall,,2022-04-20 12:11:34,"('Any',)",,,,Dimension Wall,New
Dimensional Alchemist,36733451,"('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimensional_Alchemist,,2021-02-03 15:28:39,,Effect Monster,200,1300,,Old
Dimensional Alchemist,36733451,"('Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimensional_Alchemist,,2021-02-03 15:28:39,"('Any',)",Effect Monster,200,1300,Dimensional Alchemist,New
Dimensional Fissure,81674782,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimensional_Fissure,,2021-07-12 06:37:58,,,,,,Old
Dimensional Fissure,81674782,"('Continuous-like Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimensional_Fissure,,2021-07-12 06:37:58,"('Any',)",,,,Dimensional Fissure,New
Dimensional Inversion,98666339,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimensional_Inversion,,2022-11-05 01:06:32,,,,,,Old
Dimensional Inversion,98666339,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimensional_Inversion,,2022-11-05 01:06:32,"('Any',)",,,,Dimensional Inversion,New
Dimensional Prison,70342110,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimensional_Prison,,2023-02-14 18:00:22,,,,,,Old
Dimensional Prison,70342110,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dimensional_Prison,,2023-02-14 18:00:22,"('Any',)",,,,Dimensional Prison,New
"Dingirsu, the Orcust of the Evening Star",93854893,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Dingirsu,_the_Orcust_of_the_Evening_Star",,2023-01-12 11:40:08,,Xyz Monster,2100,2600,,Old
"Dingirsu, the Orcust of the Evening Star",93854893,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Dingirsu,_the_Orcust_of_the_Evening_Star",,2023-02-18 14:32:19,,Xyz Monster,2100,2600,"Dingirsu, the Orcust of the Evening Star",New
Dino-Sewing,27143874,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dino-Sewing,,2020-03-13 20:36:51,,Effect Monster,0,0,,Old
Dino-Sewing,27143874,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dino-Sewing,,2020-03-13 20:36:51,"('Any',)",Effect Monster,0,0,Dino-Sewing,New
"Dinomight Knight, the True Dracofighter",58984738,"('Quick Effect', 'Summoning condition')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Dinomight_Knight,_the_True_Dracofighter",,2022-06-14 01:50:46,,Effect Monster,1200,2500,,Old
"Dinomight Knight, the True Dracofighter",58984738,"('Quick Effect', 'Summoning condition')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Dinomight_Knight,_the_True_Dracofighter",,2022-06-14 01:50:46,"('Any',)",Effect Monster,1200,2500,"Dinomight Knight, the True Dracofighter",New
Dinomist Rex,63251695,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dinomist_Rex,,2020-11-17 06:12:30,,Effect Monster,2200,2400,,Old
Dinomist Rex,63251695,"('Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Dinomist_Rex,,2020-11-17 06:12:30,"('Any',)",Effect Monster,2200,2400,Dinomist Rex,New
"Dinoster Power, the Mighty Dracoslayer",22638495,"('Continuous Effect', 'Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Dinoster_Power,_the_Mighty_Dracoslayer",,2022-04-18 13:00:41,,Fusion Monster,2950,2000,,Old
"Dinoster Power, the Mighty Dracoslayer",22638495,"('Continuous Effect', 'Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,"https://yugipedia.com/wiki/Dinoster_Power,_the_Mighty_Dracoslayer",,2022-04-18 13:00:41,"('Any',)",Fusion Monster,2950,2000,"Dinoster Power, the Mighty Dracoslayer",New
Disappear,24623598,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Disappear,,2021-11-07 13:05:22,,,,,,Old
Disappear,24623598,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Disappear,,2021-11-07 13:05:22,"('Any',)",,,,Disappear,New
Disarm,26834022,"('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Disarm,,2022-12-31 04:54:02,,,,,,Old
Disarm,26834022,"('Cost', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Disarm,,2022-12-31 04:54:02,"('Any',)",,,,Disarm,New
Disc Fighter,19612721,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Disc_Fighter,,2020-03-14 06:36:22,,Effect Monster,1000,1000,,Old
Disc Fighter,19612721,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Disc_Fighter,,2020-03-14 06:36:22,"('Any',)",Effect Monster,1000,1000,Disc Fighter,New
Disciple of the Forbidden Spell,15595052,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Disciple_of_the_Forbidden_Spell,,2021-04-06 16:50:36,,Effect Monster,800,1700,,Old
Disciple of the Forbidden Spell,15595052,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Disciple_of_the_Forbidden_Spell,,2021-04-06 16:50:36,"('Any',)",Effect Monster,800,1700,Disciple of the Forbidden Spell,New
Disciples of the True Dracophoenix,75425320,"('Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Disciples_of_the_True_Dracophoenix,,2022-04-20 02:54:59,,,,,,Old
Disciples of the True Dracophoenix,75425320,"('Ignition-like Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Disciples_of_the_True_Dracophoenix,,2022-04-20 02:54:59,"('Any',)",,,,Disciples of the True Dracophoenix,New
Disenchanter,76137614,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Disenchanter,,2022-04-20 02:54:37,,Effect Monster,2300,2000,,Old
Disenchanter,76137614,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Disenchanter,,2022-04-20 02:54:37,"('Any',)",Effect Monster,2300,2000,Disenchanter,New
Diskblade Rider,41113025,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Diskblade_Rider,,2020-11-19 00:31:14,,Effect Monster,1500,1700,,Old
Diskblade Rider,41113025,"('Ignition Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Diskblade_Rider,,2020-11-19 00:31:14,"('Any',)",Effect Monster,1500,1700,Diskblade Rider,New
Dissolverock,40826495,,Unlimited,Unlimited,https://yugipedia.com/wiki/Dissolverock,,2022-04-10 02:43:25,,Normal Monster,1000,900,,Old
Dissolverock,40826495,,Unlimited,Unlimited,https://yugipedia.com/wiki/Dissolverock,,2022-04-10 02:43:25,"('Any',)",Normal Monster,1000,900,Dissolverock,New
Divine Dragon - Excelion,10032958,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Divine_Dragon_-_Excelion,,2021-12-26 13:05:32,,Effect Monster,900,1500,,Old
Divine Dragon - Excelion,10032958,"('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Divine_Dragon_-_Excelion,,2021-12-26 13:05:32,"('Any',)",Effect Monster,900,1500,Divine Dragon - Excelion,New
Divine Knight Ishzark,57902462,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Divine_Knight_Ishzark,,2021-03-07 05:16:32,,Effect Monster,1800,2300,,Old
Divine Knight Ishzark,57902462,"('Trigger Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Divine_Knight_Ishzark,,2021-03-07 05:16:32,"('Any',)",Effect Monster,1800,2300,Divine Knight Ishzark,New
Divine Punishment,81066751,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Divine_Punishment,,2021-12-14 12:25:26,,,,,,Old
Divine Punishment,81066751,"('Activation condition', 'Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Divine_Punishment,,2021-12-14 12:25:26,"('Any',)",,,,Divine Punishment,New
Divine Relic Mjollnir,89914395,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Divine_Relic_Mjollnir,,2020-11-19 00:39:46,,,,,,Old
Divine Relic Mjollnir,89914395,"('Effect',)",Unlimited,Unlimited,https://yugipedia.com/wiki/Divine_Relic_Mjollnir,,2020-11-19 00:39:46,"('Any',)",,,,Divine Relic Mjollnir,New
Divine Serpent Geh,82103466,"('Continuous Effect', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Divine_Serpent_Geh,,2020-09-11 12:35:30,,Effect Monster,0,?,,Old
Divine Serpent Geh,82103466,"('Continuous Effect', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,https://yugipedia.com/wiki/Divine_Serpent_Geh,,2020-09-11 12:35:30,"('Any',)",Effect Monster,0,,Divine Serpent Geh,New
