Name,TCG status,Page URL,Artwork,Modification date,Errata,Page name,Version
Token,,https://yugipedia.com/wiki/Token_(Jaden_and_%22Elemental_HERO_Flame_Wingman%22),,2022-06-28 23:51:34,"('Any',)","Token (Jaden and ""Elemental HERO Flame Wingman"")",New
Token,,https://yugipedia.com/wiki/Token_(Jaden_and_Elemental_HERO_Neos_-_20th_Anniversary),,2019-11-21 19:15:00,"('Any',)",Token (Jaden and Elemental HERO Neos - 20th Anniversary),New
Token,,https://yugipedia.com/wiki/Token_(Astral_and_Number_39:_Utopia),,2022-09-30 19:23:55,"('Any',)",Token (Astral and Number 39: Utopia),New
Token,,https://yugipedia.com/wiki/Token_(Yuya_and_Odd-Eyes_Pendulum_Dragon),,2022-09-30 19:18:50,"('Any',)",Token (Yuya and Odd-Eyes Pendulum Dragon),New
Token,,https://yugipedia.com/wiki/Token_(Blue_Angel_and_Trickstar_Holly_Angel),,2022-09-30 19:17:52,"('Any',)",Token (Blue Angel and Trickstar Holly Angel),New
Token,,https://yugipedia.com/wiki/Token_(Gong_and_%22Rise_to_Full_Height%22),,2022-10-23 13:13:33,"('Any',)","Token (Gong and ""Rise to Full Height"")",New
Token,,https://yugipedia.com/wiki/Token_(Alexis_and_%22Cyber_Angel_Dakini%22),,2022-07-03 11:36:47,"('Any',)","Token (Alexis and ""Cyber Angel Dakini"")",New
Token,,https://yugipedia.com/wiki/Token_(20th_Anniversary),,2021-06-22 08:53:09,"('Any',)",Token (20th Anniversary),New
Token,,https://yugipedia.com/wiki/Token_(Akiza_and_%22Black_Rose_Dragon%22),,2022-07-11 08:37:14,"('Any',)","Token (Akiza and ""Black Rose Dragon"")",New
Token,,https://yugipedia.com/wiki/Token_(Yuma_-_V_Jump),,2021-06-22 08:58:28,"('Any',)",Token (Yuma - V Jump),New
Token,,https://yugipedia.com/wiki/Token_(Zuzu_and_Bloom_Diva_the_Melodious_Choir),,2021-03-15 20:30:14,"('Any',)",Token (Zuzu and Bloom Diva the Melodious Choir),New
Token,,https://yugipedia.com/wiki/Token_(Zane_and_%22Cyberdark_Dragon%22),,2022-10-23 12:30:36,"('Any',)","Token (Zane and ""Cyberdark Dragon"")",New
Token,,https://yugipedia.com/wiki/Token_(Zane_and_%22Cyber_End_Dragon%22),,2022-06-28 23:28:45,"('Any',)","Token (Zane and ""Cyber End Dragon"")",New
Token,,https://yugipedia.com/wiki/Token_(ZEXAL),,2021-06-22 09:00:37,"('Any',)",Token (ZEXAL),New
Token,,https://yugipedia.com/wiki/Token_(ZEXAL_and_%22Ultimate_Dragonic_Utopia_Ray%22),,2022-07-11 08:48:28,"('Any',)","Token (ZEXAL and ""Ultimate Dragonic Utopia Ray"")",New
Token,,https://yugipedia.com/wiki/Token_(Mai_and_%22Harpie_Lady_Sisters%22),,2022-06-29 00:18:58,"('Any',)","Token (Mai and ""Harpie Lady Sisters"")",New
Token,,https://yugipedia.com/wiki/Token_(Mako_and_%22The_Legendary_Fisherman%22),,2022-10-20 22:00:42,"('Any',)","Token (Mako and ""The Legendary Fisherman"")",New
Token,,https://yugipedia.com/wiki/Token_(Yuya_and_Odd-Eyes_Pendulum_Dragon_-_20th_Anniversary),,2019-11-22 18:37:11,"('Any',)",Token (Yuya and Odd-Eyes Pendulum Dragon - 20th Anniversary),New
Token,,https://yugipedia.com/wiki/Token_(Yuya_and_%22Stargazer_Magician%22_and_%22Timegazer_Magician%22),,2022-06-29 19:38:11,"('Any',)","Token (Yuya and ""Stargazer Magician"" and ""Timegazer Magician"")",New
Token,,https://yugipedia.com/wiki/Token_(Jesse_and_%22Crystal_Beast_Ruby_Carbuncle%22),,2022-10-23 12:19:54,"('Any',)","Token (Jesse and ""Crystal Beast Ruby Carbuncle"")",New
Token,,https://yugipedia.com/wiki/Token_(Carly_and_%22Fortune_Fairies%22),,2022-10-23 12:43:14,"('Any',)","Token (Carly and ""Fortune Fairies"")",New
Token,,https://yugipedia.com/wiki/Token_(Supreme_King_Jaden_and_%22Supreme_King%27s_Castle%22),,2022-10-23 12:18:25,"('Any',)","Token (Supreme King Jaden and ""Supreme King's Castle"")",New
Token,,https://yugipedia.com/wiki/Token_(Yusei),,2022-09-30 19:19:47,"('Any',)",Token (Yusei),New
Token,,https://yugipedia.com/wiki/Token_(Yuma_and_%22Number_39:_Utopia_Beyond%22),,2022-06-28 23:33:57,"('Any',)","Token (Yuma and ""Number 39: Utopia Beyond"")",New
Token,,https://yugipedia.com/wiki/Token_(Reginald_and_%22Number_C32:_Shark_Drake_Veiss%22),,2022-06-29 19:17:43,"('Any',)","Token (Reginald and ""Number C32: Shark Drake Veiss"")",New
Token,,https://yugipedia.com/wiki/Token_(Yuma_and_%22Number_39:_Utopia%22),,2022-10-23 12:53:17,"('Any',)","Token (Yuma and ""Number 39: Utopia"")",New
Token,,https://yugipedia.com/wiki/Token_(Yuma_and_Number_39:_Utopia_-_20th_Anniversary),,2019-11-22 18:34:16,"('Any',)",Token (Yuma and Number 39: Utopia - 20th Anniversary),New
Token,,https://yugipedia.com/wiki/Token_(Yuri),,2022-09-30 19:18:24,"('Any',)",Token (Yuri),New
Token,,https://yugipedia.com/wiki/Token_(Soulburner_and_Salamangreat_Heatleo),,2021-02-21 19:50:00,"('Any',)",Token (Soulburner and Salamangreat Heatleo),New
Token,,https://yugipedia.com/wiki/Token_(Ai_and_Dark_Templar_@Ignister),,2020-10-01 01:52:58,"('Any',)",Token (Ai and Dark Templar @Ignister),New
Token,,https://yugipedia.com/wiki/Token_(Ai_and_The_Arrival_Cyberse_@Ignister),,2021-02-21 19:45:30,"('Any',)",Token (Ai and The Arrival Cyberse @Ignister),New
Token,,https://yugipedia.com/wiki/Token_(Nash_and_%22Number_C101:_Silent_Honor_DARK%22),,2022-06-29 19:20:00,"('Any',)","Token (Nash and ""Number C101: Silent Honor DARK"")",New
Token,,https://yugipedia.com/wiki/Token_(Pegasus_and_%22Relinquished%22),,2022-07-03 01:56:11,"('Any',)","Token (Pegasus and ""Relinquished"")",New
Token,,https://yugipedia.com/wiki/Token_(Playmaker_and_Cyberse_Clock_Dragon),,2022-09-30 19:18:05,"('Any',)",Token (Playmaker and Cyberse Clock Dragon),New
Token,,https://yugipedia.com/wiki/Token_(Numbers_Club),,2022-04-20 16:13:18,"('Any',)",Token (Numbers Club),New
Token,,https://yugipedia.com/wiki/Token_(T%C3%A9a_and_%22Dark_Magician_Girl%22),,2022-07-02 20:57:37,"('Any',)","Token (Téa and ""Dark Magician Girl"")",New
Token,,https://yugipedia.com/wiki/Token_(Varis_and_Borreload_Dragon),,2022-09-30 19:17:59,"('Any',)",Token (Varis and Borreload Dragon),New
Token,,https://yugipedia.com/wiki/Token_(Varis_and_Borreload_eXcharge_Dragon),,2021-06-11 01:33:30,"('Any',)",Token (Varis and Borreload eXcharge Dragon),New
Token,,https://yugipedia.com/wiki/Token_(Varis_and_Playmaker),,2022-10-23 13:16:41,"('Any',)",Token (Varis and Playmaker),New
Token,,https://yugipedia.com/wiki/Token_(Vector_and_%22Number_C104:_Umbral_Horror_Masquerade%22),,2022-07-11 08:53:57,"('Any',)","Token (Vector and ""Number C104: Umbral Horror Masquerade"")",New
Token,,https://yugipedia.com/wiki/Token_(World_Championship_2014),,2019-11-21 19:48:50,"('Any',)",Token (World Championship 2014),New
Token,,https://yugipedia.com/wiki/Token_(World_Championship_2019),,2022-11-20 13:04:40,"('Any',)",Token (World Championship 2019),New
Token,,https://yugipedia.com/wiki/Token_(World_Duel_Carnival),,2021-06-22 08:57:58,"('Any',)",Token (World Duel Carnival),New
Token,,https://yugipedia.com/wiki/Token_(Yami_Bakura_and_%22Dark_Necrofear%22),,2022-06-28 23:59:00,"('Any',)","Token (Yami Bakura and ""Dark Necrofear"")",New
Token,,https://yugipedia.com/wiki/Token_(Yami_Marik_and_%22The_Winged_Dragon_of_Ra%22),,2022-06-29 00:28:41,"('Any',)","Token (Yami Marik and ""The Winged Dragon of Ra"")",New
Token,,https://yugipedia.com/wiki/Token_(Yami_Yugi_-_OCG_20th_Anniversary),,2019-11-22 18:13:10,"('Any',)",Token (Yami Yugi - OCG 20th Anniversary),New
Token,,https://yugipedia.com/wiki/Token_(Yami_Yugi_and_%22The_Dark_Magicians%22),,2022-07-01 17:33:32,"('Any',)","Token (Yami Yugi and ""The Dark Magicians"")",New
Token,,https://yugipedia.com/wiki/Token_(Yusei_-_OCG_20th_Anniversary),,2019-11-22 18:20:56,"('Any',)",Token (Yusei - OCG 20th Anniversary),New
Token,Legal,https://yugipedia.com/wiki/Token_(Yami_Yugi_and_Dark_Magician),,2022-09-30 19:20:33,"('Any',)",Token (Yami Yugi and Dark Magician),New
Token,,https://yugipedia.com/wiki/Token_(Yami_Yugi_and_Kaiba),,2022-10-20 21:59:39,"('Any',)",Token (Yami Yugi and Kaiba),New
Token,,https://yugipedia.com/wiki/Token_(Yami_Yugi_and_Slifer_the_Sky_Dragon),,2022-06-27 22:05:32,"('Any',)",Token (Yami Yugi and Slifer the Sky Dragon),New
Token,,https://yugipedia.com/wiki/Token_(Yugi_Muto_and_Yami_Yugi),,2020-10-01 02:02:49,"('Any',)",Token (Yugi Muto and Yami Yugi),New
Token,,https://yugipedia.com/wiki/Token_(Sylvio_and_%22Abyss_Actors%22),,2022-09-19 13:15:47,"('Any',)","Token (Sylvio and ""Abyss Actors"")",New
Token,,https://yugipedia.com/wiki/Token_(Yuto),,2022-09-30 19:18:41,"('Any',)",Token (Yuto),New
Token,,https://yugipedia.com/wiki/Token_(Yusei_and_Stardust_Dragon),,2022-07-11 08:21:44,"('Any',)",Token (Yusei and Stardust Dragon),New
Token,,https://yugipedia.com/wiki/Token_(Yusei_and_Stardust_Dragon_-_20th_Anniversary),,2019-11-22 18:26:17,"('Any',)",Token (Yusei and Stardust Dragon - 20th Anniversary),New
Token,,https://yugipedia.com/wiki/Token_(Yusei_and_%22Junk_Warrior%22),,2022-10-23 12:33:37,"('Any',)","Token (Yusei and ""Junk Warrior"")",New
Token,,https://yugipedia.com/wiki/Token_(Syrus_and_%22Super_Vehicroid_-_Jumbo_Drill%22),,2022-07-11 08:03:45,"('Any',)","Token (Syrus and ""Super Vehicroid - Jumbo Drill"")",New
Token,,https://yugipedia.com/wiki/Token_(Yusei_-_V_Jump),,2021-06-22 08:59:29,"('Any',)",Token (Yusei - V Jump),New
Token,,https://yugipedia.com/wiki/Token_(Sylvio_and_%22Abyss_Playhouse_-_Fantastic_Theater%22),,2022-10-23 13:10:13,"('Any',)","Token (Sylvio and ""Abyss Playhouse - Fantastic Theater"")",New
Token,,https://yugipedia.com/wiki/Token_(Tori_and_%22Fairy_Cheer_Girl%22),,2022-10-23 13:01:11,"('Any',)","Token (Tori and ""Fairy Cheer Girl"")",New
Token,,https://yugipedia.com/wiki/Token_(Tori),,2022-09-30 19:19:17,"('Any',)",Token (Tori),New
Token,,https://yugipedia.com/wiki/Token_(Zuzu),,2022-10-23 13:11:35,"('Any',)",Token (Zuzu),New
Token,,https://yugipedia.com/wiki/Token_(Yugi_and_Kuriboh),,2020-10-01 02:01:52,"('Any',)",Token (Yugi and Kuriboh),New
Token,,https://yugipedia.com/wiki/Token_(Yugi_and_Gandora_the_Dragon_of_Destruction),,2022-09-30 19:21:34,"('Any',)",Token (Yugi and Gandora the Dragon of Destruction),New
Token,,https://yugipedia.com/wiki/Token_(Yugi_and_%22Silent_Magician%22_and_%22Silent_Swordsman%22),,2022-10-20 21:59:55,"('Any',)","Token (Yugi and ""Silent Magician"" and ""Silent Swordsman"")",New
Token,,https://yugipedia.com/wiki/Token_(Yami_Yugi_and_Dark_Magician_-_20th_Anniversary),,2019-11-22 18:17:28,"('Any',)",Token (Yami Yugi and Dark Magician - 20th Anniversary),New
Token,,https://yugipedia.com/wiki/Token_(ZEXAL_II),,2021-06-22 09:00:09,"('Any',)",Token (ZEXAL II),New
Token,Legal,https://yugipedia.com/wiki/Token_(Yusaku),,2022-09-30 19:18:15,"('Any',)",Token (Yusaku),New
Token,,https://yugipedia.com/wiki/Token_(Playmaker_and_Cyberse_Quantum_Dragon),,2019-11-21 19:37:59,"('Any',)",Token (Playmaker and Cyberse Quantum Dragon),New
Token,,https://yugipedia.com/wiki/Token_(Bastion_and_%22Water_Dragon%22),,2022-10-23 12:25:39,"('Any',)","Token (Bastion and ""Water Dragon"")",New
Token,,https://yugipedia.com/wiki/Token_(Kalin_and_%22Infernity_Doom_Dragon%22),,2022-10-23 12:40:14,"('Any',)","Token (Kalin and ""Infernity Doom Dragon"")",New
Token,,https://yugipedia.com/wiki/Token_(Luna_and_%22Ancient_Fairy_Dragon%22),,2022-07-11 08:45:31,"('Any',)","Token (Luna and ""Ancient Fairy Dragon"")",New
Token,,https://yugipedia.com/wiki/Token_(Leo_and_%22Life_Stream_Dragon%22),,2022-07-11 08:42:43,"('Any',)","Token (Leo and ""Life Stream Dragon"")",New
Token,,https://yugipedia.com/wiki/Token_(Kite_and_%22Number_62:_Galaxy-Eyes_Prime_Photon_Dragon%22),,2022-06-28 23:04:17,"('Any',)","Token (Kite and ""Number 62: Galaxy-Eyes Prime Photon Dragon"")",New
Token,,https://yugipedia.com/wiki/Token_(Odion_and_%22Embodiment_of_Apophis%22),,2022-10-23 12:15:38,"('Any',)","Token (Odion and ""Embodiment of Apophis"")",New
Token,,https://yugipedia.com/wiki/Token_(Shay_and_Raidraptor_-_Ultimate_Falcon),,2021-02-21 20:35:16,"('Any',)",Token (Shay and Raidraptor - Ultimate Falcon),New
Token,,https://yugipedia.com/wiki/Token_(Kite_and_%22Galaxy-Eyes_Photon_Dragon%22),,2022-10-23 12:55:40,"('Any',)","Token (Kite and ""Galaxy-Eyes Photon Dragon"")",New
Token,,https://yugipedia.com/wiki/Token_(Keith_and_%22Barrel_Dragon%22),,2022-07-02 21:01:56,"('Any',)","Token (Keith and ""Barrel Dragon"")",New
Token,Legal,https://yugipedia.com/wiki/Token_(Kaiba_and_Blue-Eyes_White_Dragon),,2022-09-30 19:20:23,"('Any',)",Token (Kaiba and Blue-Eyes White Dragon),New
Token,,https://yugipedia.com/wiki/Token_(Sora_and_%22Frightfur_Chimera%22),,2022-09-19 13:03:00,"('Any',)","Token (Sora and ""Frightfur Chimera"")",New
Token,,https://yugipedia.com/wiki/Token_(Kaiba_and_%22Obelisk_the_Tormentor%22),,2022-06-28 12:51:10,"('Any',)","Token (Kaiba and ""Obelisk the Tormentor"")",New
Token,,https://yugipedia.com/wiki/Token_(Kaiba_and_%22Blue-Eyes_Ultimate_Dragon%22),,2022-07-02 07:54:51,"('Any',)","Token (Kaiba and ""Blue-Eyes Ultimate Dragon"")",New
Token,,https://yugipedia.com/wiki/Token_(Kaiba_%26_Yugi_-_The_Dark_Side_of_Dimensions),,2021-06-22 08:54:17,"('Any',)",Token (Kaiba & Yugi - The Dark Side of Dimensions),New
Token,,https://yugipedia.com/wiki/Token_(Kite_%26_Mizar),,2021-06-22 08:55:11,"('Any',)",Token (Kite & Mizar),New
Token,,https://yugipedia.com/wiki/Token_(Yuya_and_%22Performapal_Show_Down%22),,2022-10-23 13:07:23,"('Any',)","Token (Yuya and ""Performapal Show Down"")",New
Token,,https://yugipedia.com/wiki/Token_(Rio),"('Edited',)",2022-04-20 15:08:36,"('Any',)",Token (Rio),New
Token,,https://yugipedia.com/wiki/Token_(Anna_and_%22Superdreadnought_Rail_Cannon_Gustav_Max%22),,2022-07-11 08:51:21,"('Any',)","Token (Anna and ""Superdreadnought Rail Cannon Gustav Max"")",New
Token,,https://yugipedia.com/wiki/Token_(Rio_and_%22Ice_Beast_Zerofyne%22),,2022-06-29 19:22:59,"('Any',)","Token (Rio and ""Ice Beast Zerofyne"")",New
Token,,https://yugipedia.com/wiki/Token_(Reginald),,2021-06-22 08:56:17,"('Any',)",Token (Reginald),New
Token,,https://yugipedia.com/wiki/Token_(Reginald_and_%22Number_32:_Shark_Drake%22),,2022-10-23 12:58:40,"('Any',)","Token (Reginald and ""Number 32: Shark Drake"")",New
Token,,https://yugipedia.com/wiki/Token_(Playmaker_and_%22Firewall_Dragon%22),,2022-09-19 13:00:08,"('Any',)","Token (Playmaker and ""Firewall Dragon"")",New
Token,,https://yugipedia.com/wiki/Token_(Quattro_and_%22Puppet_Parade%22),,2022-10-23 13:04:17,"('Any',)","Token (Quattro and ""Puppet Parade"")",New
Token,,https://yugipedia.com/wiki/Token_(Quattro_and_%22Number_15:_Gimmick_Puppet_Giant_Grinder%22),,2022-06-29 19:25:42,"('Any',)","Token (Quattro and ""Number 15: Gimmick Puppet Giant Grinder"")",New
Token,,https://yugipedia.com/wiki/Token_(Blue_Gal_and_%22Trickstar_Band_Sweet_Guitar%22),,2022-09-19 12:57:00,"('Any',)","Token (Blue Gal and ""Trickstar Band Sweet Guitar"")",New
Token,,https://yugipedia.com/wiki/Token_(Playmaker_and_Decode_Talker_-_20th_Anniversary),,2019-11-21 19:40:41,"('Any',)",Token (Playmaker and Decode Talker - 20th Anniversary),New
Token,,https://yugipedia.com/wiki/Token_(Shay_and_Raidraptor_-_Revolution_Falcon),,2021-02-21 20:37:33,"('Any',)",Token (Shay and Raidraptor - Revolution Falcon),New
Token,,https://yugipedia.com/wiki/Token_(Joey_and_%22Gilford_the_Lightning%22),,2022-10-20 22:00:19,"('Any',)","Token (Joey and ""Gilford the Lightning"")",New
Token,,https://yugipedia.com/wiki/Token_(Yuya_and_%22Performapals%22_and_%22Hippos%22),,2022-07-11 08:58:04,"('Any',)","Token (Yuya and ""Performapals"" and ""Hippos"")",New
Token,Legal,https://yugipedia.com/wiki/Token_(Joey_and_Red-Eyes_Black_Dragon),,2022-09-30 19:20:12,"('Any',)",Token (Joey and Red-Eyes Black Dragon),New
Token,,https://yugipedia.com/wiki/Token_(Jaden_and_Winged_Kuriboh),,2022-09-30 19:20:03,"('Any',)",Token (Jaden and Winged Kuriboh),New
Token,,https://yugipedia.com/wiki/Token_(Jesse_and_Rainbow_Dragon),,2022-09-30 19:19:55,"('Any',)",Token (Jesse and Rainbow Dragon),New
Token,,https://yugipedia.com/wiki/Token_(Yusaku_-_OCG_20th_Anniversary),,2019-11-22 18:34:57,"('Any',)",Token (Yusaku - OCG 20th Anniversary),New
Token,,https://yugipedia.com/wiki/Token_(Playmaker_and_Accesscode_Talker),,2021-03-15 20:03:58,"('Any',)",Token (Playmaker and Accesscode Talker),New
Token,,https://yugipedia.com/wiki/Token_(Kite),,2022-09-30 19:19:30,"('Any',)",Token (Kite),New
Token,,https://yugipedia.com/wiki/Token_(Yugi),,2019-11-22 18:19:10,"('Any',)",Token (Yugi),New
Token,,https://yugipedia.com/wiki/Token_(Yuma_-_OCG_20th_Anniversary),,2019-11-22 18:32:22,"('Any',)",Token (Yuma - OCG 20th Anniversary),New
Token,,https://yugipedia.com/wiki/Token_(Yugo),,2022-09-30 19:18:33,"('Any',)",Token (Yugo),New
Twin Long Rods #1,,https://yugipedia.com/wiki/Twin_Long_Rods_1,,2022-03-23 08:38:35,"('Any',)",,Old
Twin Long Rods #1,,https://yugipedia.com/wiki/Twin_Long_Rods_1,,2022-03-23 08:38:35,,Twin Long Rods 1,New
Vampiric Koala,Unlimited,https://yugipedia.com/wiki/Vampiric_Koala,,2022-09-23 00:31:42,"('Any',)",,Old
"Winged Dragon, Guardian of the Fortress #1",Unlimited,"https://yugipedia.com/wiki/Winged_Dragon,_Guardian_of_the_Fortress_1",,2022-04-12 21:41:43,"('Name', 'Type')",,Old
"Winged Dragon, Guardian of the Fortress #1",Unlimited,"https://yugipedia.com/wiki/Winged_Dragon,_Guardian_of_the_Fortress_1",,2022-04-12 21:41:43,,"Winged Dragon, Guardian of the Fortress 1",New
"Winged Dragon, Guardian of the Fortress #2",Unlimited,"https://yugipedia.com/wiki/Winged_Dragon,_Guardian_of_the_Fortress_2",,2022-07-28 01:12:48,"('Name',)",,Old
"Winged Dragon, Guardian of the Fortress #2",Unlimited,"https://yugipedia.com/wiki/Winged_Dragon,_Guardian_of_the_Fortress_2",,2022-07-28 01:12:48,,"Winged Dragon, Guardian of the Fortress 2",New
