Card number,Name,Rarity,Print,Modification date,Series,Version
BLCR-FR096,Evil★Twin Ki-sikil,"('Secret Rare',)",Reprint,2022-11-17 13:04:52,,Old
BLCR-FR096,Evil★Twin Ki-sikil,"('Secret Rare',)",Reprint,2022-11-17 13:04:52,Battles of Legend,New
BLCR-FR097,Evil★Twin Lil-la,"('Secret Rare',)",Reprint,2022-11-17 13:04:52,,Old
BLCR-FR097,Evil★Twin Lil-la,"('Secret Rare',)",Reprint,2022-11-17 13:04:52,Battles of Legend,New
BLCR-FR098,Yata-Garasu,"('Starlight Rare',)",Reprint,2022-11-17 13:04:52,,Old
BLCR-FR098,Yata-Garasu,"('Starlight Rare',)",Reprint,2022-11-17 13:04:52,Battles of Legend,New
BLCR-FR099,Blackwing Armor Master,"('Starlight Rare',)",Reprint,2022-11-17 13:04:52,,Old
BLCR-FR099,Blackwing Armor Master,"('Starlight Rare',)",Reprint,2022-11-17 13:04:52,Battles of Legend,New
BLCR-FR100,Super Polymerization,"('Starlight Rare',)",Reprint,2022-11-17 13:04:52,,Old
BLCR-FR100,Super Polymerization,"('Starlight Rare',)",Reprint,2022-11-17 13:04:52,Battles of Legend,New
BLCR-FR101,Exodia the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:04:52,,Old
BLCR-FR101,Exodia the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:04:52,Battles of Legend,New
BLCR-FR102,Right Leg of the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:04:52,,Old
BLCR-FR102,Right Leg of the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:04:52,Battles of Legend,New
BLCR-FR103,Left Leg of the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:04:52,,Old
BLCR-FR103,Left Leg of the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:04:52,Battles of Legend,New
BLCR-FR104,Right Arm of the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:04:52,,Old
BLCR-FR104,Right Arm of the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:04:52,Battles of Legend,New
BLCR-FR105,Left Arm of the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:04:52,,Old
BLCR-FR105,Left Arm of the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:04:52,Battles of Legend,New
BLCR-IT001,Royal Straight Slasher,"('Secret Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT001,Royal Straight Slasher,"('Secret Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT002,Royal Straight,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT002,Royal Straight,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT003,Dragon Nails,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT003,Dragon Nails,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT004,Thunder Ball,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT004,Thunder Ball,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT005,Dice Dungeon,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT005,Dice Dungeon,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT006,Dimension Dice,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT006,Dimension Dice,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT007,Clockwork Night,"('Secret Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT007,Clockwork Night,"('Secret Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT008,EN Shuffle,"('Secret Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT008,EN Shuffle,"('Secret Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT009,Battle of Sleeping Spirits,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT009,Battle of Sleeping Spirits,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT010,Advanced Crystal Beast Ruby Carbuncle,"('Secret Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT010,Advanced Crystal Beast Ruby Carbuncle,"('Secret Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT011,Advanced Crystal Beast Amethyst Cat,"('Secret Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT011,Advanced Crystal Beast Amethyst Cat,"('Secret Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT012,Advanced Crystal Beast Emerald Tortoise,"('Secret Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT012,Advanced Crystal Beast Emerald Tortoise,"('Secret Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT013,Advanced Crystal Beast Topaz Tiger,"('Secret Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT013,Advanced Crystal Beast Topaz Tiger,"('Secret Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT014,Advanced Crystal Beast Amber Mammoth,"('Secret Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT014,Advanced Crystal Beast Amber Mammoth,"('Secret Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT015,Advanced Crystal Beast Cobalt Eagle,"('Secret Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT015,Advanced Crystal Beast Cobalt Eagle,"('Secret Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT016,Advanced Crystal Beast Sapphire Pegasus,"('Secret Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT016,Advanced Crystal Beast Sapphire Pegasus,"('Secret Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT017,Dyna Base,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT017,Dyna Base,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT018,Dyna Tank,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT018,Dyna Tank,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT019,Gadget Box,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT019,Gadget Box,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT020,Morphtronic Impact Return,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT020,Morphtronic Impact Return,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT021,Tool Box,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT021,Tool Box,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT022,Crystal Skull,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT022,Crystal Skull,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT023,Curse Reflection Doll,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT023,Curse Reflection Doll,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT024,Stonehenge,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT024,Stonehenge,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT025,Dream Shark,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT025,Dream Shark,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT026,Heroic Call,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT026,Heroic Call,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT027,Oily Cicada,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT027,Oily Cicada,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT028,Dream Cicada,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT028,Dream Cicada,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT029,Number 2: Ninja Shadow Mosquito,"('Secret Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT029,Number 2: Ninja Shadow Mosquito,"('Secret Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT030,Ninjitsu Art of Mosquito Marching,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT030,Ninjitsu Art of Mosquito Marching,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT031,Performapal Odd-Eyes Seer,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT031,Performapal Odd-Eyes Seer,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT032,Doodle Beast - Stego,"('Secret Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT032,Doodle Beast - Stego,"('Secret Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT033,Doodle Beast - Tyranno,"('Secret Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT033,Doodle Beast - Tyranno,"('Secret Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT034,Doodlebook - Uh uh uh!,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT034,Doodlebook - Uh uh uh!,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT035,Todoroki the Earthbolt Star,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT035,Todoroki the Earthbolt Star,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT036,Senko the Skybolt Star,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT036,Senko the Skybolt Star,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT037,Raijin the Breakbolt Star,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT037,Raijin the Breakbolt Star,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT038,Amazoness Hall,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT038,Amazoness Hall,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT039,Amazoness Hot Spring,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT039,Amazoness Hot Spring,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT040,G Golem Rock Hammer,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT040,G Golem Rock Hammer,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT041,G Golem Pebble Dog,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT041,G Golem Pebble Dog,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT042,G Golem Crystal Heart,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT042,G Golem Crystal Heart,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT043,G Golem Stubborn Menhir,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT043,G Golem Stubborn Menhir,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT044,G Golem Invalid Dolmen,"('Secret Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT044,G Golem Invalid Dolmen,"('Secret Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT045,G Golem Dignified Trilithon,"('Secret Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT045,G Golem Dignified Trilithon,"('Secret Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT046,Gravity Balance,"('Ultra Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT046,Gravity Balance,"('Ultra Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT047,Crystal Beast Ruby Carbuncle,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT047,Crystal Beast Ruby Carbuncle,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT048,Crystal Beast Amethyst Cat,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT048,Crystal Beast Amethyst Cat,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT049,Crystal Beast Emerald Tortoise,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT049,Crystal Beast Emerald Tortoise,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT050,Crystal Beast Topaz Tiger,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT050,Crystal Beast Topaz Tiger,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT051,Crystal Beast Amber Mammoth,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT051,Crystal Beast Amber Mammoth,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT052,Crystal Beast Cobalt Eagle,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT052,Crystal Beast Cobalt Eagle,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT053,Crystal Beast Sapphire Pegasus,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT053,Crystal Beast Sapphire Pegasus,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT054,Advanced Dark,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT054,Advanced Dark,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT055,Rainbow Bridge,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT055,Rainbow Bridge,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT056,Blackwing - Gale the Whirlwind,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT056,Blackwing - Gale the Whirlwind,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT057,Blackwing - Bora the Spear,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT057,Blackwing - Bora the Spear,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT058,Blackwing - Sirocco the Dawn,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT058,Blackwing - Sirocco the Dawn,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT059,Blackwing - Blizzard the Far North,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT059,Blackwing - Blizzard the Far North,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT060,Blackwing - Vayu the Emblem of Honor,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT060,Blackwing - Vayu the Emblem of Honor,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT061,Blackwing - Breeze the Zephyr,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT061,Blackwing - Breeze the Zephyr,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT062,Blackwing - Simoon the Poison Wind,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT062,Blackwing - Simoon the Poison Wind,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT063,Blackwing - Gram the Shining Star,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT063,Blackwing - Gram the Shining Star,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT064,Blackwing Full Armor Master,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT064,Blackwing Full Armor Master,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT065,Toon Black Luster Soldier,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT065,Toon Black Luster Soldier,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT066,Toon Harpie Lady,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT066,Toon Harpie Lady,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT067,Toon Bookmark,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT067,Toon Bookmark,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT068,Toon Page-Flip,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT068,Toon Page-Flip,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT069,Toon Terror,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT069,Toon Terror,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT070,The Chaos Creator,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT070,The Chaos Creator,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT071,Chaos Daedalus,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT071,Chaos Daedalus,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT072,Chaos Valkyria,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT072,Chaos Valkyria,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT073,Chaos Space,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT073,Chaos Space,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT074,Odd-Eyes Persona Dragon,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT074,Odd-Eyes Persona Dragon,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT075,Odd-Eyes Phantasma Dragon,"('Secret Rare',)",New,2022-11-17 13:05:48,,Old
BLCR-IT075,Odd-Eyes Phantasma Dragon,"('Secret Rare',)",New,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT076,Odd-Eyes Rebellion Dragon,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT076,Odd-Eyes Rebellion Dragon,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT077,D.D. Crow,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT077,D.D. Crow,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT078,Edge Imp Chain,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT078,Edge Imp Chain,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT079,Token Collector,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT079,Token Collector,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT080,Koa'ki Meiru Supplier,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT080,Koa'ki Meiru Supplier,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT081,Doomkaiser Dragon,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT081,Doomkaiser Dragon,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT082,Revived King Ha Des,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT082,Revived King Ha Des,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT083,Borreload Savage Dragon,"('Secret Rare', 'Starlight Rare')",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT083,Borreload Savage Dragon,"('Secret Rare', 'Starlight Rare')",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT084,Number 100: Numeron Dragon,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT084,Number 100: Numeron Dragon,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT085,Number F0: Utopic Draco Future,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT085,Number F0: Utopic Draco Future,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT086,Frightfur Patchwork,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT086,Frightfur Patchwork,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT087,Salamangreat Circle,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT087,Salamangreat Circle,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT088,Fusion Destiny,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT088,Fusion Destiny,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT089,Emblem of the Plunder Patroll,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT089,Emblem of the Plunder Patroll,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT090,Hieratic Seal of the Heavenly Spheres,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT090,Hieratic Seal of the Heavenly Spheres,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT091,Avendread Savior,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT091,Avendread Savior,"('Ultra Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT092,"Selene, Queen of the Master Magicians","('Secret Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT092,"Selene, Queen of the Master Magicians","('Secret Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT093,Accesscode Talker,"('Secret Rare', 'Starlight Rare')",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT093,Accesscode Talker,"('Secret Rare', 'Starlight Rare')",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT094,"Blackbeard, the Plunder Patroll Captain","('Secret Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT094,"Blackbeard, the Plunder Patroll Captain","('Secret Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT095,"Artemis, the Magistus Moon Maiden","('Secret Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT095,"Artemis, the Magistus Moon Maiden","('Secret Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT096,Evil★Twin Ki-sikil,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT096,Evil★Twin Ki-sikil,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT097,Evil★Twin Lil-la,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT097,Evil★Twin Lil-la,"('Secret Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT098,Yata-Garasu,"('Starlight Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT098,Yata-Garasu,"('Starlight Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT099,Blackwing Armor Master,"('Starlight Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT099,Blackwing Armor Master,"('Starlight Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT100,Super Polymerization,"('Starlight Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT100,Super Polymerization,"('Starlight Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT101,Exodia the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT101,Exodia the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT102,Right Leg of the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT102,Right Leg of the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT103,Left Leg of the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT103,Left Leg of the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT104,Right Arm of the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT104,Right Arm of the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-IT105,Left Arm of the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:05:48,,Old
BLCR-IT105,Left Arm of the Forbidden One,"('Starlight Rare',)",Reprint,2022-11-17 13:05:48,Battles of Legend,New
BLCR-PT001,Royal Straight Slasher,"('Secret Rare',)",New,2022-11-17 13:11:27,,Old
BLCR-PT001,Royal Straight Slasher,"('Secret Rare',)",New,2022-11-17 13:11:27,Battles of Legend,New
BLCR-PT002,Royal Straight,"('Ultra Rare',)",New,2022-11-17 13:11:27,,Old
BLCR-PT002,Royal Straight,"('Ultra Rare',)",New,2022-11-17 13:11:27,Battles of Legend,New
BLCR-PT003,Dragon Nails,"('Ultra Rare',)",New,2022-11-17 13:11:27,,Old
BLCR-PT003,Dragon Nails,"('Ultra Rare',)",New,2022-11-17 13:11:27,Battles of Legend,New
BLCR-PT004,Thunder Ball,"('Ultra Rare',)",New,2022-11-17 13:11:27,,Old
BLCR-PT004,Thunder Ball,"('Ultra Rare',)",New,2022-11-17 13:11:27,Battles of Legend,New
BLCR-PT005,Dice Dungeon,"('Ultra Rare',)",New,2022-11-17 13:11:27,,Old
BLCR-PT005,Dice Dungeon,"('Ultra Rare',)",New,2022-11-17 13:11:27,Battles of Legend,New
BLCR-PT006,Dimension Dice,"('Ultra Rare',)",New,2022-11-17 13:11:27,,Old
BLCR-PT006,Dimension Dice,"('Ultra Rare',)",New,2022-11-17 13:11:27,Battles of Legend,New
BLCR-PT007,Clockwork Night,"('Secret Rare',)",New,2022-11-17 13:11:27,,Old
BLCR-PT007,Clockwork Night,"('Secret Rare',)",New,2022-11-17 13:11:27,Battles of Legend,New
BLCR-PT008,EN Shuffle,"('Secret Rare',)",New,2022-11-17 13:11:27,,Old
