Name,Password,Archseries,Effect type,TCG status,Page name,Page URL,Artwork,Modification date,Errata,Version
Beast of Talwar,11761845,"('Archfiend',)",,Unlimited,Beast of Talwar,https://yugipedia.com/wiki/Beast_of_Talwar,,2023-05-15 18:39:27,"('Type',)",New
Beast-Warrior Puma,16796157,,"('Ignition Effect',)",Unlimited,Beast-Warrior Puma,https://yugipedia.com/wiki/Beast-Warrior_Puma,,2023-03-18 04:29:58,,Old
Beast-Warrior Puma,16796157,"('Sparrow Family',)","('Ignition Effect',)",Unlimited,Beast-Warrior Puma,https://yugipedia.com/wiki/Beast-Warrior_Puma,,2023-03-18 04:29:58,,New
Beckoned by the World Chalice,58400390,,,Unlimited,Beckoned by the World Chalice,https://yugipedia.com/wiki/Beckoned_by_the_World_Chalice,,2023-03-18 04:34:05,,Old
Beckoned by the World Chalice,58400390,"('World Chalice',)",,Unlimited,Beckoned by the World Chalice,https://yugipedia.com/wiki/Beckoned_by_the_World_Chalice,,2023-03-18 04:34:05,,New
Beelzeus of the Diabolic Dragons,08763963,,"('Continuous Effect', 'Ignition Effect')",Unlimited,Beelzeus of the Diabolic Dragons,https://yugipedia.com/wiki/Beelzeus_of_the_Diabolic_Dragons,,2023-03-18 04:35:44,"('Any',)",Old
Beelzeus of the Diabolic Dragons,08763963,"('Duel Dragon',)","('Continuous Effect', 'Ignition Effect')",Unlimited,Beelzeus of the Diabolic Dragons,https://yugipedia.com/wiki/Beelzeus_of_the_Diabolic_Dragons,,2023-03-18 04:35:44,"('Any',)",New
"Beiige, Vanguard of Dark World",33731070,,"('Trigger Effect',)",Unlimited,"Beiige, Vanguard of Dark World","https://yugipedia.com/wiki/Beiige,_Vanguard_of_Dark_World",,2023-03-18 04:40:51,"('Any',)",Old
"Beiige, Vanguard of Dark World",33731070,"('Dark World',)","('Trigger Effect',)",Unlimited,"Beiige, Vanguard of Dark World","https://yugipedia.com/wiki/Beiige,_Vanguard_of_Dark_World",,2023-03-18 04:40:51,"('Any',)",New
Berfomet,77207191,,"('Trigger Effect',)",Unlimited,Berfomet,https://yugipedia.com/wiki/Berfomet,,2023-06-10 11:01:23,"('Type',)",Old
Berfomet,77207191,"('Chimera (series)',)","('Trigger Effect',)",Unlimited,Berfomet,https://yugipedia.com/wiki/Berfomet,,2023-06-17 18:23:01,"('Type',)",New
Berfomet the Great Wings,55461744,,"('Condition', 'Trigger Effect')",,Berfomet the Great Wings,https://yugipedia.com/wiki/Berfomet_the_Great_Wings,,2023-05-12 08:45:26,,Old
Berfomet the Great Wings,55461744,"('Chimera (series)',)","('Condition', 'Trigger Effect')",,Berfomet the Great Wings,https://yugipedia.com/wiki/Berfomet_the_Great_Wings,,2023-06-17 18:22:14,,New
Berlineth the Firestorm Vassal,59808784,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Berlineth the Firestorm Vassal,https://yugipedia.com/wiki/Berlineth_the_Firestorm_Vassal,,2023-03-18 04:43:32,,Old
Berlineth the Firestorm Vassal,59808784,"('Vassal',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Berlineth the Firestorm Vassal,https://yugipedia.com/wiki/Berlineth_the_Firestorm_Vassal,,2023-03-18 04:43:32,,New
Berserker of the Tenyi,05402805,,,Unlimited,Berserker of the Tenyi,https://yugipedia.com/wiki/Berserker_of_the_Tenyi,,2023-03-18 04:45:38,,Old
Berserker of the Tenyi,05402805,"('Tenyi',)",,Unlimited,Berserker of the Tenyi,https://yugipedia.com/wiki/Berserker_of_the_Tenyi,,2023-03-18 04:45:38,,New
"Bi'an, Earth of the Yang Zing",66500065,,"('Condition', 'Quick Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,"Bi'an, Earth of the Yang Zing","https://yugipedia.com/wiki/Bi%27an,_Earth_of_the_Yang_Zing",,2023-03-18 04:48:08,,Old
"Bi'an, Earth of the Yang Zing",66500065,"('Yang Zing',)","('Condition', 'Quick Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,"Bi'an, Earth of the Yang Zing","https://yugipedia.com/wiki/Bi%27an,_Earth_of_the_Yang_Zing",,2023-03-18 04:48:08,,New
Bicular,83392426,,"('Trigger Effect',)",Unlimited,Bicular,https://yugipedia.com/wiki/Bicular,,2023-03-18 04:49:03,,Old
Bicular,83392426,"('Cular',)","('Trigger Effect',)",Unlimited,Bicular,https://yugipedia.com/wiki/Bicular,,2023-03-18 04:49:03,,New
Big Evolution Pill,84808313,,"('Condition', 'Continuous-like Effect', 'Cost')",Unlimited,Big Evolution Pill,https://yugipedia.com/wiki/Big_Evolution_Pill,,2023-03-18 04:50:39,"('Any',)",Old
Big Evolution Pill,84808313,"('Evolution Pill',)","('Condition', 'Continuous-like Effect', 'Cost')",Unlimited,Big Evolution Pill,https://yugipedia.com/wiki/Big_Evolution_Pill,,2023-03-18 04:50:39,"('Any',)",New
Big Koala,42129512,,,Unlimited,Big Koala,https://yugipedia.com/wiki/Big_Koala,,2023-05-18 20:36:26,"('Type',)",Old
Big Koala,42129512,"('Koala',)",,Unlimited,Big Koala,https://yugipedia.com/wiki/Big_Koala,,2023-05-18 20:36:26,"('Type',)",New
Big One Warrior,89235196,,"('Ignition Effect',)",Unlimited,Big One Warrior,https://yugipedia.com/wiki/Big_One_Warrior,,2023-03-18 04:52:11,,Old
Big One Warrior,89235196,"('Warrior (archetype)',)","('Ignition Effect',)",Unlimited,Big One Warrior,https://yugipedia.com/wiki/Big_One_Warrior,,2023-03-18 04:52:11,,New
Big Piece Golem,25247218,,"('Unclassified effect',)",Unlimited,Big Piece Golem,https://yugipedia.com/wiki/Big_Piece_Golem,,2023-03-18 04:52:27,"('Any',)",Old
Big Piece Golem,25247218,"('Piece Golem',)","('Unclassified effect',)",Unlimited,Big Piece Golem,https://yugipedia.com/wiki/Big_Piece_Golem,,2023-03-18 04:52:27,"('Any',)",New
Bird of Roses,75252099,,"('Trigger Effect',)",Unlimited,Bird of Roses,https://yugipedia.com/wiki/Bird_of_Roses,,2023-03-18 04:57:02,"('Name',)",Old
Bird of Roses,75252099,"('Fan-Made Cards', 'Rose')","('Trigger Effect',)",Unlimited,Bird of Roses,https://yugipedia.com/wiki/Bird_of_Roses,,2023-03-18 04:57:02,"('Name',)",New
Black Luster Ritual,55761792,,"('Effect',)",Unlimited,Black Luster Ritual,https://yugipedia.com/wiki/Black_Luster_Ritual,,2023-05-13 08:09:12,"('Name',)",Old
Black Luster Ritual,55761792,"('Chaos',)","('Effect',)",Unlimited,Black Luster Ritual,https://yugipedia.com/wiki/Black_Luster_Ritual,,2023-06-16 20:13:50,"('Name',)",New
Black Luster Soldier - Envoy of the Evening Twilight,77498348,,"('Condition', 'Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Black Luster Soldier - Envoy of the Evening Twilight,https://yugipedia.com/wiki/Black_Luster_Soldier_-_Envoy_of_the_Evening_Twilight,,2023-03-18 05:06:11,"('Any',)",Old
Black Luster Soldier - Envoy of the Evening Twilight,77498348,"('Black Luster Soldier (archetype)', 'Chaos')","('Condition', 'Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Black Luster Soldier - Envoy of the Evening Twilight,https://yugipedia.com/wiki/Black_Luster_Soldier_-_Envoy_of_the_Evening_Twilight,,2023-03-18 05:06:11,"('Any',)",New
Black Mamba,86469231,,"('Condition', 'Trigger Effect', 'Unclassified effect')",,Black Mamba,https://yugipedia.com/wiki/Black_Mamba,,2023-03-18 05:07:39,,Old
Black Mamba,86469231,,"('Condition', 'Trigger Effect', 'Unclassified effect')",Not yet released,Black Mamba,https://yugipedia.com/wiki/Black_Mamba,,2023-06-12 15:52:20,,New
Black Rose Dragon,73580471,,"('Ignition Effect', 'Trigger Effect')",Unlimited,Black Rose Dragon,https://yugipedia.com/wiki/Black_Rose_Dragon,"('Alternate',)",2023-05-27 00:18:41,"('Name', 'Type')",Old
Black Rose Dragon,73580471,"('Rose', 'Rose Dragon', 'Signer Dragon')","('Ignition Effect', 'Trigger Effect')",Unlimited,Black Rose Dragon,https://yugipedia.com/wiki/Black_Rose_Dragon,"('Alternate',)",2023-05-27 00:18:41,"('Name', 'Type')",New
Black Rose Moonlight Dragon,33698022,,"('Condition', 'Trigger Effect')",Unlimited,Black Rose Moonlight Dragon,https://yugipedia.com/wiki/Black_Rose_Moonlight_Dragon,,2023-03-18 05:10:04,"('Any',)",Old
Black Rose Moonlight Dragon,33698022,"('Duel Dragon', 'Rose')","('Condition', 'Trigger Effect')",Unlimited,Black Rose Moonlight Dragon,https://yugipedia.com/wiki/Black_Rose_Moonlight_Dragon,,2023-03-18 05:10:04,"('Any',)",New
Black Tyranno,38670435,,"('Continuous Effect',)",Unlimited,Black Tyranno,https://yugipedia.com/wiki/Black_Tyranno,,2023-05-18 20:02:25,"('Any',)",Old
Black Tyranno,38670435,"('Black (series)',)","('Continuous Effect',)",Unlimited,Black Tyranno,https://yugipedia.com/wiki/Black_Tyranno,,2023-05-18 20:02:25,"('Any',)",New
Black Veloci,52319752,,"('Continuous Effect',)",Unlimited,Black Veloci,https://yugipedia.com/wiki/Black_Veloci,,2023-03-18 05:12:28,,Old
Black Veloci,52319752,"('Black (series)',)","('Continuous Effect',)",Unlimited,Black Veloci,https://yugipedia.com/wiki/Black_Veloci,,2023-03-18 05:12:28,,New
Blackwing - Auster the South Wind,17465972,,"('Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Blackwing - Auster the South Wind,https://yugipedia.com/wiki/Blackwing_-_Auster_the_South_Wind,,2023-03-18 05:17:49,,Old
Blackwing - Auster the South Wind,17465972,"('Blackwing',)","('Ignition Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Blackwing - Auster the South Wind,https://yugipedia.com/wiki/Blackwing_-_Auster_the_South_Wind,,2023-06-18 02:54:11,,New
Blackwing - Blizzard the Far North,22835145,,"('Summoning condition', 'Trigger Effect')",Unlimited,Blackwing - Blizzard the Far North,https://yugipedia.com/wiki/Blackwing_-_Blizzard_the_Far_North,,2023-03-18 05:18:21,"('Type',)",Old
Blackwing - Blizzard the Far North,22835145,"('Blackwing',)","('Summoning condition', 'Trigger Effect')",Unlimited,Blackwing - Blizzard the Far North,https://yugipedia.com/wiki/Blackwing_-_Blizzard_the_Far_North,,2023-03-18 05:18:21,"('Type',)",New
Blackwing - Boobytrap,43906884,,"('Trigger Effect',)",Unlimited,Blackwing - Boobytrap,https://yugipedia.com/wiki/Blackwing_-_Boobytrap,,2023-03-18 05:18:54,,Old
Blackwing - Boobytrap,43906884,"('Blackwing',)","('Trigger Effect',)",Unlimited,Blackwing - Boobytrap,https://yugipedia.com/wiki/Blackwing_-_Boobytrap,,2023-03-18 05:18:54,,New
Blackwing - Boreas the Sharp,16516630,,"('Ignition Effect',)",Unlimited,Blackwing - Boreas the Sharp,https://yugipedia.com/wiki/Blackwing_-_Boreas_the_Sharp,,2023-03-18 05:19:32,"('Any',)",Old
Blackwing - Boreas the Sharp,16516630,"('Blackwing',)","('Ignition Effect',)",Unlimited,Blackwing - Boreas the Sharp,https://yugipedia.com/wiki/Blackwing_-_Boreas_the_Sharp,,2023-03-18 05:19:32,"('Any',)",New
Blackwing - Etesian of Two Swords,78564023,,"('Trigger Effect',)",Unlimited,Blackwing - Etesian of Two Swords,https://yugipedia.com/wiki/Blackwing_-_Etesian_of_Two_Swords,,2023-03-18 05:22:04,"('Any',)",Old
Blackwing - Etesian of Two Swords,78564023,"('Blackwing',)","('Trigger Effect',)",Unlimited,Blackwing - Etesian of Two Swords,https://yugipedia.com/wiki/Blackwing_-_Etesian_of_Two_Swords,,2023-03-18 05:22:04,"('Any',)",New
Blackwing - Gladius the Midnight Sun,28190303,,"('Continuous Effect', 'Unclassified effect')",Unlimited,Blackwing - Gladius the Midnight Sun,https://yugipedia.com/wiki/Blackwing_-_Gladius_the_Midnight_Sun,,2023-03-18 05:23:22,"('Any',)",Old
Blackwing - Gladius the Midnight Sun,28190303,"('Blackwing',)","('Continuous Effect', 'Unclassified effect')",Unlimited,Blackwing - Gladius the Midnight Sun,https://yugipedia.com/wiki/Blackwing_-_Gladius_the_Midnight_Sun,,2023-03-18 05:23:22,"('Any',)",New
Blackwing - Gram the Shining Star,17377751,,"('Summoning condition', 'Trigger Effect')",Unlimited,Blackwing - Gram the Shining Star,https://yugipedia.com/wiki/Blackwing_-_Gram_the_Shining_Star,,2023-03-18 05:23:43,"('Any',)",Old
Blackwing - Gram the Shining Star,17377751,"('Blackwing',)","('Summoning condition', 'Trigger Effect')",Unlimited,Blackwing - Gram the Shining Star,https://yugipedia.com/wiki/Blackwing_-_Gram_the_Shining_Star,,2023-03-18 05:23:43,"('Any',)",New
Blackwing - Gust the Backblast,52869807,,"('Trigger Effect', 'Unclassified effect')",Unlimited,Blackwing - Gust the Backblast,https://yugipedia.com/wiki/Blackwing_-_Gust_the_Backblast,,2023-03-18 05:24:05,"('Any',)",Old
Blackwing - Gust the Backblast,52869807,"('Blackwing',)","('Trigger Effect', 'Unclassified effect')",Unlimited,Blackwing - Gust the Backblast,https://yugipedia.com/wiki/Blackwing_-_Gust_the_Backblast,,2023-03-18 05:24:05,"('Any',)",New
Blackwing - Hurricane the Tornado,36442179,,"('Ignition Effect',)",Unlimited,Blackwing - Hurricane the Tornado,https://yugipedia.com/wiki/Blackwing_-_Hurricane_the_Tornado,,2023-03-18 05:24:56,"('Type',)",Old
Blackwing - Hurricane the Tornado,36442179,"('Blackwing',)","('Ignition Effect',)",Unlimited,Blackwing - Hurricane the Tornado,https://yugipedia.com/wiki/Blackwing_-_Hurricane_the_Tornado,,2023-03-18 05:24:56,"('Type',)",New
Blackwing - Jin the Rain Shadow,38562933,,"('Trigger Effect',)",Unlimited,Blackwing - Jin the Rain Shadow,https://yugipedia.com/wiki/Blackwing_-_Jin_the_Rain_Shadow,,2023-03-18 05:25:33,,Old
Blackwing - Jin the Rain Shadow,38562933,"('Blackwing',)","('Trigger Effect',)",Unlimited,Blackwing - Jin the Rain Shadow,https://yugipedia.com/wiki/Blackwing_-_Jin_the_Rain_Shadow,,2023-03-18 05:25:33,,New
Blackwing - Kochi the Daybreak,41902352,,"('Condition',)",Unlimited,Blackwing - Kochi the Daybreak,https://yugipedia.com/wiki/Blackwing_-_Kochi_the_Daybreak,,2023-03-18 05:26:10,"('Type',)",Old
Blackwing - Kochi the Daybreak,41902352,"('Blackwing',)","('Condition',)",Unlimited,Blackwing - Kochi the Daybreak,https://yugipedia.com/wiki/Blackwing_-_Kochi_the_Daybreak,,2023-03-18 05:26:10,"('Type',)",New
Blackwing - Kogarashi the Wanderer,49460512,,"('Trigger Effect', 'Unclassified effect')",Unlimited,Blackwing - Kogarashi the Wanderer,https://yugipedia.com/wiki/Blackwing_-_Kogarashi_the_Wanderer,,2023-03-18 05:26:26,"('Type',)",Old
Blackwing - Kogarashi the Wanderer,49460512,"('Blackwing',)","('Trigger Effect', 'Unclassified effect')",Unlimited,Blackwing - Kogarashi the Wanderer,https://yugipedia.com/wiki/Blackwing_-_Kogarashi_the_Wanderer,,2023-03-18 05:26:26,"('Type',)",New
Blackwing - Kris the Crack of Dawn,81105204,,"('Condition', 'Continuous Effect', 'Unclassified effect')",Unlimited,Blackwing - Kris the Crack of Dawn,https://yugipedia.com/wiki/Blackwing_-_Kris_the_Crack_of_Dawn,,2023-03-18 05:26:41,"('Any',)",Old
Blackwing - Kris the Crack of Dawn,81105204,"('Blackwing',)","('Condition', 'Continuous Effect', 'Unclassified effect')",Unlimited,Blackwing - Kris the Crack of Dawn,https://yugipedia.com/wiki/Blackwing_-_Kris_the_Crack_of_Dawn,,2023-03-18 05:26:41,"('Any',)",New
Blackwing - Mistral the Silver Shield,46710683,,"('Trigger Effect',)",Unlimited,Blackwing - Mistral the Silver Shield,https://yugipedia.com/wiki/Blackwing_-_Mistral_the_Silver_Shield,,2023-03-18 05:26:57,"('Type',)",Old
Blackwing - Mistral the Silver Shield,46710683,"('Blackwing',)","('Trigger Effect',)",Unlimited,Blackwing - Mistral the Silver Shield,https://yugipedia.com/wiki/Blackwing_-_Mistral_the_Silver_Shield,,2023-03-18 05:26:57,"('Type',)",New
Blackwing - Sharnga the Waning Moon,54594017,"('Blackwing',)","('Condition', 'Quick Effect', 'Unclassified effect')",,Blackwing - Sharnga the Waning Moon,https://yugipedia.com/wiki/Blackwing_-_Sharnga_the_Waning_Moon,,2023-05-09 20:18:06,,Old
Blackwing - Sharnga the Waning Moon,54594017,"('Blackwing',)","('Condition', 'Quick Effect', 'Unclassified effect')",Not yet released,Blackwing - Sharnga the Waning Moon,https://yugipedia.com/wiki/Blackwing_-_Sharnga_the_Waning_Moon,,2023-06-13 17:13:11,,New
Blackwing - Shura the Blue Flame,58820853,,"('Trigger Effect',)",Unlimited,Blackwing - Shura the Blue Flame,https://yugipedia.com/wiki/Blackwing_-_Shura_the_Blue_Flame,,2023-03-18 05:28:12,"('Any',)",Old
Blackwing - Shura the Blue Flame,58820853,"('Blackwing',)","('Trigger Effect',)",Unlimited,Blackwing - Shura the Blue Flame,https://yugipedia.com/wiki/Blackwing_-_Shura_the_Blue_Flame,,2023-03-18 05:28:12,"('Any',)",New
Blackwing - Simoon the Poison Wind,81470373,,"('Condition', 'Ignition Effect', 'Lingering effect')",Unlimited,Blackwing - Simoon the Poison Wind,https://yugipedia.com/wiki/Blackwing_-_Simoon_the_Poison_Wind,,2023-06-05 12:07:35,,Old
Blackwing - Simoon the Poison Wind,81470373,"('Blackwing',)","('Condition', 'Ignition Effect', 'Lingering effect')",Unlimited,Blackwing - Simoon the Poison Wind,https://yugipedia.com/wiki/Blackwing_-_Simoon_the_Poison_Wind,,2023-06-05 12:07:35,,New
Blackwing - Steam the Cloak,09047460,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Blackwing - Steam the Cloak,https://yugipedia.com/wiki/Blackwing_-_Steam_the_Cloak,,2023-03-16 01:29:46,"('Type',)",Old
Blackwing - Steam the Cloak,09047460,"('Blackwing',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Blackwing - Steam the Cloak,https://yugipedia.com/wiki/Blackwing_-_Steam_the_Cloak,,2023-03-16 01:29:46,"('Type',)",New
Blackwing - Tornado the Reverse Wind,73534250,,"('Trigger Effect',)",Unlimited,Blackwing - Tornado the Reverse Wind,https://yugipedia.com/wiki/Blackwing_-_Tornado_the_Reverse_Wind,,2023-03-18 05:29:44,,Old
Blackwing - Tornado the Reverse Wind,73534250,"('Blackwing',)","('Trigger Effect',)",Unlimited,Blackwing - Tornado the Reverse Wind,https://yugipedia.com/wiki/Blackwing_-_Tornado_the_Reverse_Wind,,2023-03-18 05:29:44,,New
Blackwing - Zephyros the Elite,14785765,,"('Condition', 'Ignition Effect')",Unlimited,Blackwing - Zephyros the Elite,https://yugipedia.com/wiki/Blackwing_-_Zephyros_the_Elite,,2023-04-10 18:12:01,"('Type',)",Old
Blackwing - Zephyros the Elite,14785765,"('Blackwing',)","('Condition', 'Ignition Effect')",Unlimited,Blackwing - Zephyros the Elite,https://yugipedia.com/wiki/Blackwing_-_Zephyros_the_Elite,,2023-04-10 18:12:01,"('Type',)",New
Blackwing Armed Wing,76913983,,"('Continuous Effect',)",Unlimited,Blackwing Armed Wing,https://yugipedia.com/wiki/Blackwing_Armed_Wing,"('Edited',)",2023-03-18 05:30:53,"('Name', 'Type')",Old
Blackwing Armed Wing,76913983,"('Blackwing',)","('Continuous Effect',)",Unlimited,Blackwing Armed Wing,https://yugipedia.com/wiki/Blackwing_Armed_Wing,"('Edited',)",2023-03-18 05:30:53,"('Name', 'Type')",New
Blade Armor Ninja,82944432,,"('Ignition Effect',)",Unlimited,Blade Armor Ninja,https://yugipedia.com/wiki/Blade_Armor_Ninja,,2023-06-09 04:26:00,"('Any',)",Old
Blade Armor Ninja,82944432,"('Armor Ninja', 'Heart', 'Ninja')","('Ignition Effect',)",Unlimited,Blade Armor Ninja,https://yugipedia.com/wiki/Blade_Armor_Ninja,,2023-06-09 04:26:00,"('Any',)",New
Blade Bounzer,70194827,,"('Trigger Effect',)",Unlimited,Blade Bounzer,https://yugipedia.com/wiki/Blade_Bounzer,,2023-03-18 05:32:30,,Old
Blade Bounzer,70194827,"('Bounzer',)","('Trigger Effect',)",Unlimited,Blade Bounzer,https://yugipedia.com/wiki/Blade_Bounzer,,2023-03-18 05:32:30,,New
Blade Skater,97023549,,,Unlimited,Blade Skater,https://yugipedia.com/wiki/Blade_Skater,"('Edited',)",2023-03-18 05:33:48,"('Type',)",Old
Blade Skater,97023549,"('Cyber Girl',)",,Unlimited,Blade Skater,https://yugipedia.com/wiki/Blade_Skater,"('Edited',)",2023-03-18 05:33:48,"('Type',)",New
Bladefly,28470714,,"('Continuous Effect',)",Unlimited,Bladefly,https://yugipedia.com/wiki/Bladefly,,2023-05-14 20:38:43,,Old
Bladefly,28470714,"('Attribute Booster',)","('Continuous Effect',)",Unlimited,Bladefly,https://yugipedia.com/wiki/Bladefly,,2023-05-14 20:38:43,,New
Blast Magician,21051146,,"('Continuous Effect', 'Ignition Effect')",Unlimited,Blast Magician,https://yugipedia.com/wiki/Blast_Magician,,2023-03-18 05:35:50,"('Any',)",Old
Blast Magician,21051146,"('Magician', 'Void')","('Continuous Effect', 'Ignition Effect')",Unlimited,Blast Magician,https://yugipedia.com/wiki/Blast_Magician,,2023-03-18 05:35:50,"('Any',)",New
Blaze Cannon,04059313,,"('Condition', 'Continuous Effect', 'Effect', 'Trigger Effect')",Unlimited,Blaze Cannon,https://yugipedia.com/wiki/Blaze_Cannon,,2023-03-18 05:38:15,,Old
Blaze Cannon,04059313,"('Blaze Accelerator (archetype)', 'Signature move')","('Condition', 'Continuous Effect', 'Effect', 'Trigger Effect')",Unlimited,Blaze Cannon,https://yugipedia.com/wiki/Blaze_Cannon,,2023-03-18 05:38:15,,New
Blazing Inpachi,05464695,,,Unlimited,Blazing Inpachi,https://yugipedia.com/wiki/Blazing_Inpachi,,2023-05-18 20:10:53,"('Name', 'Type')",Old
Blazing Inpachi,05464695,"('Inpachi (series)',)",,Unlimited,Blazing Inpachi,https://yugipedia.com/wiki/Blazing_Inpachi,,2023-05-18 20:10:53,"('Name', 'Type')",New
Blazing Mirror Force,75249652,,"('Activation condition', 'Effect')",Unlimited,Blazing Mirror Force,https://yugipedia.com/wiki/Blazing_Mirror_Force,,2023-03-18 05:40:14,,Old
Blazing Mirror Force,75249652,"('Mirror Trap (series)',)","('Activation condition', 'Effect')",Unlimited,Blazing Mirror Force,https://yugipedia.com/wiki/Blazing_Mirror_Force,,2023-03-18 05:40:14,,New
Blindly Loyal Goblin,35215622,,"('Continuous Effect',)",Unlimited,Blindly Loyal Goblin,https://yugipedia.com/wiki/Blindly_Loyal_Goblin,,2023-05-19 21:07:03,,Old
Blindly Loyal Goblin,35215622,"('Goblin',)","('Continuous Effect',)",Unlimited,Blindly Loyal Goblin,https://yugipedia.com/wiki/Blindly_Loyal_Goblin,,2023-05-19 21:07:03,,New
Blue Dragon Ninja,14568951,,"('Quick Effect',)",Unlimited,Blue Dragon Ninja,https://yugipedia.com/wiki/Blue_Dragon_Ninja,,2023-03-18 05:49:33,,Old
Blue Dragon Ninja,14568951,"('Dragon Ninja', 'Ninja')","('Quick Effect',)",Unlimited,Blue Dragon Ninja,https://yugipedia.com/wiki/Blue_Dragon_Ninja,,2023-03-18 05:49:33,,New
Blue Flame Swordsman,50903514,,"('Quick Effect', 'Trigger Effect')",Unlimited,Blue Flame Swordsman,https://yugipedia.com/wiki/Blue_Flame_Swordsman,,2023-03-18 05:50:42,"('Any',)",Old
Blue Flame Swordsman,50903514,"('Flame Swordsman (series)',)","('Quick Effect', 'Trigger Effect')",Unlimited,Blue Flame Swordsman,https://yugipedia.com/wiki/Blue_Flame_Swordsman,,2023-03-18 05:50:42,"('Any',)",New
Blue Mountain Butterspy,54582424,,"('Condition', 'Summoning condition', 'Trigger Effect')",Unlimited,Blue Mountain Butterspy,https://yugipedia.com/wiki/Blue_Mountain_Butterspy,,2023-03-18 05:51:31,"('Any',)",Old
Blue Mountain Butterspy,54582424,"('Butterspy',)","('Condition', 'Summoning condition', 'Trigger Effect')",Unlimited,Blue Mountain Butterspy,https://yugipedia.com/wiki/Blue_Mountain_Butterspy,,2023-03-18 05:51:31,"('Any',)",New
Blue Rose Dragon,98884569,,"('Trigger Effect',)",Unlimited,Blue Rose Dragon,https://yugipedia.com/wiki/Blue_Rose_Dragon,,2023-03-18 05:51:55,"('Any',)",Old
Blue Rose Dragon,98884569,"('Rose', 'Rose Dragon')","('Trigger Effect',)",Unlimited,Blue Rose Dragon,https://yugipedia.com/wiki/Blue_Rose_Dragon,,2023-03-18 05:51:55,"('Any',)",New
Blue Thunder T-45,14089428,,"('Trigger Effect',)",Unlimited,Blue Thunder T-45,https://yugipedia.com/wiki/Blue_Thunder_T-45,,2023-05-22 13:07:54,"('Any',)",Old
Blue Thunder T-45,14089428,"('Konami Arcade Games',)","('Trigger Effect',)",Unlimited,Blue Thunder T-45,https://yugipedia.com/wiki/Blue_Thunder_T-45,,2023-05-22 13:07:54,"('Any',)",New
Blue-Eyes Abyss Dragon,64202399,,"('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Blue-Eyes Abyss Dragon,https://yugipedia.com/wiki/Blue-Eyes_Abyss_Dragon,,2023-04-27 19:54:59,,Old
Blue-Eyes Abyss Dragon,64202399,"('Blue-Eyes',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Blue-Eyes Abyss Dragon,https://yugipedia.com/wiki/Blue-Eyes_Abyss_Dragon,,2023-06-17 17:58:22,,New
Blue-Eyes Alternative Ultimate Dragon,43228023,,"('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Blue-Eyes Alternative Ultimate Dragon,https://yugipedia.com/wiki/Blue-Eyes_Alternative_Ultimate_Dragon,,2023-03-16 00:06:42,,Old
Blue-Eyes Alternative Ultimate Dragon,43228023,"('-Eyes Dragon', 'Blue-Eyes')","('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Blue-Eyes Alternative Ultimate Dragon,https://yugipedia.com/wiki/Blue-Eyes_Alternative_Ultimate_Dragon,,2023-06-17 17:58:26,,New
Blue-Eyes Chaos MAX Dragon,55410871,,"('Continuous Effect', 'Summoning condition')",Unlimited,Blue-Eyes Chaos MAX Dragon,https://yugipedia.com/wiki/Blue-Eyes_Chaos_MAX_Dragon,,2023-03-18 05:53:47,"('Any',)",Old
Blue-Eyes Chaos MAX Dragon,55410871,"('-Eyes Dragon', 'Blue-Eyes', 'Chaos')","('Continuous Effect', 'Summoning condition')",Unlimited,Blue-Eyes Chaos MAX Dragon,https://yugipedia.com/wiki/Blue-Eyes_Chaos_MAX_Dragon,,2023-06-16 21:00:38,"('Any',)",New
Blue-Eyes Spirit Dragon,59822133,,"('Continuous Effect', 'Quick Effect')",Unlimited,Blue-Eyes Spirit Dragon,https://yugipedia.com/wiki/Blue-Eyes_Spirit_Dragon,,2023-03-16 17:36:10,"('Any',)",Old
Blue-Eyes Spirit Dragon,59822133,"('-Eyes Dragon', 'Blue-Eyes')","('Continuous Effect', 'Quick Effect')",Unlimited,Blue-Eyes Spirit Dragon,https://yugipedia.com/wiki/Blue-Eyes_Spirit_Dragon,,2023-06-17 18:18:19,"('Any',)",New
Blue-Eyes Tyrant Dragon,11443677,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Blue-Eyes Tyrant Dragon,https://yugipedia.com/wiki/Blue-Eyes_Tyrant_Dragon,,2023-03-18 05:55:43,,Old
