Name,Password,Card type,Property,Archseries,Attribute,Primary type,Secondary type,Monster type,Effect type,DEF,ATK,Level/Rank,TCG status,OCG status,TCG Speed Duel status,Page name,Page URL,Artwork,Modification date,Character
Dark Ruler Ha Des,53982768,Monster Card,,,DARK,Effect Monster,,Fiend,"('Condition', 'Continuous Effect')",1600,2450,6,Unlimited,Unlimited,Unlimited,Dark Ruler Ha Des,https://yugipedia.com/wiki/Dark_Ruler_Ha_Des,"('Edited',)",2023-06-19 18:52:33,
Dark Scorpion - Chick the Yellow,61587183,Monster Card,,"('Dark Scorpion',)",DARK,Effect Monster,,Warrior,"('Trigger Effect',)",1000,1000,3,Unlimited,Unlimited,Unlimited,Dark Scorpion - Chick the Yellow,https://yugipedia.com/wiki/Dark_Scorpion_-_Chick_the_Yellow,,2023-05-19 21:06:10,
Dark Scorpion - Cliff the Trap Remover,06967870,Monster Card,,"('Dark Scorpion',)",DARK,Effect Monster,,Warrior,"('Trigger Effect',)",1000,1200,3,Unlimited,Unlimited,Unlimited,Dark Scorpion - Cliff the Trap Remover,https://yugipedia.com/wiki/Dark_Scorpion_-_Cliff_the_Trap_Remover,,2023-04-06 19:41:43,
Dark Scorpion - Gorg the Strong,48768179,Monster Card,,"('Dark Scorpion',)",DARK,Effect Monster,,Warrior,"('Trigger Effect',)",1500,1800,5,Unlimited,Unlimited,Unlimited,Dark Scorpion - Gorg the Strong,https://yugipedia.com/wiki/Dark_Scorpion_-_Gorg_the_Strong,,2023-05-19 20:58:31,
Dark Scorpion - Meanae the Thorn,74153887,Monster Card,,"('Dark Scorpion',)",DARK,Effect Monster,,Warrior,"('Trigger Effect',)",1800,1000,4,Unlimited,Unlimited,Unlimited,Dark Scorpion - Meanae the Thorn,https://yugipedia.com/wiki/Dark_Scorpion_-_Meanae_the_Thorn,,2023-05-19 20:57:55,
Dark Smog,41930553,Trap Card,Continuous Trap Card,,,,,,"('Quick-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Dark Smog,https://yugipedia.com/wiki/Dark_Smog,,2023-03-18 12:03:43,
Dark Summoning Beast,87917187,Monster Card,,,DARK,Effect Monster,,Fiend,"('Condition', 'Ignition Effect')",0,0,5,Unlimited,Unlimited,Unlimited,Dark Summoning Beast,https://yugipedia.com/wiki/Dark_Summoning_Beast,,2023-06-17 19:00:22,
Dark Unity,,Skill Card,,,,,,,,,,,Illegal,,Legal,Dark Unity,https://yugipedia.com/wiki/Dark_Unity,,2023-06-22 23:17:17,The Supreme King
Dark World Lightning,93554166,Spell Card,Normal Spell Card,"('Dark World',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Dark World Lightning,https://yugipedia.com/wiki/Dark_World_Lightning,,2023-03-31 19:18:05,
Darkbishop Archfiend,35798491,Monster Card,,"('Archfiend',)",WATER,Effect Monster,,Fiend,"('Continuous Effect', 'Maintenance cost')",1400,300,3,Unlimited,Unlimited,Unlimited,Darkbishop Archfiend,https://yugipedia.com/wiki/Darkbishop_Archfiend,,2023-05-19 20:55:58,
Darklight,29876529,Trap Card,Normal Trap Card,,,,,,"('Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Darklight,https://yugipedia.com/wiki/Darklight,,2023-03-18 12:12:00,
De-Fusion,95286165,Spell Card,Quick-Play Spell Card,"('Polymerization (archetype)',)",,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,De-Fusion,https://yugipedia.com/wiki/De-Fusion,,2023-03-18 12:24:01,
De-Spell,19159413,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,De-Spell,https://yugipedia.com/wiki/De-Spell,,2023-03-18 12:24:24,
Decayed Commander,10209545,Monster Card,,,EARTH,Effect Monster,,Zombie,"('Trigger Effect',)",1500,1000,4,Unlimited,Unlimited,Unlimited,Decayed Commander,https://yugipedia.com/wiki/Decayed_Commander,,2023-06-29 14:01:07,
Dekoichi the Battlechanted Locomotive,87621407,Monster Card,,,DARK,Effect Monster,"('Flip monster',)",Machine,"('Flip effect',)",1000,1400,4,Unlimited,Unlimited,Unlimited,Dekoichi the Battlechanted Locomotive,https://yugipedia.com/wiki/Dekoichi_the_Battlechanted_Locomotive,,2023-06-29 13:28:48,
Delicious Morsel!,,Skill Card,,,,,,,,,,,Illegal,,Legal,Delicious Morsel!,https://yugipedia.com/wiki/Delicious_Morsel!,,2023-04-06 18:54:51,Camula
Delta The Magnet Warrior,12262393,Monster Card,,"('Magnet Warrior', 'Warrior (archetype)')",EARTH,Effect Monster,,Rock,"('Condition', 'Trigger Effect')",1400,1600,4,Unlimited,Unlimited,Unlimited,Delta The Magnet Warrior,https://yugipedia.com/wiki/Delta_The_Magnet_Warrior,,2023-06-28 14:45:44,
Delta Tri,12079734,Monster Card,,"('Konami Arcade Games',)",LIGHT,Effect Monster,,Machine,"('Trigger Effect',)",1000,1200,4,Unlimited,Unlimited,Unlimited,Delta Tri,https://yugipedia.com/wiki/Delta_Tri,,2023-03-18 12:37:45,
Des Kangaroo,78613627,Monster Card,,"('Kangaroo',)",DARK,Effect Monster,,Beast,"('Trigger Effect',)",1700,1500,4,Unlimited,Unlimited,Unlimited,Des Kangaroo,https://yugipedia.com/wiki/Des_Kangaroo,,2023-05-18 20:36:03,
Des Koala,69579761,Monster Card,,"('Koala',)",DARK,Effect Monster,"('Flip monster',)",Beast,"('Flip effect',)",1800,1100,3,Unlimited,Unlimited,Unlimited,Des Koala,https://yugipedia.com/wiki/Des_Koala,,2023-03-16 14:33:10,
Des Lacooda,02326738,Monster Card,,,EARTH,Effect Monster,,Zombie,"('Ignition Effect', 'Trigger Effect')",600,500,3,Unlimited,Unlimited,Unlimited,Des Lacooda,https://yugipedia.com/wiki/Des_Lacooda,,2023-03-18 12:41:00,
Des Wombat,09637706,Monster Card,,,EARTH,Effect Monster,,Beast,"('Continuous Effect',)",300,1600,3,Unlimited,Unlimited,Unlimited,Des Wombat,https://yugipedia.com/wiki/Des_Wombat,,2023-03-18 12:41:37,
Desert Twister,81977953,Monster Card,,,WIND,Effect Monster,,Fiend,"('Ignition Effect', 'Summoning condition')",2000,2300,6,Unlimited,Unlimited,Unlimited,Desert Twister,https://yugipedia.com/wiki/Desert_Twister,,2023-05-07 19:37:11,
Despair from the Dark,71200730,Monster Card,,,DARK,Effect Monster,,Zombie,"('Trigger Effect',)",3000,2800,8,Unlimited,Unlimited,Unlimited,Despair from the Dark,https://yugipedia.com/wiki/Despair_from_the_Dark,,2023-05-19 21:06:39,
Desrook Archfiend,72192100,Monster Card,,"('Archfiend',)",LIGHT,Effect Monster,,Fiend,"('Continuous Effect', 'Maintenance cost', 'Quick Effect')",1800,1100,3,Unlimited,Unlimited,Unlimited,Desrook Archfiend,https://yugipedia.com/wiki/Desrook_Archfiend,,2023-06-22 02:31:26,
Destiny Draw,,Skill Card,,,,,,,,,,,Illegal,,Legal,Destiny Draw (Skill Card),https://yugipedia.com/wiki/Destiny_Draw_(Skill_Card),,2023-03-18 12:51:04,Yami Yugi
Destiny End Dragoon,76263644,Monster Card,,,DARK,Fusion Monster,,Warrior,"('Ignition Effect', 'Summoning condition', 'Trigger Effect')",3000,3000,10,Unlimited,Unlimited,Unlimited,Destiny End Dragoon,https://yugipedia.com/wiki/Destiny_End_Dragoon,,2023-06-19 21:43:20,
Destiny HERO - Blade Master,55461064,Monster Card,,"('Destiny HERO', 'HERO')",DARK,Effect Monster,,Warrior,"('Quick Effect',)",600,300,3,Unlimited,Unlimited,Unlimited,Destiny HERO - Blade Master,https://yugipedia.com/wiki/Destiny_HERO_-_Blade_Master,,2023-03-18 12:53:14,
Destiny HERO - Dangerous,30757127,Monster Card,,"('Destiny HERO', 'HERO')",DARK,Fusion Monster,,Warrior,"('Condition', 'Quick Effect')",2600,2000,6,Unlimited,Unlimited,Unlimited,Destiny HERO - Dangerous,https://yugipedia.com/wiki/Destiny_HERO_-_Dangerous,,2023-03-18 12:53:51,
Destiny HERO - Dark Angel,26964762,Monster Card,,"('Destiny HERO', 'HERO')",DARK,Effect Monster,,Warrior,"('Continuous Effect', 'Ignition Effect', 'Trigger Effect')",0,0,1,Unlimited,Unlimited,Unlimited,Destiny HERO - Dark Angel,https://yugipedia.com/wiki/Destiny_HERO_-_Dark_Angel,,2023-03-18 12:54:01,
Destiny HERO - Dasher,81866673,Monster Card,,"('Destiny HERO', 'HERO')",DARK,Effect Monster,,Warrior,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",1000,2100,6,Unlimited,Unlimited,Unlimited,Destiny HERO - Dasher,https://yugipedia.com/wiki/Destiny_HERO_-_Dasher,,2023-03-18 12:54:13,
Destiny HERO - Diamond Dude,13093792,Monster Card,,"('Destiny HERO', 'HERO')",DARK,Effect Monster,,Warrior,"('Condition', 'Ignition Effect')",1600,1400,4,Unlimited,Unlimited,Unlimited,Destiny HERO - Diamond Dude,https://yugipedia.com/wiki/Destiny_HERO_-_Diamond_Dude,,2023-05-07 19:39:26,
Destiny HERO - Dogma,17132130,Monster Card,,"('Destiny HERO', 'HERO')",DARK,Effect Monster,,Warrior,"('Summoning condition', 'Trigger Effect')",2400,3400,8,Unlimited,Unlimited,Unlimited,Destiny HERO - Dogma,https://yugipedia.com/wiki/Destiny_HERO_-_Dogma,,2023-03-18 12:55:40,
Destiny HERO - Doom Lord,41613948,Monster Card,,"('Destiny HERO', 'HERO')",DARK,Effect Monster,,Warrior,"('Ignition Effect',)",800,600,3,Unlimited,Unlimited,Unlimited,Destiny HERO - Doom Lord,https://yugipedia.com/wiki/Destiny_HERO_-_Doom_Lord,,2023-03-18 12:55:54,
Destiny HERO - Fear Monger,80744121,Monster Card,,"('Destiny HERO', 'HERO')",DARK,Effect Monster,,Warrior,"('Trigger Effect',)",1000,1000,4,Unlimited,Unlimited,Unlimited,Destiny HERO - Fear Monger,https://yugipedia.com/wiki/Destiny_HERO_-_Fear_Monger,,2023-03-16 01:15:50,
Destiny HERO - Malicious,09411399,Monster Card,,"('Destiny HERO', 'HERO')",DARK,Effect Monster,,Warrior,"('Ignition Effect',)",800,800,6,Semi-Limited,Semi-Limited,Unlimited,Destiny HERO - Malicious,https://yugipedia.com/wiki/Destiny_HERO_-_Malicious,,2023-06-29 12:48:13,
Destiny HERO - Plasma,83965310,Monster Card,,"('Destiny HERO', 'HERO')",DARK,Effect Monster,,Warrior,"('Continuous Effect', 'Ignition Effect', 'Summoning condition')",600,1900,8,Unlimited,Unlimited,Unlimited,Destiny HERO - Plasma,https://yugipedia.com/wiki/Destiny_HERO_-_Plasma,"('Alternate',)",2023-03-15 03:44:13,
Destiny Signal,35464895,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Destiny Signal,https://yugipedia.com/wiki/Destiny_Signal,,2023-03-18 12:59:04,
Destroyer Golem,73481154,Monster Card,,,EARTH,Normal Monster,,Rock,,1000,1500,4,Unlimited,Unlimited,Unlimited,Destroyer Golem,https://yugipedia.com/wiki/Destroyer_Golem,,2023-05-14 21:03:51,
Destruction Swordsman Fusion,41940225,Spell Card,Quick-Play Spell Card,"('Destruction Sword', 'Polymerization (archetype)')",,,,,"('Condition', 'Effect', 'Ignition-like Effect')",,,,Unlimited,Unlimited,Unlimited,Destruction Swordsman Fusion,https://yugipedia.com/wiki/Destruction_Swordsman_Fusion,,2023-06-19 20:25:08,
Diamond-Dust Cyclone,19980975,Spell Card,Quick-Play Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Diamond-Dust Cyclone,https://yugipedia.com/wiki/Diamond-Dust_Cyclone,,2023-04-07 20:06:59,
Dicephoon,03493058,Spell Card,Quick-Play Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Dicephoon,https://yugipedia.com/wiki/Dicephoon,,2023-03-18 13:10:33,
Different Dimension Capsule,11961740,Spell Card,Normal Spell Card,,,,,,"('Condition', 'Continuous-like Effect', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Different Dimension Capsule,https://yugipedia.com/wiki/Different_Dimension_Capsule,,2023-03-18 13:11:09,
Different Dimension Encounter,39900763,Trap Card,Normal Trap Card,"('D.D.',)",,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Different Dimension Encounter,https://yugipedia.com/wiki/Different_Dimension_Encounter,,2023-04-08 22:41:51,
Different Dimension Gate,56460688,Spell Card,Continuous Spell Card,"('D.D.',)",,,,,"('Activation condition', 'Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Different Dimension Gate,https://yugipedia.com/wiki/Different_Dimension_Gate,,2023-05-19 21:02:20,
Diffusion Wave-Motion,87880531,Spell Card,Normal Spell Card,,,,,,"('Activation condition', 'Condition', 'Cost', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Diffusion Wave-Motion,https://yugipedia.com/wiki/Diffusion_Wave-Motion,,2023-03-18 13:12:19,
Digging for Gold,,Skill Card,,,,,,,,,,,Illegal,,Legal,Digging for Gold,https://yugipedia.com/wiki/Digging_for_Gold,,2023-03-18 13:13:06,David
Dimensional Alchemist,36733451,Monster Card,,,LIGHT,Effect Monster,,Fairy,"('Ignition Effect', 'Trigger Effect')",200,1300,4,Unlimited,Unlimited,Unlimited,Dimensional Alchemist,https://yugipedia.com/wiki/Dimensional_Alchemist,,2023-03-18 13:20:37,
Dino Destruction,,Skill Card,,,,,,,,,,,Illegal,,Legal,Dino Destruction,https://yugipedia.com/wiki/Dino_Destruction,,2023-03-18 13:22:46,Rex Raptor
Dinosaur Kingdom,,Skill Card,Field Spell Card,,,,,,,,,,Illegal,,Legal,Dinosaur Kingdom,https://yugipedia.com/wiki/Dinosaur_Kingdom,,2023-03-18 13:29:42,Rex Raptor
Diskblade Rider,41113025,Monster Card,,"('Rider',)",WIND,Effect Monster,,Fiend,"('Ignition Effect',)",1500,1700,4,Unlimited,Unlimited,Unlimited,Diskblade Rider,https://yugipedia.com/wiki/Diskblade_Rider,,2023-04-08 22:42:05,
Disposable Learner Device,42149850,Spell Card,Equip Spell Card,,,,,,"('Condition', 'Continuous-like Effect', 'Trigger Effect')",,,,Unlimited,Unlimited,Unlimited,Disposable Learner Device,https://yugipedia.com/wiki/Disposable_Learner_Device,,2023-03-16 15:19:21,
Djinn Disserere of Rituals,30492798,Monster Card,,"('Djinn', 'Djinn of Rituals')",DARK,Effect Monster,,Fiend,"('Unclassified effect',)",200,200,1,Unlimited,Unlimited,Unlimited,Djinn Disserere of Rituals,https://yugipedia.com/wiki/Djinn_Disserere_of_Rituals,,2023-03-18 13:41:52,
Djinn Prognosticator of Rituals,04141820,Monster Card,,"('Djinn', 'Djinn of Rituals')",DARK,Effect Monster,,Fiend,"('Unclassified effect',)",300,400,3,Unlimited,Unlimited,Unlimited,Djinn Prognosticator of Rituals,https://yugipedia.com/wiki/Djinn_Prognosticator_of_Rituals,,2023-03-18 13:42:25,
Doble Passe,79997591,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Doble Passe,https://yugipedia.com/wiki/Doble_Passe,,2023-03-18 13:44:08,
"Dogoran, the Mad Flame Kaiju",93332803,Monster Card,,"('Kaiju',)",FIRE,Effect Monster,,Dinosaur,"('Ignition Effect', 'Unclassified effect')",1200,3000,8,Unlimited,Unlimited,Unlimited,"Dogoran, the Mad Flame Kaiju","https://yugipedia.com/wiki/Dogoran,_the_Mad_Flame_Kaiju",,2023-03-18 13:51:44,
Dokurorider,99721536,Monster Card,,"('Rider',)",DARK,Ritual Monster,,Zombie,,1850,1900,6,Unlimited,Unlimited,Unlimited,Dokurorider,https://yugipedia.com/wiki/Dokurorider,,2023-06-16 20:13:01,
Dokuroyaiba,30325729,Monster Card,,,FIRE,Normal Monster,,Fiend,,400,1000,3,Unlimited,Unlimited,Unlimited,Dokuroyaiba,https://yugipedia.com/wiki/Dokuroyaiba,,2023-05-15 18:41:53,
Don Zaloog,76922029,Monster Card,,,DARK,Effect Monster,,Warrior,"('Trigger Effect',)",1500,1400,4,Unlimited,Unlimited,Unlimited,Don Zaloog,https://yugipedia.com/wiki/Don_Zaloog,"('Edited',)",2023-06-19 19:03:20,
Double Coston,44436472,Monster Card,,,DARK,Effect Monster,,Zombie,"('Unclassified effect',)",1650,1700,4,Unlimited,Unlimited,Unlimited,Double Coston,https://yugipedia.com/wiki/Double_Coston,,2023-03-18 14:12:55,
Double Cyclone,75652080,Spell Card,Quick-Play Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Double Cyclone,https://yugipedia.com/wiki/Double_Cyclone,,2023-03-18 14:13:17,
Double Evolution Pill,,Skill Card,,,,,,,,,,,Illegal,,Legal,Double Evolution Pill (Skill Card),https://yugipedia.com/wiki/Double_Evolution_Pill_(Skill_Card),,2023-03-18 14:15:00,Rex Raptor
Double Spell,24096228,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Double Spell,https://yugipedia.com/wiki/Double_Spell,,2023-06-11 15:57:00,
Double Summon,43422537,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Double Summon,https://yugipedia.com/wiki/Double_Summon,,2023-03-18 14:19:21,
Dragon Caller,,Skill Card,,,,,,,,,,,Illegal,,Legal,Dragon Caller,https://yugipedia.com/wiki/Dragon_Caller,,2023-06-28 15:15:32,Seto Kaiba
Dragon Force,,Skill Card,,,,,,,,,,,Illegal,,Legal,Dragon Force,https://yugipedia.com/wiki/Dragon_Force,,2023-04-06 18:54:32,Nightshroud
Dragon Zombie,66672569,Monster Card,,"('Zombie counterpart',)",DARK,Normal Monster,,Zombie,,0,1600,3,Unlimited,Unlimited,Unlimited,Dragon Zombie,https://yugipedia.com/wiki/Dragon_Zombie,,2023-03-18 14:38:12,
Dragon's Gunfire,55991637,Spell Card,Normal Spell Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Dragon's Gunfire,https://yugipedia.com/wiki/Dragon%27s_Gunfire,,2023-06-17 07:35:26,
Dragon's Rage,54178050,Trap Card,Continuous Trap Card,,,,,,"('Continuous-like Effect',)",,,,Unlimited,Unlimited,Unlimited,Dragon's Rage,https://yugipedia.com/wiki/Dragon%27s_Rage,,2023-04-10 17:45:10,
Dragon's Rebirth,20638610,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Dragon's Rebirth,https://yugipedia.com/wiki/Dragon%27s_Rebirth,,2023-05-07 19:34:25,
Draining Shield,43250041,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Draining Shield,https://yugipedia.com/wiki/Draining_Shield,,2023-03-18 14:56:15,
Dramatic Rescue,80193355,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Dramatic Rescue,https://yugipedia.com/wiki/Dramatic_Rescue,"('Edited',)",2023-06-19 18:52:16,
Dream Clown,13215230,Monster Card,,,EARTH,Effect Monster,,Warrior,"('Trigger Effect',)",900,1200,3,Unlimited,Unlimited,Unlimited,Dream Clown,https://yugipedia.com/wiki/Dream_Clown,,2023-05-14 20:50:53,
Drillago,99050989,Monster Card,,,DARK,Effect Monster,,Machine,"('Continuous Effect',)",1100,1600,4,Unlimited,Unlimited,Unlimited,Drillago,https://yugipedia.com/wiki/Drillago,,2023-05-18 20:27:20,
Drillroid,71218746,Monster Card,,"('Roid',)",EARTH,Effect Monster,,Machine,"('Trigger Effect',)",1600,1600,4,Unlimited,Unlimited,Unlimited,Drillroid,https://yugipedia.com/wiki/Drillroid,,2023-03-18 15:04:37,
Drop Off,55773067,Trap Card,Normal Trap Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Drop Off,https://yugipedia.com/wiki/Drop_Off,,2023-03-18 15:06:09,
Dunames Dark Witch,12493482,Monster Card,,,LIGHT,Normal Monster,,Fairy,,1050,1800,4,Unlimited,Unlimited,Unlimited,Dunames Dark Witch,https://yugipedia.com/wiki/Dunames_Dark_Witch,"('Edited',)",2023-06-19 18:00:40,
Duoterion,43017476,Monster Card,,,WATER,Effect Monster,,Dinosaur,"('Condition', 'Ignition Effect', 'Trigger Effect')",1400,2000,5,Unlimited,Unlimited,Unlimited,Duoterion,https://yugipedia.com/wiki/Duoterion,,2023-06-29 12:45:59,
Dust Tornado,60082869,Trap Card,Normal Trap Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Dust Tornado,https://yugipedia.com/wiki/Dust_Tornado,,2023-05-15 19:25:21,
Dweller in the Depths,46508640,Monster Card,,,EARTH,Effect Monster,,Dragon,"('Continuous Effect',)",700,1500,3,Unlimited,Unlimited,Unlimited,Dweller in the Depths,https://yugipedia.com/wiki/Dweller_in_the_Depths,,2023-03-18 15:19:11,
Earthbound Spirit,67105242,Monster Card,,,EARTH,Normal Monster,,Fiend,,2000,500,4,Unlimited,Unlimited,Unlimited,Earthbound Spirit,https://yugipedia.com/wiki/Earthbound_Spirit,,2023-05-10 04:56:42,
Earthquake,82828051,Spell Card,Normal Spell Card,,,,,,"('Effect',)",,,,Unlimited,Unlimited,Unlimited,Earthquake,https://yugipedia.com/wiki/Earthquake,"('Edited',)",2023-06-19 19:03:16,
Ectoplasmic Fortification!,,Skill Card,,,,,,,,,,,Illegal,,Legal,Ectoplasmic Fortification!,https://yugipedia.com/wiki/Ectoplasmic_Fortification!,,2023-03-18 15:32:20,Bonz
Elegant Egotist,90219263,Spell Card,Normal Spell Card,,,,,,"('Activation condition', 'Effect')",,,,Unlimited,Unlimited,Unlimited,Elegant Egotist,https://yugipedia.com/wiki/Elegant_Egotist,,2023-06-27 04:32:22,
Element Saurus,92755808,Monster Card,,"('Element',)",DARK,Effect Monster,,Dinosaur,"('Condition', 'Continuous Effect')",1200,1500,4,Unlimited,Unlimited,Unlimited,Element Saurus,https://yugipedia.com/wiki/Element_Saurus,,2023-03-18 15:45:34,
Elemental HERO Avian,21844576,Monster Card,,"('Elemental HERO', 'HERO')",WIND,Normal Monster,,Warrior,,1000,1000,3,Unlimited,Unlimited,Unlimited,Elemental HERO Avian,https://yugipedia.com/wiki/Elemental_HERO_Avian,"('Alternate',)",2023-03-31 19:23:09,
Elemental HERO Bladedge,59793705,Monster Card,,"('Elemental HERO', 'HERO')",EARTH,Effect Monster,,Warrior,"('Continuous Effect',)",1800,2600,7,Unlimited,Unlimited,Unlimited,Elemental HERO Bladedge,https://yugipedia.com/wiki/Elemental_HERO_Bladedge,,2023-03-18 15:50:44,
Elemental HERO Blazeman,63060238,Monster Card,,"('Elemental HERO', 'HERO')",FIRE,Effect Monster,,Warrior,"('Condition', 'Ignition Effect', 'Trigger Effect')",1800,1200,4,Unlimited,Unlimited,Unlimited,Elemental HERO Blazeman,https://yugipedia.com/wiki/Elemental_HERO_Blazeman,,2023-06-28 14:22:55,
Elemental HERO Bubbleman,79979666,Monster Card,,"('Elemental HERO', 'HERO')",WATER,Effect Monster,,Warrior,"('Condition', 'Trigger Effect', 'Unclassified effect')",1200,800,4,Unlimited,Unlimited,Unlimited,Elemental HERO Bubbleman,https://yugipedia.com/wiki/Elemental_HERO_Bubbleman,,2023-03-18 15:51:10,
Elemental HERO Burstinatrix,58932615,Monster Card,,"('Elemental HERO', 'HERO')",FIRE,Normal Monster,,Warrior,,800,1200,3,Unlimited,Unlimited,Unlimited,Elemental HERO Burstinatrix,https://yugipedia.com/wiki/Elemental_HERO_Burstinatrix,"('Alternate', 'Edited')",2023-04-10 17:45:29,
Elemental HERO Clayman,84327329,Monster Card,,"('Elemental HERO', 'HERO')",EARTH,Normal Monster,,Warrior,,2000,800,4,Unlimited,Unlimited,Unlimited,Elemental HERO Clayman,https://yugipedia.com/wiki/Elemental_HERO_Clayman,,2023-03-31 19:22:49,
Elemental HERO Darkbright,41517968,Monster Card,,"('Elemental HERO', 'HERO')",DARK,Fusion Monster,,Warrior,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",1000,2000,6,Unlimited,Unlimited,Unlimited,Elemental HERO Darkbright,https://yugipedia.com/wiki/Elemental_HERO_Darkbright,,2023-06-22 23:10:49,
Elemental HERO Electrum,29343734,Monster Card,,"('Elemental HERO', 'HERO')",LIGHT,Fusion Monster,,Warrior,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",2600,2900,10,Unlimited,Unlimited,Unlimited,Elemental HERO Electrum,https://yugipedia.com/wiki/Elemental_HERO_Electrum,,2023-06-22 23:04:58,
Elemental HERO Flame Wingman,35809262,Monster Card,,"('Elemental HERO', 'HERO', 'Wingman')",WIND,Fusion Monster,,Warrior,"('Summoning condition', 'Trigger Effect')",1200,2100,6,Unlimited,Unlimited,Unlimited,Elemental HERO Flame Wingman,https://yugipedia.com/wiki/Elemental_HERO_Flame_Wingman,,2023-06-22 23:07:35,
Elemental HERO Mariner,14225239,Monster Card,,"('Elemental HERO', 'HERO')",WATER,Fusion Monster,,Warrior,"('Continuous Effect', 'Summoning condition')",1000,1400,5,Unlimited,Unlimited,Unlimited,Elemental HERO Mariner,https://yugipedia.com/wiki/Elemental_HERO_Mariner,,2023-06-22 23:09:56,
Elemental HERO Necroid Shaman,81003500,Monster Card,,"('Elemental HERO', 'HERO', 'Roid')",DARK,Fusion Monster,,Warrior,"('Summoning condition', 'Trigger Effect')",1800,1900,6,Unlimited,Unlimited,Unlimited,Elemental HERO Necroid Shaman,https://yugipedia.com/wiki/Elemental_HERO_Necroid_Shaman,,2023-06-22 23:12:21,
Elemental HERO Necroshade,89252153,Monster Card,,"('Elemental HERO', 'HERO')",DARK,Effect Monster,,Warrior,"('Unclassified effect',)",1800,1600,5,Unlimited,Unlimited,Unlimited,Elemental HERO Necroshade,https://yugipedia.com/wiki/Elemental_HERO_Necroshade,,2023-03-18 15:57:47,
Elemental HERO Nova Master,01945387,Monster Card,,"('Elemental HERO', 'HERO')",FIRE,Fusion Monster,,Warrior,"('Summoning condition', 'Trigger Effect')",2100,2600,8,Unlimited,Unlimited,Unlimited,Elemental HERO Nova Master,https://yugipedia.com/wiki/Elemental_HERO_Nova_Master,,2023-06-16 14:44:15,
Elemental HERO Plasma Vice,60493189,Monster Card,,"('Elemental HERO', 'HERO')",EARTH,Fusion Monster,,Warrior,"('Continuous Effect', 'Ignition Effect', 'Summoning condition')",2300,2600,8,Unlimited,Unlimited,Unlimited,Elemental HERO Plasma Vice,https://yugipedia.com/wiki/Elemental_HERO_Plasma_Vice,,2023-06-22 23:10:56,
Elemental HERO Rampart Blaster,47737087,Monster Card,,"('Elemental HERO', 'HERO')",EARTH,Fusion Monster,,Warrior,"('Continuous Effect', 'Summoning condition')",2500,2000,6,Unlimited,Unlimited,Unlimited,Elemental HERO Rampart Blaster,https://yugipedia.com/wiki/Elemental_HERO_Rampart_Blaster,"('Edited',)",2023-06-22 23:05:26,
Elemental HERO Shining Flare Wingman,25366484,Monster Card,,"('Elemental HERO', 'HERO', 'Wingman')",LIGHT,Fusion Monster,,Warrior,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",2100,2500,8,Unlimited,Unlimited,Unlimited,Elemental HERO Shining Flare Wingman,https://yugipedia.com/wiki/Elemental_HERO_Shining_Flare_Wingman,,2023-06-22 23:08:02,
Elemental HERO Sparkman,20721928,Monster Card,,"('Elemental HERO', 'HERO')",LIGHT,Normal Monster,,Warrior,,1400,1600,4,Unlimited,Unlimited,Unlimited,Elemental HERO Sparkman,https://yugipedia.com/wiki/Elemental_HERO_Sparkman,"('Alternate',)",2023-03-31 19:22:37,
