Name,Legend,Maximum mode,Version
Dragonlion Pit Trap,True,True,Old
Dragorite,True,True,Old
Dragorite,False,False,New
Dragosite,False,False,New
Dragosite,True,True,Old
Dramoth Caterpillar,True,True,Old
Dramoth Caterpillar,False,False,New
Dream Drummer,True,True,Old
Dream Drummer,False,False,New
Dream Ladybug Rainbow,False,False,New
Dream Ladybug Rainbow,True,True,Old
Drilling Mandrill,True,True,Old
Drilling Mandrill,False,False,New
Drilling Tractiger,True,True,Old
Drilling Tractiger,False,False,New
Driving Snow,True,True,Old
Driving Snow,False,False,New
Drukmoor the Skysavior Phantom,False,False,New
Drukmoor the Skysavior Phantom,True,True,Old
Dual Coretls,True,True,Old
Dual Coretls,False,False,New
Dunkes the Skysavior Knight,False,False,New
Dunkes the Skysavior Knight,True,True,Old
Durga the Shadow Flower Stealth Submarine,True,True,Old
Durga the Shadow Flower Stealth Submarine,False,False,New
Dynamic Dino Dynamix,False,False,New
Dynamic Dino Dynamix,True,True,Old
Dynamic Dino Dynamix [L],True,True,Old
Dynamic Dino Dynamix [L],False,False,New
Dynamic Dino Dynamix [R],False,False,New
Dynamic Dino Dynamix [R],True,True,Old
Dynamo Might,True,True,Old
Dynamo Might,False,False,New
Earth Pressure Explosion,True,True,Old
Earth Pressure Explosion,False,False,New
Ecdysis Caliguleon,True,True,Old
Ecdysis Caliguleon,False,False,New
Echeclus the Star Knight,False,False,New
Echeclus the Star Knight,True,True,Old
Eclipse,True,True,Old
Eclipse,False,False,New
Eldign Patrol Ship,True,True,Old
Eldign Patrol Ship,False,False,New
Electrical Discharge,True,True,Old
Electrical Discharge,False,False,New
Elegant Fire Bird Harpuia,False,False,New
Elegant Fire Bird Harpuia,True,True,Old
Elephound,False,False,New
Elephound,True,True,Old
Elepsychic Amp Up,False,False,New
Elepsychic Amp Up,True,True,Old
Embryonic Dark Ruler,False,False,New
Embryonic Dark Ruler,True,True,Old
Emergency Return,True,True,Old
Emergency Return,False,False,New
Emitter Stag,True,True,Old
Emitter Stag,False,False,New
Emperor of the Land and Sea,True,True,Old
Emperor of the Land and Sea,False,False,New
Enchanting Mermaid,False,False,New
Enchanting Mermaid,True,True,Old
Endless Romance Blitz,False,False,New
Endless Romance Blitz,True,True,Old
Endoll,True,True,Old
Endoll,False,False,New
Engage and Strike!,False,False,New
Engage and Strike!,True,True,Old
Engine Reviver,True,True,Old
Engine Reviver,False,False,New
Enraged Scale Liberation,False,False,New
Enraged Scale Liberation,True,True,Old
Ensembullfighter the Music Fiend,False,False,New
Ensembullfighter the Music Fiend,True,True,Old
Esperade the Smashing Superstar,False,False,New
Esperade the Smashing Superstar,True,True,Old
Eternal Freeze,False,False,New
Eternal Freeze,True,True,Old
Ether Escape,False,False,New
Ether Escape,True,True,Old
Ether Fast Striker,False,False,New
Ether Fast Striker,True,True,Old
Ether Finder,False,False,New
Ether Finder,True,True,Old
Ether Seeker,False,False,New
Ether Seeker,True,True,Old
Ethyl the Flame Jinn of the Lamp,False,False,New
Ethyl the Flame Jinn of the Lamp,True,True,Old
Etraynze the Shadow Flower Ninja,True,True,Old
Etraynze the Shadow Flower Ninja,False,False,New
Eve of the Big March,True,True,Old
Eve of the Big March,False,False,New
Evil Star Beacon,False,False,New
Evil Star Beacon,True,True,Old
Evolution Rush Burst,False,False,New
Evolution Rush Burst,True,True,Old
Ewekai - Grudges from the Grave,False,False,New
Ewekai - Grudges from the Grave,True,True,Old
Ewekai Airaries,True,True,Old
Ewekai Airaries,False,False,New
Ewekai Aquasheep,True,True,Old
Ewekai Aquasheep,False,False,New
Ewekai Grounmouton,False,False,New
Ewekai Grounmouton,True,True,Old
Ewekai Nightmutton,False,False,New
Ewekai Nightmutton,True,True,Old
Ewekai Planeau,False,False,New
Ewekai Planeau,True,True,Old
Ewekai Pyrowool,False,False,New
Ewekai Pyrowool,True,True,Old
Ewekai Thunderlambda,False,False,New
Ewekai Thunderlambda,True,True,Old
Ewekai Waveschaf,False,False,New
Ewekai Waveschaf,True,True,Old
ExPress Train,False,False,New
ExPress Train,True,True,Old
Excutie Break!,False,False,New
Excutie Break!,True,True,Old
Excutie Catch!,True,True,Old
Excutie Catch!,False,False,New
Excutie Emergency!,False,False,New
Excutie Emergency!,True,True,Old
Excutie Feena,False,False,New
Excutie Feena,True,True,Old
Excutie Fermi,True,True,Old
Excutie Fermi,False,False,New
Excutie Flame,True,True,Old
Excutie Flame,False,False,New
Excutie Floa,False,False,New
Excutie Floa,True,True,Old
Excutie Leir,True,True,Old
Excutie Leir,False,False,New
Excutie Lilius,True,True,Old
Excutie Lilius,False,False,New
Excutie Lucy,False,False,New
Excutie Lucy,True,True,Old
Excutie Lumiere,True,True,Old
Excutie Lumiere,False,False,New
Excutie Prouty,False,False,New
Excutie Prouty,True,True,Old
Excutie Ram,False,False,New
Excutie Ram,True,True,Old
Excutie Scout!,False,False,New
Excutie Scout!,True,True,Old
Excutie Scramble!,False,False,New
Excutie Scramble!,True,True,Old
Excutie Up!,False,False,New
Excutie Up!,True,True,Old
Explosive Rage,True,True,Old
Explosive Rage,False,False,New
Extra Spice the Elite Noodle Ninja,True,True,Old
Extra Spice the Elite Noodle Ninja,False,False,New
Fairy Dragon,True,True,Old
Fairy Dragon,False,False,New
Faith Bird,True,True,Old
Faith Bird,False,False,New
Fancy Ladybug Pastel,True,True,Old
Fancy Ladybug Pastel,False,False,New
Fantasia Strike Dragon Miragiastar F,False,False,New
Fantasia Strike Dragon Miragiastar F,True,True,Old
Faulty Fire,True,True,Old
Faulty Fire,False,False,New
Fearstute Followl,True,True,Old
Fearstute Followl,False,False,New
Featuring Omega,True,True,Old
Featuring Omega,False,False,New
Femtron,True,True,Old
Femtron,False,False,New
Fenrirewritter Sol,True,True,Old
Fenrirewritter Sol,False,False,New
Feral Imp,False,False,New
Feral Imp,True,True,Old
Feverous Spirit Stadium,True,True,Old
Feverous Spirit Stadium,False,False,New
Fiery Blaze,True,True,Old
Fiery Blaze,False,False,New
Fillan Dwarf,False,False,New
Fillan Dwarf,True,True,Old
Final Destiny,True,False,New
Final Destiny,True,True,Old
Finalize Phoenix,False,False,New
Finalize Phoenix,True,True,Old
Fire Fall Blaze Barrier,True,True,Old
Fire Fall Blaze Barrier,False,False,New
Fire Golem,True,True,Old
Fire Golem,False,False,New
Fire Guardian,True,True,Old
Fire Guardian,False,False,New
Fire Jester,False,False,New
Fire Jester,True,True,Old
Five Types of Assistance,False,False,New
Five Types of Assistance,True,True,Old
Five-Headed Dragon,True,True,Old
Five-Headed Dragon,False,False,New
Flame Arms - Fretberge,True,True,Old
Flame Arms - Fretberge,False,False,New
Flame Cerebrus,True,True,Old
Flame Cerebrus,False,False,New
Flame Champion,True,True,Old
Flame Champion,False,False,New
Flame Manipulator,False,False,New
Flame Manipulator,True,True,Old
Flame Ruler,True,False,New
Flame Ruler,True,True,Old
Flame Seeker,True,True,Old
Flame Seeker,False,False,New
Flame Swordsman,False,False,New
Flame Swordsman,True,True,Old
Flapun,False,False,New
Flapun,True,True,Old
Flare Sorcerer,True,True,Old
Flare Sorcerer,False,False,New
Flutomahawk the Music Princess,False,False,New
Flutomahawk the Music Princess,True,True,Old
Flying Kamakiri #2,False,False,New
Flying Kamakiri #2,True,True,Old
Folder Blitz the Infinite Dream,False,False,New
Folder Blitz the Infinite Dream,True,True,Old
Following World,False,False,New
Following World,True,True,Old
Followl of the Dark Wisdom,True,True,Old
Followl of the Dark Wisdom,False,False,New
Followl of the Fornether,False,False,New
Followl of the Fornether,True,True,Old
Force of Thief,False,False,New
Force of Thief,True,True,Old
Forest,True,True,Old
Forest,False,False,New
Forkhawk,True,True,Old
Forkhawk,False,False,New
Fortitude Dragon,False,False,New
Fortitude Dragon,True,True,Old
Frenzied Panda,True,True,Old
Frenzied Panda,False,False,New
Frenzied Panda Cotta,True,True,Old
Frenzied Panda Cotta,False,False,New
Frightening Fan Mail,True,True,Old
Frightening Fan Mail,False,False,New
Full Jersey,True,True,Old
Full Jersey,False,False,New
Full Meteor Impact,True,True,Old
Full Meteor Impact,False,False,New
Full Moon Dragon Umbralancer F,False,False,New
Full Moon Dragon Umbralancer F,True,True,Old
Fusion,False,False,New
Fusion,True,True,Old
Future Aeromancer,False,False,New
Future Aeromancer,True,True,Old
Future Diviner,True,True,Old
Future Diviner,False,False,New
Future Mining,False,False,New
Future Mining,True,True,Old
Gadget Soldier,True,True,Old
Gadget Soldier,False,False,New
Gagaga Outfielder,False,False,New
Gagaga Outfielder,True,True,Old
Gagagaguts,False,False,New
Gagagaguts,True,True,Old
Gaia The Fierce Knight,False,False,New
Gaia The Fierce Knight,True,True,Old
Gaia the Dragon Champion,False,False,New
Gaia the Dragon Champion,True,True,Old
Gajumaru the Shadow Flower Lion,True,True,Old
Gajumaru the Shadow Flower Lion,False,False,New
Galactiara Eve,True,True,Old
Galactiara Eve,False,False,New
Galactica Amnesia,True,True,Old
Galactica Amnesia,False,False,New
Galactica Force,True,True,Old
Galactica Force,False,False,New
Galactica Jamais Vu,True,True,Old
Galactica Jamais Vu,False,False,New
Galactica Lattice,True,True,Old
Galactica Lattice,False,False,New
Galactica Oblivion,True,True,Old
Galactica Oblivion,False,False,New
Galactica Reminiscence,False,False,New
Galactica Reminiscence,True,True,Old
Galactica Repulsion,False,False,New
Galactica Repulsion,True,True,Old
Galactica Tabula Rasa,False,False,New
Galactica Tabula Rasa,True,True,Old
Galactica Xiphos,True,True,Old
Galactica Xiphos,False,False,New
Galaxy Topping Troll,True,True,Old
Galaxy Topping Troll,False,False,New
Garland the True Shadow Flower Ninja,True,True,Old
Garland the True Shadow Flower Ninja,False,False,New
Garmr the Lone Wolf,True,True,Old
Garmr the Lone Wolf,False,False,New
Garnecia Elefantis,True,True,Old
Garnecia Elefantis,False,False,New
Gatekeeping Gargoyle,False,False,New
Gatekeeping Gargoyle,True,True,Old
Gatling the Shadow Flower Shinobi,False,False,New
Gatling the Shadow Flower Shinobi,True,True,Old
Gazelle the King of Mythical Beasts,True,True,Old
Gazelle the King of Mythical Beasts,False,False,New
Gekka the Shadow Flower Beauty,False,False,New
Gekka the Shadow Flower Beauty,True,True,Old
Genie's Fire Breath,False,False,New
Genie's Fire Breath,True,True,Old
Geological Survey,True,True,Old
Geological Survey,False,False,New
Ghost Cyclone,False,False,New
Ghost Cyclone,True,True,Old
Ghost Vicious,False,False,New
Ghost Vicious,True,True,Old
Ghoulish Gal,False,False,New
Ghoulish Gal,True,True,Old
Gi-ant Revolution,True,True,Old
Gi-ant Revolution,False,False,New
Giant Bulge,False,False,New
Giant Bulge,True,True,Old
Giant Tortoise of Greed,True,True,Old
Giant Tortoise of Greed,False,False,New
Giftarist,True,True,Old
Giftarist,False,False,New
Giga-Tech Wolf,False,False,New
Giga-Tech Wolf,True,True,Old
Gilford the Legend,False,False,New
Gilford the Legend,True,True,Old
Gilford the Lightning,True,False,New
Gilford the Lightning,True,True,Old
Gilford the Rising,True,True,Old
Gilford the Rising,False,False,New
"Gingangel, the Deluxe Sushi Fairy",True,True,Old
"Gingangel, the Deluxe Sushi Fairy",False,False,New
Goblin Holedigger Captain,True,True,Old
Goblin Holedigger Captain,False,False,New
Gogogo Umpire,False,False,New
Gogogo Umpire,True,True,Old
Gokibore,False,False,New
Gokibore,True,True,Old
Golden-Eyes Star Cat,True,True,Old
Golden-Eyes Star Cat,False,False,New
Grace Princess Kana,True,True,Old
Grace Princess Kana,False,False,New
Graceful Charity,True,False,New
Graceful Charity,True,True,Old
Gracesaurus,False,False,New
Gracesaurus,True,True,Old
Grand Extreme,False,False,New
Grand Extreme,True,True,Old
Grand Tiki Elder,True,True,Old
Grand Tiki Elder,False,False,New
Grass,True,True,Old
Grass,False,False,New
Gravity Press Dragon,True,True,Old
Gravity Press Dragon,False,False,New
Great Cosmonarch,True,True,Old
Great Cosmonarch,False,False,New
Great Maju Garzett,True,True,Old
Great Maju Garzett,True,False,New
Great Multistrike Dragon Dragias Burst,True,True,Old
Great Multistrike Dragon Dragias Burst,False,False,New
Great Multistrike Dragon Dragias Burst [L],True,True,Old
Great Multistrike Dragon Dragias Burst [L],False,False,New
Great Multistrike Dragon Dragias Burst [R],True,True,Old
Great Multistrike Dragon Dragias Burst [R],False,False,New
Great-Tusked Mammoth,True,True,Old
Great-Tusked Mammoth,False,False,New
Green-Eyes Star Cat,False,False,New
Green-Eyes Star Cat,True,True,Old
Greystorm Reverie,True,True,Old
Greystorm Reverie,False,False,New
Griffore,True,True,Old
Griffore,False,False,New
Grilled Pangolin,True,True,Old
Grilled Pangolin,False,False,New
Ground Attacker Bugroth,False,False,New
Ground Attacker Bugroth,True,True,Old
Ground Cerberus,False,False,New
Ground Cerberus,True,True,Old
Guarding Mermaid,True,True,Old
Guarding Mermaid,False,False,New
Guide of the Blaze Fiends,True,True,Old
Guide of the Blaze Fiends,False,False,New
Gust,True,True,Old
Gust,False,False,New
Gyakutenno Megami,True,True,Old
Gyakutenno Megami,False,False,New
H.D.D. - Hundred Divine Dragon,False,False,New
H.D.D. - Hundred Divine Dragon,True,True,Old
Hacking Dragon,True,True,Old
Hacking Dragon,False,False,New
Hammer Crush,False,False,New
Hammer Crush,True,True,Old
Hampering Hippo,False,False,New
Hampering Hippo,True,True,Old
Handsray Destleo,False,False,New
Handsray Destleo,True,True,Old
Handy Lady,False,False,New
Handy Lady,True,True,Old
Haniwaffle,False,False,New
Haniwaffle,True,True,Old
Hardefense Mission,True,True,Old
Hardefense Mission,False,False,New
Harpie Girl,False,False,New
Harpie Girl,True,True,Old
Harpie Lady,False,False,New
Harpie Lady,True,True,Old
Headbutt Cachalot,False,False,New
Headbutt Cachalot,True,True,Old
Headhunters' Digmole,True,True,Old
Headhunters' Digmole,False,False,New
Headhunters' Jaguar,True,True,Old
Headhunters' Jaguar,False,False,New
Heartless Hound Apex Katana Danbiramatian,True,True,Old
Heartless Hound Apex Katana Danbiramatian,False,False,New
Heartless Hound Blade Aikuchihuahua,True,True,Old
Heartless Hound Blade Aikuchihuahua,False,False,New
Heartless Hound Blade Bulldosu,True,True,Old
Heartless Hound Blade Bulldosu,False,False,New
Heartless Hound Blaster Chaka Chow Chow,False,False,New
Heartless Hound Blaster Chaka Chow Chow,True,True,Old
Heartless Hound Blaster Gundog,False,False,New
Heartless Hound Blaster Gundog,True,True,Old
Heartless Hound Martial Master Shiba,False,False,New
Heartless Hound Martial Master Shiba,True,True,Old
Heartless Hound Striking Kai Ken Knuckle,False,False,New
Heartless Hound Striking Kai Ken Knuckle,True,True,Old
Heartless Hound Thunder Emperor Drainu,False,False,New
Heartless Hound Thunder Emperor Drainu,True,True,Old
Heat Dartfish,False,False,New
Heat Dartfish,True,True,Old
Heat Hyena,False,False,New
Heat Hyena,True,True,Old
Heaven Gancel,False,False,New
Heaven Gancel,True,True,Old
Heavenly Gift,False,False,New
Heavenly Gift,True,True,Old
Heavenly Rest,True,True,Old
Heavenly Rest,False,False,New
Heavenly Revelation,True,True,Old
Heavenly Revelation,False,False,New
Heavenly Selection,True,True,Old
Heavenly Selection,False,False,New
Heavy Arms - Double Nexcalibur,False,False,New
Heavy Arms - Double Nexcalibur,True,True,Old
Heavy Cavalry Starter,False,False,New
Heavy Cavalry Starter,True,True,Old
Heavy Cavalry Tactics,True,True,Old
Heavy Cavalry Tactics,False,False,New
Heavy Roller,False,False,New
Heavy Roller,True,True,Old
Heavy Storm,True,False,New
Heavy Storm,True,True,Old
Heel Healer,False,False,New
Heel Healer,True,True,Old
Helmet of the Master Craftsman,False,False,New
Helmet of the Master Craftsman,True,True,Old
Hermit's Soul,False,False,New
Hermit's Soul,True,True,Old
Hero of the Assist,False,False,New
Hero of the Assist,True,True,Old
Hero of the East,True,True,Old
Hero of the East,False,False,New
Hero of the Sweep,False,False,New
Hero of the Sweep,True,True,Old
Hero of the Yeast,False,False,New
Hero of the Yeast,True,True,Old
High-Heel Priestess,False,False,New
High-Heel Priestess,True,True,Old
"Hilt, the Bearer of Noble Arms",True,True,Old
"Hilt, the Bearer of Noble Arms",False,False,New
Hitotsu-Me Giant,True,True,Old
Hitotsu-Me Giant,False,False,New
"Hormone GunMcQueen, the Magnificent Shichirin",True,True,Old
"Hormone GunMcQueen, the Magnificent Shichirin",False,False,New
Horn Knives the Music Princess,True,True,Old
Horn Knives the Music Princess,False,False,New
Hot Flameleon,True,True,Old
Hot Flameleon,False,False,New
Hot Off the Press,True,True,Old
Hot Off the Press,False,False,New
Howlingbird,True,True,Old
Howlingbird,False,False,New
Hunter of Titans,True,True,Old
Hunter of Titans,False,False,New
Hunting Strawberries,True,True,Old
Hunting Strawberries,False,False,New
Hydro Cannon Big Bluefin,True,True,Old
Hydro Cannon Big Bluefin,False,False,New
Hydro Magician,True,True,Old
Hydro Magician,False,False,New
Hyosube,False,False,New
Hyosube,True,True,Old
Hyper Engine Vast Vulcan,False,False,New
Hyper Engine Vast Vulcan,True,True,Old
Hyper Engine Vast Vulcan [L],True,True,Old
Hyper Engine Vast Vulcan [L],False,False,New
Hyper Engine Vast Vulcan [R],True,True,Old
Hyper Engine Vast Vulcan [R],False,False,New
Hyper Upstart King Rex,True,True,Old
Hyper Upstart King Rex,False,False,New
Hypernova,False,False,New
Hypernova,True,True,Old
Hyperstrike Dragon Dragiastar F,True,True,Old
Hyperstrike Dragon Dragiastar F,False,False,New
I Hear Footsteps,True,True,Old
I Hear Footsteps,False,False,New
Ice Age Catapult,False,False,New
Ice Age Catapult,True,True,Old
Ice Pop Bear,False,False,New
Ice Pop Bear,True,True,Old
Icezark the Unequaled,True,True,Old
Icezark the Unequaled,False,False,New
Ichtyosterguard,False,False,New
Ichtyosterguard,True,True,Old
Ignoring Insect,True,True,Old
Ignoring Insect,False,False,New
Illusion Strike Dragon Miragias,False,False,New
Illusion Strike Dragon Miragias,True,True,Old
Imaginary Actor,False,False,New
Imaginary Actor,True,True,Old
Imaginary Arc Tower,True,True,Old
Imaginary Arc Tower,False,False,New
Imaginary Arc Turbo,False,False,New
Imaginary Arc Turbo,True,True,Old
Imaginary Arc Turbulence,True,True,Old
Imaginary Arc Turbulence,False,False,New
Imaginary Arc Turnback,False,False,New
Imaginary Arc Turnback,True,True,Old
Imptailing Crisis,False,False,New
Imptailing Crisis,True,True,Old
Indigo Prison,True,True,Old
Indigo Prison,False,False,New
Infernal Kappa Diwet,True,True,Old
Infernal Kappa Diwet,False,False,New
Inferno Fire Blast,False,False,New
Inferno Fire Blast,True,True,Old
Infinidream Constructor Wyrm Buildrim,True,True,Old
Infinidream Constructor Wyrm Buildrim,False,False,New
Innocent Lancer,True,True,Old
Innocent Lancer,False,False,New
Insect Rampage,False,False,New
Insect Rampage,True,True,Old
Inside Out Roll,False,False,New
Inside Out Roll,True,True,Old
Insurrection Dragon,False,False,New
Insurrection Dragon,True,True,Old
Interstellime,True,True,Old
Interstellime,False,False,New
Intrude Beetle,False,False,New
Intrude Beetle,True,True,Old
Invading Nature,False,False,New
Invading Nature,True,True,Old
Iris the Rare Shadow Flower,False,False,New
Iris the Rare Shadow Flower,True,True,Old
Iron Onslaught,False,False,New
Iron Onslaught,True,True,Old
It's Right Behind You!,False,False,New
It's Right Behind You!,True,True,Old
JAM:P Check!,False,False,New
JAM:P Check!,True,True,Old
JAM:P Set!,False,False,New
JAM:P Set!,True,True,Old
JAM:P Start!,False,False,New
JAM:P Start!,True,True,Old
JAM:P Up!,True,True,Old
JAM:P Up!,False,False,New
Jarmalewe,True,True,Old
Jarmalewe,False,False,New
Jasmine the Shadow Flower Festival,True,True,Old
Jasmine the Shadow Flower Festival,False,False,New
Javelin Dux the Shadow Flower Piercer,False,False,New
Javelin Dux the Shadow Flower Piercer,True,True,Old
Jet Barracuda,True,True,Old
Jet Barracuda,False,False,New
Jewelry Trap Hole,True,True,Old
Jewelry Trap Hole,False,False,New
Jinzo,True,True,Old
Jinzo,True,False,New
Joining Chairs,False,False,New
Joining Chairs,True,True,Old
Jointech Ace,True,True,Old
Jointech Ace,False,False,New
Jointech Bumper,False,False,New
Jointech Bumper,True,True,Old
Jointech Great Wall,True,True,Old
Jointech Great Wall,False,False,New
Jointech Leo,True,True,Old
Jointech Leo,False,False,New
Jointech Raptor,True,True,Old
Jointech Raptor,False,False,New
Jointech Rex,False,False,New
Jointech Rex,True,True,Old
Jointech Rushhorn,False,False,New
Jointech Rushhorn,True,True,Old
Jointech Stegosilos,True,True,Old
Jointech Stegosilos,False,False,New
Jointech Tinplatesaurus,False,False,New
Jointech Tinplatesaurus,True,True,Old
Jointech Tossceratops,True,True,Old
Jointech Tossceratops,False,False,New
Judgment of the Rising Light,False,False,New
Judgment of the Rising Light,True,True,Old
Jurassic Oasis,True,True,Old
Jurassic Oasis,False,False,New
Jurassic World,False,False,New
Jurassic World,True,True,Old
Kaibaman,True,True,Old
Kaibaman,False,False,New
Kanan the Security Guard,True,True,Old
Kanan the Security Guard,False,False,New
Kanan the Sword Diva,True,True,Old
Kanan the Sword Diva,False,False,New
Kanan the Swordmaiden,False,False,New
Kanan the Swordmaiden,True,True,Old
Kappa Avenger,False,False,New
Kappa Avenger,True,True,Old
Kappa Emperor River Slider,True,True,Old
Kappa Emperor River Slider,False,False,New
Kappa Rapper,True,True,Old
Kappa Rapper,False,False,New
Kappa's Gas,False,False,New
Kappa's Gas,True,True,Old
Kappa's River Flow,False,False,New
Kappa's River Flow,True,True,Old
Karatake the Talismanic Warrior,False,False,New
Karatake the Talismanic Warrior,True,True,Old
Karchizark the Unequaled,False,False,New
Karchizark the Unequaled,True,True,Old
Kataomoiruka,False,False,New
Kataomoiruka,True,True,Old
Kengo Shogun of the Crescent Moon,False,False,New
Kengo Shogun of the Crescent Moon,True,True,Old
Kesshin the Dark Decimator,True,True,Old
Kesshin the Dark Decimator,False,False,New
Keytar Kid,False,False,New
Keytar Kid,True,True,Old
Kimeluna the Dark Shifter,True,True,Old
Kimeluna the Dark Shifter,False,False,New
Kimeruler the Dark Raider,False,False,New
Kimeruler the Dark Raider,True,True,Old
Kimeterasu the Rising Luna,True,True,Old
Kimeterasu the Rising Luna,False,False,New
King's Majesty,True,True,Old
King's Majesty,False,False,New
King's Reward,True,True,Old
King's Reward,False,False,New
King's Right,False,False,New
King's Right,True,True,Old
Konpeitrion,False,False,New
Konpeitrion,True,True,Old
Kudzu the Bruised Shadow Flower,False,False,New
Kudzu the Bruised Shadow Flower,True,True,Old
Kumamon,False,False,New
Kumamon,True,True,Old
Kuribot,False,False,New
Kuribot,True,True,Old
Kuribotorero,False,False,New
Kuribotorero,True,True,Old
Kuripotriple,True,True,Old
Kuripotriple,False,False,New
Kurobana the Shadow Flower Wolf,False,False,New
Kurobana the Shadow Flower Wolf,True,True,Old
Kuzuha the Talismanic Supreme Sage,True,True,Old
Kuzuha the Talismanic Supreme Sage,False,False,New
LaMoon,True,True,Old
LaMoon,False,False,New
LaMoon the Party Princess,True,True,Old
LaMoon the Party Princess,False,False,New
Labyrinth Tank,True,True,Old
Labyrinth Tank,False,False,New
Lanterncoilfish,True,True,Old
Lanterncoilfish,False,False,New
Last Day of the Pretty☆Witch,False,False,New
Last Day of the Pretty☆Witch,True,True,Old
Lauan Adventurers,False,False,New
Lauan Adventurers,True,True,Old
Laughing Grass,True,True,Old
Laughing Grass,False,False,New
Legend Magician,False,False,New
Legend Magician,True,True,Old
Legend Saber,True,True,Old
Legend Saber,False,False,New
Legendary Swordsman - Buster Blader,False,False,New
Legendary Swordsman - Buster Blader,True,True,Old
Lesser Dragon,True,True,Old
Lesser Dragon,False,False,New
Level Blast,True,True,Old
Level Blast,False,False,New
Levia-Dragon - Daedalus,True,True,Old
Levia-Dragon - Daedalus,True,False,New
Light Dolphin,False,False,New
Light Dolphin,True,True,Old
Light Sorcerer,True,True,Old
Light Sorcerer,False,False,New
Lightning Braver,True,True,Old
Lightning Braver,False,False,New
Lightning Voltcondor,True,True,Old
Lightning Voltcondor,False,False,New
Lightwave Dragon,False,False,New
Lightwave Dragon,True,True,Old
Lindmühle,True,True,Old
Lindmühle,False,False,New
Lindo the Shadow Flower Warrior,True,True,Old
Lindo the Shadow Flower Warrior,False,False,New
Little D,True,True,Old
Little D,False,False,New
Lizard Soldier,True,True,Old
Lizard Soldier,False,False,New
Long Shield Gardna,True,True,Old
Long Shield Gardna,False,False,New
Lost Cat,True,True,Old
Lost Cat,False,False,New
Love Angel,True,True,Old
Love Angel,False,False,New
Lua the Skysavior Angel,True,True,Old
Lua the Skysavior Angel,False,False,New
Lucky Mask of Omens,True,True,Old
Lucky Mask of Omens,False,False,New
Lullabind,False,False,New
Lullabind,True,True,Old
Luminous Parrot,False,False,New
Luminous Parrot,True,True,Old
Luster Dragon,True,True,Old
Luster Dragon,True,False,New
Mach Mega Falcon,True,True,Old
Mach Mega Falcon,False,False,New
Machine Attacker,True,True,Old
Machine Attacker,False,False,New
Machvio of the Ultimate Aria,False,False,New
Machvio of the Ultimate Aria,True,True,Old
Magic Curtain,False,False,New
Magic Curtain,True,True,Old
Magic Cylinder,True,False,New
Magic Cylinder,True,True,Old
Magic Fire Guard,False,False,New
Magic Fire Guard,True,True,Old
Magic Juggler,True,True,Old
Magic Juggler,False,False,New
Magic Mirror Youth,True,True,Old
Magic Mirror Youth,False,False,New
Magical Beast Wolfang,False,False,New
Magical Beast Wolfang,True,True,Old
Magical Ghost,False,False,New
Magical Ghost,True,True,Old
Magical Sheep Girl Meeeg-chan,True,True,Old
Magical Sheep Girl Meeeg-chan,False,False,New
Magical Stone Excavation,True,True,Old
Magical Stone Excavation,False,False,New
Magical Stream,False,False,New
Magical Stream,True,True,Old
Magician of Dark Sevens,True,True,Old
Magician of Dark Sevens,False,False,New
Magician's Curtain,True,True,Old
Magician's Curtain,False,False,New
Magician's Valkyria,True,True,Old
Magician's Valkyria,True,False,New
Maginical Miracle,False,False,New
Maginical Miracle,True,True,Old
Magiquartet Shock,False,False,New
Magiquartet Shock,True,True,Old
Magmassage,False,False,New
Magmassage,True,True,Old
Magmax Mantleveda,False,False,New
Magmax Mantleveda,True,True,Old
Maid's Present,True,True,Old
Maid's Present,False,False,New
"Majinrai, the Striking Storm",False,False,New
"Majinrai, the Striking Storm",True,True,Old
"Makiu, the Magical Mist",True,True,Old
"Makiu, the Magical Mist",False,False,New
Malevolent Catastrophe,True,True,Old
Malevolent Catastrophe,True,False,New
Malevolent Seller,False,False,New
Malevolent Seller,True,True,Old
Mammoth Graveyard,True,True,Old
Mammoth Graveyard,False,False,New
Man-Thro' Tro',True,True,Old
Man-Thro' Tro',False,False,New
"Maraimei, the Igniting Inferno",False,False,New
"Maraimei, the Igniting Inferno",True,True,Old
Masaki the Legendary Samurai,True,True,Old
Masaki the Legendary Samurai,False,False,New
Masaki the Legendary Swordsman,False,False,New
Masaki the Legendary Swordsman,True,True,Old
"Masenkou, the Lashing Light",False,False,New
"Masenkou, the Lashing Light",True,True,Old
Mask of Volos,False,False,New
Mask of Volos,True,True,Old
Master Craftsman Kotetsu,False,False,New
Master Craftsman Kotetsu,True,True,Old
Master of Sevens Road,True,True,Old
Master of Sevens Road,False,False,New
Master's Cure,False,False,New
Master's Cure,True,True,Old
Matsugumi the Ruler's Squad,False,False,New
Matsugumi the Ruler's Squad,True,True,Old
Max Raider,True,True,Old
Max Raider,False,False,New
Meat Spice the Special Noodle Ninja,False,False,New
Meat Spice the Special Noodle Ninja,True,True,Old
Mech Therizinoraptor,True,True,Old
Mech Therizinoraptor,False,False,New
Mecha Ambulator,False,False,New
Mecha Ambulator,True,True,Old
Mechaleon,False,False,New
Mechaleon,True,True,Old
Meet and Greed,False,False,New
Meet and Greed,True,True,Old
Megazowler,False,False,New
Megazowler,True,True,Old
Meika Etraynze the Shadow Flower Venus,True,True,Old
