Card number,Name,Rarity,Print,Modification date,Release,Series,Set type,Cover card,Version
IGAS-FR017,Arcjet Lightcraft,"('Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR018,Time Thief Chronocorder,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR019,Abominable Unchained Soul,"('Super Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR020,Sky Striker Ace - Roze,"('Ultra Rare', 'Starlight Rare')",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR021,Witchcrafter Genni,"('Super Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR022,"Utgarda, Generaider Boss of Delusion","('Super Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR023,Ghostrick Fairy,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR024,"Gizmek Kaku, the Supreme Shining Sky Stag","('Secret Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR025,Cataclysmic Crusted Calcifida,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR026,Jack-o-Bolan,"('Super Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR027,Ibicella Lutea,"('Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR028,Obsessive Uvualoop,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR029,Daruma Dropper,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR030,Transcicada,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR031,Squeaknight,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR032,Battle Survivor,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR033,Cupid Serve,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR034,Water Leviathan @Ignister,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR035,Megalith Ophiel,"('Super Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR036,Megalith Hagith,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR037,Megalith Och,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR038,Megalith Phaleg,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR039,Megalith Bethor,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR040,Megalith Aratron,"('Super Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR041,Earth Golem @Ignister,"('Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR042,Wind Pegasus @Ignister,"('Super Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR043,"Karakuri Super Shogun mdl 00N ""Bureibu""","('Super Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR044,Light Dragon @Ignister,"('Super Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR045,Dark Templar @Ignister,"('Ultra Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR046,Fire Phoenix @Ignister,"('Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR047,Cross-Sheep,"('Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR048,"Aussa the Earth Charmer, Immovable","('Rare', 'Starlight Rare')",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR049,Gravity Controller,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR050,Ignister A.I.Land,"('Secret Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR051,TA.I. Strike,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR052,A.I.dle Reborn,"('Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR053,A.I. Love Fusion,"('Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR054,A.I.'s Ritual,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR055,Ancient Warriors Saga - Three Visits,"('Ultra Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR056,Ancient Warriors Saga - Sun-Liu Alliance,"('Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR057,Megalith Portal,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR058,Karakuri Gama Oil,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR059,Condolence Puppet,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR060,Charged-Up Heraldry,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR061,Time Thief Startup,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR062,Sky Striker Maneuver - Scissors Cross,"('Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR063,Ghost Meets Girl - A Mayakashi's Manuscript,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR064,Dragonmaid Send-Off,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR065,Disposable Learner Device,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR066,Kuji-Kiri Curse,"('Super Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR067,Lightning Storm,"('Secret Rare', 'Starlight Rare')",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR068,Double-Edged Sword,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR069,A.I. Shadow,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR070,Ancient Warriors Saga - Defense of Changban,"('Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR071,Megalith Promotion,"('Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR072,Megalith Emergence,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR073,Karakuri Cash Inn,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR074,Resurgam Xyz,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR075,Time Thief Retrograde,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR076,Sales Pitch,"('Secret Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR077,Armory Call,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR078,Mutually Affured Destruction,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR079,Fiendish Portrait,"('Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR080,Head Judging,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR081,Guard Ghost,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR082,"Feedran, the Winds of Mischief","('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR083,Nine-Lives Cat,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR084,Execution of the Contract,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR085,"Whitebeard, the Plunder Patroll Helm","('Ultra Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR086,"Redbeard, the Plunder Patroll Matey","('Ultra Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR087,Plunder Patrollship Brann,"('Secret Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR088,Plunder Patrollship Moerk,"('Secret Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR089,"Blackbeard, the Plunder Patroll Captain","('Ultra Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR090,Plunder Patroll Shipyarrrd,"('Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR091,Plunder Patroll Booty,"('Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR092,"Shiny Black ""C"" Squadder","('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR093,Marincess Pascalus,"('Super Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR094,Time Thief Perpetua,"('Super Rare', 'Starlight Rare')",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR095,Bellcat Fighter,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR096,Code Talker Inverted,"('Super Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR097,Linguriboh,"('Ultra Rare',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR098,Link Party,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-FR099,Matching Outfits,"('Common',)",,2023-08-23 08:01:03,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT000,Annihilator Archfiend,"('Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT001,Pikari @Ignister,"('Secret Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT002,Bururu @Ignister,"('Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT003,Doyon @Ignister,"('Ultra Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT004,Achichi @Ignister,"('Secret Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT005,Hiyari @Ignister,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT006,Doshin @Ignister,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT007,Donyoribo @Ignister,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT008,Ancient Warriors - Masterful Sun Mou,"('Ultra Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT009,Ancient Warriors - Graceful Zhou Gong,"('Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT010,Ancient Warriors - Eccentric Lu Jing,"('Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT011,Ancient Warriors - Virtuous Liu Xuan,"('Ultra Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT012,Ancient Warriors - Loyal Guan Yun,"('Super Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT013,Ancient Warriors - Valiant Zhang De,"('Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT014,"Karakuri Bonze mdl 9763 ""Kunamzan""","('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT015,"Karakuri Gama mdl 4624 ""Shirokunishi""","('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT016,Chronomaly Tuspa Rocket,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT017,Arcjet Lightcraft,"('Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT018,Time Thief Chronocorder,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT019,Abominable Unchained Soul,"('Super Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT020,Sky Striker Ace - Roze,"('Ultra Rare', 'Starlight Rare')",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT021,Witchcrafter Genni,"('Super Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT022,"Utgarda, Generaider Boss of Delusion","('Super Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT023,Ghostrick Fairy,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT024,"Gizmek Kaku, the Supreme Shining Sky Stag","('Secret Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT025,Cataclysmic Crusted Calcifida,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT026,Jack-o-Bolan,"('Super Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT027,Ibicella Lutea,"('Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT028,Obsessive Uvualoop,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT029,Daruma Dropper,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT030,Transcicada,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT031,Squeaknight,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT032,Battle Survivor,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT033,Cupid Serve,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT034,Water Leviathan @Ignister,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT035,Megalith Ophiel,"('Super Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT036,Megalith Hagith,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT037,Megalith Och,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT038,Megalith Phaleg,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT039,Megalith Bethor,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT040,Megalith Aratron,"('Super Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT041,Earth Golem @Ignister,"('Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT042,Wind Pegasus @Ignister,"('Super Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT043,"Karakuri Super Shogun mdl 00N ""Bureibu""","('Super Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT044,Light Dragon @Ignister,"('Super Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT045,Dark Templar @Ignister,"('Ultra Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT046,Fire Phoenix @Ignister,"('Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT047,Cross-Sheep,"('Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT048,"Aussa the Earth Charmer, Immovable","('Rare', 'Starlight Rare')",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT049,Gravity Controller,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT050,Ignister A.I.Land,"('Secret Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT051,TA.I. Strike,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT052,A.I.dle Reborn,"('Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT053,A.I. Love Fusion,"('Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT054,A.I.'s Ritual,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT055,Ancient Warriors Saga - Three Visits,"('Ultra Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT056,Ancient Warriors Saga - Sun-Liu Alliance,"('Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT057,Megalith Portal,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT058,Karakuri Gama Oil,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT059,Condolence Puppet,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT060,Charged-Up Heraldry,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT061,Time Thief Startup,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT062,Sky Striker Maneuver - Scissors Cross,"('Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT063,Ghost Meets Girl - A Mayakashi's Manuscript,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT064,Dragonmaid Send-Off,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT065,Disposable Learner Device,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT066,Kuji-Kiri Curse,"('Super Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT067,Lightning Storm,"('Secret Rare', 'Starlight Rare')",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT068,Double-Edged Sword,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT069,A.I. Shadow,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT070,Ancient Warriors Saga - Defense of Changban,"('Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT071,Megalith Promotion,"('Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT072,Megalith Emergence,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT073,Karakuri Cash Inn,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT074,Resurgam Xyz,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT075,Time Thief Retrograde,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT076,Sales Pitch,"('Secret Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT077,Armory Call,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT078,Mutually Affured Destruction,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT079,Fiendish Portrait,"('Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT080,Head Judging,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT081,Guard Ghost,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT082,"Feedran, the Winds of Mischief","('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT083,Nine-Lives Cat,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT084,Execution of the Contract,"('Common',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT085,"Whitebeard, the Plunder Patroll Helm","('Ultra Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT086,"Redbeard, the Plunder Patroll Matey","('Ultra Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
IGAS-IT087,Plunder Patrollship Brann,"('Secret Rare',)",,2023-08-23 08:01:09,2020-01-30,Core Booster,Booster pack,"('Light Dragon @Ignister',)",New
