Name,Password,Card type,Property,Archseries,Effect type,TCG status,OCG status,Page name,Page URL,Artwork,Modification date,Errata,Attribute,Primary type,Secondary type,Monster type,DEF,Pendulum Scale,Link,Link Arrows,ATK,Level/Rank
Ally of Justice Rudra,52265835,Monster Card,,"('Ally of Justice',)","('Continuous Effect',)",Unlimited,Unlimited,Ally of Justice Rudra,https://yugipedia.com/wiki/Ally_of_Justice_Rudra,,2023-03-18 00:29:26,,DARK,Effect Monster,,Machine,1200,,,,1900,5
Ally of Justice Searcher,03648368,Monster Card,,"('Ally of Justice',)","('Ignition Effect',)",Unlimited,Unlimited,Ally of Justice Searcher,https://yugipedia.com/wiki/Ally_of_Justice_Searcher,,2023-03-18 00:29:54,"('Any',)",DARK,Effect Monster,,Machine,100,,,,1400,3
Ally of Justice Thousand Arms,85876417,Monster Card,,"('Ally of Justice',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Ally of Justice Thousand Arms,https://yugipedia.com/wiki/Ally_of_Justice_Thousand_Arms,,2023-03-18 00:30:14,,DARK,Effect Monster,,Machine,0,,,,1700,4
Ally of Justice Thunder Armor,71438011,Monster Card,,"('Ally of Justice',)","('Continuous Effect', 'Summoning condition')",Unlimited,Unlimited,Ally of Justice Thunder Armor,https://yugipedia.com/wiki/Ally_of_Justice_Thunder_Armor,,2023-03-18 00:30:34,"('Any',)",DARK,Effect Monster,,Machine,2200,,,,2700,8
Ally of Justice Unknown Crusher,22371016,Monster Card,,"('Ally of Justice',)","('Trigger Effect',)",Unlimited,Unlimited,Ally of Justice Unknown Crusher,https://yugipedia.com/wiki/Ally_of_Justice_Unknown_Crusher,,2023-03-18 00:30:54,,DARK,Effect Monster,,Machine,800,,,,1200,3
Ally of Justice Unlimiter,82377606,Monster Card,,"('Ally of Justice',)","('Ignition Effect',)",Unlimited,Unlimited,Ally of Justice Unlimiter,https://yugipedia.com/wiki/Ally_of_Justice_Unlimiter,,2023-03-18 00:31:13,"('Any',)",DARK,Effect Monster,,Machine,200,,,,600,2
Aloof Lupine,92998610,Monster Card,,,"('Condition', 'Trigger Effect')",Unlimited,Unlimited,Aloof Lupine,https://yugipedia.com/wiki/Aloof_Lupine,,2023-03-18 00:31:38,,DARK,Effect Monster,,Beast,300,,,,1700,4
"Alpacaribou, Mystical Beast of the Forest",77797992,Monster Card,,"('Mystical Beast of the Forest',)","('Continuous Effect',)",Unlimited,Unlimited,"Alpacaribou, Mystical Beast of the Forest","https://yugipedia.com/wiki/Alpacaribou,_Mystical_Beast_of_the_Forest",,2023-04-14 22:25:49,"('Name',)",EARTH,Effect Monster,,Beast,2100,,,,2700,7
Alpha Summon,73355951,Trap Card,Normal Trap Card,,"('Effect',)",,Unlimited,Alpha Summon,https://yugipedia.com/wiki/Alpha_Summon,,2023-04-15 16:10:17,,,,,,,,,,,
Alpha The Electromagnet Warrior,42023223,Monster Card,,"('Magnet Warrior', 'Warrior (archetype)')","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Alpha The Electromagnet Warrior,https://yugipedia.com/wiki/Alpha_The_Electromagnet_Warrior,,2023-03-18 00:32:37,,EARTH,Effect Monster,,Rock,1100,,,,1700,3
Alpha The Magnet Warrior,99785935,Monster Card,,"('Magnet Warrior', 'Warrior (archetype)')",,Unlimited,Unlimited,Alpha The Magnet Warrior,https://yugipedia.com/wiki/Alpha_The_Magnet_Warrior,,2023-03-18 00:32:56,"('Name',)",EARTH,Normal Monster,,Rock,1700,,,,1400,4
"Alpha, the Master of Beasts",73304257,Monster Card,,,"('Condition', 'Ignition Effect', 'Summoning condition')",Unlimited,Unlimited,"Alpha, the Master of Beasts","https://yugipedia.com/wiki/Alpha,_the_Master_of_Beasts",,2023-04-27 19:54:04,,EARTH,Effect Monster,,Beast,2500,,,,3000,8
"Alsei, the Sylvan High Protector",10406322,Monster Card,,"('Sylvan',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,"Alsei, the Sylvan High Protector","https://yugipedia.com/wiki/Alsei,_the_Sylvan_High_Protector",,2023-04-10 18:11:52,"('Any',)",LIGHT,Xyz Monster,,Plant,3200,,,,2300,8
Altar for Tribute,21070956,Trap Card,Normal Trap Card,,"('Cost', 'Effect')",Unlimited,Unlimited,Altar for Tribute,https://yugipedia.com/wiki/Altar_for_Tribute,,2023-03-18 00:34:04,,,,,,,,,,,
Altergeist Adminia,61470213,Monster Card,,"('Altergeist',)","('Condition', 'Quick Effect', 'Trigger Effect')",,Unlimited,Altergeist Adminia,https://yugipedia.com/wiki/Altergeist_Adminia,,2023-04-22 01:39:29,,DARK,Link Monster,,Spellcaster,,,4,"('↓', '←', '→', '↑')",3000,
Altergeist Camouflage,80143954,Trap Card,Normal Trap Card,"('Altergeist',)","('Continuous-like Effect', 'Effect', 'Unclassified effect')",Unlimited,Unlimited,Altergeist Camouflage,https://yugipedia.com/wiki/Altergeist_Camouflage,,2023-03-18 00:34:37,,,,,,,,,,,
Altergeist Dragvirion,21187631,Monster Card,,"('Altergeist',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Altergeist Dragvirion,https://yugipedia.com/wiki/Altergeist_Dragvirion,,2023-03-18 00:35:00,,DARK,Synchro Monster,,Spellcaster,1200,,,,2200,6
Altergeist Emulatelf,86885905,Trap Card,Continuous Trap Card,"('Altergeist', 'Trap Monster')","('Continuous Effect', 'Effect')",Unlimited,Unlimited,Altergeist Emulatelf,https://yugipedia.com/wiki/Altergeist_Emulatelf,,2023-03-18 00:35:29,,,,,,,,,,,
Altergeist Failover,98753320,Trap Card,Continuous Trap Card,"('Altergeist',)","('Condition', 'Quick-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Altergeist Failover,https://yugipedia.com/wiki/Altergeist_Failover,,2023-03-18 00:35:55,,,,,,,,,,,
Altergeist Fifinellag,12977245,Monster Card,,"('Altergeist',)","('Continuous Effect',)",Unlimited,Unlimited,Altergeist Fifinellag,https://yugipedia.com/wiki/Altergeist_Fifinellag,,2023-03-18 00:36:10,,DARK,Effect Monster,"('Tuner monster',)",Spellcaster,1000,,,,0,2
Altergeist Fijialert,85673903,Monster Card,,"('Altergeist',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Altergeist Fijialert,https://yugipedia.com/wiki/Altergeist_Fijialert,,2023-03-18 00:36:30,,WATER,Effect Monster,,Spellcaster,1200,,,,1400,4
Altergeist Haunted Rock,02547033,Trap Card,Continuous Trap Card,"('Altergeist',)","('Condition', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,Altergeist Haunted Rock,https://yugipedia.com/wiki/Altergeist_Haunted_Rock,,2023-03-18 00:36:46,,,,,,,,,,,
Altergeist Hexstia,01508649,Monster Card,,"('Altergeist',)","('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Altergeist Hexstia,https://yugipedia.com/wiki/Altergeist_Hexstia,,2023-04-20 15:46:41,"('Any',)",FIRE,Link Monster,,Spellcaster,,,2,"('↓', '→')",1500,
Altergeist Kidolga,76685519,Monster Card,,"('Altergeist',)","('Trigger Effect',)",Unlimited,Unlimited,Altergeist Kidolga,https://yugipedia.com/wiki/Altergeist_Kidolga,,2023-03-18 00:37:22,,DARK,Link Monster,,Spellcaster,,,2,"('↓', '←')",1000,
Altergeist Kunquery,52927340,Monster Card,,"('Altergeist',)","('Trigger Effect',)",Unlimited,Unlimited,Altergeist Kunquery,https://yugipedia.com/wiki/Altergeist_Kunquery,,2023-03-18 00:37:42,,EARTH,Effect Monster,,Spellcaster,2400,,,,0,5
Altergeist Malwisp,27132400,Monster Card,,"('Altergeist',)","('Condition', 'Trigger Effect')",,Unlimited,Altergeist Malwisp,https://yugipedia.com/wiki/Altergeist_Malwisp,,2023-04-22 00:27:09,,LIGHT,Effect Monster,"('Tuner monster',)",Spellcaster,0,,,,1500,3
Altergeist Manifestation,35146019,Trap Card,Normal Trap Card,"('Altergeist',)","('Condition', 'Continuous-like Effect', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,Altergeist Manifestation,https://yugipedia.com/wiki/Altergeist_Manifestation,,2023-03-18 00:38:01,"('Any',)",,,,,,,,,,
Altergeist Marionetter,53143898,Monster Card,,"('Altergeist',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Altergeist Marionetter,https://yugipedia.com/wiki/Altergeist_Marionetter,,2023-04-20 15:46:26,,LIGHT,Effect Monster,,Spellcaster,1700,,,,1600,4
Altergeist Meluseek,25533642,Monster Card,,"('Altergeist',)","('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Altergeist Meluseek,https://yugipedia.com/wiki/Altergeist_Meluseek,,2023-04-20 15:46:33,,WATER,Effect Monster,,Spellcaster,300,,,,500,1
Altergeist Memorygant,23790299,Monster Card,,"('Altergeist',)","('Condition', 'Continuous Effect', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Altergeist Memorygant,https://yugipedia.com/wiki/Altergeist_Memorygant,,2023-03-18 00:38:58,,DARK,Link Monster,,Spellcaster,,,4,"('↙', '↘', '←', '→')",2800,
Altergeist Multifaker,42790071,Monster Card,,"('Altergeist',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Altergeist Multifaker,https://yugipedia.com/wiki/Altergeist_Multifaker,,2023-04-20 15:46:37,,DARK,Effect Monster,,Spellcaster,800,,,,1200,3
Altergeist Perinetrator,54126514,Monster Card,,"('Altergeist',)","('Condition', 'Continuous Effect', 'Trigger Effect')",,Unlimited,Altergeist Perinetrator,https://yugipedia.com/wiki/Altergeist_Perinetrator,,2023-04-22 00:28:00,,FIRE,Effect Monster,,Spellcaster,300,,,,500,1
Altergeist Pixiel,57769391,Monster Card,,"('Altergeist',)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,Altergeist Pixiel,https://yugipedia.com/wiki/Altergeist_Pixiel,,2023-03-18 00:39:29,,WIND,Effect Monster,,Spellcaster,100,,,,100,1
Altergeist Pookuery,59185998,Monster Card,,"('Altergeist',)","('Condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Altergeist Pookuery,https://yugipedia.com/wiki/Altergeist_Pookuery,,2023-03-18 00:39:46,,DARK,Effect Monster,,Spellcaster,100,,,,300,1
Altergeist Primebanshee,93503294,Monster Card,,"('Altergeist',)","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Altergeist Primebanshee,https://yugipedia.com/wiki/Altergeist_Primebanshee,,2023-04-20 15:46:46,,DARK,Link Monster,,Spellcaster,,,3,"('↓', '↘', '→')",2100,
Altergeist Protocol,27541563,Trap Card,Continuous Trap Card,"('Altergeist',)","('Condition', 'Continuous-like Effect', 'Quick-like Effect')",Unlimited,Unlimited,Altergeist Protocol,https://yugipedia.com/wiki/Altergeist_Protocol,,2023-04-20 15:46:50,"('Any',)",,,,,,,,,,
Altergeist Revitalization,22024279,Trap Card,Normal Trap Card,"('Altergeist',)","('Condition', 'Effect', 'Quick-like Effect')",,Unlimited,Altergeist Revitalization,https://yugipedia.com/wiki/Altergeist_Revitalization,,2023-04-22 12:56:23,,,,,,,,,,,
Altergeist Silquitous,89538537,Monster Card,,"('Altergeist',)","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Altergeist Silquitous,https://yugipedia.com/wiki/Altergeist_Silquitous,,2023-04-20 15:46:29,,WIND,Effect Monster,,Spellcaster,1500,,,,800,2
Altitude Knight,27632240,Monster Card,,"('Attribute Knight',)","('Trigger Effect',)",Unlimited,Unlimited,Altitude Knight,https://yugipedia.com/wiki/Altitude_Knight,,2023-03-18 00:41:16,"('Any',)",WIND,Effect Monster,,Warrior,1200,,,,1400,4
Aluber the Dogmatic,,Counter,,,,Legal,Legal,Aluber the Dogmatic,https://yugipedia.com/wiki/Aluber_the_Dogmatic,,2023-03-23 09:40:16,,,,,,,,,,,
Aluber the Dogmatic,,Counter,,,,Legal,Legal,Aluber the Dogmatic,https://yugipedia.com/wiki/Aluber_the_Dogmatic,,2023-03-23 09:40:16,,,Monster Token,,,,,,,,
Aluber the Jester of Despia,62962630,Monster Card,,"('Despia',)","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Aluber the Jester of Despia,https://yugipedia.com/wiki/Aluber_the_Jester_of_Despia,,2023-03-18 00:41:33,"('Any',)",DARK,Effect Monster,,Fairy,0,,,,1800,4
Alviss of the Nordic Alfar,27024795,Monster Card,,"('Nordic', 'Nordic Alfar')","('Condition', 'Trigger Effect')",Unlimited,Unlimited,Alviss of the Nordic Alfar,https://yugipedia.com/wiki/Alviss_of_the_Nordic_Alfar,,2023-03-18 00:41:50,,DARK,Effect Monster,,Spellcaster,1000,,,,1500,4
Amabie,02139640,Monster Card,,,"('Ignition Effect',)",Unlimited,Unlimited,Amabie,https://yugipedia.com/wiki/Amabie,,2023-03-18 00:42:09,,WATER,Effect Monster,,Fairy,0,,,,0,3
Amano-Iwato,32181268,Monster Card,,,"('Continuous Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Amano-Iwato,https://yugipedia.com/wiki/Amano-Iwato,,2023-03-18 00:42:33,,EARTH,Effect Monster,"('Spirit monster',)",Rock,1200,,,,1900,4
Amanokujaki,43739056,Monster Card,,,"('Continuous Effect', 'Quick Effect')",Unlimited,Unlimited,Amanokujaki,https://yugipedia.com/wiki/Amanokujaki,,2023-03-18 00:42:52,,LIGHT,Effect Monster,"('Tuner monster',)",Fiend,1000,,,,1000,3
Amarylease,18988391,Monster Card,,,"('Condition', 'Ignition Effect')",Unlimited,Unlimited,Amarylease,https://yugipedia.com/wiki/Amarylease,,2023-03-18 00:43:04,,EARTH,Effect Monster,,Plant,200,,,,100,1
Amaterasu,20073910,Monster Card,,,"('Quick Effect', 'Summoning condition', 'Trigger Effect')",Unlimited,Unlimited,Amaterasu,https://yugipedia.com/wiki/Amaterasu,,2023-03-18 00:43:14,,LIGHT,Effect Monster,"('Spirit monster',)",Fairy,3000,,,,3000,9
Amatsu-Okami of the Divine Peaks,,Monster Card,,"('Match winner',)","('Condition', 'Summoning condition')",Illegal,Illegal,Amatsu-Okami of the Divine Peaks,https://yugipedia.com/wiki/Amatsu-Okami_of_the_Divine_Peaks,,2023-03-18 00:43:34,,LIGHT,Link Monster,,Dragon,,,4,"('↓', '←', '→', '↑')",3000,
Amaze Attraction Cyclo-Coaster,66984907,Trap Card,Normal Trap Card,"('Attraction',)","('Condition', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,Amaze Attraction Cyclo-Coaster,https://yugipedia.com/wiki/Amaze_Attraction_Cyclo-Coaster,,2023-03-18 00:43:42,,,,,,,,,,,
Amaze Attraction Horror House,92650018,Trap Card,Normal Trap Card,"('Attraction',)","('Condition', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,Amaze Attraction Horror House,https://yugipedia.com/wiki/Amaze_Attraction_Horror_House,,2023-03-18 00:43:54,,,,,,,,,,,
Amaze Attraction Majestic Merry-Go-Round,29867611,Trap Card,Normal Trap Card,"('Attraction',)","('Continuous-like Effect', 'Effect')",Unlimited,Unlimited,Amaze Attraction Majestic Merry-Go-Round,https://yugipedia.com/wiki/Amaze_Attraction_Majestic_Merry-Go-Round,,2023-03-16 10:28:33,"('Any',)",,,,,,,,,,
Amaze Attraction Rapid Racing,55262310,Trap Card,Normal Trap Card,"('Attraction',)","('Condition', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,Amaze Attraction Rapid Racing,https://yugipedia.com/wiki/Amaze_Attraction_Rapid_Racing,,2023-03-18 00:44:12,,,,,,,,,,,
Amaze Attraction Thrill Train,36591747,Trap Card,Normal Trap Card,"('Attraction',)","('Condition', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,Amaze Attraction Thrill Train,https://yugipedia.com/wiki/Amaze_Attraction_Thrill_Train,,2023-04-15 12:29:39,,,,,,,,,,,
Amaze Attraction Viking Vortex,97182396,Trap Card,Normal Trap Card,"('Attraction',)","('Effect', 'Quick-like Effect')",Unlimited,Unlimited,Amaze Attraction Viking Vortex,https://yugipedia.com/wiki/Amaze_Attraction_Viking_Vortex,,2023-03-18 00:44:32,,,,,,,,,,,
Amaze Attraction Wonder Wheel,93473606,Trap Card,Normal Trap Card,"('Attraction',)","('Condition', 'Effect', 'Quick-like Effect')",Unlimited,Unlimited,Amaze Attraction Wonder Wheel,https://yugipedia.com/wiki/Amaze_Attraction_Wonder_Wheel,,2023-03-18 00:44:45,,,,,,,,,,,
Amazement Abomination Arlekino,31600845,Monster Card,,"('Amazement',)","('Condition', 'Ignition Effect', 'Quick Effect')",Not yet released,Unlimited,Amazement Abomination Arlekino,https://yugipedia.com/wiki/Amazement_Abomination_Arlekino,,2023-04-22 17:05:50,,LIGHT,Effect Monster,,Psychic,2200,,,,2600,7
Amazement Administrator Arlekino,94821366,Monster Card,,"('Amazement',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Amazement Administrator Arlekino,https://yugipedia.com/wiki/Amazement_Administrator_Arlekino,,2023-03-18 00:45:05,,DARK,Effect Monster,,Psychic,2200,,,,2600,7
Amazement Ambassador Bufo,30829071,Monster Card,,"('Amazement',)","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Amazement Ambassador Bufo,https://yugipedia.com/wiki/Amazement_Ambassador_Bufo,,2023-03-18 00:45:18,,EARTH,Effect Monster,,Beast,900,,,,1600,3
Amazement Assistant Delia,22662014,Monster Card,,"('Amazement',)","('Condition', 'Ignition Effect')",Unlimited,Unlimited,Amazement Assistant Delia,https://yugipedia.com/wiki/Amazement_Assistant_Delia,,2023-03-18 00:45:31,,LIGHT,Effect Monster,,Machine,1400,,,,1800,4
Amazement Attendant Comica,67314110,Monster Card,,"('Amazement',)","('Condition', 'Quick Effect', 'Trigger Effect')",Unlimited,Unlimited,Amazement Attendant Comica,https://yugipedia.com/wiki/Amazement_Attendant_Comica,,2023-03-18 00:45:45,,LIGHT,Effect Monster,,Machine,1800,,,,1400,4
Amazement Family Faces,20989253,Trap Card,Normal Trap Card,"('Amazement',)","('Condition', 'Continuous-like Effect', 'Effect')",Unlimited,Unlimited,Amazement Family Faces,https://yugipedia.com/wiki/Amazement_Family_Faces,,2023-03-18 00:46:05,,,,,,,,,,,
Amazement Precious Park,33773528,Spell Card,Field Spell Card,"('Amazement',)","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Amazement Precious Park,https://yugipedia.com/wiki/Amazement_Precious_Park,,2023-03-18 00:46:19,,,,,,,,,,,
Amazement Special Show,06374519,Spell Card,Quick-Play Spell Card,"('Amazement',)","('Effect',)",Unlimited,Unlimited,Amazement Special Show,https://yugipedia.com/wiki/Amazement_Special_Show,,2023-03-18 00:46:34,,,,,,,,,,,
Amazing Pendulum,37803970,Spell Card,Normal Spell Card,"('Pendulum (archetype)',)","('Activation condition', 'Condition', 'Effect')",Unlimited,Unlimited,Amazing Pendulum,https://yugipedia.com/wiki/Amazing_Pendulum,,2023-03-18 00:46:59,,,,,,,,,,,
Amazing Time Ticket,70389815,Spell Card,Quick-Play Spell Card,,"('Condition', 'Effect')",Unlimited,Unlimited,Amazing Time Ticket,https://yugipedia.com/wiki/Amazing_Time_Ticket,,2023-03-18 00:47:15,,,,,,,,,,,
Amazon of the Seas,17968114,Monster Card,,,,Unlimited,Unlimited,Amazon of the Seas,https://yugipedia.com/wiki/Amazon_of_the_Seas,"('Edited',)",2023-03-18 00:47:30,"('Any',)",WATER,Normal Monster,,Fish,1400,,,,1300,4
Amazoness Archer,91869203,Monster Card,,"('Amazoness',)","('Ignition Effect',)",Unlimited,Forbidden,Amazoness Archer,https://yugipedia.com/wiki/Amazoness_Archer,,2023-03-18 00:48:18,"('Name',)",EARTH,Effect Monster,,Warrior,1000,,,,1400,4
Amazoness Archers,67987611,Trap Card,Normal Trap Card,"('Amazoness',)","('Activation condition', 'Effect')",Unlimited,Unlimited,Amazoness Archers,https://yugipedia.com/wiki/Amazoness_Archers,,2023-04-10 17:19:10,"('Name',)",,,,,,,,,,
Amazoness Augusta,23965033,Monster Card,,"('Amazoness',)","('Condition', 'Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Amazoness Augusta,https://yugipedia.com/wiki/Amazoness_Augusta,"('Edited',)",2023-03-18 00:49:05,,EARTH,Fusion Monster,,Warrior,2800,,,,3200,10
Amazoness Baby Tiger,10928224,Monster Card,,"('Amazoness',)","('Condition', 'Continuous Effect', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Amazoness Baby Tiger,https://yugipedia.com/wiki/Amazoness_Baby_Tiger,,2023-03-18 00:49:18,,EARTH,Effect Monster,,Beast,500,,,,500,2
Amazoness Blowpiper,73574678,Monster Card,,"('Amazoness',)","('Trigger Effect',)",Unlimited,Unlimited,Amazoness Blowpiper,https://yugipedia.com/wiki/Amazoness_Blowpiper,,2023-03-18 00:49:31,"('Any',)",EARTH,Effect Monster,,Warrior,1500,,,,800,3
Amazoness Call,57312333,Spell Card,Quick-Play Spell Card,"('Amazoness',)","('Condition', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,Amazoness Call,https://yugipedia.com/wiki/Amazoness_Call,,2023-03-18 00:49:48,,,,,,,,,,,
Amazoness Chain Master,29654737,Monster Card,,"('Amazoness',)","('Trigger Effect',)",Unlimited,Unlimited,Amazoness Chain Master,https://yugipedia.com/wiki/Amazoness_Chain_Master,,2023-04-10 17:19:18,"('Any',)",EARTH,Effect Monster,,Warrior,1300,,,,1500,4
Amazoness Empress,04591250,Monster Card,,"('Amazoness',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Amazoness Empress,https://yugipedia.com/wiki/Amazoness_Empress,"('Edited',)",2023-03-18 00:50:19,"('Any',)",EARTH,Fusion Monster,,Warrior,2400,,,,2800,8
Amazoness Fighter,55821894,Monster Card,,"('Amazoness',)","('Continuous Effect',)",Unlimited,Unlimited,Amazoness Fighter,https://yugipedia.com/wiki/Amazoness_Fighter,,2023-04-10 17:19:17,"('Any',)",EARTH,Effect Monster,,Warrior,1300,,,,1500,4
Amazoness Fighting Spirit,36100154,Spell Card,Continuous Spell Card,"('Amazoness',)","('Continuous-like Effect',)",Unlimited,Unlimited,Amazoness Fighting Spirit,https://yugipedia.com/wiki/Amazoness_Fighting_Spirit,,2023-04-10 17:19:10,,,,,,,,,,,
Amazoness Golden Whip Master,97692972,Monster Card,,"('Amazoness',)","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Amazoness Golden Whip Master,https://yugipedia.com/wiki/Amazoness_Golden_Whip_Master,,2023-03-18 00:51:13,,EARTH,Effect Monster,,Warrior,1200,1,,,2000,5
Amazoness Hall,25396150,Trap Card,Continuous Trap Card,"('Amazoness',)","('Condition', 'Effect', 'Trigger Effect')",Unlimited,Unlimited,Amazoness Hall,https://yugipedia.com/wiki/Amazoness_Hall,,2023-03-18 00:51:23,,,,,,,,,,,
Amazoness Heirloom,79965360,Spell Card,Equip Spell Card,"('Amazoness',)","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Amazoness Heirloom,https://yugipedia.com/wiki/Amazoness_Heirloom,,2023-04-10 17:19:11,"('Any',)",,,,,,,,,,
Amazoness Hot Spring,62480168,Trap Card,Continuous Trap Card,"('Amazoness',)","('Condition', 'Effect', 'Trigger Effect')",Unlimited,Unlimited,Amazoness Hot Spring,https://yugipedia.com/wiki/Amazoness_Hot_Spring,"('Edited',)",2023-03-18 00:51:51,,,,,,,,,,,
Amazoness Onslaught,83407038,Trap Card,Continuous Trap Card,"('Amazoness',)","('Quick-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Amazoness Onslaught,https://yugipedia.com/wiki/Amazoness_Onslaught,"('Edited',)",2023-03-18 00:52:00,,,,,,,,,,,
Amazoness Paladin,47480070,Monster Card,,"('Amazoness',)","('Continuous Effect',)",Unlimited,Unlimited,Amazoness Paladin,https://yugipedia.com/wiki/Amazoness_Paladin,,2023-04-10 17:19:18,"('Name',)",EARTH,Effect Monster,,Warrior,300,,,,1700,4
Amazoness Pet Liger,68507541,Monster Card,,"('Amazoness',)","('Continuous Effect', 'Trigger Effect')",Unlimited,Unlimited,Amazoness Pet Liger,https://yugipedia.com/wiki/Amazoness_Pet_Liger,,2023-03-18 00:52:50,,EARTH,Fusion Monster,,Beast,2400,,,,2500,7
Amazoness Pet Liger King,59353647,Monster Card,,"('Amazoness',)","('Condition', 'Continuous Effect', 'Ignition Effect')",Unlimited,Unlimited,Amazoness Pet Liger King,https://yugipedia.com/wiki/Amazoness_Pet_Liger_King,,2023-03-18 00:53:06,,EARTH,Fusion Monster,,Beast,2800,,,,2900,9
Amazoness Princess,84539520,Monster Card,,"('Amazoness',)","('Condition', 'Trigger Effect', 'Unclassified effect')",Unlimited,Unlimited,Amazoness Princess,https://yugipedia.com/wiki/Amazoness_Princess,,2023-03-18 00:53:14,,EARTH,Effect Monster,,Warrior,900,,,,1200,3
Amazoness Queen,15951532,Monster Card,,"('Amazoness',)","('Continuous Effect',)",Unlimited,Unlimited,Amazoness Queen,https://yugipedia.com/wiki/Amazoness_Queen,"('Edited',)",2023-03-31 18:57:56,,EARTH,Effect Monster,,Warrior,1800,,,,2400,6
Amazoness Sage,53162898,Monster Card,,"('Amazoness',)","('Trigger Effect',)",Unlimited,Unlimited,Amazoness Sage,https://yugipedia.com/wiki/Amazoness_Sage,,2023-04-10 17:19:16,"('Any',)",EARTH,Effect Monster,,Warrior,700,,,,1400,4
Amazoness Scouts,71209500,Monster Card,,"('Amazoness',)","('Quick Effect',)",Unlimited,Unlimited,Amazoness Scouts,https://yugipedia.com/wiki/Amazoness_Scouts,"('Edited',)",2023-04-10 17:19:13,"('Any',)",EARTH,Effect Monster,,Warrior,1100,,,,500,2
Amazoness Secret Arts,86758746,Spell Card,Quick-Play Spell Card,"('Amazoness',)","('Condition', 'Effect', 'Ignition-like Effect')",Unlimited,Unlimited,Amazoness Secret Arts,https://yugipedia.com/wiki/Amazoness_Secret_Arts,"('Edited',)",2023-03-18 00:54:31,,,,,,,,,,,
Amazoness Shamanism,06459419,Trap Card,Normal Trap Card,"('Amazoness',)","('Effect',)",Unlimited,Unlimited,Amazoness Shamanism,https://yugipedia.com/wiki/Amazoness_Shamanism,,2023-03-18 00:54:40,"('Any',)",,,,,,,,,,
Amazoness Silver Sword Master,24087580,Monster Card,,"('Amazoness',)","('Condition', 'Continuous-like Effect', 'Trigger Effect')",Unlimited,Unlimited,Amazoness Silver Sword Master,https://yugipedia.com/wiki/Amazoness_Silver_Sword_Master,,2023-03-18 00:54:56,,EARTH,Effect Monster,,Warrior,2000,7,,,1200,3
Amazoness Spellcaster,81325903,Spell Card,Normal Spell Card,"('Amazoness',)","('Effect',)",Unlimited,Unlimited,Amazoness Spellcaster,https://yugipedia.com/wiki/Amazoness_Spellcaster,"('Edited',)",2023-04-10 17:19:10,"('Type',)",,,,,,,,,,
Amazoness Spiritualist,97870394,Monster Card,,"('Amazoness',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Amazoness Spiritualist,https://yugipedia.com/wiki/Amazoness_Spiritualist,"('Edited',)",2023-03-18 00:55:26,,EARTH,Effect Monster,,Warrior,1800,,,,800,2
Amazoness Spy,31102447,Monster Card,,"('Amazoness',)","('Condition', 'Ignition Effect', 'Trigger Effect')",Unlimited,Unlimited,Amazoness Spy,https://yugipedia.com/wiki/Amazoness_Spy,"('Edited',)",2023-03-18 00:55:39,,EARTH,Effect Monster,,Warrior,1200,,,,800,3
