Card number,Set,Name,Rarity,Print,Page URL,Modification date,Release,Cover card,Version
DCR-PT047,Dark Crisis (25th Anniversary Edition),Ojama Trio,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT048,Dark Crisis (25th Anniversary Edition),Arsenal Robber,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT049,Dark Crisis (25th Anniversary Edition),Skill Drain,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT050,Dark Crisis (25th Anniversary Edition),Really Eternal Rest,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT051,Dark Crisis (25th Anniversary Edition),Kaiser Glider,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT052,Dark Crisis (25th Anniversary Edition),Interdimensional Matter Transporter,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT053,Dark Crisis (25th Anniversary Edition),Cost Down,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT054,Dark Crisis (25th Anniversary Edition),Gagagigo,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT055,Dark Crisis (25th Anniversary Edition),D.D. Trainer,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT056,Dark Crisis (25th Anniversary Edition),Ojama Green,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT057,Dark Crisis (25th Anniversary Edition),Archfiend Soldier,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT058,Dark Crisis (25th Anniversary Edition),Pandemonium Watchbear,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT059,Dark Crisis (25th Anniversary Edition),Sasuke Samurai 2,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT060,Dark Crisis (25th Anniversary Edition),Dark Scorpion - Gorg the Strong,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT061,Dark Crisis (25th Anniversary Edition),Dark Scorpion - Meanae the Thorn,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT062,Dark Crisis (25th Anniversary Edition),Outstanding Dog Marron,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT063,Dark Crisis (25th Anniversary Edition),Great Maju Garzett,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT064,Dark Crisis (25th Anniversary Edition),Iron Blacksmith Kotetsu,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT065,Dark Crisis (25th Anniversary Edition),Goblin of Greed,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT066,Dark Crisis (25th Anniversary Edition),Mefist the Infernal General,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT067,Dark Crisis (25th Anniversary Edition),Vilepawn Archfiend,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT068,Dark Crisis (25th Anniversary Edition),Shadowknight Archfiend,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT069,Dark Crisis (25th Anniversary Edition),Darkbishop Archfiend,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT070,Dark Crisis (25th Anniversary Edition),Desrook Archfiend,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT071,Dark Crisis (25th Anniversary Edition),Infernalqueen Archfiend,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT072,Dark Crisis (25th Anniversary Edition),Terrorking Archfiend,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT073,Dark Crisis (25th Anniversary Edition),Skull Archfiend of Lightning,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT074,Dark Crisis (25th Anniversary Edition),Metallizing Parasite - Lunatite,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT075,Dark Crisis (25th Anniversary Edition),Tsukuyomi,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT076,Dark Crisis (25th Anniversary Edition),Mudora,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT077,Dark Crisis (25th Anniversary Edition),Keldo,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT078,Dark Crisis (25th Anniversary Edition),Kelbek,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT079,Dark Crisis (25th Anniversary Edition),Zolga,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT080,Dark Crisis (25th Anniversary Edition),Agido,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT081,Dark Crisis (25th Anniversary Edition),Legendary Flame Lord,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT082,Dark Crisis (25th Anniversary Edition),Dark Master - Zorc,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT083,Dark Crisis (25th Anniversary Edition),Spell Reproduction,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT084,Dark Crisis (25th Anniversary Edition),Dragged Down into the Grave,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT085,Dark Crisis (25th Anniversary Edition),Incandescent Ordeal,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT086,Dark Crisis (25th Anniversary Edition),Contract with the Abyss,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT087,Dark Crisis (25th Anniversary Edition),Contract with the Dark Master,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT088,Dark Crisis (25th Anniversary Edition),Falling Down,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT089,Dark Crisis (25th Anniversary Edition),Checkmate,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT090,Dark Crisis (25th Anniversary Edition),Cestus of Dagla,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT091,Dark Crisis (25th Anniversary Edition),Final Countdown,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT092,Dark Crisis (25th Anniversary Edition),Archfiend's Oath,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT093,Dark Crisis (25th Anniversary Edition),Mustering of the Dark Scorpions,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT094,Dark Crisis (25th Anniversary Edition),Pandemonium,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT095,Dark Crisis (25th Anniversary Edition),Altar for Tribute,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT096,Dark Crisis (25th Anniversary Edition),Frozen Soul,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT097,Dark Crisis (25th Anniversary Edition),Battle-Scarred,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT098,Dark Crisis (25th Anniversary Edition),Dark Scorpion Combination,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT099,Dark Crisis (25th Anniversary Edition),Archfiend's Roar,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT100,Dark Crisis (25th Anniversary Edition),Dice Re-Roll,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT101,Dark Crisis (25th Anniversary Edition),Spell Vanishing,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT102,Dark Crisis (25th Anniversary Edition),Sakuretsu Armor,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT103,Dark Crisis (25th Anniversary Edition),Ray of Hope,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT104,Dark Crisis (25th Anniversary Edition),Blast Held by a Tribute,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-PT105,Dark Crisis (25th Anniversary Edition),Judgment of Anubis,"('Secret Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-PT),2023-05-19 20:32:15,2023-04-20,"('Exodia Necross',)",New
DCR-SP000,Dark Crisis (25th Anniversary Edition),Vampire Lord,"('Secret Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP001,Dark Crisis (25th Anniversary Edition),Battle Footballer,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP002,Dark Crisis (25th Anniversary Edition),Nin-Ken Dog,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP003,Dark Crisis (25th Anniversary Edition),Acrobat Monkey,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP004,Dark Crisis (25th Anniversary Edition),Arsenal Summoner,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP005,Dark Crisis (25th Anniversary Edition),Guardian Elma,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP006,Dark Crisis (25th Anniversary Edition),Guardian Ceal,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP007,Dark Crisis (25th Anniversary Edition),Guardian Grarl,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP008,Dark Crisis (25th Anniversary Edition),Guardian Baou,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP009,Dark Crisis (25th Anniversary Edition),Guardian Kay'est,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP010,Dark Crisis (25th Anniversary Edition),Guardian Tryce,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP011,Dark Crisis (25th Anniversary Edition),Cyber Raider,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP012,Dark Crisis (25th Anniversary Edition),Reflect Bounder,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP013,Dark Crisis (25th Anniversary Edition),Little-Winguard,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP014,Dark Crisis (25th Anniversary Edition),Des Feral Imp,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP015,Dark Crisis (25th Anniversary Edition),Different Dimension Dragon,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP016,Dark Crisis (25th Anniversary Edition),"Shinato, King of a Higher Plane","('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP017,Dark Crisis (25th Anniversary Edition),Dark Flare Knight,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP018,Dark Crisis (25th Anniversary Edition),Mirage Knight,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP019,Dark Crisis (25th Anniversary Edition),Berserk Dragon,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP020,Dark Crisis (25th Anniversary Edition),Exodia Necross,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP021,Dark Crisis (25th Anniversary Edition),Gyaku-Gire Panda,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP022,Dark Crisis (25th Anniversary Edition),Blindly Loyal Goblin,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP023,Dark Crisis (25th Anniversary Edition),Despair from the Dark,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP024,Dark Crisis (25th Anniversary Edition),Maju Garzett,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP025,Dark Crisis (25th Anniversary Edition),Fear from the Dark,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP026,Dark Crisis (25th Anniversary Edition),Dark Scorpion - Chick the Yellow,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP027,Dark Crisis (25th Anniversary Edition),D.D. Warrior Lady,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP028,Dark Crisis (25th Anniversary Edition),Thousand Needles,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP029,Dark Crisis (25th Anniversary Edition),Shinato's Ark,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP030,Dark Crisis (25th Anniversary Edition),A Deal with Dark Ruler,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP031,Dark Crisis (25th Anniversary Edition),Contract with Exodia,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP032,Dark Crisis (25th Anniversary Edition),Butterfly Dagger - Elma,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP033,Dark Crisis (25th Anniversary Edition),Shooting Star Bow - Ceal,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP034,Dark Crisis (25th Anniversary Edition),Gravity Axe - Grarl,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP035,Dark Crisis (25th Anniversary Edition),Wicked-Breaking Flamberge - Baou,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP036,Dark Crisis (25th Anniversary Edition),Rod of Silence - Kay'est,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP037,Dark Crisis (25th Anniversary Edition),Twin Swords of Flashing Light - Tryce,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP038,Dark Crisis (25th Anniversary Edition),Precious Cards from Beyond,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP039,Dark Crisis (25th Anniversary Edition),Rod of the Mind's Eye,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP040,Dark Crisis (25th Anniversary Edition),Fairy of the Spring,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP041,Dark Crisis (25th Anniversary Edition),Token Thanksgiving,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
DCR-SP042,Dark Crisis (25th Anniversary Edition),Morale Boost,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dark_Crisis_(25th_Anniversary_Edition)_(TCG-SP),2023-05-19 20:32:25,2023-04-20,"('Exodia Necross',)",New
