Name,Legend,Maximum mode,Modification date,Version
Climax Finale,True,True,2022-04-20 02:38:21,Old
Climax Finale,False,False,2022-04-20 02:38:21,New
Cliptera,True,True,2022-12-21 09:23:34,Old
Cliptera,False,False,2022-12-21 09:23:34,New
Clowning Cookoo Clock,True,True,2022-09-21 05:37:24,Old
Clowning Cookoo Clock,False,False,2022-09-21 05:37:24,New
Clubinet the Music Princess,True,True,2022-10-30 07:47:36,Old
Clubinet the Music Princess,False,False,2022-10-30 07:47:36,New
Cobalt Kobold,True,True,2022-11-26 13:46:14,Old
Cobalt Kobold,False,False,2022-11-26 13:46:14,New
Coevolutionary Miracle,True,True,2022-10-30 07:49:56,Old
Coevolutionary Miracle,False,False,2022-10-30 07:49:56,New
Coiled Dragon of Destruction,True,True,2022-04-24 00:06:01,Old
Coiled Dragon of Destruction,False,False,2022-04-24 00:06:01,New
Coiled Dragon of Fertility,True,True,2022-09-21 05:44:18,Old
Coiled Dragon of Fertility,False,False,2022-09-21 05:44:18,New
Collapsing Chairs,True,True,2022-09-12 09:26:12,Old
Collapsing Chairs,False,False,2022-09-12 09:26:12,New
Combustion Oni Bunsel,True,True,2022-11-16 04:35:29,Old
Combustion Oni Bunsel,False,False,2022-11-16 04:35:29,New
Concert Costume Creator,True,True,2022-04-20 16:51:01,Old
Concert Costume Creator,False,False,2022-04-20 16:51:01,New
Connector Dog,True,True,2022-01-27 23:31:42,Old
Connector Dog,False,False,2022-01-27 23:31:42,New
Constructor Ambush,True,True,2022-09-21 05:26:58,Old
Constructor Ambush,False,False,2022-09-21 05:26:58,New
Constructor Art - Buildestruction,True,True,2022-10-30 07:48:14,Old
Constructor Art - Buildestruction,False,False,2022-10-30 07:48:14,New
Constructor Battler Big Roller,True,True,2022-09-21 05:31:33,Old
Constructor Battler Big Roller,False,False,2022-09-21 05:31:33,New
Constructor Blockade,True,True,2022-09-21 05:31:10,Old
Constructor Blockade,False,False,2022-09-21 05:31:10,New
Constructor Brawler Mixah,True,True,2022-04-24 00:04:21,Old
Constructor Brawler Mixah,False,False,2022-04-24 00:04:21,New
Constructor Demolisher Wyrm Drake Crush,True,True,2022-12-13 15:31:17,Old
Constructor Demolisher Wyrm Drake Crush,False,False,2022-12-13 15:31:17,New
Constructor Engineer Draftannium,True,True,2022-04-24 00:05:40,Old
Constructor Engineer Draftannium,False,False,2022-04-24 00:05:40,New
Constructor Fighter Mixer,True,True,2023-01-06 14:33:00,Old
Constructor Fighter Mixer,False,False,2023-01-06 14:33:00,New
Constructor Heavenly Wyrm Gantry Dragon,True,True,2022-09-21 05:33:38,Old
Constructor Heavenly Wyrm Gantry Dragon,False,False,2022-09-21 05:33:38,New
Constructor Princess Pylon,True,True,2022-09-25 03:03:41,Old
Constructor Princess Pylon,False,False,2022-09-25 03:03:41,New
Constructor Resurrection,True,True,2022-12-13 09:03:17,Old
Constructor Resurrection,False,False,2022-12-13 09:03:17,New
Constructor Ridge Wyrm Handtoolon,True,True,2022-12-13 08:57:26,Old
Constructor Ridge Wyrm Handtoolon,False,False,2022-12-13 08:57:26,New
Constructor Sky Wyrm Gantry Dragon,True,True,2023-01-16 01:56:25,Old
Constructor Sky Wyrm Gantry Dragon,False,False,2023-01-16 01:56:25,New
Constructor Soldier Drillzard,True,True,2022-09-21 05:34:19,Old
Constructor Soldier Drillzard,False,False,2022-09-21 05:34:19,New
Constructor Sword Foreman,True,True,2022-04-24 00:03:08,Old
Constructor Sword Foreman,False,False,2022-04-24 00:03:08,New
Constructor Warrior Shovelon,True,True,2022-09-21 05:24:04,Old
Constructor Warrior Shovelon,False,False,2022-09-21 05:24:04,New
Constructor Wyrm Buildragon,True,True,2022-09-25 02:59:24,Old
Constructor Wyrm Buildragon,False,False,2022-09-25 02:59:24,New
Corktrooper,True,True,2023-01-03 23:08:31,Old
Corktrooper,False,False,2023-01-03 23:08:31,New
Corruption of the Blaze Fiends,True,True,2022-11-26 12:34:50,Old
Corruption of the Blaze Fiends,False,False,2022-11-26 12:34:50,New
Cosmic String Noodryad,True,True,2022-12-21 09:44:19,Old
Cosmic String Noodryad,False,False,2022-12-21 09:44:19,New
Cosmo Aurorizer,True,True,2022-12-21 09:14:10,Old
Cosmo Aurorizer,False,False,2022-12-21 09:14:10,New
Cosmo Predictor,True,True,2023-01-03 23:11:56,Old
Cosmo Predictor,False,False,2023-01-03 23:11:56,New
Cosmo Titan,True,True,2022-12-21 09:13:47,Old
Cosmo Titan,False,False,2022-12-21 09:13:47,New
Cosmoscallion,True,True,2022-09-12 09:29:03,Old
Cosmoscallion,False,False,2022-09-12 09:29:03,New
Counter Back,True,True,2022-09-25 03:02:45,Old
Counter Back,False,False,2022-09-25 03:02:45,New
Counter Cannonball,True,True,2022-09-21 03:18:16,Old
Counter Cannonball,False,False,2022-09-21 03:18:16,New
Counter Pigeons,True,True,2022-10-20 07:33:52,Old
Counter Pigeons,False,False,2022-10-20 07:33:52,New
Counter Shield,True,True,2022-09-21 04:37:36,Old
Counter Shield,False,False,2022-09-21 04:37:36,New
Covering Barrage,True,True,2022-09-21 05:28:54,Old
Covering Barrage,False,False,2022-09-21 05:28:54,New
Crack Fall,True,True,2022-09-25 03:04:46,Old
Crack Fall,False,False,2022-09-25 03:04:46,New
Cracking Claw,True,True,2023-01-21 14:33:26,Old
Cracking Claw,False,False,2023-01-21 14:33:26,New
Crafter Drone,True,True,2022-12-21 09:23:20,Old
Crafter Drone,False,False,2022-12-21 09:23:20,New
Craftroll,True,True,2022-12-21 09:23:40,Old
Craftroll,False,False,2022-12-21 09:23:40,New
Cranked to Ten!!,True,True,2022-09-25 03:02:12,Old
Cranked to Ten!!,False,False,2022-09-25 03:02:12,New
Crawling Dragon,True,True,2022-09-21 03:20:30,Old
Crawling Dragon,False,False,2022-09-21 03:20:30,New
Cremation Dog Nitro,True,True,2022-12-21 09:46:20,Old
Cremation Dog Nitro,False,False,2022-12-21 09:46:20,New
Crisis at the Sacred Tower,True,True,2023-01-10 18:58:12,Old
Crisis at the Sacred Tower,False,False,2023-01-10 18:58:12,New
Cross Promotion the Elite Noodle Ninja,True,True,2022-12-21 09:44:44,Old
Cross Promotion the Elite Noodle Ninja,False,False,2022-12-21 09:44:44,New
Cross Target,True,True,2022-10-20 07:03:07,Old
Cross Target,False,False,2022-10-20 07:03:07,New
Crusher Drone,True,True,2022-12-21 09:22:41,Old
Crusher Drone,False,False,2022-12-21 09:22:41,New
Crying Moon Rabbit,True,True,2022-04-23 23:40:31,Old
Crying Moon Rabbit,False,False,2022-04-23 23:40:31,New
Crystal Brain,True,True,2022-09-25 03:01:32,Old
Crystal Brain,False,False,2022-09-25 03:01:32,New
Cure Shot,True,True,2022-10-20 07:42:45,Old
Cure Shot,False,False,2022-10-20 07:42:45,New
Curse of Dragon,True,True,2022-09-26 12:56:03,Old
Curse of Dragon,False,False,2022-09-26 12:56:03,New
Cursed Skeletal Dragon Diarga,True,True,2022-10-20 06:56:56,Old
Cursed Skeletal Dragon Diarga,False,False,2022-10-20 06:56:56,New
Curtain of Sparks,True,True,2022-10-20 07:07:58,Old
Curtain of Sparks,False,False,2022-10-20 07:07:58,New
Cyber Assault Dragon,True,True,2022-11-26 12:43:07,Old
Cyber Assault Dragon,False,False,2022-11-26 12:43:07,New
Cyber Coatl,True,True,2023-01-21 14:04:40,Old
Cyber Coatl,False,False,2023-01-21 14:04:40,New
Cyber Dragon,True,True,2022-11-26 12:45:24,Old
Cyber Dragon,False,False,2022-11-26 12:45:24,New
Cyber End Dragon,True,True,2022-11-26 12:38:01,Old
Cyber End Dragon,False,False,2022-11-26 12:38:01,New
Cyber Entry,True,True,2022-11-26 12:55:54,Old
Cyber Entry,False,False,2022-11-26 12:55:54,New
Cyber Falcon,True,True,2022-02-09 02:41:39,Old
Cyber Falcon,False,False,2022-02-09 02:41:39,New
Cyber Gryphon,True,True,2022-11-26 12:51:51,Old
Cyber Gryphon,False,False,2022-11-26 12:51:51,New
Cyber Rush Dragon,True,True,2022-11-26 12:40:57,Old
Cyber Rush Dragon,False,False,2022-11-26 12:40:57,New
Cyber Search Dragon,True,True,2023-01-23 15:50:11,Old
Cyber Search Dragon,False,False,2023-01-23 15:50:11,New
Cyber Serpent,True,True,2022-11-26 12:54:31,Old
Cyber Serpent,False,False,2022-11-26 12:54:31,New
Cyber Soldier of Darkworld,True,True,2022-09-20 11:21:17,Old
Cyber Soldier of Darkworld,False,False,2022-09-20 11:21:17,New
Cyber Stealth Dragon,True,True,2022-11-26 12:44:17,Old
Cyber Stealth Dragon,False,False,2022-11-26 12:44:17,New
Cyber Twin Dragon,True,True,2022-11-26 12:40:05,Old
Cyber Twin Dragon,False,False,2022-11-26 12:40:05,New
Cyber-Stein Frankenshrine,True,True,2023-01-16 21:35:23,Old
Cyber-Stein Frankenshrine,False,False,2023-01-16 21:35:23,New
Cyber-Tech Alligator,True,True,2022-09-21 05:31:31,Old
Cyber-Tech Alligator,True,False,2022-09-21 05:31:31,New
Cycliptron,True,True,2022-12-10 20:37:37,Old
Cycliptron,False,False,2022-12-10 20:37:37,New
Dahlia the Sprouting Shadow Flower,True,True,2022-10-09 13:44:36,Old
Dahlia the Sprouting Shadow Flower,False,False,2022-10-09 13:44:36,New
"Dahut Abyss, Dark Mirror Ruler of the Chair",True,True,2022-10-30 07:49:01,Old
"Dahut Abyss, Dark Mirror Ruler of the Chair",False,False,2022-10-30 07:49:01,New
"Dahut, Dark Ruler of the Chair",True,True,2022-09-12 09:22:39,Old
"Dahut, Dark Ruler of the Chair",False,False,2022-09-12 09:22:39,New
Daigyakutenno Megami,True,True,2022-12-10 16:51:21,Old
Daigyakutenno Megami,False,False,2022-12-10 16:51:21,New
Dark Factory of Mass Production,True,True,2022-10-10 09:06:57,Old
Dark Factory of Mass Production,True,False,2022-10-10 09:06:57,New
Dark Femtron,True,True,2022-09-21 05:25:54,Old
Dark Femtron,False,False,2022-09-21 05:25:54,New
Dark Hole,True,True,2022-11-26 13:57:42,Old
Dark Hole,True,False,2022-11-26 13:57:42,New
Dark Magic Attack,True,True,2022-09-21 03:35:55,Old
Dark Magic Attack,False,False,2022-09-21 03:35:55,New
Dark Magician,True,True,2023-01-31 20:13:42,Old
Dark Magician,True,False,2023-01-31 20:13:42,New
Dark Magician Girl,True,True,2023-01-31 20:29:00,Old
Dark Magician Girl,False,False,2023-01-31 20:29:00,New
Dark Nebula,True,True,2023-01-21 14:49:35,Old
Dark Nebula,False,False,2023-01-21 14:49:35,New
Dark Prophet,True,True,2023-01-19 15:39:17,Old
Dark Prophet,False,False,2023-01-19 15:39:17,New
Dark Resonance Burst,True,True,2022-09-25 03:02:24,Old
Dark Resonance Burst,False,False,2022-09-25 03:02:24,New
Dark Revelation,True,True,2022-09-25 03:02:51,Old
Dark Revelation,False,False,2022-09-25 03:02:51,New
Dark Skeleton Dead Ruler,True,True,2022-10-20 06:59:28,Old
Dark Skeleton Dead Ruler,False,False,2022-10-20 06:59:28,New
Dark Sorcerer,True,True,2022-10-20 07:08:39,Old
Dark Sorcerer,False,False,2022-10-20 07:08:39,New
Dark-Eyes Breakstar Cat,True,True,2023-01-21 14:03:51,Old
Dark-Eyes Breakstar Cat,False,False,2023-01-21 14:03:51,New
Darklord Zerato,True,True,2023-02-04 14:27:22,Old
Darklord Zerato,True,False,2023-02-04 14:27:22,New
Darkness Approaches,True,True,2022-09-21 02:59:14,Old
Darkness Approaches,False,False,2022-09-21 02:59:14,New
Darkness Crested Hawk,True,True,2022-12-21 09:52:25,Old
Darkness Crested Hawk,False,False,2022-12-21 09:52:25,New
Darkness Fource Seeker,True,True,2022-10-20 07:10:32,Old
Darkness Fource Seeker,False,False,2022-10-20 07:10:32,New
Darkness Ri-chair-al,True,True,2022-10-30 07:48:46,Old
Darkness Ri-chair-al,False,False,2022-10-30 07:48:46,New
Darkness Road,True,True,2022-10-20 07:08:16,Old
Darkness Road,False,False,2022-10-20 07:08:16,New
Darkness Rogue,True,True,2023-01-03 23:11:27,Old
Darkness Rogue,False,False,2023-01-03 23:11:27,New
Darkness Zerorogue,True,True,2022-10-20 07:10:38,Old
Darkness Zerorogue,False,False,2022-10-20 07:10:38,New
Daybreak Warrior,True,True,2022-12-10 20:57:46,Old
Daybreak Warrior,False,False,2022-12-10 20:57:46,New
Decennium Mystic Sword,True,True,2022-12-19 09:38:52,Old
Decennium Mystic Sword,False,False,2022-12-19 09:38:52,New
Defender of Dragon Sorcerers,True,True,2022-09-21 03:18:25,Old
Defender of Dragon Sorcerers,False,False,2022-09-21 03:18:25,New
Defense Destroying Sword,True,True,2023-01-30 10:13:24,Old
Defense Destroying Sword,False,False,2023-01-30 10:13:24,New
Dekorelic Dessert,True,True,2022-12-19 09:11:50,Old
Dekorelic Dessert,False,False,2022-12-19 09:11:50,New
Delight of the Mighty,True,True,2022-11-02 17:25:22,Old
Delight of the Mighty,False,False,2022-11-02 17:25:22,New
Delirium Lampyris,True,True,2022-11-26 13:47:37,Old
Delirium Lampyris,False,False,2022-11-26 13:47:37,New
Delirium Papillon,True,True,2022-11-17 12:09:55,Old
Delirium Papillon,False,False,2022-11-17 12:09:55,New
Demolisher Wyrm Roar,True,True,2022-12-13 15:31:37,Old
Demolisher Wyrm Roar,False,False,2022-12-13 15:31:37,New
Descendant of Titans,True,True,2022-09-21 05:22:43,Old
Descendant of Titans,False,False,2022-09-21 05:22:43,New
Descent of the Sweeping Spirit,True,True,2023-02-04 14:18:23,Old
Descent of the Sweeping Spirit,False,False,2023-02-04 14:18:23,New
Destroyer of Dragon Sorcerers,True,True,2022-11-26 13:35:34,Old
Destroyer of Dragon Sorcerers,False,False,2022-11-26 13:35:34,New
Destructurtle Meteor,True,True,2022-11-02 17:21:59,Old
Destructurtle Meteor,False,False,2022-11-02 17:21:59,New
Diabearical Lilith,True,True,2022-11-17 12:09:08,Old
Diabearical Lilith,False,False,2022-11-17 12:09:08,New
Diabolic King Beetle,True,True,2022-09-18 19:46:19,Old
Diabolic King Beetle,False,False,2022-09-18 19:46:19,New
Dian Keto the Boogie Master,True,True,2022-10-20 07:02:27,Old
Dian Keto the Boogie Master,False,False,2022-10-20 07:02:27,New
Dian Keto the Cooking Master,True,True,2023-01-17 13:20:57,Old
Dian Keto the Cooking Master,False,False,2023-01-17 13:20:57,New
Dian Keto the Cure Maiden,True,True,2022-11-17 12:10:35,Old
Dian Keto the Cure Maiden,False,False,2022-11-17 12:10:35,New
Dian Keto the Cure Master,True,True,2022-10-20 07:00:31,Old
Dian Keto the Cure Master,False,False,2022-10-20 07:00:31,New
Dian Keto the Security Master,True,True,2022-10-20 07:02:43,Old
Dian Keto the Security Master,False,False,2022-10-20 07:02:43,New
Digger Skipper,True,True,2023-01-29 19:40:53,Old
Digger Skipper,False,False,2023-01-29 19:40:53,New
Digisoon the Music Fiend,True,True,2022-10-20 07:21:23,Old
Digisoon the Music Fiend,False,False,2022-10-20 07:21:23,New
Digrace the Skysavior Radiance,True,True,2023-01-21 14:30:30,Old
Digrace the Skysavior Radiance,False,False,2023-01-21 14:30:30,New
Dimension Others,True,True,2022-12-21 09:53:19,Old
Dimension Others,False,False,2022-12-21 09:53:19,New
Dinomic Pressure,True,True,2022-10-30 07:49:34,Old
Dinomic Pressure,False,False,2022-10-30 07:49:34,New
Dinosaur Crush,True,True,2023-01-05 22:40:54,Old
Dinosaur Crush,False,False,2023-01-05 22:40:54,New
Direct Dive Dragon,True,True,2022-05-03 17:52:23,Old
Direct Dive Dragon,False,False,2022-05-03 17:52:23,New
Doctor Red Robe,True,True,2022-12-21 09:45:50,Old
Doctor Red Robe,False,False,2022-12-21 09:45:50,New
Dododo Second,True,True,2023-01-05 22:53:00,Old
Dododo Second,False,False,2023-01-05 22:53:00,New
Dogulce Jomont Blanc,True,True,2022-12-10 20:39:13,Old
Dogulce Jomont Blanc,False,False,2022-12-10 20:39:13,New
Dogulce Langue De Shakoki,True,True,2022-12-21 09:45:01,Old
Dogulce Langue De Shakoki,False,False,2022-12-21 09:45:01,New
Dogulce Langue de Chakoki,True,True,2022-09-21 05:39:16,Old
Dogulce Langue de Chakoki,False,False,2022-09-21 05:39:16,New
Doki Doki Hexenhaus,True,True,2022-12-21 09:44:30,Old
Doki Doki Hexenhaus,False,False,2022-12-21 09:44:30,New
Doll of Dread,True,True,2022-12-23 09:02:36,Old
Doll of Dread,False,False,2022-12-23 09:02:36,New
Dolphin Counterattack,True,True,2022-12-20 10:45:17,Old
Dolphin Counterattack,False,False,2022-12-20 10:45:17,New
Dolphin King Iruqua,True,True,2022-12-10 20:55:54,Old
Dolphin King Iruqua,False,False,2022-12-10 20:55:54,New
Dolphin's Treasure Chest,True,True,2022-11-17 12:07:35,Old
Dolphin's Treasure Chest,False,False,2022-11-17 12:07:35,New
Donpen & Donko,True,True,2022-10-26 06:31:29,Old
Donpen & Donko,False,False,2022-10-26 06:31:29,New
Doomblaze Despair,True,True,2022-11-26 12:36:38,Old
Doomblaze Despair,False,True,2022-11-26 12:36:38,New
Doomblaze Fiend Overlord Despairacion,True,True,2022-11-26 12:28:07,Old
Doomblaze Fiend Overlord Despairacion,False,True,2022-11-26 12:28:07,New
Doomblaze Fiend Overlord Despairacion [L],True,True,2022-11-26 12:27:26,Old
Doomblaze Fiend Overlord Despairacion [L],False,True,2022-11-26 12:27:26,New
Doomblaze Fiend Overlord Despairacion [R],True,True,2022-11-26 12:28:43,Old
Doomblaze Fiend Overlord Despairacion [R],False,True,2022-11-26 12:28:43,New
Doriado,True,True,2022-09-21 04:59:35,Old
Doriado,False,False,2022-09-21 04:59:35,New
Dosodon,True,True,2022-09-21 05:34:18,Old
Dosodon,False,False,2022-09-21 05:34:18,New
Double Block,True,True,2023-01-10 18:58:24,Old
Double Block,False,False,2023-01-10 18:58:24,New
Double Ray Dragons,True,True,2023-01-21 14:23:07,Old
Double Ray Dragons,False,False,2023-01-21 14:23:07,New
Double Twin Dragon,True,True,2022-11-28 17:41:24,Old
Double Twin Dragon,False,False,2022-11-28 17:41:24,New
Double-Doom Dragon,True,True,2023-01-21 13:59:19,Old
Double-Doom Dragon,False,False,2023-01-21 13:59:19,New
Douma the Talismanic Supreme Sage,True,True,2022-12-26 02:42:47,Old
Douma the Talismanic Supreme Sage,False,False,2022-12-26 02:42:47,New
Doushin Kaika the Shadow Flower Full Moon,True,True,2023-02-04 14:22:07,Old
Doushin Kaika the Shadow Flower Full Moon,False,False,2023-02-04 14:22:07,New
Draco the Tiny,True,True,2021-12-04 14:58:46,Old
Draco the Tiny,False,False,2021-12-04 14:58:46,New
Dragon Bat,True,True,2023-01-07 04:44:49,Old
Dragon Bat,False,False,2023-01-07 04:44:49,New
Dragon Double-Doom,True,True,2023-01-21 14:50:21,Old
Dragon Double-Doom,False,False,2023-01-21 14:50:21,New
Dragon Encounter,True,True,2022-12-21 09:40:35,Old
Dragon Encounter,False,False,2022-12-21 09:40:35,New
Dragon Knight of Darkness,True,True,2023-01-07 04:44:44,Old
Dragon Knight of Darkness,False,False,2023-01-07 04:44:44,New
Dragon Merchant,True,True,2022-09-21 04:37:06,Old
Dragon Merchant,False,False,2022-09-21 04:37:06,New
Dragon Roll the Sushi Fairy,True,True,2022-10-30 07:47:05,Old
Dragon Roll the Sushi Fairy,False,False,2022-10-30 07:47:05,New
Dragon Tribe Fusion,True,True,2023-01-18 16:21:25,Old
Dragon Tribe Fusion,False,False,2023-01-18 16:21:25,New
Dragon's Fortitude,True,True,2022-09-21 05:40:23,Old
Dragon's Fortitude,False,False,2022-09-21 05:40:23,New
Dragon's Inferno,True,True,2022-12-21 09:39:49,Old
Dragon's Inferno,False,False,2022-12-21 09:39:49,New
Dragon's Peak,True,True,2023-01-16 21:34:16,Old
Dragon's Peak,False,False,2023-01-16 21:34:16,New
Dragon's Return,True,True,2022-12-21 09:40:07,Old
Dragon's Return,False,False,2022-12-21 09:40:07,New
Dragon's Sage,True,True,2022-04-20 16:51:00,Old
Dragon's Sage,False,False,2022-04-20 16:51:00,New
Dragonic Disorder,True,True,2022-02-09 03:14:06,Old
Dragonic Disorder,False,False,2022-02-09 03:14:06,New
Dragonic Pressure,True,True,2022-12-21 09:40:01,Old
Dragonic Pressure,False,False,2022-12-21 09:40:01,New
Dragonic Slayer,True,True,2022-09-21 03:06:40,Old
Dragonic Slayer,False,False,2022-09-21 03:06:40,New
Dragonlion Pit Trap,True,True,2022-11-28 18:46:46,Old
Dragonlion Pit Trap,False,False,2022-11-28 18:46:46,New
Dragorite,True,True,2022-12-21 09:38:01,Old
Dragorite,False,False,2022-12-21 09:38:01,New
Dragosite,True,True,2022-12-21 09:39:17,Old
Dragosite,False,False,2022-12-21 09:39:17,New
Dramoth Caterpillar,True,True,2022-09-21 05:30:34,Old
Dramoth Caterpillar,False,False,2022-09-21 05:30:34,New
Dream Drummer,True,True,2023-01-06 14:32:22,Old
Dream Drummer,False,False,2023-01-06 14:32:22,New
Dream Ladybug Rainbow,True,True,2023-01-05 22:57:23,Old
Dream Ladybug Rainbow,False,False,2023-01-05 22:57:23,New
Drilling Mandrill,True,True,2022-09-21 05:36:51,Old
Drilling Mandrill,False,False,2022-09-21 05:36:51,New
Drilling Tractiger,True,True,2022-09-03 17:27:21,Old
Drilling Tractiger,False,False,2022-09-03 17:27:21,New
Driving Snow,True,True,2022-09-21 03:48:37,Old
Driving Snow,False,False,2022-09-21 03:48:37,New
Drukmoor the Skysavior Phantom,True,True,2023-01-21 14:31:27,Old
Drukmoor the Skysavior Phantom,False,False,2023-01-21 14:31:27,New
Dual Coretls,True,True,2022-12-21 09:37:22,Old
Dual Coretls,False,False,2022-12-21 09:37:22,New
Dunkes the Skysavior Knight,True,True,2023-01-21 14:13:23,Old
Dunkes the Skysavior Knight,False,False,2023-01-21 14:13:23,New
Durga the Shadow Flower Stealth Submarine,True,True,2022-10-31 18:42:16,Old
Durga the Shadow Flower Stealth Submarine,False,False,2022-10-31 18:42:16,New
Dynamic Dino Dynamix,True,True,2022-12-13 15:28:35,Old
Dynamic Dino Dynamix,False,True,2022-12-13 15:28:35,New
Dynamic Dino Dynamix [L],True,True,2022-12-13 15:28:28,Old
Dynamic Dino Dynamix [L],False,True,2022-12-13 15:28:28,New
Dynamic Dino Dynamix [R],True,True,2022-12-13 15:28:50,Old
Dynamic Dino Dynamix [R],False,True,2022-12-13 15:28:50,New
Dynamo Might,True,True,2022-12-21 09:45:21,Old
Dynamo Might,False,False,2022-12-21 09:45:21,New
Earth Pressure Explosion,True,True,2022-10-20 07:17:58,Old
Earth Pressure Explosion,False,False,2022-10-20 07:17:58,New
Ecdysis Caliguleon,True,True,2022-10-30 06:14:40,Old
Ecdysis Caliguleon,False,False,2022-10-30 06:14:40,New
Echeclus the Star Knight,True,True,2022-09-21 04:28:34,Old
Echeclus the Star Knight,False,False,2022-09-21 04:28:34,New
Eclipse,True,True,2022-11-17 12:08:44,Old
Eclipse,False,False,2022-11-17 12:08:44,New
Eldign Patrol Ship,True,True,2022-10-20 07:36:03,Old
Eldign Patrol Ship,False,False,2022-10-20 07:36:03,New
Electrical Discharge,True,True,2022-09-21 05:45:38,Old
Electrical Discharge,False,False,2022-09-21 05:45:38,New
Elegant Fire Bird Harpuia,True,True,2022-09-25 03:01:15,Old
Elegant Fire Bird Harpuia,False,False,2022-09-25 03:01:15,New
Elephound,True,True,2022-12-21 09:22:11,Old
Elephound,False,False,2022-12-21 09:22:11,New
Elepsychic Amp Up,True,True,2023-01-09 08:42:22,Old
Elepsychic Amp Up,False,False,2023-01-09 08:42:22,New
Embryonic Dark Ruler,True,True,2023-02-01 11:46:29,Old
Embryonic Dark Ruler,False,False,2023-02-01 11:46:29,New
Emergency Return,True,True,2022-10-30 07:51:21,Old
Emergency Return,False,False,2022-10-30 07:51:21,New
Emitter Stag,True,True,2022-09-21 05:33:40,Old
Emitter Stag,False,False,2022-09-21 05:33:40,New
Emperor of the Land and Sea,True,True,2022-04-10 23:34:10,Old
Emperor of the Land and Sea,False,False,2022-04-10 23:34:10,New
Enchanting Mermaid,True,True,2022-10-20 07:23:23,Old
Enchanting Mermaid,False,False,2022-10-20 07:23:23,New
Endless Romance Blitz,True,True,2022-10-30 06:38:00,Old
Endless Romance Blitz,False,False,2022-10-30 06:38:00,New
Endoll,True,True,2022-12-10 21:25:24,Old
Endoll,False,False,2022-12-10 21:25:24,New
Engage and Strike!,True,True,2023-01-31 21:10:30,Old
Engage and Strike!,False,False,2023-01-31 21:10:30,New
Engine Reviver,True,True,2023-01-21 14:14:58,Old
Engine Reviver,False,False,2023-01-21 14:14:58,New
Enraged Scale Liberation,True,True,2022-09-21 05:45:41,Old
Enraged Scale Liberation,False,False,2022-09-21 05:45:41,New
Ensembullfighter the Music Fiend,True,True,2022-10-20 07:21:29,Old
Ensembullfighter the Music Fiend,False,False,2022-10-20 07:21:29,New
Esperade the Smashing Superstar,True,True,2022-09-21 04:01:49,Old
Esperade the Smashing Superstar,False,False,2022-09-21 04:01:49,New
Eternal Freeze,True,True,2022-11-28 22:40:22,Old
Eternal Freeze,False,False,2022-11-28 22:40:22,New
Ether Escape,True,True,2023-01-21 14:51:48,Old
Ether Escape,False,False,2023-01-21 14:51:48,New
Ether Fast Striker,True,True,2022-10-31 18:41:55,Old
Ether Fast Striker,False,False,2022-10-31 18:41:55,New
Ether Finder,True,True,2022-09-25 03:01:37,Old
Ether Finder,False,False,2022-09-25 03:01:37,New
Ether Seeker,True,True,2022-02-11 17:11:20,Old
Ether Seeker,False,False,2022-02-11 17:11:20,New
Ethyl the Flame Jinn of the Lamp,True,True,2023-01-04 11:45:39,Old
Ethyl the Flame Jinn of the Lamp,False,False,2023-01-04 11:45:39,New
Etraynze the Shadow Flower Ninja,True,True,2022-09-21 05:34:15,Old
Etraynze the Shadow Flower Ninja,False,False,2022-09-21 05:34:15,New
Eve of the Big March,True,True,2023-02-15 13:54:17,Old
Eve of the Big March,False,False,2023-02-15 13:54:17,New
Evil Star Beacon,True,True,2022-09-21 05:28:22,Old
Evil Star Beacon,False,False,2022-09-21 05:28:22,New
Evolution Rush Burst,True,True,2022-11-26 12:55:33,Old
Evolution Rush Burst,False,False,2022-11-26 12:55:33,New
Ewekai - Grudges from the Grave,True,True,2022-09-21 05:45:29,Old
Ewekai - Grudges from the Grave,False,False,2022-09-21 05:45:29,New
Ewekai Airaries,True,True,2022-11-17 12:14:17,Old
Ewekai Airaries,False,False,2022-11-17 12:14:17,New
Ewekai Aquasheep,True,True,2022-11-17 12:14:29,Old
Ewekai Aquasheep,False,False,2022-11-17 12:14:29,New
Ewekai Grounmouton,True,True,2022-09-21 05:39:23,Old
Ewekai Grounmouton,False,False,2022-09-21 05:39:23,New
Ewekai Nightmutton,True,True,2022-09-21 05:24:08,Old
Ewekai Nightmutton,False,False,2022-09-21 05:24:08,New
Ewekai Planeau,True,True,2023-01-30 10:35:21,Old
Ewekai Planeau,False,False,2023-01-30 10:35:21,New
Ewekai Pyrowool,True,True,2022-09-21 05:28:43,Old
Ewekai Pyrowool,False,False,2022-09-21 05:28:43,New
Ewekai Thunderlambda,True,True,2022-11-17 12:14:23,Old
Ewekai Thunderlambda,False,False,2022-11-17 12:14:23,New
Ewekai Waveschaf,True,True,2022-11-17 12:11:02,Old
Ewekai Waveschaf,False,False,2022-11-17 12:11:02,New
ExPress Train,True,True,2023-01-16 01:00:49,Old
ExPress Train,False,False,2023-01-16 01:00:49,New
Excutie Break!,True,True,2022-11-26 13:21:13,Old
Excutie Break!,False,False,2022-11-26 13:21:13,New
Excutie Catch!,True,True,2023-01-10 18:58:56,Old
Excutie Catch!,False,False,2023-01-10 18:58:56,New
Excutie Emergency!,True,True,2022-11-26 23:03:27,Old
Excutie Emergency!,False,False,2022-11-26 23:03:27,New
