Name,Password,Effect type,TCG status,OCG status,Page name,Page URL,Artwork,Modification date,Attribute,Primary type,DEF,ATK,Level/Rank,Version
Token,,"('Lingering effect',)",Legal,Legal,Sheep Token (Yellow),https://yugipedia.com/wiki/Sheep_Token_(Yellow),,2019-12-07 06:34:46,EARTH,Monster Token,0,0,1,Old
Token,,,Legal,Legal,Token,https://yugipedia.com/wiki/Token,,2023-03-23 12:40:24,,Monster Token,,,,Old
Token,,,,Legal,Token (15th Anniversary),https://yugipedia.com/wiki/Token_(15th_Anniversary),,2019-11-21 19:03:08,,Monster Token,,,,Old
Token,,,,Legal,Token (Ai and Dark Templar @Ignister),https://yugipedia.com/wiki/Token_(Ai_and_Dark_Templar_@Ignister),,2019-11-21 19:39:25,,Monster Token,,,,Old
Token,,,,Legal,Token (Jesse and Rainbow Dragon),https://yugipedia.com/wiki/Token_(Jesse_and_Rainbow_Dragon),,2019-11-21 19:18:29,,Monster Token,,,,Old
Token,,"('Lingering effect',)",Legal,Legal,Sheep Token (Pink),https://yugipedia.com/wiki/Sheep_Token_(Pink),,2019-12-07 06:36:26,EARTH,Monster Token,0,0,1,Old
Token,,,,Legal,Token (Declan and D/D/D Doom King Armageddon),https://yugipedia.com/wiki/Token_(Declan_and_D/D/D_Doom_King_Armageddon),,2019-11-21 19:08:13,,Monster Token,,,,Old
Token,,,,Legal,Token (Astral and Number 39: Utopia),https://yugipedia.com/wiki/Token_(Astral_and_Number_39:_Utopia),,2019-11-21 19:06:32,,Monster Token,,,,Old
Token,,,,Legal,Token (World Duel Carnival),https://yugipedia.com/wiki/Token_(World_Duel_Carnival),,2019-11-22 18:11:17,,Monster Token,,,,Old
Token,,,,Legal,Token (Jaden and Elemental HERO Neos - 20th Anniversary),https://yugipedia.com/wiki/Token_(Jaden_and_Elemental_HERO_Neos_-_20th_Anniversary),,2019-11-21 19:15:00,,Monster Token,,,,Old
Token,,,,Legal,Token (Jaden and Winged Kuriboh),https://yugipedia.com/wiki/Token_(Jaden_and_Winged_Kuriboh),,2019-11-21 19:17:17,,Monster Token,,,,Old
Token,,,,Legal,Token (Jack and Red Dragon Archfiend),https://yugipedia.com/wiki/Token_(Jack_and_Red_Dragon_Archfiend),,2019-11-21 19:09:20,,Monster Token,,,,Old
Token,,,,Legal,Token (Jack & Yuya),https://yugipedia.com/wiki/Token_(Jack_%26_Yuya),,2019-11-21 19:10:41,,Monster Token,,,,Old
Token,,,,Legal,Token (Yami Yugi - OCG 20th Anniversary),https://yugipedia.com/wiki/Token_(Yami_Yugi_-_OCG_20th_Anniversary),,2019-11-22 18:13:10,,Monster Token,,,,Old
Token,,,Legal,Legal,Token (Joey and Red-Eyes Black Dragon),https://yugipedia.com/wiki/Token_(Joey_and_Red-Eyes_Black_Dragon),,2023-03-23 12:40:32,,Monster Token,,,,Old
Token,,"('Lingering effect',)",Legal,Legal,Sheep Token (Orange),https://yugipedia.com/wiki/Sheep_Token_(Orange),,2019-12-07 06:34:40,EARTH,Monster Token,0,0,1,New
Token,,,,Legal,Token (Jaden - OCG 20th Anniversary),https://yugipedia.com/wiki/Token_(Jaden_-_OCG_20th_Anniversary),,2019-11-21 19:12:00,,Monster Token,,,,New
Token,,,,Legal,Token (15th Anniversary),https://yugipedia.com/wiki/Token_(15th_Anniversary),,2019-11-21 19:03:28,,Monster Token,,,,New
Token,,,,Legal,Token (Declan and D/D/D Doom King Armageddon),https://yugipedia.com/wiki/Token_(Declan_and_D/D/D_Doom_King_Armageddon),,2019-11-21 19:07:44,,Monster Token,,,,New
Token,,,,Legal,Token (Astral and Number 39: Utopia),https://yugipedia.com/wiki/Token_(Astral_and_Number_39:_Utopia),,2019-11-21 19:05:36,,Monster Token,,,,New
Token,,,,Legal,Token (Jaden and Winged Kuriboh),https://yugipedia.com/wiki/Token_(Jaden_and_Winged_Kuriboh),,2019-11-21 19:16:16,,Monster Token,,,,New
Token,,,,Legal,Token (World Duel Carnival),https://yugipedia.com/wiki/Token_(World_Duel_Carnival),,2019-11-22 18:12:16,,Monster Token,,,,New
Token,,,,Legal,Token (Yami Yugi - OCG 20th Anniversary),https://yugipedia.com/wiki/Token_(Yami_Yugi_-_OCG_20th_Anniversary),,2019-11-22 18:12:16,,Monster Token,,,,New
Token,,,,Legal,Token (Jack and Red Dragon Archfiend),https://yugipedia.com/wiki/Token_(Jack_and_Red_Dragon_Archfiend),,2019-11-21 19:09:52,,Monster Token,,,,New
Token,,,,Legal,Token (Jack & Yuya),https://yugipedia.com/wiki/Token_(Jack_%26_Yuya),,2019-11-21 19:09:52,,Monster Token,,,,New
Token,,,Legal,Legal,Token (Joey and Red-Eyes Black Dragon),https://yugipedia.com/wiki/Token_(Joey_and_Red-Eyes_Black_Dragon),,2023-03-23 12:41:36,,Monster Token,,,,New
Token,,,,Legal,Token (Jesse and Rainbow Dragon),https://yugipedia.com/wiki/Token_(Jesse_and_Rainbow_Dragon),,2019-11-21 19:18:24,,Monster Token,,,,New
Token,,,,Legal,Token (Ai and Dark Templar @Ignister),https://yugipedia.com/wiki/Token_(Ai_and_Dark_Templar_@Ignister),,2019-11-21 19:39:44,,Monster Token,,,,New
Token,,,Legal,Legal,Token,https://yugipedia.com/wiki/Token,,2023-03-23 12:39:28,,Monster Token,,,,New
Token,,"('Lingering effect',)",Legal,Legal,Sheep Token (Blue),https://yugipedia.com/wiki/Sheep_Token_(Blue),,2019-12-07 06:34:40,EARTH,Monster Token,0,0,1,New
Token,,"('Lingering effect',)",Legal,Legal,Sheep Token (Pink),https://yugipedia.com/wiki/Sheep_Token_(Pink),,2019-12-07 06:36:48,EARTH,Monster Token,0,0,1,New
Token,,,,Legal,Token (20th Anniversary),https://yugipedia.com/wiki/Token_(20th_Anniversary),,2019-11-21 19:05:36,,Monster Token,,,,New
Token,,"('Lingering effect',)",Legal,Legal,Sheep Token (Yellow),https://yugipedia.com/wiki/Sheep_Token_(Yellow),,2019-12-07 06:34:40,EARTH,Monster Token,0,0,1,New
Token,,,,Legal,Token (Yugi and Kuriboh),https://yugipedia.com/wiki/Token_(Yugi_and_Kuriboh),,2019-11-22 18:29:20,,Monster Token,,,,New
Token,,,,Legal,Token (Reginald),https://yugipedia.com/wiki/Token_(Reginald),,2019-11-21 19:41:52,,Monster Token,,,,New
Token,,,,Legal,Token (Playmaker and Cyberse Quantum Dragon),https://yugipedia.com/wiki/Token_(Playmaker_and_Cyberse_Quantum_Dragon),,2019-11-21 19:37:36,,Monster Token,,,,New
Token,,,,Legal,Token (Kite & Mizar),https://yugipedia.com/wiki/Token_(Kite_%26_Mizar),,2019-11-21 19:29:04,,Monster Token,,,,New
Token,,,,Legal,Token (Numbers Club),https://yugipedia.com/wiki/Token_(Numbers_Club),,2019-11-21 19:35:28,,Monster Token,,,,New
Token,,,,Legal,Token (Playmaker and Cyberse Clock Dragon),https://yugipedia.com/wiki/Token_(Playmaker_and_Cyberse_Clock_Dragon),,2019-11-21 19:37:36,,Monster Token,,,,New
Token,,,,Legal,Token (Playmaker and Decode Talker - 20th Anniversary),https://yugipedia.com/wiki/Token_(Playmaker_and_Decode_Talker_-_20th_Anniversary),,2019-11-21 19:39:44,,Monster Token,,,,New
Token,,,,Legal,Token (Rio),https://yugipedia.com/wiki/Token_(Rio),,2019-11-21 19:41:52,,Monster Token,,,,New
Token,,,,Legal,Token (Yusaku - OCG 20th Anniversary),https://yugipedia.com/wiki/Token_(Yusaku_-_OCG_20th_Anniversary),,2019-11-22 18:35:44,,Monster Token,,,,New
Token,,,,Legal,Token (Shay and Raidraptor - Revolution Falcon),https://yugipedia.com/wiki/Token_(Shay_and_Raidraptor_-_Revolution_Falcon),,2023-03-13 03:54:40,,Monster Token,,,,New
Token,,,,Legal,Token (Stardust Spark Dragon),https://yugipedia.com/wiki/Token_(Stardust_Spark_Dragon),,2019-11-21 19:46:08,,Monster Token,,,,New
Token,,,,Legal,Token (Tori),https://yugipedia.com/wiki/Token_(Tori),,2019-11-21 19:48:16,,Monster Token,,,,New
Token,,,,Legal,Token (World Championship 2014),https://yugipedia.com/wiki/Token_(World_Championship_2014),,2019-11-21 19:48:16,,Monster Token,,,,New
Token,,,Legal,Legal,Token (Kaiba and Blue-Eyes White Dragon),https://yugipedia.com/wiki/Token_(Kaiba_and_Blue-Eyes_White_Dragon),,2023-03-23 12:41:36,,Monster Token,,,,New
Token,,,,Legal,Token (Yami Yugi and Dark Magician - 20th Anniversary),https://yugipedia.com/wiki/Token_(Yami_Yugi_and_Dark_Magician_-_20th_Anniversary),,2019-11-22 18:16:32,,Monster Token,,,,New
Token,,,,Legal,Token (Yugi and Gandora the Dragon of Destruction),https://yugipedia.com/wiki/Token_(Yugi_and_Gandora_the_Dragon_of_Destruction),,2019-11-22 18:29:20,,Monster Token,,,,New
Token,,,,Legal,Token (Yuya - OCG 20th Anniversary),https://yugipedia.com/wiki/Token_(Yuya_-_OCG_20th_Anniversary),,2019-11-22 18:27:12,,Monster Token,,,,New
Token,,,,Legal,Token (ZEXAL),https://yugipedia.com/wiki/Token_(ZEXAL),,2019-11-22 18:37:52,,Monster Token,,,,New
Token,,,,Legal,Token (Yugi),https://yugipedia.com/wiki/Token_(Yugi),,2019-11-22 18:18:40,,Monster Token,,,,New
Token,,,,Legal,Token (Yuma - OCG 20th Anniversary),https://yugipedia.com/wiki/Token_(Yuma_-_OCG_20th_Anniversary),,2019-11-22 18:31:28,,Monster Token,,,,New
Token,,,,Legal,Token (Yuma - V Jump),https://yugipedia.com/wiki/Token_(Yuma_-_V_Jump),,2019-11-22 18:33:36,,Monster Token,,,,New
Token,,,,Legal,Token (Yuma and Number 39: Utopia - 20th Anniversary),https://yugipedia.com/wiki/Token_(Yuma_and_Number_39:_Utopia_-_20th_Anniversary),,2019-11-22 18:33:36,,Monster Token,,,,New
Token,,,,Legal,Token (Yuri),https://yugipedia.com/wiki/Token_(Yuri),,2019-11-22 18:35:44,,Monster Token,,,,New
Token,,,,Legal,Token (Yugi Muto and Yami Yugi),https://yugipedia.com/wiki/Token_(Yugi_Muto_and_Yami_Yugi),,2023-03-16 15:10:56,,Monster Token,,,,New
Token,,,,Legal,Token (Yusei - OCG 20th Anniversary),https://yugipedia.com/wiki/Token_(Yusei_-_OCG_20th_Anniversary),,2019-11-22 18:20:48,,Monster Token,,,,New
Token,,,,Legal,Token (Yusei and Stardust Dragon - 20th Anniversary),https://yugipedia.com/wiki/Token_(Yusei_and_Stardust_Dragon_-_20th_Anniversary),,2019-11-22 18:27:12,,Monster Token,,,,New
Token,,,,Legal,Token (Yusei and Stardust Dragon),https://yugipedia.com/wiki/Token_(Yusei_and_Stardust_Dragon),,2019-11-22 18:25:04,,Monster Token,,,,New
Token,,,,Legal,Token (Yuto),https://yugipedia.com/wiki/Token_(Yuto),,2019-11-22 18:44:16,,Monster Token,,,,New
Token,,,,Legal,Token (Yuya and Odd-Eyes Pendulum Dragon - 20th Anniversary),https://yugipedia.com/wiki/Token_(Yuya_and_Odd-Eyes_Pendulum_Dragon_-_20th_Anniversary),,2019-11-22 18:37:52,,Monster Token,,,,New
Token,,,,Legal,Token (Yuya and Odd-Eyes Pendulum Dragon),https://yugipedia.com/wiki/Token_(Yuya_and_Odd-Eyes_Pendulum_Dragon),,2019-11-22 18:27:12,,Monster Token,,,,New
Token,,,,Legal,Token (Yugo),https://yugipedia.com/wiki/Token_(Yugo),,2019-11-22 18:42:08,,Monster Token,,,,New
Token,,,,Legal,Token (Yuma),https://yugipedia.com/wiki/Token_(Yuma),,2019-11-22 18:31:28,,Monster Token,,,,New
Token,,,,Legal,Token (World Championship 2019),https://yugipedia.com/wiki/Token_(World_Championship_2019),,2019-11-21 19:50:24,,Monster Token,,,,New
Token,,,Legal,Legal,Token (Yami Yugi and Dark Magician),https://yugipedia.com/wiki/Token_(Yami_Yugi_and_Dark_Magician),,2023-03-23 12:41:36,,Monster Token,,,,New
Token,,,,Legal,Token (Kaiba & Yugi - The Dark Side of Dimensions),https://yugipedia.com/wiki/Token_(Kaiba_%26_Yugi_-_The_Dark_Side_of_Dimensions),,2019-11-21 19:26:56,,Monster Token,,,,New
Token,,,,Legal,Token (Soulburner and Salamangreat Heatleo),https://yugipedia.com/wiki/Token_(Soulburner_and_Salamangreat_Heatleo),,2019-11-21 19:44:00,,Monster Token,,,,New
Token,,,,Legal,Token (Jaden and Elemental HERO Neos - 20th Anniversary),https://yugipedia.com/wiki/Token_(Jaden_and_Elemental_HERO_Neos_-_20th_Anniversary),,2019-11-21 19:14:08,,Monster Token,,,,New
Token,,,,Legal,Token (ZEXAL II),https://yugipedia.com/wiki/Token_(ZEXAL_II),,2019-11-22 18:37:52,,Monster Token,,,,New
Token,,,,Legal,Token (Kite),https://yugipedia.com/wiki/Token_(Kite),,2019-11-21 19:31:12,,Monster Token,,,,New
Transcendent Flight,93918159,"('Condition', 'Effect')",,Unlimited,Transcendent Flight,https://yugipedia.com/wiki/Transcendent_Flight,,2023-04-03 20:11:28,,,,,,Old
Transcendosaurus Drillygnathus,30128445,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",Not yet released,Unlimited,Transcendosaurus Drillygnathus,https://yugipedia.com/wiki/Transcendosaurus_Drillygnathus,,2023-05-22 15:23:44,WIND,Xyz Monster,2300,3000,6,New
Transcendosaurus Gigantozowler,67745632,"('Condition', 'Trigger Effect')",Not yet released,Unlimited,Transcendosaurus Gigantozowler,https://yugipedia.com/wiki/Transcendosaurus_Gigantozowler,,2023-05-22 15:28:00,EARTH,Fusion Monster,2000,3800,12,New
Transcendosaurus Glaciasaurus,94130731,"('Condition', 'Continuous Effect', 'Trigger Effect')",Not yet released,Unlimited,Transcendosaurus Glaciasaurus,https://yugipedia.com/wiki/Transcendosaurus_Glaciasaurus,,2023-05-22 15:25:52,WATER,Synchro Monster,2700,3600,12,New
Transcendosaurus Meteorus,31241087,"('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",Not yet released,Unlimited,Transcendosaurus Meteorus,https://yugipedia.com/wiki/Transcendosaurus_Meteorus,,2023-05-22 15:30:08,FIRE,Effect Monster,700,3500,12,New
Transcendrake Drillgnathus,30128445,"('Condition', 'Continuous Effect', 'Ignition Effect', 'Trigger Effect')",,Unlimited,Transcendrake Drillgnathus,https://yugipedia.com/wiki/Transcendrake_Drillgnathus,,2023-04-03 20:10:15,WIND,Xyz Monster,2300,3000,6,Old
Transcendrake Gigantozowler,67745632,"('Condition', 'Trigger Effect')",,Unlimited,Transcendrake Gigantozowler,https://yugipedia.com/wiki/Transcendrake_Gigantozowler,,2023-04-03 20:07:45,EARTH,Fusion Monster,2000,3800,12,Old
Transcendrake Glacesaurus,94130731,"('Condition', 'Continuous Effect', 'Trigger Effect')",,Unlimited,Transcendrake Glacesaurus,https://yugipedia.com/wiki/Transcendrake_Glacesaurus,,2023-04-03 20:09:15,WATER,Synchro Monster,2700,3600,12,Old
Transcendrake Meteoros,31241087,"('Condition', 'Quick Effect', 'Summoning condition', 'Trigger Effect')",,Unlimited,Transcendrake Meteoros,https://yugipedia.com/wiki/Transcendrake_Meteoros,,2023-04-03 20:06:35,FIRE,Effect Monster,700,3500,12,Old
Tri-Brigade,,,Legal,Legal,Tri-Brigade (card),https://yugipedia.com/wiki/Tri-Brigade_(card),,2023-03-23 12:43:32,,Monster Token,,,,Old
Tri-Brigade,,,Legal,Legal,Tri-Brigade (card),https://yugipedia.com/wiki/Tri-Brigade_(card),,2023-03-23 12:43:32,,,,,,Old
Tri-Brigade,,,Legal,Legal,Tri-Brigade (card),https://yugipedia.com/wiki/Tri-Brigade_(card),,2023-03-23 12:43:44,,Monster Token,,,,New
Tri-Brigade,,,Legal,Legal,Tri-Brigade (card),https://yugipedia.com/wiki/Tri-Brigade_(card),,2023-03-23 12:43:44,,,,,,New
Vanquish Soul - Continue?,27345070,"('Condition', 'Effect')",Not yet released,Unlimited,Vanquish Soul - Continue?,https://yugipedia.com/wiki/Vanquish_Soul_-_Continue%3F,,2023-05-22 16:12:48,,,,,,New
Vanquish Soul Caesar Valius,91073013,"('Condition', 'Quick Effect')",Not yet released,Unlimited,Vanquish Soul Caesar Valius,https://yugipedia.com/wiki/Vanquish_Soul_Caesar_Valius,,2023-05-22 16:32:00,EARTH,Effect Monster,1500,3000,8,New
Vanquish Soul Calamity Caesar,80738884,"('Condition', 'Effect')",Not yet released,Unlimited,Vanquish Soul Calamity Caesar,https://yugipedia.com/wiki/Vanquish_Soul_Calamity_Caesar,,2023-05-22 16:06:24,,,,,,New
Vanquish Soul Calamity Kaiser,80738884,"('Condition', 'Effect')",,Unlimited,Vanquish Soul Calamity Kaiser,https://yugipedia.com/wiki/Vanquish_Soul_Calamity_Kaiser,,2023-04-11 17:10:11,,,,,,Old
Vanquish Soul Continue,27345070,"('Condition', 'Effect')",,Unlimited,Vanquish Soul Continue,https://yugipedia.com/wiki/Vanquish_Soul_Continue,,2023-04-11 17:02:10,,,,,,Old
Vanquish Soul Dr. Mad Love,29280200,"('Condition', 'Quick Effect', 'Trigger Effect')",Not yet released,Unlimited,Vanquish Soul Dr. Mad Love,https://yugipedia.com/wiki/Vanquish_Soul_Dr._Mad_Love,,2023-05-22 16:25:36,DARK,Effect Monster,2000,1200,4,New
Vanquish Soul Dr. Madlove,29280200,"('Condition', 'Quick Effect', 'Trigger Effect')",,Unlimited,Vanquish Soul Dr. Madlove,https://yugipedia.com/wiki/Vanquish_Soul_Dr._Madlove,,2023-04-11 16:05:55,DARK,Effect Monster,2000,1200,4,Old
Vanquish Soul Dust Devil,91951471,"('Condition', 'Effect')",,Unlimited,Vanquish Soul Dust Devil,https://yugipedia.com/wiki/Vanquish_Soul_Dust_Devil,,2023-04-12 14:24:52,,,,,,Old
Vanquish Soul Dust Devil,91951471,"('Condition', 'Effect')",Not yet released,Unlimited,Vanquish Soul Dust Devil,https://yugipedia.com/wiki/Vanquish_Soul_Dust_Devil,,2023-05-22 16:12:48,,,,,,New
Vanquish Soul Heavy Borger,92895501,"('Condition', 'Quick Effect')",,Unlimited,Vanquish Soul Heavy Borger,https://yugipedia.com/wiki/Vanquish_Soul_Heavy_Borger,,2023-04-22 13:26:21,DARK,Effect Monster,1500,2500,7,Old
Vanquish Soul Heavy Borger,92895501,"('Condition', 'Quick Effect')",Not yet released,Unlimited,Vanquish Soul Heavy Borger,https://yugipedia.com/wiki/Vanquish_Soul_Heavy_Borger,,2023-05-22 16:23:28,DARK,Effect Monster,1500,2500,7,New
Vanquish Soul Kaiser Varius,91073013,"('Condition', 'Quick Effect')",,Unlimited,Vanquish Soul Kaiser Varius,https://yugipedia.com/wiki/Vanquish_Soul_Kaiser_Varius,,2023-04-11 16:15:09,EARTH,Effect Monster,1500,3000,8,Old
Vanquish Soul Pantera,66401502,"('Condition', 'Ignition Effect', 'Quick Effect')",Not yet released,Unlimited,Vanquish Soul Pantera,https://yugipedia.com/wiki/Vanquish_Soul_Pantera,,2023-05-22 16:27:44,EARTH,Effect Monster,1900,1700,4,New
Vanquish Soul Panthera,66401502,"('Condition', 'Ignition Effect', 'Quick Effect')",,Unlimited,Vanquish Soul Panthera,https://yugipedia.com/wiki/Vanquish_Soul_Panthera,,2023-04-11 17:04:48,EARTH,Effect Monster,1900,1700,4,Old
Vanquish Soul Pluton HG,55688914,"('Condition', 'Quick Effect')",,Unlimited,Vanquish Soul Pluton HG,https://yugipedia.com/wiki/Vanquish_Soul_Pluton_HG,,2023-04-11 16:09:35,FIRE,Effect Monster,0,0,6,Old
Vanquish Soul Pluton HG,55688914,"('Condition', 'Quick Effect')",Not yet released,Unlimited,Vanquish Soul Pluton HG,https://yugipedia.com/wiki/Vanquish_Soul_Pluton_HG,,2023-05-22 16:21:20,FIRE,Effect Monster,0,0,6,New
Vanquish Soul Razen,29302858,"('Condition', 'Quick Effect', 'Trigger Effect')",,Unlimited,Vanquish Soul Razen,https://yugipedia.com/wiki/Vanquish_Soul_Razen,,2023-04-11 17:04:45,FIRE,Effect Monster,1500,1800,4,Old
Vanquish Soul Razen,29302858,"('Condition', 'Quick Effect', 'Trigger Effect')",Not yet released,Unlimited,Vanquish Soul Razen,https://yugipedia.com/wiki/Vanquish_Soul_Razen,,2023-05-22 16:44:48,FIRE,Effect Monster,1500,1800,4,New
Vanquish Soul Trinity Burst,53330789,"('Condition', 'Effect')",,Unlimited,Vanquish Soul Trinity Burst,https://yugipedia.com/wiki/Vanquish_Soul_Trinity_Burst,,2023-04-11 17:04:33,,,,,,Old
Vanquish Soul Trinity Burst,53330789,"('Condition', 'Effect')",Not yet released,Unlimited,Vanquish Soul Trinity Burst,https://yugipedia.com/wiki/Vanquish_Soul_Trinity_Burst,,2023-05-22 16:10:40,,,,,,New
Voici la Carte (Today's Menu),41773061,"('Condition', 'Effect')",Not yet released,Unlimited,Voici la Carte (Today's Menu),https://yugipedia.com/wiki/Voici_la_Carte_(Today%27s_Menu),,2023-05-22 15:47:12,,,,,,New
Voici la Carte - Here is the Menu,41773061,"('Condition', 'Effect')",,Unlimited,Voici la Carte - Here is the Menu,https://yugipedia.com/wiki/Voici_la_Carte_-_Here_is_the_Menu,,2023-05-03 11:01:45,,,,,,Old
Xeno Meteoros,05852388,"('Condition', 'Ignition Effect', 'Trigger Effect')",,Unlimited,Xeno Meteoros,https://yugipedia.com/wiki/Xeno_Meteoros,,2023-04-03 20:05:43,FIRE,Effect Monster,200,2000,6,Old
Xeno Meteorus,05852388,"('Condition', 'Ignition Effect', 'Trigger Effect')",Not yet released,Unlimited,Xeno Meteorus,https://yugipedia.com/wiki/Xeno_Meteorus,,2023-05-22 15:34:24,FIRE,Effect Monster,200,2000,6,New
Zera the Mant,,,,Unlimited,Zera the Mant (Normal),https://yugipedia.com/wiki/Zera_the_Mant_(Normal),,2023-03-20 21:13:09,DARK,Normal Monster,2300,2800,8,Old
Zera the Mant,69123138,,Unlimited,Unlimited,Zera the Mant,https://yugipedia.com/wiki/Zera_the_Mant,,2023-03-15 02:04:13,DARK,Ritual Monster,2300,2800,8,Old
Zera the Mant,,,,Unlimited,Zera the Mant (Normal),https://yugipedia.com/wiki/Zera_the_Mant_(Normal),,2023-03-20 21:13:36,DARK,Normal Monster,2300,2800,8,New
Zera the Mant,69123138,,Unlimited,Unlimited,Zera the Mant,https://yugipedia.com/wiki/Zera_the_Mant,,2023-03-15 02:03:44,DARK,Ritual Monster,2300,2800,8,New
