Card number,Set,Name,Rarity,Print,Page URL,Modification date,Series,Set type,Cover card,Version
CP19-KR024,Collection Pack: Duelist of Revolution Version,Miracle Stone,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR024,Collection Pack: Duelist of Revolution Version,Miracle Stone,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR025,Collection Pack: Duelist of Revolution Version,Lucky Loan,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR025,Collection Pack: Duelist of Revolution Version,Lucky Loan,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR026,Collection Pack: Duelist of Revolution Version,T.G. Gear Zombie,"('Super Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR026,Collection Pack: Duelist of Revolution Version,T.G. Gear Zombie,"('Super Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR027,Collection Pack: Duelist of Revolution Version,T.G. Drill Fish,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR027,Collection Pack: Duelist of Revolution Version,T.G. Drill Fish,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR028,Collection Pack: Duelist of Revolution Version,T.G. Metal Skeleton,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR028,Collection Pack: Duelist of Revolution Version,T.G. Metal Skeleton,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR029,Collection Pack: Duelist of Revolution Version,Sonic Stun,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR029,Collection Pack: Duelist of Revolution Version,Sonic Stun,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR030,Collection Pack: Duelist of Revolution Version,Number 26: Spaceway Octobypass,"('Normal Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR030,Collection Pack: Duelist of Revolution Version,Number 26: Spaceway Octobypass,"('Normal Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR031,Collection Pack: Duelist of Revolution Version,Number 60: Dugares the Timeless,"('Ultra Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR031,Collection Pack: Duelist of Revolution Version,Number 60: Dugares the Timeless,"('Ultra Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR032,Collection Pack: Duelist of Revolution Version,Number 76: Harmonizer Gradielle,"('Super Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR032,Collection Pack: Duelist of Revolution Version,Number 76: Harmonizer Gradielle,"('Super Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR033,Collection Pack: Duelist of Revolution Version,Number 97: Draglubion,"('Ultra Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR033,Collection Pack: Duelist of Revolution Version,Number 97: Draglubion,"('Ultra Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR034,Collection Pack: Duelist of Revolution Version,Battlewasp - Pin the Bullseye,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR034,Collection Pack: Duelist of Revolution Version,Battlewasp - Pin the Bullseye,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR035,Collection Pack: Duelist of Revolution Version,Battlewasp - Dart the Hunter,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR035,Collection Pack: Duelist of Revolution Version,Battlewasp - Dart the Hunter,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR036,Collection Pack: Duelist of Revolution Version,Battlewasp - Sting the Poison,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR036,Collection Pack: Duelist of Revolution Version,Battlewasp - Sting the Poison,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR037,Collection Pack: Duelist of Revolution Version,Battlewasp - Twinbow the Attacker,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR037,Collection Pack: Duelist of Revolution Version,Battlewasp - Twinbow the Attacker,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR038,Collection Pack: Duelist of Revolution Version,Battlewasp - Arbalest the Rapidfire,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR038,Collection Pack: Duelist of Revolution Version,Battlewasp - Arbalest the Rapidfire,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR039,Collection Pack: Duelist of Revolution Version,Battlewasp - Azusa the Ghost Bow,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR039,Collection Pack: Duelist of Revolution Version,Battlewasp - Azusa the Ghost Bow,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR040,Collection Pack: Duelist of Revolution Version,Battlewasp - Halberd the Charge,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR040,Collection Pack: Duelist of Revolution Version,Battlewasp - Halberd the Charge,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR041,Collection Pack: Duelist of Revolution Version,Battlewasp - Hama the Conquering Bow,"('Ultra Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR041,Collection Pack: Duelist of Revolution Version,Battlewasp - Hama the Conquering Bow,"('Ultra Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR042,Collection Pack: Duelist of Revolution Version,Battlewasp - Ballista the Armageddon,"('Super Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR042,Collection Pack: Duelist of Revolution Version,Battlewasp - Ballista the Armageddon,"('Super Rare', 'Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR043,Collection Pack: Duelist of Revolution Version,Summoning Swarm,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR043,Collection Pack: Duelist of Revolution Version,Summoning Swarm,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR044,Collection Pack: Duelist of Revolution Version,Revival Swarm,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR044,Collection Pack: Duelist of Revolution Version,Revival Swarm,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP19-KR045,Collection Pack: Duelist of Revolution Version,Battlewasp - Nest,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collection Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",Old
CP19-KR045,Collection Pack: Duelist of Revolution Version,Battlewasp - Nest,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack:_Duelist_of_Revolution_Version_(OCG-KR),2023-04-23 19:58:56,Collectors Pack,Booster pack,"('Battlewasp - Hama the Conquering Bow', 'Number 97: Draglubion', 'Vision HERO Increase')",New
CP20-JP000,Collection Pack 2020,Number 39: Utopia,"('Prismatic Secret Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collection Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",Old
CP20-JP000,Collection Pack 2020,Number 39: Utopia,"('Prismatic Secret Rare',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collectors Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",New
CP20-JP001,Collection Pack 2020,Dark Spell Regeneration,"('Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collection Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",Old
CP20-JP001,Collection Pack 2020,Dark Spell Regeneration,"('Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collectors Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",New
CP20-JP002,Collection Pack 2020,Powered Crawler,"('Common',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collection Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",Old
CP20-JP002,Collection Pack 2020,Powered Crawler,"('Common',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collectors Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",New
CP20-JP003,Collection Pack 2020,Intruder Alarm - Yellow Alert,"('Common',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collection Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",Old
CP20-JP003,Collection Pack 2020,Intruder Alarm - Yellow Alert,"('Common',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collectors Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",New
CP20-JP004,Collection Pack 2020,Penguin Torpedo,"('Common',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collection Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",Old
CP20-JP004,Collection Pack 2020,Penguin Torpedo,"('Common',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collectors Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",New
CP20-JP005,Collection Pack 2020,Weathering Soldier,"('Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collection Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",Old
CP20-JP005,Collection Pack 2020,Weathering Soldier,"('Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collectors Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",New
CP20-JP006,Collection Pack 2020,Fossil Warrior Skull King,"('Ultra Rare', ""Collector's Rare"")",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collection Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",Old
CP20-JP006,Collection Pack 2020,Fossil Warrior Skull King,"('Ultra Rare', ""Collector's Rare"")",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collectors Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",New
CP20-JP007,Collection Pack 2020,Fossil Warrior Skull Knight,"('Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collection Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",Old
CP20-JP007,Collection Pack 2020,Fossil Warrior Skull Knight,"('Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collectors Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",New
CP20-JP008,Collection Pack 2020,Fossil Warrior Skull Bone,"('Common',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collection Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",Old
CP20-JP008,Collection Pack 2020,Fossil Warrior Skull Bone,"('Common',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collectors Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",New
CP20-JP009,Collection Pack 2020,Fossil Dragon Skullgios,"('Super Rare', ""Collector's Rare"")",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collection Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",Old
CP20-JP009,Collection Pack 2020,Fossil Dragon Skullgios,"('Super Rare', ""Collector's Rare"")",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collectors Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",New
CP20-JP010,Collection Pack 2020,Fossil Dragon Skullgar,"('Common',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collection Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",Old
CP20-JP010,Collection Pack 2020,Fossil Dragon Skullgar,"('Common',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collectors Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",New
CP20-JP011,Collection Pack 2020,Fossil Fusion,"('Ultra Rare', ""Collector's Rare"")",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collection Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",Old
CP20-JP011,Collection Pack 2020,Fossil Fusion,"('Ultra Rare', ""Collector's Rare"")",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collectors Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",New
CP20-JP012,Collection Pack 2020,Time Stream,"('Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collection Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",Old
CP20-JP012,Collection Pack 2020,Time Stream,"('Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collectors Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",New
CP20-JP013,Collection Pack 2020,Specimen Inspection,"('Common',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collection Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",Old
CP20-JP013,Collection Pack 2020,Specimen Inspection,"('Common',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collectors Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",New
CP20-JP014,Collection Pack 2020,Miracle Rupture,"('Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collection Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",Old
CP20-JP014,Collection Pack 2020,Miracle Rupture,"('Rare',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collectors Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",New
CP20-JP015,Collection Pack 2020,Psychic Wave,"('Common',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collection Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",Old
CP20-JP015,Collection Pack 2020,Psychic Wave,"('Common',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collectors Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",New
CP20-JP016,Collection Pack 2020,Armored White Bear,"('Common',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collection Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",Old
CP20-JP016,Collection Pack 2020,Armored White Bear,"('Common',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collectors Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",New
CP20-JP017,Collection Pack 2020,Afterglow,"('Common',)",New,https://yugipedia.com/wiki/Set_Card_Lists:Collection_Pack_2020_(OCG-JP),2023-04-01 15:47:12,Collection Pack,Booster pack,"('Appliancer Socketroll', 'Fossil Warrior Skull King', 'Number C1: Numeron Chaos Gate Sunya')",Old
