Card number,Set,Name,Rarity,Print,Page URL,Modification date,Set type,Version
AC03-JP057,Animation Chronicle 2023,Altergeist Hexstia,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Animation_Chronicle_2023_(OCG-JP),2023-06-09 09:57:54,Booster pack,New
AC03-JP058,Animation Chronicle 2023,Altergeist Primebanshee,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Animation_Chronicle_2023_(OCG-JP),2023-06-04 12:01:03,Booster pack,Old
AC03-JP058,Animation Chronicle 2023,Altergeist Primebanshee,"('Common',)",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Animation_Chronicle_2023_(OCG-JP),2023-06-09 09:57:54,Booster pack,New
AC03-JP059,Animation Chronicle 2023,Altergeist Protocol,,Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Animation_Chronicle_2023_(OCG-JP),2023-06-04 12:01:03,Booster pack,Old
AC03-JP059,Animation Chronicle 2023,Altergeist Protocol,"('Common', 'Secret Rare')",Reprint,https://yugipedia.com/wiki/Set_Card_Lists:Animation_Chronicle_2023_(OCG-JP),2023-06-09 09:57:54,Booster pack,New
AGOV-JP004,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-05-15 06:10:19,Booster pack,Old
AGOV-JP004,Age of Overlord,Visas Samsara,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-06-12 03:57:33,Booster pack,New
AGOV-JP005,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-05-15 06:10:19,Booster pack,Old
AGOV-JP005,Age of Overlord,Veda Upanishad,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-06-12 03:57:33,Booster pack,New
AGOV-JP011,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-05-15 06:10:19,Booster pack,Old
AGOV-JP011,Age of Overlord,"Imsety, Glory of Horus","('Ultra Rare', 'Ultimate Rare', 'Secret Rare', 'QCScR')",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-06-12 03:57:33,Booster pack,New
AGOV-JP012,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-05-15 06:10:19,Booster pack,Old
AGOV-JP012,Age of Overlord,"Duamutef, Blessing of Horus","('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-06-12 03:57:33,Booster pack,New
AGOV-JP013,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-05-15 06:10:19,Booster pack,Old
AGOV-JP013,Age of Overlord,"Hapy, Vanguard of Horus",,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-06-12 03:57:33,Booster pack,New
AGOV-JP014,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-05-15 06:10:19,Booster pack,Old
AGOV-JP014,Age of Overlord,"Qebehsenuef, Aegis of Horus",,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-06-12 03:57:33,Booster pack,New
AGOV-JP037,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-05-15 06:10:19,Booster pack,Old
AGOV-JP037,Age of Overlord,Mannadium Trilosukda,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-06-12 03:57:33,Booster pack,New
AGOV-JP052,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-05-15 06:10:19,Booster pack,Old
AGOV-JP052,Age of Overlord,Planetary Elegy,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-06-12 03:57:33,Booster pack,New
AGOV-JP053,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-05-15 06:10:19,Booster pack,Old
AGOV-JP053,Age of Overlord,Planetary Eulogy,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-06-12 03:57:33,Booster pack,New
AGOV-JP058,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-05-15 06:10:19,Booster pack,Old
AGOV-JP058,Age of Overlord,Pharaonic Sarcophagus,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-06-12 03:57:33,Booster pack,New
AGOV-JP072,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-05-15 06:10:19,Booster pack,Old
AGOV-JP072,Age of Overlord,Sarv Sarga,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-06-12 03:57:33,Booster pack,New
AGOV-JP073,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-05-15 06:10:19,Booster pack,Old
AGOV-JP073,Age of Overlord,Loka Samsara,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-06-12 03:57:33,Booster pack,New
AGOV-JP076,Age of Overlord,,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-05-15 06:10:19,Booster pack,Old
AGOV-JP076,Age of Overlord,Canopic Protector,,,https://yugipedia.com/wiki/Set_Card_Lists:Age_of_Overlord_(OCG-JP),2023-06-12 03:57:33,Booster pack,New
DAMA-JP001,Dawn of Majesty,Converging Wills Dragon,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP002,Dawn of Majesty,Stardust Synchron,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP003,Dawn of Majesty,Stardust Trail,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP004,Dawn of Majesty,Despian Comedy,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP005,Dawn of Majesty,Despian Tragedy,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP006,Dawn of Majesty,Aluber the Jester of Despia,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP007,Dawn of Majesty,Dramaturge of Despia,"('Ultra Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP008,Dawn of Majesty,Albion the Shrouded Dragon,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP009,Dawn of Majesty,The Iris Swordsoul,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP010,Dawn of Majesty,"Clavkiys, the Magikey Skyblaster","('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP011,Dawn of Majesty,Gunkan Suship Shari,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP012,Dawn of Majesty,Gunkan Suship Ikura,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP013,Dawn of Majesty,Chronomaly Magella Globe,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP014,Dawn of Majesty,Chronomaly Acambaro Figures,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP015,Dawn of Majesty,"Gizmek Inaba, the Hopping Hare of Hakuto","('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP016,Dawn of Majesty,"Gizmek Naganaki, the Sunrise Signaler","('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP017,Dawn of Majesty,"Gizmek Taniguku, the Immobile Intellect","('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP018,Dawn of Majesty,"Gizmek Arakami, the Hailbringer Hog","('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP019,Dawn of Majesty,Gusto Vedir,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP020,Dawn of Majesty,Amazement Assistant Delia,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP021,Dawn of Majesty,Alien Stealthbuster,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP022,Dawn of Majesty,"Carpiponica, Mystical Beast of the Forest","('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP023,Dawn of Majesty,Glacier Aqua Madoor,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP024,Dawn of Majesty,Antihuman Intelligence ME-PSY-YA,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Holographic Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP025,Dawn of Majesty,Protecting Spirit Loagaeth,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP026,Dawn of Majesty,Master's Diploman,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP027,Dawn of Majesty,Konohanasakuya,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP028,Dawn of Majesty,Doombearer Psychopompos,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP029,Dawn of Majesty,Slower Swallow,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP030,Dawn of Majesty,Saambell the Star Bonder,"('Normal Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP031,Dawn of Majesty,Aeropixthree,"('Normal Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP032,Dawn of Majesty,Magikey Mechmusket - Batosbuster,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP033,Dawn of Majesty,Magikey Mechmortar - Garesglasser,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP034,Dawn of Majesty,Despian Quaeritis,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP035,Dawn of Majesty,Despian Proskenion,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP036,Dawn of Majesty,Magikey Beast - Ansyalabolas,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP037,Dawn of Majesty,Magikey Dragon - Andrabime,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare', 'Ultimate Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP038,Dawn of Majesty,Allvain the Essence of Vanity,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP039,Dawn of Majesty,Shooting Majestic Star Dragon,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP040,Dawn of Majesty,Daigusto Laplampilica,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP041,Dawn of Majesty,Stellar Wind Wolfrayet,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP042,Dawn of Majesty,Gaiarmor Dragonshell,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP043,Dawn of Majesty,Gunkan Suship Ikura-class Dreadnought,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP044,Dawn of Majesty,Chronomaly Vimana,"('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP045,Dawn of Majesty,"Voloferniges, the Darkest Dragon Doomrider","('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP046,Dawn of Majesty,Dragonlark Pairen,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP047,Dawn of Majesty,Cosmic Slicer Zer'oll,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP048,Dawn of Majesty,GranSolfachord Musecia,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP049,Dawn of Majesty,Dispatchparazzi,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP050,Dawn of Majesty,Arrive in Light,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP051,Dawn of Majesty,Stardust Illumination,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP052,Dawn of Majesty,Majestic Absorption,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP053,Dawn of Majesty,"Despia, Theater of the Branded","('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP054,Dawn of Majesty,Branded Opening,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP055,Dawn of Majesty,Branded Bond,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP056,Dawn of Majesty,Magikey Maftea,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP057,Dawn of Majesty,Magikey World,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP058,Dawn of Majesty,Gunkan Sushipyard Seaside Supper Spot,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP059,Dawn of Majesty,Chronomaly Temple - Trilithon,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP060,Dawn of Majesty,Sacred Scrolls of the Gizmek Legend,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP061,Dawn of Majesty,Tailwind of Gusto,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP062,Dawn of Majesty,Live☆Twin Sunny's Snitch,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP063,Dawn of Majesty,Triamid Loading,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP064,Dawn of Majesty,Dimer Synthesis,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP065,Dawn of Majesty,High Ritual Art,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP066,Dawn of Majesty,Ready Fusion,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP067,Dawn of Majesty,Synchro Overtake,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP068,Dawn of Majesty,Pendulum Treasure,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP069,Dawn of Majesty,Margin Trading,"('Normal Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP070,Dawn of Majesty,Majestic Mirage,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP071,Dawn of Majesty,Springans Interluder,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP072,Dawn of Majesty,Magikey Duo,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP073,Dawn of Majesty,Magikey Unlocking,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP074,Dawn of Majesty,Gunkan Suship Daily Special,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP075,Dawn of Majesty,Chronomaly Esperanza Glyph,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP076,Dawn of Majesty,Amaze Attraction Viking Vortex,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP077,Dawn of Majesty,Monster Assortment,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP078,Dawn of Majesty,Beast King Unleashed,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP079,Dawn of Majesty,Stall Turn,"('Super Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DAMA-JP080,Dawn of Majesty,Jar of Generosity,"('Normal Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dawn_of_Majesty_(OCG-JP),2023-06-09 14:31:15,Booster pack,New
DIFO-JP001,Dimension Force,Performapal Gentrude,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP002,Dimension Force,Performapal Ladyange,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP003,Dimension Force,"Therion ""Bull"" Ain","('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP004,Dimension Force,"Therion ""Reaper"" Fum","('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP005,Dimension Force,"Therion ""Duke"" Yul","('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP006,Dimension Force,"Therion ""Lily"" Borea","('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP007,Dimension Force,"Therion ""King"" Regulus","('Ultra Rare', 'Secret Rare', 'Ultimate Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP008,Dimension Force,Visas Starfrost,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP009,Dimension Force,Scareclaw Astra,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP010,Dimension Force,Scareclaw Belone,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP011,Dimension Force,Scareclaw Acro,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP012,Dimension Force,Scareclaw Reichheart,"('Super Rare', 'Secret Rare', 'Prismatic Secret Rare')",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP013,Dimension Force,Mad Mauler,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP014,Dimension Force,Alghoul Mazera,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP015,Dimension Force,Heroic Challenger - Knuckle Sword,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP016,Dimension Force,Heroic Challenger - Morning Star,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP017,Dimension Force,Predaplant Byblisp,"('Rare',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP018,Dimension Force,Predaplant Bufolicula,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP019,Dimension Force,Predaplant Triantis,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
DIFO-JP020,Dimension Force,Symphonic Warrior Guitariss,"('Common',)",,https://yugipedia.com/wiki/Set_Card_Lists:Dimension_Force_(OCG-JP),2023-06-09 14:34:54,Booster pack,New
