Card number,Set,Name,Rarity,Print,Quantity,Page URL,Modification date,Release,Set type,Cover card,Version
MAZE-EN007,Maze of Memories,Labyrinth Wall Shadow,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-05-04 22:14:23,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN008,Maze of Memories,Double Attack! Wind and Thunder!!,"('Rare',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-04-22 18:28:22,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",Old
MAZE-EN008,Maze of Memories,Double Attack! Wind and Thunder!!,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-05-04 22:14:23,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN009,Maze of Memories,Riryoku Guardian,"('Rare',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-04-22 18:28:22,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",Old
MAZE-EN009,Maze of Memories,Riryoku Guardian,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-05-04 22:14:23,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN010,Maze of Memories,Prey of the Jirai Gumo,"('Rare',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-04-22 18:28:22,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",Old
MAZE-EN010,Maze of Memories,Prey of the Jirai Gumo,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-05-04 22:14:23,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN011,Maze of Memories,Black Luster Soldier - Legendary Swordsman,"('Ultra Rare', ""Collector's Rare"")",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-04-22 18:28:22,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",Old
MAZE-EN011,Maze of Memories,Black Luster Soldier - Legendary Swordsman,"('Ultra Rare', ""Collector's Rare"")",New,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-05-04 22:14:23,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN012,Maze of Memories,Red-Eyes Soul,"('Rare',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-04-22 18:28:22,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",Old
MAZE-EN012,Maze of Memories,Red-Eyes Soul,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-05-04 22:14:23,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN013,Maze of Memories,Duel Academy,"('Ultra Rare', ""Collector's Rare"")",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-04-22 18:28:22,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",Old
MAZE-EN013,Maze of Memories,Duel Academy,"('Ultra Rare', ""Collector's Rare"")",New,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-05-04 22:14:23,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN014,Maze of Memories,Wake Up Your Elemental HERO,"('Ultra Rare', ""Collector's Rare"")",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-04-22 18:28:22,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",Old
MAZE-EN014,Maze of Memories,Wake Up Your Elemental HERO,"('Ultra Rare', ""Collector's Rare"")",New,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-05-04 22:14:23,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN015,Maze of Memories,Evolution End Burst,"('Super Rare',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-04-22 18:28:22,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",Old
MAZE-EN015,Maze of Memories,Evolution End Burst,"('Super Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-05-04 22:14:23,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN016,Maze of Memories,"On Your Mark, Get Set, DUEL!","('Super Rare', ""Collector's Rare"")",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-04-22 18:28:22,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",Old
MAZE-EN016,Maze of Memories,"On Your Mark, Get Set, DUEL!","('Super Rare', ""Collector's Rare"")",New,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-05-04 22:14:23,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN017,Maze of Memories,Time to Stand Up,"('Rare',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-04-22 18:28:22,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",Old
MAZE-EN017,Maze of Memories,Time to Stand Up,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-05-04 22:14:23,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN018,Maze of Memories,This Creepy Little Punk,"('Rare',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-04-22 18:28:22,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",Old
MAZE-EN018,Maze of Memories,This Creepy Little Punk,"('Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-05-04 22:14:23,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN019,Maze of Memories,Accel Synchro Stardust Dragon,"('Ultra Rare', ""Collector's Rare"")",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-04-22 18:28:22,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",Old
MAZE-EN019,Maze of Memories,Accel Synchro Stardust Dragon,"('Ultra Rare', ""Collector's Rare"")",New,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-05-04 22:14:23,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
MAZE-EN020,Maze of Memories,Overlay Network,"('Super Rare',)",Reprint,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-04-22 18:28:22,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",Old
MAZE-EN020,Maze of Memories,Overlay Network,"('Super Rare',)",New,,https://yugipedia.com/wiki/Set_Card_Lists:Maze_of_Memories_(TCG-EN),2023-05-04 22:14:23,2023-03-09,Booster pack,"('Accel Synchro Stardust Dragon', 'Angel of Blue Tears', 'Barian Untopia', 'Baronne de Fleur', 'Battle Royal Mode - Joining', 'Black Luster Soldier - Legendary Swordsman', 'Duel Academy (card)', 'Evolution End Burst', 'Firewall Dragon Darkfluid - Neo Tempest Terahertz', 'Forge a New Future', 'Gate Guardians Combined', 'Guardian Chimera', 'Kahyoreigetsu', 'Labyrinth Heavy Tank', 'Labyrinth Wall Shadow', 'Mekk-Knight Crusadia Avramax', 'Number 39: Utopia Rising', 'Overlay Network (card)', 'Red-Eyes Soul', 'Saga of the Dragon Emperor', 'Soul of the Supreme King', 'Spellbook of Fate', 'Teardrop the Rikka Queen', 'This Creepy Little Punk', 'Time to Stand Up', 'Wake Up Your Elemental HERO', 'Wind-Up Kitten')",New
