Name,Card type,Property,Archseries,Legend,Maximum mode,Attribute,Primary type,Monster type,Effect type,DEF,ATK,MAXIMUM ATK,Level/Rank,Page name,Page URL,Artwork,Modification date,Errata
Dinosaur Crush,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Dinosaur Crush,https://yugipedia.com/wiki/Dinosaur_Crush,,2023-03-18 13:29:31,
Direct Dive Dragon,Monster Card,,,False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",0,1700,,6,Direct Dive Dragon,https://yugipedia.com/wiki/Direct_Dive_Dragon,,2023-03-18 13:34:01,
Divinebreath the Orchestral Music Fiend,Monster Card,,"('Music Princess',)",False,False,WIND,Fusion Monster,Warrior,"('Effect',)",3000,3000,,9,Divinebreath the Orchestral Music Fiend,https://yugipedia.com/wiki/Divinebreath_the_Orchestral_Music_Fiend,,2023-08-22 11:04:26,
Doctor Red Robe,Monster Card,,"('Chemistry',)",False,False,FIRE,Normal Monster,Pyro,,0,1500,,4,Doctor Red Robe,https://yugipedia.com/wiki/Doctor_Red_Robe,,2023-03-18 13:44:45,
Dododo Second,Monster Card,,"('Baseball',)",False,False,FIRE,Effect Monster,Warrior,"('Effect',)",1400,0,,4,Dododo Second,https://yugipedia.com/wiki/Dododo_Second,,2023-06-27 19:56:25,
Dogulce Jomont Blanc,Monster Card,,,False,False,EARTH,Normal Monster,Pyro,,1500,1900,,6,Dogulce Jomont Blanc,https://yugipedia.com/wiki/Dogulce_Jomont_Blanc,,2023-03-18 13:52:06,
Dogulce Langue De Shakoki,Monster Card,,,False,False,EARTH,Effect Monster,Pyro,"('Effect',)",0,1700,,5,Dogulce Langue De Shakoki,https://yugipedia.com/wiki/Dogulce_Langue_De_Shakoki,,2023-03-18 13:52:17,
Doki Doki Hexenhaus,Monster Card,,,False,False,EARTH,Effect Monster,Pyro,"('Effect',)",2100,2300,,7,Doki Doki Hexenhaus,https://yugipedia.com/wiki/Doki_Doki_Hexenhaus,,2023-03-18 13:52:58,
Doll of Dread,Monster Card,,"('Ghost Story',)",False,False,DARK,Normal Monster,Zombie,,200,0,,1,Doll of Dread,https://yugipedia.com/wiki/Doll_of_Dread,,2023-03-18 13:54:59,
Dolphin Counterattack,Trap Card,Normal Trap Card,"('Dolphin',)",False,False,,,,"('Effect',)",,,,,Dolphin Counterattack,https://yugipedia.com/wiki/Dolphin_Counterattack,,2023-08-25 19:13:59,
Dolphin King Iruqua,Monster Card,,"('Dolphin',)",False,False,WATER,Normal Monster,Sea Serpent,,500,2000,,6,Dolphin King Iruqua,https://yugipedia.com/wiki/Dolphin_King_Iruqua,,2023-06-22 16:51:30,
Dolphin's Treasure Chest,Spell Card,Normal Spell Card,"('Dolphin',)",False,False,,,,"('Effect',)",,,,,Dolphin's Treasure Chest,https://yugipedia.com/wiki/Dolphin%27s_Treasure_Chest,,2023-03-18 13:55:31,
Don A. Corn of the Verdant Vast,Monster Card,,,False,False,EARTH,Effect Monster,Beast,"('Effect',)",200,800,,2,Don A. Corn of the Verdant Vast,https://yugipedia.com/wiki/Don_A._Corn_of_the_Verdant_Vast,,2023-08-18 08:24:03,
Donpen & Donko,Monster Card,,,False,False,WATER,Normal Monster,Aqua,,800,900,,2,Donpen & Donko,https://yugipedia.com/wiki/Donpen_%26_Donko,,2023-03-18 13:59:29,
Doomblaze Despair,Trap Card,Normal Trap Card,"('Blaze Fiend',)",False,True,,,,"('Effect',)",,,,,Doomblaze Despair,https://yugipedia.com/wiki/Doomblaze_Despair,,2023-08-25 19:24:44,
Doomblaze Fiend Overlord Despairacion,Monster Card,,"('Blaze Fiend',)",False,True,FIRE,Effect Monster,Fiend,"('Effect', 'Summoning condition')",0,2500,4000,10,Doomblaze Fiend Overlord Despairacion,https://yugipedia.com/wiki/Doomblaze_Fiend_Overlord_Despairacion,,2023-06-27 19:55:59,
Doomblaze Fiend Overlord Despairacion [L],Monster Card,,"('Blaze Fiend',)",False,True,FIRE,Effect Monster,Fiend,"('Continuous Effect',)",0,2300,,10,Doomblaze Fiend Overlord Despairacion (L),https://yugipedia.com/wiki/Doomblaze_Fiend_Overlord_Despairacion_(L),,2023-05-31 06:48:54,
Doomblaze Fiend Overlord Despairacion [R],Monster Card,,"('Blaze Fiend',)",False,True,FIRE,Effect Monster,Fiend,"('Continuous Effect',)",0,2200,,10,Doomblaze Fiend Overlord Despairacion (R),https://yugipedia.com/wiki/Doomblaze_Fiend_Overlord_Despairacion_(R),,2023-03-18 14:05:23,
Doriado,Monster Card,,,False,False,EARTH,Normal Monster,Spellcaster,,1400,1200,,4,Doriado (Rush Duel),https://yugipedia.com/wiki/Doriado_(Rush_Duel),,2023-03-18 14:09:10,
Dosodon,Monster Card,,,False,False,FIRE,Effect Monster,Dinosaur,"('Effect',)",0,1100,,4,Dosodon,https://yugipedia.com/wiki/Dosodon,,2023-03-18 14:10:38,
Double Block,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Double Block,https://yugipedia.com/wiki/Double_Block,,2023-03-18 14:12:07,
Double Ray Dragons,Monster Card,,,False,False,WATER,Fusion Monster,High Dragon,"('Multi-Choice Effect',)",1700,2800,,9,Double Ray Dragons,https://yugipedia.com/wiki/Double_Ray_Dragons,,2023-08-15 02:06:57,
Double Twin Dragon,Monster Card,,,False,False,LIGHT,Effect Monster,Dragon,"('Effect',)",600,1200,,4,Double Twin Dragon,https://yugipedia.com/wiki/Double_Twin_Dragon,,2023-03-18 14:20:47,
Double-Doom Dragon,Monster Card,,,False,False,DARK,Effect Monster,Dragon,"('Effect',)",200,200,,2,Double-Doom Dragon,https://yugipedia.com/wiki/Double-Doom_Dragon,,2023-06-27 19:55:31,
Douma the Talismanic Supreme Sage,Monster Card,,"('Talismanic',)",False,False,LIGHT,Fusion Monster,Warrior,"('Effect',)",1600,2500,,8,Douma the Talismanic Supreme Sage,https://yugipedia.com/wiki/Douma_the_Talismanic_Supreme_Sage,,2023-08-15 03:01:10,
Doushin Kaika the Shadow Flower Full Moon,Monster Card,,"('Shadow Flower',)",False,False,EARTH,Fusion Monster,Plant,"('Effect',)",2200,2500,,8,Doushin Kaika the Shadow Flower Full Moon,https://yugipedia.com/wiki/Doushin_Kaika_the_Shadow_Flower_Full_Moon,,2023-07-21 04:41:03,
Draco the Tiny,Monster Card,,,False,False,WIND,Normal Monster,Dragon,,1400,0,,1,Draco the Tiny,https://yugipedia.com/wiki/Draco_the_Tiny,,2023-03-18 14:28:59,
The Dragias,Monster Card,,"('The',)",False,False,LIGHT,Normal Monster,Dragon,,1500,2500,,7,The Dragias,https://yugipedia.com/wiki/The_Dragias,,2023-08-17 02:20:05,
The Dragiastar,Monster Card,,"('The',)",False,False,LIGHT,Fusion Monster,High Dragon,"('Multi-Choice Effect',)",2500,3300,,9,The Dragiastar,https://yugipedia.com/wiki/The_Dragiastar,,2023-08-15 23:14:31,
The Dragon,Monster Card,,"('The',)",False,False,LIGHT,Normal Monster,Dragon,,0,0,,1,The Dragon,https://yugipedia.com/wiki/The_Dragon,,2023-08-22 15:42:13,
Dragon Bat,Monster Card,,,False,False,DARK,Normal Monster,Dragon,,400,1000,,3,Dragon Bat,https://yugipedia.com/wiki/Dragon_Bat,,2023-07-21 06:33:46,
Dragon Bird,Monster Card,,,False,False,WIND,Normal Monster,Dragon,,1000,800,,3,Dragon Bird,https://yugipedia.com/wiki/Dragon_Bird,,2023-05-05 16:00:07,
Dragon Double-Doom,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Dragon Double-Doom,https://yugipedia.com/wiki/Dragon_Double-Doom,,2023-05-25 11:22:11,
Dragon Encounter,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Dragon Encounter,https://yugipedia.com/wiki/Dragon_Encounter,,2023-03-18 14:33:41,
Dragon Knight of Darkness,Monster Card,,,False,False,DARK,Normal Monster,Dragon,,1100,1600,,5,Dragon Knight of Darkness,https://yugipedia.com/wiki/Dragon_Knight_of_Darkness,,2023-07-21 06:33:50,
Dragon Merchant,Monster Card,,,False,False,LIGHT,Effect Monster,Dragon,"('Effect',)",500,1000,,4,Dragon Merchant,https://yugipedia.com/wiki/Dragon_Merchant,,2023-03-18 14:35:32,
Dragon Roll the Sushi Fairy,Monster Card,,"('Sushi Fairy',)",False,False,WIND,Effect Monster,Fairy,"('Effect',)",500,1500,,6,Dragon Roll the Sushi Fairy,https://yugipedia.com/wiki/Dragon_Roll_the_Sushi_Fairy,,2023-03-18 14:36:33,
Dragon Tribe Fusion,Spell Card,Normal Spell Card,"('Fusion (archetype)',)",False,False,,,,"('Effect',)",,,,,Dragon Tribe Fusion,https://yugipedia.com/wiki/Dragon_Tribe_Fusion,"('Alternate',)",2023-07-27 19:53:01,
Dragon's Boost Fusion,Spell Card,Normal Spell Card,"('Fusion (archetype)', 'High Tech Dragon')",False,False,,,,"('Effect',)",,,,,Dragon's Boost Fusion,https://yugipedia.com/wiki/Dragon%27s_Boost_Fusion,,2023-08-18 08:25:47,
Dragon's Burst Fusion,Spell Card,Normal Spell Card,"('Fusion (archetype)', 'High Tech Dragon')",False,False,,,,"('Effect',)",,,,,Dragon's Burst Fusion,https://yugipedia.com/wiki/Dragon%27s_Burst_Fusion,,2023-08-18 08:25:44,
Dragon's Fortitude,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Dragon's Fortitude,https://yugipedia.com/wiki/Dragon%27s_Fortitude,,2023-03-18 14:38:38,
Dragon's Inferno,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Dragon's Inferno,https://yugipedia.com/wiki/Dragon%27s_Inferno,,2023-08-14 03:58:32,
Dragon's Peak,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Dragon's Peak,https://yugipedia.com/wiki/Dragon%27s_Peak,,2023-03-18 14:39:19,
Dragon's Return,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Dragon's Return,https://yugipedia.com/wiki/Dragon%27s_Return,,2023-03-18 14:39:52,
Dragon's Sage,Monster Card,,,False,False,WATER,Normal Monster,Dragon,,100,1100,,3,Dragon's Sage,https://yugipedia.com/wiki/Dragon%27s_Sage,,2023-03-18 14:40:00,
Dragoncurse Magician,Monster Card,,"('Gaia (series)',)",False,False,DARK,Effect Monster,Spellcaster,"('Effect',)",1100,1100,,4,Dragoncurse Magician,https://yugipedia.com/wiki/Dragoncurse_Magician,,2023-08-11 01:23:29,
Dragonic Demolisher,Monster Card,,,False,False,EARTH,Effect Monster,Dragon,"('Effect',)",0,2500,,7,Dragonic Demolisher,https://yugipedia.com/wiki/Dragonic_Demolisher,,2023-08-21 20:23:32,
Dragonic Disorder,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Dragonic Disorder,https://yugipedia.com/wiki/Dragonic_Disorder,,2023-03-18 14:41:34,
Dragonic Escape,Trap Card,Normal Trap Card,"('Gaia (series)',)",False,False,,,,"('Effect',)",,,,,Dragonic Escape,https://yugipedia.com/wiki/Dragonic_Escape,,2023-08-11 02:33:25,
Dragonic Force,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Dragonic Force,https://yugipedia.com/wiki/Dragonic_Force,,2023-08-21 20:40:24,
Dragonic Pressure,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Dragonic Pressure,https://yugipedia.com/wiki/Dragonic_Pressure,,2023-08-14 03:58:57,"('Any',)"
Dragonic Slayer,Monster Card,,,False,False,EARTH,Effect Monster,Dragon,"('Effect',)",0,2300,,7,Dragonic Slayer,https://yugipedia.com/wiki/Dragonic_Slayer,,2023-03-18 14:42:34,
Dragonlion Pit Trap,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Dragonlion Pit Trap,https://yugipedia.com/wiki/Dragonlion_Pit_Trap,,2023-03-18 14:42:58,
Dragorite,Monster Card,,,False,False,EARTH,Normal Monster,Dragon,,0,1500,,4,Dragorite,https://yugipedia.com/wiki/Dragorite,,2023-03-18 14:46:19,
Dragosite,Monster Card,,"('High Tech Dragon',)",False,False,LIGHT,Normal Monster,Dragon,,1500,0,,2,Dragosite,https://yugipedia.com/wiki/Dragosite,,2023-03-18 14:46:37,
Dramoth Caterpillar,Monster Card,,,False,False,EARTH,Effect Monster,Insect,"('Effect',)",0,1000,,3,Dramoth Caterpillar,https://yugipedia.com/wiki/Dramoth_Caterpillar,,2023-03-18 14:56:56,
Dream Drummer,Monster Card,,"('Band Group',)",False,False,DARK,Effect Monster,Psychic,"('Effect',)",0,500,,2,Dream Drummer,https://yugipedia.com/wiki/Dream_Drummer,,2023-03-18 15:00:04,
Dream Ladybug Rainbow,Monster Card,,,False,False,LIGHT,Normal Monster,Insect,,700,700,,2,Dream Ladybug Rainbow,https://yugipedia.com/wiki/Dream_Ladybug_Rainbow,,2023-03-16 06:32:27,
Drilling Mandrill,Monster Card,,,False,False,EARTH,Effect Monster,Machine,"('Effect',)",2000,1700,,7,Drilling Mandrill,https://yugipedia.com/wiki/Drilling_Mandrill,,2023-03-18 15:04:09,
Drilling Tractiger,Monster Card,,,False,False,EARTH,Effect Monster,Machine,"('Effect',)",1000,2500,,7,Drilling Tractiger,https://yugipedia.com/wiki/Drilling_Tractiger,,2023-06-27 19:54:44,
Driving Snow,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Driving Snow (Rush Duel),https://yugipedia.com/wiki/Driving_Snow_(Rush_Duel),,2023-03-18 15:05:14,"('Any',)"
Drukmoor the Skysavior Phantom,Monster Card,,"('Skysavior',)",False,False,DARK,Fusion Monster,Celestial Warrior,"('Continuous Effect',)",2500,2900,,9,Drukmoor the Skysavior Phantom,https://yugipedia.com/wiki/Drukmoor_the_Skysavior_Phantom,,2023-08-15 22:22:54,
Dual Coretls,Monster Card,,"('High Tech Dragon',)",False,False,LIGHT,Effect Monster,Dragon,"('Effect',)",0,1700,,5,Dual Coretls,https://yugipedia.com/wiki/Dual_Coretls,,2023-03-18 15:11:51,
Dunkes the Skysavior Knight,Monster Card,,"('Skysavior',)",False,False,WATER,Effect Monster,Warrior,"('Effect',)",700,1300,,4,Dunkes the Skysavior Knight,https://yugipedia.com/wiki/Dunkes_the_Skysavior_Knight,,2023-05-25 11:26:26,
Durga the Shadow Flower Submarine,Monster Card,,"('Shadow Flower',)",False,False,EARTH,Fusion Monster,Plant,"('Effect',)",2000,2800,,9,Durga the Shadow Flower Submarine,https://yugipedia.com/wiki/Durga_the_Shadow_Flower_Submarine,,2023-08-22 05:48:49,
Dynamic Dino Dynamix,Monster Card,,"('Nouveau Riche Dinosaur',)",False,True,EARTH,Effect Monster,Dinosaur,"('Effect', 'Summoning condition')",0,1900,3400,10,Dynamic Dino Dynamix,https://yugipedia.com/wiki/Dynamic_Dino_Dynamix,,2023-06-27 19:54:39,
Dynamic Dino Dynamix [L],Monster Card,,"('Nouveau Riche Dinosaur',)",False,True,EARTH,Effect Monster,Dinosaur,"('Continuous Effect',)",0,1300,,4,Dynamic Dino Dynamix (L),https://yugipedia.com/wiki/Dynamic_Dino_Dynamix_(L),,2023-03-18 15:20:28,
Dynamic Dino Dynamix [R],Monster Card,,"('Nouveau Riche Dinosaur',)",False,True,EARTH,Effect Monster,Dinosaur,"('Continuous Effect',)",0,1300,,4,Dynamic Dino Dynamix (R),https://yugipedia.com/wiki/Dynamic_Dino_Dynamix_(R),,2023-03-18 15:20:40,
Dynamo Might,Monster Card,,"('Chemistry',)",False,False,FIRE,Effect Monster,Pyro,"('Effect',)",1100,1100,,4,Dynamo Might,https://yugipedia.com/wiki/Dynamo_Might,,2023-03-18 15:20:49,
EXTRAplorer,Monster Card,,,False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",2200,2300,,7,EXTRAplorer,https://yugipedia.com/wiki/EXTRAplorer,,2023-08-18 08:24:27,
Earth Pressure Explosion,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Earth Pressure Explosion,https://yugipedia.com/wiki/Earth_Pressure_Explosion,,2023-06-27 19:54:05,
Earth Sorcerer,Monster Card,,,False,False,EARTH,Normal Monster,Spellcaster,,0,1500,,4,Earth Sorcerer,https://yugipedia.com/wiki/Earth_Sorcerer,,2023-08-18 08:22:42,
Ecdysis Caesarleon,Monster Card,,"('Chameleon',)",False,False,DARK,Effect Monster,Reptile,"('Continuous Effect',)",0,2000,,8,Ecdysis Caesarleon,https://yugipedia.com/wiki/Ecdysis_Caesarleon,,2023-08-21 21:21:58,
Echeclus the Star Knight,Monster Card,,"('Star Knight',)",False,False,LIGHT,Normal Monster,Fiend,,2000,1600,,6,Echeclus the Star Knight,https://yugipedia.com/wiki/Echeclus_the_Star_Knight,,2023-03-18 15:30:54,
Eclipse,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Eclipse,https://yugipedia.com/wiki/Eclipse,,2023-08-27 20:09:38,
Eldign Patrol Ship,Monster Card,,,False,False,WATER,Effect Monster,Machine,"('Effect',)",700,1700,,6,Eldign Patrol Ship,https://yugipedia.com/wiki/Eldign_Patrol_Ship,,2023-03-18 15:41:18,
Electrical Discharge,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Electrical Discharge,https://yugipedia.com/wiki/Electrical_Discharge,,2023-03-18 15:43:28,
Elegant Aurum Avian,Monster Card,,,False,False,LIGHT,Effect Monster,Spellcaster,"('Effect',)",1000,1100,,4,Elegant Aurum Avian,https://yugipedia.com/wiki/Elegant_Aurum_Avian,,2023-08-18 08:24:20,
Elegant Egotist,Spell Card,Normal Spell Card,"('Harpie (Rush Duel series)',)",False,False,,,,"('Effect',)",,,,,Elegant Egotist (Rush Duel),https://yugipedia.com/wiki/Elegant_Egotist_(Rush_Duel),,2023-06-24 12:09:36,"('Type',)"
Elegant Fire Bird Harpuia,Monster Card,,,False,False,FIRE,Effect Monster,Winged Beast,"('Effect',)",1500,2500,,7,Elegant Fire Bird Harpuia,https://yugipedia.com/wiki/Elegant_Fire_Bird_Harpuia,,2023-08-27 20:41:27,
Elephound,Monster Card,,,False,False,EARTH,Normal Monster,Machine,,500,1700,,5,Elephound,https://yugipedia.com/wiki/Elephound,,2023-03-18 16:06:45,
Elepsychic Amp Up,Spell Card,Normal Spell Card,"('Psychic Musician',)",False,False,,,,"('Effect',)",,,,,Elepsychic Amp Up,https://yugipedia.com/wiki/Elepsychic_Amp_Up,,2023-03-18 16:07:00,
Elite Secret Investigator Mystery,Monster Card,,"('Secret Investigator',)",False,False,LIGHT,Effect Monster,Reptile,"('Effect',)",1000,2300,,7,Elite Secret Investigator Mystery,https://yugipedia.com/wiki/Elite_Secret_Investigator_Mystery,,2023-08-11 01:03:20,
Embryonic Dark Ruler,Monster Card,,,False,False,DARK,Effect Monster,Fiend,"('Effect',)",700,500,,2,Embryonic Dark Ruler,https://yugipedia.com/wiki/Embryonic_Dark_Ruler,,2023-06-27 11:42:37,
Emergency Return,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Emergency Return,https://yugipedia.com/wiki/Emergency_Return,,2023-03-18 16:14:35,"('Any',)"
Emitter Stag,Monster Card,,,False,False,LIGHT,Effect Monster,Thunder,"('Effect',)",0,1100,,3,Emitter Stag,https://yugipedia.com/wiki/Emitter_Stag,,2023-03-18 16:15:02,
Emperor Realm,Spell Card,Field Spell Card,,False,False,,,,"('Effect',)",,,,,Emperor Realm,https://yugipedia.com/wiki/Emperor_Realm,,2023-08-18 08:26:09,
Emperor of the Land and Sea,Monster Card,,,False,False,WATER,Normal Monster,Reptile,,1500,1800,,5,Emperor of the Land and Sea (Rush Duel),https://yugipedia.com/wiki/Emperor_of_the_Land_and_Sea_(Rush_Duel),,2023-05-11 06:21:19,
Enchanting Mermaid,Monster Card,,,False,False,WATER,Normal Monster,Fish,,900,1200,,3,Enchanting Mermaid (Rush Duel),https://yugipedia.com/wiki/Enchanting_Mermaid_(Rush_Duel),,2023-03-18 16:16:57,"('Name', 'Type')"
Endless Romance Blitz,Monster Card,,"('Psychic Musician',)",False,False,FIRE,Fusion Monster,Omega Psychic,"('Multi-Choice Effect',)",2500,2800,,9,Endless Romance Blitz,https://yugipedia.com/wiki/Endless_Romance_Blitz,,2023-08-15 03:03:55,
Endoll,Monster Card,,"('Psychic Musician',)",False,False,DARK,Effect Monster,Psychic,"('Effect',)",100,200,,1,Endoll,https://yugipedia.com/wiki/Endoll,,2023-06-27 19:53:38,
Engage and Strike!,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Engage and Strike!,https://yugipedia.com/wiki/Engage_and_Strike!,"('Edited',)",2023-03-18 16:19:26,
Engine Reviver,Monster Card,,,False,False,FIRE,Effect Monster,Warrior,"('Effect',)",700,300,,4,Engine Reviver,https://yugipedia.com/wiki/Engine_Reviver,,2023-05-25 11:26:14,
Ensembullfighter the Music Fiend,Monster Card,,"('Music Princess',)",False,False,WIND,Effect Monster,Warrior,"('Effect',)",2200,2200,,7,Ensembullfighter the Music Fiend,https://yugipedia.com/wiki/Ensembullfighter_the_Music_Fiend,,2023-08-16 04:44:44,
Esperade the Smashing Superstar,Monster Card,,"('Psychic Musician',)",False,False,DARK,Effect Monster,Psychic,"('Effect',)",0,2500,,7,Esperade the Smashing Superstar,https://yugipedia.com/wiki/Esperade_the_Smashing_Superstar,,2023-03-18 16:24:00,
Estrome the Mega Monarch,Monster Card,,"('Monarch (Rush Duel series)',)",False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect', 'Summoning condition')",1000,2400,,8,Estrome the Mega Monarch,https://yugipedia.com/wiki/Estrome_the_Mega_Monarch,,2023-08-26 19:00:17,
Estrome the Star Monarch,Monster Card,,"('Monarch (Rush Duel series)',)",False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",1000,2000,,5,Estrome the Star Monarch,https://yugipedia.com/wiki/Estrome_the_Star_Monarch,,2023-08-18 08:23:34,
Eternal Freeze,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Eternal Freeze,https://yugipedia.com/wiki/Eternal_Freeze,,2023-03-18 16:24:53,
Eternal Galactica Oblivion,Monster Card,,"('Galactica',)",False,False,LIGHT,Fusion Monster,Galaxy (Type),"('Effect',)",2500,3500,,9,Eternal Galactica Oblivion,https://yugipedia.com/wiki/Eternal_Galactica_Oblivion,,2023-08-26 18:44:43,
Ether Escape,Trap Card,Normal Trap Card,,False,False,,,,"('Effect',)",,,,,Ether Escape,https://yugipedia.com/wiki/Ether_Escape,,2023-05-25 11:21:59,
Ether Fast Striker,Monster Card,,,False,False,DARK,Fusion Monster,Warrior,"('Effect',)",2000,2400,,8,Ether Fast Striker,https://yugipedia.com/wiki/Ether_Fast_Striker,,2023-08-15 03:05:11,
Ether Finder,Monster Card,,,False,False,EARTH,Effect Monster,Machine,"('Effect',)",1200,1000,,4,Ether Finder,https://yugipedia.com/wiki/Ether_Finder,,2023-07-27 18:10:22,
Ether Seeker,Monster Card,,,False,False,EARTH,Effect Monster,Warrior,"('Effect',)",1200,1000,,4,Ether Seeker,https://yugipedia.com/wiki/Ether_Seeker,,2023-07-27 18:07:33,
Ethyl the Flame Jinn of the Lamp,Monster Card,,"('Chemistry',)",False,False,FIRE,Effect Monster,Pyro,"('Effect',)",1000,500,,3,Ethyl the Flame Jinn of the Lamp,https://yugipedia.com/wiki/Ethyl_the_Flame_Jinn_of_the_Lamp,,2023-07-21 06:45:15,
Etraynze the Shadow Flower Ninja,Monster Card,,"('Shadow Flower',)",False,False,EARTH,Effect Monster,Plant,"('Effect',)",1000,2300,,7,Etraynze the Shadow Flower Ninja,https://yugipedia.com/wiki/Etraynze_the_Shadow_Flower_Ninja,,2023-08-26 22:24:30,
Eve of the Big March,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Eve of the Big March,https://yugipedia.com/wiki/Eve_of_the_Big_March,,2023-06-27 11:42:26,
Evil Star Beacon,Spell Card,Normal Spell Card,"('Star Knight',)",False,False,,,,"('Effect',)",,,,,Evil Star Beacon,https://yugipedia.com/wiki/Evil_Star_Beacon,,2023-03-18 16:34:23,
Evolution Rush Burst,Spell Card,Normal Spell Card,,False,False,,,,"('Effect',)",,,,,Evolution Rush Burst,https://yugipedia.com/wiki/Evolution_Rush_Burst,,2023-03-18 17:12:00,
Ewekai - Grudges from the Grave,Trap Card,Normal Trap Card,"('Ewekai',)",False,False,,,,"('Effect',)",,,,,Ewekai - Grudges from the Grave,https://yugipedia.com/wiki/Ewekai_-_Grudges_from_the_Grave,,2023-03-18 17:12:46,
Ewekai Airaries,Monster Card,,"('Ewekai',)",False,False,WIND,Normal Monster,Beast,,200,1300,,3,Ewekai Airaries,https://yugipedia.com/wiki/Ewekai_Airaries,,2023-03-18 17:12:52,
Ewekai Aquasheep,Monster Card,,"('Ewekai',)",False,False,WATER,Normal Monster,Beast,,500,1000,,2,Ewekai Aquasheep,https://yugipedia.com/wiki/Ewekai_Aquasheep,,2023-03-18 17:12:59,
Ewekai Grounmouton,Monster Card,,"('Ewekai',)",False,False,EARTH,Normal Monster,Beast,,1500,0,,1,Ewekai Grounmouton,https://yugipedia.com/wiki/Ewekai_Grounmouton,,2023-03-18 17:13:05,
Ewekai Nightmutton,Monster Card,,"('Ewekai',)",False,False,DARK,Normal Monster,Beast,,100,1500,,4,Ewekai Nightmutton,https://yugipedia.com/wiki/Ewekai_Nightmutton,,2023-03-18 17:13:11,
Ewekai Planeau,Monster Card,,"('Ewekai',)",False,False,EARTH,Effect Monster,Beast,"('Effect',)",200,1100,,3,Ewekai Planeau,https://yugipedia.com/wiki/Ewekai_Planeau,,2023-06-27 19:53:08,
Ewekai Pyrowool,Monster Card,,"('Ewekai',)",False,False,FIRE,Normal Monster,Beast,,800,1400,,4,Ewekai Pyrowool,https://yugipedia.com/wiki/Ewekai_Pyrowool,,2023-03-18 17:13:24,
Ewekai Thunderlambda,Monster Card,,"('Ewekai',)",False,False,LIGHT,Normal Monster,Beast,,400,1200,,3,Ewekai Thunderlambda,https://yugipedia.com/wiki/Ewekai_Thunderlambda,,2023-03-18 17:13:30,
Ewekai Waveschaf,Monster Card,,"('Ewekai',)",False,False,WATER,Effect Monster,Beast,"('Effect',)",300,800,,3,Ewekai Waveschaf,https://yugipedia.com/wiki/Ewekai_Waveschaf,,2023-06-27 19:52:50,
ExPress Train,Monster Card,,"('Newspaper',)",False,False,EARTH,Normal Monster,Machine,,200,1300,,4,ExPress Train,https://yugipedia.com/wiki/ExPress_Train,,2023-03-18 17:13:40,
Excutie Break!,Trap Card,Normal Trap Card,"('Excutie',)",False,False,,,,"('Effect',)",,,,,Excutie Break!,https://yugipedia.com/wiki/Excutie_Break!,,2023-03-18 17:14:29,
Excutie Catch!,Trap Card,Normal Trap Card,"('Excutie',)",False,False,,,,"('Effect',)",,,,,Excutie Catch!,https://yugipedia.com/wiki/Excutie_Catch!,,2023-03-18 17:14:34,
Excutie Emergency!,Trap Card,Normal Trap Card,"('Excutie',)",False,False,,,,"('Effect',)",,,,,Excutie Emergency!,https://yugipedia.com/wiki/Excutie_Emergency!,,2023-03-18 17:14:38,
Excutie Feena,Monster Card,,"('Excutie',)",False,False,FIRE,Effect Monster,Psychic,"('Effect',)",500,1700,,6,Excutie Feena,https://yugipedia.com/wiki/Excutie_Feena,,2023-03-18 17:14:42,
Excutie Fermi,Monster Card,,"('Excutie',)",False,False,LIGHT,Effect Monster,Galaxy (Type),"('Effect',)",500,1800,,6,Excutie Fermi,https://yugipedia.com/wiki/Excutie_Fermi,,2023-03-18 17:14:46,
