Name,Card type,Property,Effect type,Legend,Maximum mode,Page name,Page URL,Modification date,Version
Dynamic Dino Dynamix,Monster Card,,"('Effect', 'Summoning condition')",True,True,Dynamic Dino Dynamix,https://yugipedia.com/wiki/Dynamic_Dino_Dynamix,2022-12-13 15:28:35,Old
Dynamic Dino Dynamix,Monster Card,,"('Effect', 'Summoning condition')",False,True,Dynamic Dino Dynamix,https://yugipedia.com/wiki/Dynamic_Dino_Dynamix,2022-12-13 15:28:35,New
Dynamic Dino Dynamix [L],Monster Card,,"('Continuous Effect',)",True,True,Dynamic Dino Dynamix (L),https://yugipedia.com/wiki/Dynamic_Dino_Dynamix_(L),2022-12-13 15:28:28,Old
Dynamic Dino Dynamix [L],Monster Card,,"('Continuous Effect',)",False,True,Dynamic Dino Dynamix (L),https://yugipedia.com/wiki/Dynamic_Dino_Dynamix_(L),2022-12-13 15:28:28,New
Dynamic Dino Dynamix [R],Monster Card,,"('Continuous Effect',)",True,True,Dynamic Dino Dynamix (R),https://yugipedia.com/wiki/Dynamic_Dino_Dynamix_(R),2022-12-13 15:28:50,Old
Dynamic Dino Dynamix [R],Monster Card,,"('Continuous Effect',)",False,True,Dynamic Dino Dynamix (R),https://yugipedia.com/wiki/Dynamic_Dino_Dynamix_(R),2022-12-13 15:28:50,New
Dynamo Might,Monster Card,,"('Effect',)",True,True,Dynamo Might,https://yugipedia.com/wiki/Dynamo_Might,2022-12-21 09:45:21,Old
Dynamo Might,Monster Card,,"('Effect',)",False,False,Dynamo Might,https://yugipedia.com/wiki/Dynamo_Might,2022-12-21 09:45:21,New
Earth Pressure Explosion,Trap Card,Normal Trap Card,"('Effect',)",True,True,Earth Pressure Explosion,https://yugipedia.com/wiki/Earth_Pressure_Explosion,2022-10-20 07:17:58,Old
Earth Pressure Explosion,Trap Card,Normal Trap Card,"('Effect',)",False,False,Earth Pressure Explosion,https://yugipedia.com/wiki/Earth_Pressure_Explosion,2022-10-20 07:17:58,New
Earth Sorcerer,Monster Card,,,True,True,Earth Sorcerer,https://yugipedia.com/wiki/Earth_Sorcerer,2022-08-15 00:28:42,Old
Earth Sorcerer,Monster Card,,,False,False,Earth Sorcerer,https://yugipedia.com/wiki/Earth_Sorcerer,2022-08-15 00:28:42,New
Ecdysis Caliguleon,Monster Card,,"('Continuous Effect',)",True,True,Ecdysis Caliguleon,https://yugipedia.com/wiki/Ecdysis_Caliguleon,2022-10-30 06:14:40,Old
Ecdysis Caliguleon,Monster Card,,"('Continuous Effect',)",False,False,Ecdysis Caliguleon,https://yugipedia.com/wiki/Ecdysis_Caliguleon,2022-10-30 06:14:40,New
Echeclus the Star Knight,Monster Card,,,True,True,Echeclus the Star Knight,https://yugipedia.com/wiki/Echeclus_the_Star_Knight,2022-09-21 04:28:34,Old
Echeclus the Star Knight,Monster Card,,,False,False,Echeclus the Star Knight,https://yugipedia.com/wiki/Echeclus_the_Star_Knight,2022-09-21 04:28:34,New
Eclipse,Spell Card,Normal Spell Card,"('Effect',)",True,True,Eclipse,https://yugipedia.com/wiki/Eclipse,2022-11-17 12:08:44,Old
Eclipse,Spell Card,Normal Spell Card,"('Effect',)",False,False,Eclipse,https://yugipedia.com/wiki/Eclipse,2022-11-17 12:08:44,New
Ego Rhythm,Trap Card,Normal Trap Card,,True,True,Ego Rhythm,https://yugipedia.com/wiki/Ego_Rhythm,2023-01-24 18:41:59,Old
Ego Rhythm,Trap Card,Normal Trap Card,,False,False,Ego Rhythm,https://yugipedia.com/wiki/Ego_Rhythm,2023-01-24 18:41:59,New
Eldign Patrol Ship,Monster Card,,"('Effect',)",True,True,Eldign Patrol Ship,https://yugipedia.com/wiki/Eldign_Patrol_Ship,2022-10-20 07:36:03,Old
Eldign Patrol Ship,Monster Card,,"('Effect',)",False,False,Eldign Patrol Ship,https://yugipedia.com/wiki/Eldign_Patrol_Ship,2022-10-20 07:36:03,New
Electrical Discharge,Trap Card,Normal Trap Card,"('Effect',)",True,True,Electrical Discharge,https://yugipedia.com/wiki/Electrical_Discharge,2022-09-21 05:45:38,Old
Electrical Discharge,Trap Card,Normal Trap Card,"('Effect',)",False,False,Electrical Discharge,https://yugipedia.com/wiki/Electrical_Discharge,2022-09-21 05:45:38,New
Elegant Fire Bird Harpuia,Monster Card,,"('Effect',)",True,True,Elegant Fire Bird Harpuia,https://yugipedia.com/wiki/Elegant_Fire_Bird_Harpuia,2022-09-25 03:01:15,Old
Elegant Fire Bird Harpuia,Monster Card,,"('Effect',)",False,False,Elegant Fire Bird Harpuia,https://yugipedia.com/wiki/Elegant_Fire_Bird_Harpuia,2022-09-25 03:01:15,New
Elegy of the Everlasting Darkness,Trap Card,Normal Trap Card,,True,True,Elegy of the Everlasting Darkness,https://yugipedia.com/wiki/Elegy_of_the_Everlasting_Darkness,2022-04-04 00:06:22,Old
Elegy of the Everlasting Darkness,Trap Card,Normal Trap Card,,False,False,Elegy of the Everlasting Darkness,https://yugipedia.com/wiki/Elegy_of_the_Everlasting_Darkness,2022-04-04 00:06:22,New
Elemental Rush,Trap Card,Normal Trap Card,,True,True,Elemental Rush,https://yugipedia.com/wiki/Elemental_Rush,2023-01-24 19:24:25,Old
Elemental Rush,Trap Card,Normal Trap Card,,False,False,Elemental Rush,https://yugipedia.com/wiki/Elemental_Rush,2023-01-24 19:24:25,New
Elephound,Monster Card,,,True,True,Elephound,https://yugipedia.com/wiki/Elephound,2022-12-21 09:22:11,Old
Elephound,Monster Card,,,False,False,Elephound,https://yugipedia.com/wiki/Elephound,2022-12-21 09:22:11,New
Elepsychic Amp Up,Spell Card,Normal Spell Card,"('Effect',)",True,True,Elepsychic Amp Up,https://yugipedia.com/wiki/Elepsychic_Amp_Up,2023-01-09 08:42:22,Old
Elepsychic Amp Up,Spell Card,Normal Spell Card,"('Effect',)",False,False,Elepsychic Amp Up,https://yugipedia.com/wiki/Elepsychic_Amp_Up,2023-01-09 08:42:22,New
Elite Secret Investigator Mystery,Monster Card,,,True,True,Elite Secret Investigator Mystery,https://yugipedia.com/wiki/Elite_Secret_Investigator_Mystery,2023-01-15 11:55:06,Old
Elite Secret Investigator Mystery,Monster Card,,,False,False,Elite Secret Investigator Mystery,https://yugipedia.com/wiki/Elite_Secret_Investigator_Mystery,2023-01-15 11:55:06,New
Embryonic Dark Ruler,Monster Card,,"('Effect',)",True,True,Embryonic Dark Ruler,https://yugipedia.com/wiki/Embryonic_Dark_Ruler,2023-02-01 11:46:29,Old
Embryonic Dark Ruler,Monster Card,,"('Effect',)",False,False,Embryonic Dark Ruler,https://yugipedia.com/wiki/Embryonic_Dark_Ruler,2023-02-01 11:46:29,New
Emergency Advent,Trap Card,Normal Trap Card,,True,True,Emergency Advent,https://yugipedia.com/wiki/Emergency_Advent,2023-02-08 23:00:56,Old
Emergency Advent,Trap Card,Normal Trap Card,,False,False,Emergency Advent,https://yugipedia.com/wiki/Emergency_Advent,2023-02-08 23:00:56,New
Emergency Return,Trap Card,Normal Trap Card,"('Effect',)",True,True,Emergency Return,https://yugipedia.com/wiki/Emergency_Return,2022-10-30 07:51:21,Old
Emergency Return,Trap Card,Normal Trap Card,"('Effect',)",False,False,Emergency Return,https://yugipedia.com/wiki/Emergency_Return,2022-10-30 07:51:21,New
Emergency Sortie,Spell Card,Normal Spell Card,,True,True,Emergency Sortie,https://yugipedia.com/wiki/Emergency_Sortie,2023-02-04 03:16:44,Old
Emergency Sortie,Spell Card,Normal Spell Card,,False,False,Emergency Sortie,https://yugipedia.com/wiki/Emergency_Sortie,2023-02-04 03:16:44,New
Emitter Stag,Monster Card,,"('Effect',)",True,True,Emitter Stag,https://yugipedia.com/wiki/Emitter_Stag,2022-09-21 05:33:40,Old
Emitter Stag,Monster Card,,"('Effect',)",False,False,Emitter Stag,https://yugipedia.com/wiki/Emitter_Stag,2022-09-21 05:33:40,New
Emperor of the Land and Sea,Monster Card,,,True,True,Emperor of the Land and Sea (Rush Duel),https://yugipedia.com/wiki/Emperor_of_the_Land_and_Sea_(Rush_Duel),2022-04-10 23:34:10,Old
Emperor of the Land and Sea,Monster Card,,,False,False,Emperor of the Land and Sea (Rush Duel),https://yugipedia.com/wiki/Emperor_of_the_Land_and_Sea_(Rush_Duel),2022-04-10 23:34:10,New
Enchanting Mermaid,Monster Card,,,True,True,Enchanting Mermaid (Rush Duel),https://yugipedia.com/wiki/Enchanting_Mermaid_(Rush_Duel),2022-10-20 07:23:23,Old
Enchanting Mermaid,Monster Card,,,False,False,Enchanting Mermaid (Rush Duel),https://yugipedia.com/wiki/Enchanting_Mermaid_(Rush_Duel),2022-10-20 07:23:23,New
Endless Romance Blitz,Monster Card,,"('Multi-Choice Effect',)",True,True,Endless Romance Blitz,https://yugipedia.com/wiki/Endless_Romance_Blitz,2022-10-30 06:38:00,Old
Endless Romance Blitz,Monster Card,,"('Multi-Choice Effect',)",False,False,Endless Romance Blitz,https://yugipedia.com/wiki/Endless_Romance_Blitz,2022-10-30 06:38:00,New
Endless Scaled Reincarnation,Trap Card,Normal Trap Card,,True,True,Endless Scaled Reincarnation,https://yugipedia.com/wiki/Endless_Scaled_Reincarnation,2022-04-10 20:22:24,Old
Endless Scaled Reincarnation,Trap Card,Normal Trap Card,,False,False,Endless Scaled Reincarnation,https://yugipedia.com/wiki/Endless_Scaled_Reincarnation,2022-04-10 20:22:24,New
Endoll,Monster Card,,"('Effect',)",True,True,Endoll,https://yugipedia.com/wiki/Endoll,2022-12-10 21:25:24,Old
Endoll,Monster Card,,"('Effect',)",False,False,Endoll,https://yugipedia.com/wiki/Endoll,2022-12-10 21:25:24,New
Engage and Strike!,Trap Card,Normal Trap Card,"('Effect',)",True,True,Engage and Strike!,https://yugipedia.com/wiki/Engage_and_Strike!,2023-01-31 21:10:30,Old
Engage and Strike!,Trap Card,Normal Trap Card,"('Effect',)",False,False,Engage and Strike!,https://yugipedia.com/wiki/Engage_and_Strike!,2023-01-31 21:10:30,New
Engine Reviver,Monster Card,,"('Effect',)",True,True,Engine Reviver,https://yugipedia.com/wiki/Engine_Reviver,2023-01-21 14:14:58,Old
Engine Reviver,Monster Card,,"('Effect',)",False,False,Engine Reviver,https://yugipedia.com/wiki/Engine_Reviver,2023-01-21 14:14:58,New
Enraged Scale Liberation,Spell Card,Normal Spell Card,"('Effect',)",True,True,Enraged Scale Liberation,https://yugipedia.com/wiki/Enraged_Scale_Liberation,2022-09-21 05:45:41,Old
Enraged Scale Liberation,Spell Card,Normal Spell Card,"('Effect',)",False,False,Enraged Scale Liberation,https://yugipedia.com/wiki/Enraged_Scale_Liberation,2022-09-21 05:45:41,New
Ensembullfighter the Music Fiend,Monster Card,,"('Effect',)",True,True,Ensembullfighter the Music Fiend,https://yugipedia.com/wiki/Ensembullfighter_the_Music_Fiend,2022-10-20 07:21:29,Old
Ensembullfighter the Music Fiend,Monster Card,,"('Effect',)",False,False,Ensembullfighter the Music Fiend,https://yugipedia.com/wiki/Ensembullfighter_the_Music_Fiend,2022-10-20 07:21:29,New
Esperade the Smashing Superstar,Monster Card,,"('Effect',)",True,True,Esperade the Smashing Superstar,https://yugipedia.com/wiki/Esperade_the_Smashing_Superstar,2022-09-21 04:01:49,Old
Esperade the Smashing Superstar,Monster Card,,"('Effect',)",False,False,Esperade the Smashing Superstar,https://yugipedia.com/wiki/Esperade_the_Smashing_Superstar,2022-09-21 04:01:49,New
Eternal Freeze,Trap Card,Normal Trap Card,"('Effect',)",True,True,Eternal Freeze,https://yugipedia.com/wiki/Eternal_Freeze,2022-11-28 22:40:22,Old
Eternal Freeze,Trap Card,Normal Trap Card,"('Effect',)",False,False,Eternal Freeze,https://yugipedia.com/wiki/Eternal_Freeze,2022-11-28 22:40:22,New
Ether Escape,Trap Card,Normal Trap Card,"('Effect',)",True,True,Ether Escape,https://yugipedia.com/wiki/Ether_Escape,2023-01-21 14:51:48,Old
Ether Escape,Trap Card,Normal Trap Card,"('Effect',)",False,False,Ether Escape,https://yugipedia.com/wiki/Ether_Escape,2023-01-21 14:51:48,New
Ether Fast Striker,Monster Card,,"('Effect',)",True,True,Ether Fast Striker,https://yugipedia.com/wiki/Ether_Fast_Striker,2022-10-31 18:41:55,Old
Ether Fast Striker,Monster Card,,"('Effect',)",False,False,Ether Fast Striker,https://yugipedia.com/wiki/Ether_Fast_Striker,2022-10-31 18:41:55,New
Ether Finder,Monster Card,,"('Effect',)",True,True,Ether Finder,https://yugipedia.com/wiki/Ether_Finder,2022-09-25 03:01:37,Old
Ether Finder,Monster Card,,"('Effect',)",False,False,Ether Finder,https://yugipedia.com/wiki/Ether_Finder,2022-09-25 03:01:37,New
Ether Seeker,Monster Card,,"('Effect',)",True,True,Ether Seeker,https://yugipedia.com/wiki/Ether_Seeker,2022-02-11 17:11:20,Old
Ether Seeker,Monster Card,,"('Effect',)",False,False,Ether Seeker,https://yugipedia.com/wiki/Ether_Seeker,2022-02-11 17:11:20,New
Ethyl the Flame Jinn of the Lamp,Monster Card,,"('Effect',)",True,True,Ethyl the Flame Jinn of the Lamp,https://yugipedia.com/wiki/Ethyl_the_Flame_Jinn_of_the_Lamp,2023-01-04 11:45:39,Old
Ethyl the Flame Jinn of the Lamp,Monster Card,,"('Effect',)",False,False,Ethyl the Flame Jinn of the Lamp,https://yugipedia.com/wiki/Ethyl_the_Flame_Jinn_of_the_Lamp,2023-01-04 11:45:39,New
Etraynze the Shadow Flower Ninja,Monster Card,,"('Effect',)",True,True,Etraynze the Shadow Flower Ninja,https://yugipedia.com/wiki/Etraynze_the_Shadow_Flower_Ninja,2022-09-21 05:34:15,Old
Etraynze the Shadow Flower Ninja,Monster Card,,"('Effect',)",False,False,Etraynze the Shadow Flower Ninja,https://yugipedia.com/wiki/Etraynze_the_Shadow_Flower_Ninja,2022-09-21 05:34:15,New
Eve of the Big March,Spell Card,Normal Spell Card,"('Effect',)",True,True,Eve of the Big March,https://yugipedia.com/wiki/Eve_of_the_Big_March,2023-02-15 13:54:17,Old
Eve of the Big March,Spell Card,Normal Spell Card,"('Effect',)",False,False,Eve of the Big March,https://yugipedia.com/wiki/Eve_of_the_Big_March,2023-02-15 13:54:17,New
Evil Star Beacon,Spell Card,Normal Spell Card,"('Effect',)",True,True,Evil Star Beacon,https://yugipedia.com/wiki/Evil_Star_Beacon,2022-09-21 05:28:22,Old
Evil Star Beacon,Spell Card,Normal Spell Card,"('Effect',)",False,False,Evil Star Beacon,https://yugipedia.com/wiki/Evil_Star_Beacon,2022-09-21 05:28:22,New
Evolution Rush Burst,Spell Card,Normal Spell Card,"('Effect',)",True,True,Evolution Rush Burst,https://yugipedia.com/wiki/Evolution_Rush_Burst,2022-11-26 12:55:33,Old
Evolution Rush Burst,Spell Card,Normal Spell Card,"('Effect',)",False,False,Evolution Rush Burst,https://yugipedia.com/wiki/Evolution_Rush_Burst,2022-11-26 12:55:33,New
Ewekai - Grudges from the Grave,Trap Card,Normal Trap Card,"('Effect',)",True,True,Ewekai - Grudges from the Grave,https://yugipedia.com/wiki/Ewekai_-_Grudges_from_the_Grave,2022-09-21 05:45:29,Old
Ewekai - Grudges from the Grave,Trap Card,Normal Trap Card,"('Effect',)",False,False,Ewekai - Grudges from the Grave,https://yugipedia.com/wiki/Ewekai_-_Grudges_from_the_Grave,2022-09-21 05:45:29,New
Ewekai Airaries,Monster Card,,,True,True,Ewekai Airaries,https://yugipedia.com/wiki/Ewekai_Airaries,2022-11-17 12:14:17,Old
Ewekai Airaries,Monster Card,,,False,False,Ewekai Airaries,https://yugipedia.com/wiki/Ewekai_Airaries,2022-11-17 12:14:17,New
Ewekai Aquasheep,Monster Card,,,True,True,Ewekai Aquasheep,https://yugipedia.com/wiki/Ewekai_Aquasheep,2022-11-17 12:14:29,Old
Ewekai Aquasheep,Monster Card,,,False,False,Ewekai Aquasheep,https://yugipedia.com/wiki/Ewekai_Aquasheep,2022-11-17 12:14:29,New
Ewekai Grounmouton,Monster Card,,,True,True,Ewekai Grounmouton,https://yugipedia.com/wiki/Ewekai_Grounmouton,2022-09-21 05:39:23,Old
Ewekai Grounmouton,Monster Card,,,False,False,Ewekai Grounmouton,https://yugipedia.com/wiki/Ewekai_Grounmouton,2022-09-21 05:39:23,New
Ewekai Nightmutton,Monster Card,,,True,True,Ewekai Nightmutton,https://yugipedia.com/wiki/Ewekai_Nightmutton,2022-09-21 05:24:08,Old
Ewekai Nightmutton,Monster Card,,,False,False,Ewekai Nightmutton,https://yugipedia.com/wiki/Ewekai_Nightmutton,2022-09-21 05:24:08,New
Ewekai Planeau,Monster Card,,"('Effect',)",True,True,Ewekai Planeau,https://yugipedia.com/wiki/Ewekai_Planeau,2023-01-30 10:35:21,Old
Ewekai Planeau,Monster Card,,"('Effect',)",False,False,Ewekai Planeau,https://yugipedia.com/wiki/Ewekai_Planeau,2023-01-30 10:35:21,New
Ewekai Pyrowool,Monster Card,,,True,True,Ewekai Pyrowool,https://yugipedia.com/wiki/Ewekai_Pyrowool,2022-09-21 05:28:43,Old
Ewekai Pyrowool,Monster Card,,,False,False,Ewekai Pyrowool,https://yugipedia.com/wiki/Ewekai_Pyrowool,2022-09-21 05:28:43,New
Ewekai Thunderlambda,Monster Card,,,True,True,Ewekai Thunderlambda,https://yugipedia.com/wiki/Ewekai_Thunderlambda,2022-11-17 12:14:23,Old
Ewekai Thunderlambda,Monster Card,,,False,False,Ewekai Thunderlambda,https://yugipedia.com/wiki/Ewekai_Thunderlambda,2022-11-17 12:14:23,New
Ewekai Waveschaf,Monster Card,,"('Effect',)",True,True,Ewekai Waveschaf,https://yugipedia.com/wiki/Ewekai_Waveschaf,2022-11-17 12:11:02,Old
Ewekai Waveschaf,Monster Card,,"('Effect',)",False,False,Ewekai Waveschaf,https://yugipedia.com/wiki/Ewekai_Waveschaf,2022-11-17 12:11:02,New
ExPress Train,Monster Card,,,True,True,ExPress Train,https://yugipedia.com/wiki/ExPress_Train,2023-01-16 01:00:49,Old
ExPress Train,Monster Card,,,False,False,ExPress Train,https://yugipedia.com/wiki/ExPress_Train,2023-01-16 01:00:49,New
Exciting Times,Trap Card,Normal Trap Card,,True,True,Exciting Times,https://yugipedia.com/wiki/Exciting_Times,2023-01-26 18:31:20,Old
Exciting Times,Trap Card,Normal Trap Card,,False,False,Exciting Times,https://yugipedia.com/wiki/Exciting_Times,2023-01-26 18:31:20,New
Excutie Break!,Trap Card,Normal Trap Card,"('Effect',)",True,True,Excutie Break!,https://yugipedia.com/wiki/Excutie_Break!,2022-11-26 13:21:13,Old
Excutie Break!,Trap Card,Normal Trap Card,"('Effect',)",False,False,Excutie Break!,https://yugipedia.com/wiki/Excutie_Break!,2022-11-26 13:21:13,New
Excutie Catch!,Trap Card,Normal Trap Card,"('Effect',)",True,True,Excutie Catch!,https://yugipedia.com/wiki/Excutie_Catch!,2023-01-10 18:58:56,Old
Excutie Catch!,Trap Card,Normal Trap Card,"('Effect',)",False,False,Excutie Catch!,https://yugipedia.com/wiki/Excutie_Catch!,2023-01-10 18:58:56,New
Excutie Emergency!,Trap Card,Normal Trap Card,"('Effect',)",True,True,Excutie Emergency!,https://yugipedia.com/wiki/Excutie_Emergency!,2022-11-26 23:03:27,Old
Excutie Emergency!,Trap Card,Normal Trap Card,"('Effect',)",False,False,Excutie Emergency!,https://yugipedia.com/wiki/Excutie_Emergency!,2022-11-26 23:03:27,New
Excutie Feena,Monster Card,,"('Effect',)",True,True,Excutie Feena,https://yugipedia.com/wiki/Excutie_Feena,2022-11-21 07:30:58,Old
Excutie Feena,Monster Card,,"('Effect',)",False,False,Excutie Feena,https://yugipedia.com/wiki/Excutie_Feena,2022-11-21 07:30:58,New
Excutie Fermi,Monster Card,,"('Effect',)",True,True,Excutie Fermi,https://yugipedia.com/wiki/Excutie_Fermi,2022-12-21 09:13:55,Old
Excutie Fermi,Monster Card,,"('Effect',)",False,False,Excutie Fermi,https://yugipedia.com/wiki/Excutie_Fermi,2022-12-21 09:13:55,New
Excutie Flame,Monster Card,,"('Effect',)",True,True,Excutie Flame,https://yugipedia.com/wiki/Excutie_Flame,2023-01-21 14:06:15,Old
Excutie Flame,Monster Card,,"('Effect',)",False,False,Excutie Flame,https://yugipedia.com/wiki/Excutie_Flame,2023-01-21 14:06:15,New
Excutie Floa,Monster Card,,"('Effect',)",True,True,Excutie Floa,https://yugipedia.com/wiki/Excutie_Floa,2022-11-26 13:04:55,Old
Excutie Floa,Monster Card,,"('Effect',)",False,False,Excutie Floa,https://yugipedia.com/wiki/Excutie_Floa,2022-11-26 13:04:55,New
Excutie Leir,Monster Card,,"('Continuous Effect',)",True,True,Excutie Leir,https://yugipedia.com/wiki/Excutie_Leir,2022-11-26 22:45:26,Old
Excutie Leir,Monster Card,,"('Continuous Effect',)",False,False,Excutie Leir,https://yugipedia.com/wiki/Excutie_Leir,2022-11-26 22:45:26,New
Excutie Lilius,Monster Card,,"('Continuous Effect',)",True,True,Excutie Lilius,https://yugipedia.com/wiki/Excutie_Lilius,2022-11-26 13:06:11,Old
Excutie Lilius,Monster Card,,"('Continuous Effect',)",False,False,Excutie Lilius,https://yugipedia.com/wiki/Excutie_Lilius,2022-11-26 13:06:11,New
Excutie Lucy,Monster Card,,"('Effect',)",True,True,Excutie Lucy,https://yugipedia.com/wiki/Excutie_Lucy,2022-11-26 13:08:07,Old
Excutie Lucy,Monster Card,,"('Effect',)",False,False,Excutie Lucy,https://yugipedia.com/wiki/Excutie_Lucy,2022-11-26 13:08:07,New
Excutie Lumiere,Monster Card,,"('Effect',)",True,True,Excutie Lumiere,https://yugipedia.com/wiki/Excutie_Lumiere,2023-01-03 05:22:59,Old
Excutie Lumiere,Monster Card,,"('Effect',)",False,False,Excutie Lumiere,https://yugipedia.com/wiki/Excutie_Lumiere,2023-01-03 05:22:59,New
Excutie Prouty,Monster Card,,"('Effect',)",True,True,Excutie Prouty,https://yugipedia.com/wiki/Excutie_Prouty,2022-11-26 13:10:11,Old
Excutie Prouty,Monster Card,,"('Effect',)",False,False,Excutie Prouty,https://yugipedia.com/wiki/Excutie_Prouty,2022-11-26 13:10:11,New
Excutie Ram,Monster Card,,"('Effect',)",True,True,Excutie Ram,https://yugipedia.com/wiki/Excutie_Ram,2022-11-26 13:09:33,Old
Excutie Ram,Monster Card,,"('Effect',)",False,False,Excutie Ram,https://yugipedia.com/wiki/Excutie_Ram,2022-11-26 13:09:33,New
Excutie Scout!,Spell Card,Normal Spell Card,"('Effect',)",True,True,Excutie Scout!,https://yugipedia.com/wiki/Excutie_Scout!,2022-11-26 13:12:02,Old
Excutie Scout!,Spell Card,Normal Spell Card,"('Effect',)",False,False,Excutie Scout!,https://yugipedia.com/wiki/Excutie_Scout!,2022-11-26 13:12:02,New
Excutie Scramble!,Spell Card,Normal Spell Card,"('Effect',)",True,True,Excutie Scramble!,https://yugipedia.com/wiki/Excutie_Scramble!,2022-11-26 13:12:43,Old
Excutie Scramble!,Spell Card,Normal Spell Card,"('Effect',)",False,False,Excutie Scramble!,https://yugipedia.com/wiki/Excutie_Scramble!,2022-11-26 13:12:43,New
Excutie Up!,Spell Card,Normal Spell Card,"('Effect',)",True,True,Excutie Up!,https://yugipedia.com/wiki/Excutie_Up!,2022-11-21 07:48:43,Old
Excutie Up!,Spell Card,Normal Spell Card,"('Effect',)",False,False,Excutie Up!,https://yugipedia.com/wiki/Excutie_Up!,2022-11-21 07:48:43,New
Explosive Rage,Spell Card,Normal Spell Card,"('Effect',)",True,True,Explosive Rage,https://yugipedia.com/wiki/Explosive_Rage,2022-09-21 05:28:11,Old
Explosive Rage,Spell Card,Normal Spell Card,"('Effect',)",False,False,Explosive Rage,https://yugipedia.com/wiki/Explosive_Rage,2022-09-21 05:28:11,New
Extra Spice the Elite Noodle Ninja,Monster Card,,"('Effect',)",True,True,Extra Spice the Elite Noodle Ninja,https://yugipedia.com/wiki/Extra_Spice_the_Elite_Noodle_Ninja,2022-12-21 09:44:25,Old
Extra Spice the Elite Noodle Ninja,Monster Card,,"('Effect',)",False,False,Extra Spice the Elite Noodle Ninja,https://yugipedia.com/wiki/Extra_Spice_the_Elite_Noodle_Ninja,2022-12-21 09:44:25,New
Fairy Dragon,Monster Card,,,True,True,Fairy Dragon (Rush Duel),https://yugipedia.com/wiki/Fairy_Dragon_(Rush_Duel),2023-01-29 19:42:20,Old
Fairy Dragon,Monster Card,,,False,False,Fairy Dragon (Rush Duel),https://yugipedia.com/wiki/Fairy_Dragon_(Rush_Duel),2023-01-29 19:42:20,New
Faith Bird,Monster Card,,,True,True,Faith Bird (Rush Duel),https://yugipedia.com/wiki/Faith_Bird_(Rush_Duel),2022-09-21 03:19:54,Old
Faith Bird,Monster Card,,,False,False,Faith Bird (Rush Duel),https://yugipedia.com/wiki/Faith_Bird_(Rush_Duel),2022-09-21 03:19:54,New
Fan Psychic Release Event,Spell Card,Normal Spell Card,,True,True,Fan Psychic Release Event,https://yugipedia.com/wiki/Fan_Psychic_Release_Event,2022-02-21 21:26:26,Old
Fan Psychic Release Event,Spell Card,Normal Spell Card,,False,False,Fan Psychic Release Event,https://yugipedia.com/wiki/Fan_Psychic_Release_Event,2022-02-21 21:26:26,New
Fancy Ladybug Pastel,Monster Card,,,True,True,Fancy Ladybug Pastel,https://yugipedia.com/wiki/Fancy_Ladybug_Pastel,2023-01-05 22:56:59,Old
Fancy Ladybug Pastel,Monster Card,,,False,False,Fancy Ladybug Pastel,https://yugipedia.com/wiki/Fancy_Ladybug_Pastel,2023-01-05 22:56:59,New
Fantasia Strike Dragon Miragiastar F,Monster Card,,"('Multi-Choice Effect',)",True,True,Fantasia Strike Dragon Miragiastar F,https://yugipedia.com/wiki/Fantasia_Strike_Dragon_Miragiastar_F,2023-01-23 16:49:40,Old
Fantasia Strike Dragon Miragiastar F,Monster Card,,"('Multi-Choice Effect',)",False,False,Fantasia Strike Dragon Miragiastar F,https://yugipedia.com/wiki/Fantasia_Strike_Dragon_Miragiastar_F,2023-01-23 16:49:40,New
Faulty Fire,Trap Card,Normal Trap Card,"('Effect',)",True,True,Faulty Fire,https://yugipedia.com/wiki/Faulty_Fire,2022-10-20 07:33:35,Old
Faulty Fire,Trap Card,Normal Trap Card,"('Effect',)",False,False,Faulty Fire,https://yugipedia.com/wiki/Faulty_Fire,2022-10-20 07:33:35,New
Fearstute Followl,Monster Card,,"('Effect',)",True,True,Fearstute Followl,https://yugipedia.com/wiki/Fearstute_Followl,2022-10-31 18:41:40,Old
Fearstute Followl,Monster Card,,"('Effect',)",False,False,Fearstute Followl,https://yugipedia.com/wiki/Fearstute_Followl,2022-10-31 18:41:40,New
Featuring Omega,Trap Card,Normal Trap Card,"('Effect',)",True,True,Featuring Omega,https://yugipedia.com/wiki/Featuring_Omega,2022-10-20 07:03:00,Old
Featuring Omega,Trap Card,Normal Trap Card,"('Effect',)",False,False,Featuring Omega,https://yugipedia.com/wiki/Featuring_Omega,2022-10-20 07:03:00,New
Femtron,Monster Card,,,True,True,Femtron,https://yugipedia.com/wiki/Femtron,2022-04-24 01:47:42,Old
Femtron,Monster Card,,,False,False,Femtron,https://yugipedia.com/wiki/Femtron,2022-04-24 01:47:42,New
Fenrirewritter Sol,Monster Card,,"('Effect',)",True,True,Fenrirewritter Sol,https://yugipedia.com/wiki/Fenrirewritter_Sol,2022-10-31 18:41:25,Old
Fenrirewritter Sol,Monster Card,,"('Effect',)",False,False,Fenrirewritter Sol,https://yugipedia.com/wiki/Fenrirewritter_Sol,2022-10-31 18:41:25,New
Feral Imp,Monster Card,,,True,True,Feral Imp (Rush Duel),https://yugipedia.com/wiki/Feral_Imp_(Rush_Duel),2022-09-21 03:16:42,Old
Feral Imp,Monster Card,,,False,False,Feral Imp (Rush Duel),https://yugipedia.com/wiki/Feral_Imp_(Rush_Duel),2022-09-21 03:16:42,New
