Name,Print,Cover card,Modification date,Version
Flamvell Baby,New,,2018-02-17 05:21:37,New
Flamvell Baby,,,2018-02-17 05:21:37,Old
Ally Mind,,,2018-02-17 05:21:37,Old
Ally Mind,New,,2018-02-17 05:21:37,New
Ally of Justice Nullfier,New,,2018-02-17 05:21:37,New
Ally of Justice Nullfier,,,2018-02-17 05:21:37,Old
Ally of Justice Searcher,,,2018-02-17 05:21:37,Old
Ally of Justice Searcher,New,,2018-02-17 05:21:37,New
Ally of Justice Enemy Catcher,New,,2018-02-17 05:21:37,New
Ally of Justice Enemy Catcher,,,2018-02-17 05:21:37,Old
Ally of Justice Thunder Armor,,,2018-02-17 05:21:37,Old
Ally of Justice Thunder Armor,New,,2018-02-17 05:21:37,New
Ally of Justice Cosmic Gateway,,,2018-02-17 05:21:37,Old
Ally of Justice Cosmic Gateway,New,,2018-02-17 05:21:37,New
Worm Linx,,,2018-02-17 05:21:37,Old
Worm Linx,New,,2018-02-17 05:21:37,New
Worm Millidith,,,2018-02-17 05:21:37,Old
Worm Millidith,New,,2018-02-17 05:21:37,New
Worm Noble,,,2018-02-17 05:21:37,Old
Worm Noble,New,,2018-02-17 05:21:37,New
Naturia Beast,New,,2018-02-17 05:21:37,New
Naturia Beast,,,2018-02-17 05:21:37,Old
"Dewloren, Tiger King of the Ice Barrier",New,,2018-02-17 05:21:37,New
"Dewloren, Tiger King of the Ice Barrier",,,2018-02-17 05:21:37,Old
Thermal Genex,New,,2018-02-17 05:21:37,New
Thermal Genex,,,2018-02-17 05:21:37,Old
Geo Genex,New,,2018-02-17 05:21:37,New
Geo Genex,,,2018-02-17 05:21:37,Old
Ally of Justice Field Marshal,New,,2018-02-17 05:21:37,New
Ally of Justice Field Marshal,,,2018-02-17 05:21:37,Old
Acid Rain,Reprint,,2018-02-17 05:21:37,New
Acid Rain,,,2018-02-17 05:21:37,Old
7 Completed,,,2018-02-17 05:21:37,Old
7 Completed,Reprint,,2018-02-17 05:21:37,New
Offerings to the Doomed,,,2018-02-17 05:21:37,Old
Offerings to the Doomed,Reprint,,2018-02-17 05:21:37,New
Enemy Controller,Reprint,,2018-02-17 05:21:37,New
Enemy Controller,,,2018-02-17 05:21:37,Old
Earthquake,Reprint,,2018-02-17 05:21:37,New
Earthquake,,,2018-02-17 05:21:37,Old
Shield Crush,,,2018-02-17 05:21:37,Old
Shield Crush,Reprint,,2018-02-17 05:21:37,New
Morphtransition,Reprint,,2018-02-17 05:21:37,New
Morphtransition,,,2018-02-17 05:21:37,Old
Straight Flush,Reprint,,2018-02-17 05:21:37,New
Straight Flush,,,2018-02-17 05:21:37,Old
No Entry!!,,,2018-02-17 05:21:37,Old
No Entry!!,Reprint,,2018-02-17 05:21:37,New
Metalmorph,,,2018-02-17 05:21:37,Old
Metalmorph,Reprint,,2018-02-17 05:21:37,New
Light of Intervention,,,2018-02-17 05:21:37,Old
Light of Intervention,Reprint,,2018-02-17 05:21:37,New
A Hero Emerges,,,2018-02-17 05:21:37,Old
A Hero Emerges,Reprint,,2018-02-17 05:21:37,New
Trap Jammer,,,2018-02-17 05:21:37,Old
Trap Jammer,Reprint,,2018-02-17 05:21:37,New
Magical Arm Shield,Reprint,,2018-02-17 05:21:37,New
Magical Arm Shield,,,2018-02-17 05:21:37,Old
Montage Dragon,Reprint,,2018-02-17 05:21:37,New
Montage Dragon,,,2018-02-17 05:21:37,Old
Morphtronic Boomboxen,Reprint,,2018-02-17 05:21:37,New
Morphtronic Boomboxen,,,2018-02-17 05:21:37,Old
Hyper Synchron,,,2018-02-17 05:21:37,Old
Hyper Synchron,Reprint,,2018-02-17 05:21:37,New
Twilight Rose Knight,Reprint,,2018-02-17 05:21:37,New
Twilight Rose Knight,,,2018-02-17 05:21:37,Old
Panther Warrior,,,2018-02-17 05:21:37,Old
Panther Warrior,Reprint,,2018-02-17 05:21:37,New
Dark Necrofear,Reprint,,2018-02-17 05:21:37,New
Dark Necrofear,,,2018-02-17 05:21:37,Old
Card Trooper,,,2018-02-17 05:21:37,Old
Card Trooper,Reprint,,2018-02-17 05:21:37,New
Infernal Dragon,Reprint,,2018-02-17 05:21:37,New
Infernal Dragon,,,2018-02-17 05:21:37,Old
Ultimate Tyranno,Reprint,,2018-02-17 05:21:37,New
Ultimate Tyranno,,,2018-02-17 05:21:37,Old
Goblin Zombie,Reprint,,2018-02-17 05:21:37,New
Goblin Zombie,,,2018-02-17 05:21:37,Old
Fabled Lurrie,New,,2018-02-17 05:21:37,New
Fabled Lurrie,,,2018-02-17 05:21:37,Old
Fabled Grimro,New,,2018-02-17 05:21:37,New
Fabled Grimro,,,2018-02-17 05:21:37,Old
Fabled Gallabas,New,,2018-02-17 05:21:37,New
Fabled Gallabas,,,2018-02-17 05:21:37,Old
Fabled Kushano,New,,2018-02-17 05:21:37,New
Fabled Kushano,,,2018-02-17 05:21:37,Old
Jurrac Protops,New,,2018-02-17 05:21:37,New
Jurrac Protops,,,2018-02-17 05:21:37,Old
Jurrac Velo,New,,2018-02-17 05:21:37,New
Jurrac Velo,,,2018-02-17 05:21:37,Old
Jurrac Monoloph,New,,2018-02-17 05:21:37,New
Jurrac Monoloph,,,2018-02-17 05:21:37,Old
Jurrac Tyrannus,New,,2018-02-17 05:21:37,New
Jurrac Tyrannus,,,2018-02-17 05:21:37,Old
Naturia Antjaw,,,2018-02-17 05:21:37,Old
Naturia Antjaw,New,,2018-02-17 05:21:37,New
Naturia Spiderfang,,,2018-02-17 05:21:37,Old
Naturia Spiderfang,New,,2018-02-17 05:21:37,New
Naturia Rosewhip,New,,2018-02-17 05:21:37,New
Naturia Rosewhip,,,2018-02-17 05:21:37,Old
Naturia Cosmobeet,,,2018-02-17 05:21:37,Old
Naturia Cosmobeet,New,,2018-02-17 05:21:37,New
Genex Blastfan,New,,2018-02-17 05:21:37,New
Genex Blastfan,,,2018-02-17 05:21:37,Old
Genex Recycled,New,,2018-02-17 05:21:37,New
Genex Recycled,,,2018-02-17 05:21:37,Old
Genex Army,New,,2018-02-17 05:21:37,New
Genex Army,,,2018-02-17 05:21:37,Old
Pilgrim of the Ice Barrier,,,2018-02-17 05:21:37,Old
Pilgrim of the Ice Barrier,New,,2018-02-17 05:21:37,New
Geomancer of the Ice Barrier,,,2018-02-17 05:21:37,Old
Geomancer of the Ice Barrier,New,,2018-02-17 05:21:37,New
Mist Valley Falcon,,,2018-02-17 05:21:37,Old
Mist Valley Falcon,New,,2018-02-17 05:21:37,New
Mist Valley Apex Avian,,,2018-02-17 05:21:37,Old
Mist Valley Apex Avian,New,,2018-02-17 05:21:37,New
Ally of Justice Reverse Break,New,,2018-02-17 05:21:37,New
Ally of Justice Reverse Break,,,2018-02-17 05:21:37,Old
Ally of Justice Unlimiter,New,,2018-02-17 05:21:37,New
Ally of Justice Unlimiter,,,2018-02-17 05:21:37,Old
Worm Opera,,,2018-02-17 05:21:37,Old
Worm Opera,New,,2018-02-17 05:21:37,New
Worm Prince,,,2018-02-17 05:21:37,Old
Worm Prince,New,,2018-02-17 05:21:37,New
Worm Queen,,,2018-02-17 05:21:37,Old
Worm Queen,New,,2018-02-17 05:21:37,New
Worm Rakuyeh,,,2018-02-17 05:21:37,Old
Worm Rakuyeh,New,,2018-02-17 05:21:37,New
Fabled Valkyrus,New,,2018-02-17 05:21:37,New
Fabled Valkyrus,,,2018-02-17 05:21:37,Old
Jurrac Giganoto,New,,2018-02-17 05:21:37,New
Jurrac Giganoto,,,2018-02-17 05:21:37,Old
Naturia Leodrake,New,,2018-02-17 05:21:37,New
Naturia Leodrake,,,2018-02-17 05:21:37,Old
Windmill Genex,New,,2018-02-17 05:21:37,New
Windmill Genex,,,2018-02-17 05:21:37,Old
Mist Valley Thunder Lord,New,,2018-02-17 05:21:37,New
Mist Valley Thunder Lord,,,2018-02-17 05:21:37,Old
Mark of the Rose,,,2018-02-17 05:21:37,Old
Mark of the Rose,Reprint,,2018-02-17 05:21:37,New
Axe of Despair,,,2018-02-17 05:21:37,Old
Axe of Despair,Reprint,,2018-02-17 05:21:37,New
Hammer Shot,,,2018-02-17 05:21:37,Old
Hammer Shot,Reprint,,2018-02-17 05:21:37,New
Magical Mallet,,,2018-02-17 05:21:37,Old
Magical Mallet,Reprint,,2018-02-17 05:21:37,New
Mystic Box,,,2018-02-17 05:21:37,Old
Mystic Box,Reprint,,2018-02-17 05:21:37,New
Big Evolution Pill,Reprint,,2018-02-17 05:21:37,New
Big Evolution Pill,,,2018-02-17 05:21:37,Old
Prideful Roar,,,2018-02-17 05:21:37,Old
Prideful Roar,Reprint,,2018-02-17 05:21:37,New
Ivy Shackles,Reprint,,2018-02-17 05:21:37,New
Ivy Shackles,,,2018-02-17 05:21:37,Old
Destruction Punch,Reprint,,2018-02-17 05:21:37,New
Destruction Punch,,,2018-02-17 05:21:37,Old
Trap Hole,,,2018-02-17 05:21:37,Old
Trap Hole,Reprint,,2018-02-17 05:21:37,New
Nitro Synchron,,,2019-10-20 19:05:02,Old
Nitro Synchron,Reprint,,2019-10-20 19:05:02,New
Ghost Gardna,Reprint,,2019-10-20 19:05:02,New
Ghost Gardna,,,2019-10-20 19:05:02,Old
Big Piece Golem,,,2019-10-20 19:05:02,Old
Big Piece Golem,Reprint,,2019-10-20 19:05:02,New
Dark Resonator,,,2019-10-20 19:05:02,Old
Dark Resonator,Reprint,,2019-10-20 19:05:02,New
Handcuffs Dragon,,,2019-10-20 19:05:02,Old
Handcuffs Dragon,Reprint,,2019-10-20 19:05:02,New
Swift Gaia the Fierce Knight,Reprint,,2019-10-20 19:05:02,New
Swift Gaia the Fierce Knight,,,2019-10-20 19:05:02,Old
Harpie Lady 1,,,2019-10-20 19:05:02,Old
Harpie Lady 1,Reprint,,2019-10-20 19:05:02,New
Crystal Beast Sapphire Pegasus,,,2019-10-20 19:05:02,Old
Crystal Beast Sapphire Pegasus,Reprint,,2019-10-20 19:05:02,New
Genex Controller,,,2019-10-20 19:05:02,Old
Genex Controller,New,,2019-10-20 19:05:02,New
Genex Undine,,,2019-10-20 19:05:02,Old
Genex Undine,New,,2019-10-20 19:05:02,New
Genex Power Planner,New,,2019-10-20 19:05:02,New
Genex Power Planner,,,2019-10-20 19:05:02,Old
Genex Searcher,,,2019-10-20 19:05:02,Old
Genex Searcher,New,,2019-10-20 19:05:02,New
Genex Worker,New,,2019-10-20 19:05:02,New
Genex Worker,,,2019-10-20 19:05:02,Old
Reese the Ice Mistress,,,2019-10-20 19:05:02,Old
Reese the Ice Mistress,New,,2019-10-20 19:05:02,New
Royal Knight of the Ice Barrier,New,,2019-10-20 19:05:02,New
Royal Knight of the Ice Barrier,,,2019-10-20 19:05:02,Old
Numbing Grub in the Ice Barrier,New,,2019-10-20 19:05:02,New
Numbing Grub in the Ice Barrier,,,2019-10-20 19:05:02,Old
Mist Valley Watcher,New,,2019-10-20 19:05:02,New
Mist Valley Watcher,,,2019-10-20 19:05:02,Old
Mist Condor,New,,2019-10-20 19:05:02,New
Mist Condor,,,2019-10-20 19:05:02,Old
Mist Valley Windmaster,New,,2019-10-20 19:05:02,New
Mist Valley Windmaster,,,2019-10-20 19:05:02,Old
Flamvell Poun,New,,2019-10-20 19:05:02,New
Flamvell Poun,,,2019-10-20 19:05:02,Old
Flamvell Archer,,,2019-10-20 19:05:02,Old
Flamvell Archer,New,,2019-10-20 19:05:02,New
Flamvell Fiend,,,2019-10-20 19:05:02,Old
Flamvell Fiend,New,,2019-10-20 19:05:02,New
X-Saber Anu Piranha,,,2019-10-20 19:05:02,Old
X-Saber Anu Piranha,New,,2019-10-20 19:05:02,New
X-Saber Galahad,,,2019-10-20 19:05:02,Old
X-Saber Galahad,New,,2019-10-20 19:05:02,New
X-Saber Palomuro,,,2019-10-20 19:05:02,Old
X-Saber Palomuro,New,,2019-10-20 19:05:02,New
X-Saber Pashuul,New,,2019-10-20 19:05:02,New
X-Saber Pashuul,,,2019-10-20 19:05:02,Old
Ally Salvo,,,2019-10-20 19:05:02,Old
Ally Salvo,New,,2019-10-20 19:05:02,New
Ally of Justice Thousand Arms,New,,2019-10-20 19:05:02,New
Ally of Justice Thousand Arms,,,2019-10-20 19:05:02,Old
Ally of Justice Unknown Crusher,,,2019-10-20 19:05:02,Old
Ally of Justice Unknown Crusher,New,,2019-10-20 19:05:02,New
Worm Falco,New,,2019-10-20 19:05:02,New
Worm Falco,,,2019-10-20 19:05:02,Old
Worm Gulse,,,2019-10-20 19:05:02,Old
Worm Gulse,New,,2019-10-20 19:05:02,New
Worm Hope,,,2019-10-20 19:05:02,Old
Worm Hope,New,,2019-10-20 19:05:02,New
Worm Illidan,New,,2019-10-20 19:05:02,New
Worm Illidan,,,2019-10-20 19:05:02,Old
Worm Jetelikpse,New,,2019-10-20 19:05:02,New
Worm Jetelikpse,,,2019-10-20 19:05:02,Old
Worm King,New,,2019-10-20 19:05:02,New
Worm King,,,2019-10-20 19:05:02,Old
Nitro Warrior,Reprint,,2019-10-20 19:05:02,New
Nitro Warrior,,,2019-10-20 19:05:02,Old
Goyo Guardian,,,2019-10-20 19:05:02,Old
Goyo Guardian,Reprint,,2019-10-20 19:05:02,New
Hydro Genex,New,,2019-10-20 19:05:02,New
Hydro Genex,,,2019-10-20 19:05:02,Old
X-Saber Wayne,New,,2019-10-20 19:05:02,New
X-Saber Wayne,,,2019-10-20 19:05:02,Old
Ally of Justice Light Gazer,,,2019-10-20 19:05:02,Old
Ally of Justice Light Gazer,New,,2019-10-20 19:05:02,New
Share the Pain,Reprint,,2019-10-20 19:05:02,New
Share the Pain,,,2019-10-20 19:05:02,Old
Riryoku,Reprint,,2019-10-20 19:05:02,New
Riryoku,,,2019-10-20 19:05:02,Old
Mystical Space Typhoon,Reprint,,2019-10-20 19:05:02,New
Mystical Space Typhoon,,,2019-10-20 19:05:02,Old
Black Pendant,,,2019-10-20 19:05:02,Old
Black Pendant,Reprint,,2019-10-20 19:05:02,New
Fairy Meteor Crush,Reprint,,2019-10-20 19:05:02,New
Fairy Meteor Crush,,,2019-10-20 19:05:02,Old
Michizure,,,2019-10-20 19:05:02,Old
Michizure,Reprint,,2019-10-20 19:05:02,New
Shadow of Eyes,Reprint,,2019-10-20 19:05:02,New
Shadow of Eyes,,,2019-10-20 19:05:02,Old
Adhesion Trap Hole,,,2019-10-20 19:05:02,Old
Adhesion Trap Hole,Reprint,,2019-10-20 19:05:02,New
Crystal Raigeki,,,2019-10-20 19:05:02,Old
Crystal Raigeki,Reprint,,2019-10-20 19:05:02,New
Black Horn of Heaven,,,2019-10-20 19:05:02,Old
Black Horn of Heaven,Reprint,,2019-10-20 19:05:02,New
Turbo Synchron,Reprint,,2020-11-07 18:59:21,New
Turbo Synchron,,,2020-11-07 18:59:21,Old
Mad Archfiend,Reprint,,2020-11-07 18:59:21,New
Mad Archfiend,,,2020-11-07 18:59:21,Old
Morphtronic Celfon,,,2020-11-07 18:59:21,Old
Morphtronic Celfon,Reprint,,2020-11-07 18:59:21,New
Gadget Hauler,,,2020-11-07 18:59:21,Old
Gadget Hauler,Reprint,,2020-11-07 18:59:21,New
Barrel Dragon,,,2020-11-07 18:59:21,Old
Barrel Dragon,Reprint,,2020-11-07 18:59:21,New
Drillroid,Reprint,,2020-11-07 18:59:21,New
Drillroid,,,2020-11-07 18:59:21,Old
Naturia Beetle,,,2020-11-07 18:59:21,Old
Naturia Beetle,New,,2020-11-07 18:59:21,New
Naturia Rock,New,,2020-11-07 18:59:21,New
Naturia Rock,,,2020-11-07 18:59:21,Old
Naturia Guardian,New,,2020-11-07 18:59:21,New
Naturia Guardian,,,2020-11-07 18:59:21,Old
Naturia Vein,,,2020-11-07 18:59:21,Old
Naturia Vein,New,,2020-11-07 18:59:21,New
Genex Furnace,New,,2020-11-07 18:59:21,New
Genex Furnace,,,2020-11-07 18:59:21,Old
Genex Gaia,,,2020-11-07 18:59:21,Old
Genex Gaia,New,,2020-11-07 18:59:21,New
Genex Spare,,,2020-11-07 18:59:21,Old
Genex Spare,New,,2020-11-07 18:59:21,New
Genex Turbine,,,2020-11-07 18:59:21,Old
Genex Turbine,New,,2020-11-07 18:59:21,New
Genex Doctor,,,2020-11-07 18:59:21,Old
Genex Doctor,New,,2020-11-07 18:59:21,New
Genex Solar,,,2020-11-07 18:59:21,Old
Genex Solar,New,,2020-11-07 18:59:21,New
Dai-Sojo of the Ice Barrier,,,2020-11-07 18:59:21,Old
Dai-Sojo of the Ice Barrier,New,,2020-11-07 18:59:21,New
Medium of the Ice Barrier,,,2020-11-07 18:59:21,Old
Medium of the Ice Barrier,New,,2020-11-07 18:59:21,New
Mist Valley Baby Roc,,,2020-11-07 18:59:21,Old
Mist Valley Baby Roc,New,,2020-11-07 18:59:21,New
Mist Valley Executor,,,2020-11-07 18:59:21,Old
Mist Valley Executor,New,,2020-11-07 18:59:21,New
Flamvell Grunika,New,,2020-11-07 18:59:21,New
Flamvell Grunika,,,2020-11-07 18:59:21,Old
Flamvell Baby,New,,2020-11-07 18:59:21,New
Flamvell Baby,,,2020-11-07 18:59:21,Old
Ally Mind,,,2020-11-07 18:59:21,Old
Ally Mind,New,,2020-11-07 18:59:21,New
Ally of Justice Nullfier,,,2020-11-07 18:59:21,Old
Ally of Justice Nullfier,New,,2020-11-07 18:59:21,New
Ally of Justice Searcher,,,2020-11-07 18:59:21,Old
Ally of Justice Searcher,New,,2020-11-07 18:59:21,New
Ally of Justice Enemy Catcher,,,2020-11-07 18:59:21,Old
Ally of Justice Enemy Catcher,New,,2020-11-07 18:59:21,New
Ally of Justice Thunder Armor,,,2020-11-07 18:59:21,Old
Ally of Justice Thunder Armor,New,,2020-11-07 18:59:21,New
Ally of Justice Cosmic Gateway,,,2020-11-07 18:59:21,Old
Ally of Justice Cosmic Gateway,New,,2020-11-07 18:59:21,New
Worm Linx,,,2020-11-07 18:59:21,Old
Worm Linx,New,,2020-11-07 18:59:21,New
Worm Millidith,,,2020-11-07 18:59:21,Old
Worm Millidith,New,,2020-11-07 18:59:21,New
Worm Noble,New,,2020-11-07 18:59:21,New
Worm Noble,,,2020-11-07 18:59:21,Old
Naturia Beast,,,2020-11-07 18:59:21,Old
Naturia Beast,New,,2020-11-07 18:59:21,New
"Dewloren, Tiger King of the Ice Barrier",New,,2020-11-07 18:59:21,New
"Dewloren, Tiger King of the Ice Barrier",,,2020-11-07 18:59:21,Old
Thermal Genex,New,,2020-11-07 18:59:21,New
Thermal Genex,,,2020-11-07 18:59:21,Old
Geo Genex,New,,2020-11-07 18:59:21,New
Geo Genex,,,2020-11-07 18:59:21,Old
Ally of Justice Field Marshal,New,,2020-11-07 18:59:21,New
Ally of Justice Field Marshal,,,2020-11-07 18:59:21,Old
Acid Rain,,,2020-11-07 18:59:21,Old
Acid Rain,Reprint,,2020-11-07 18:59:21,New
7 Completed,,,2020-11-07 18:59:21,Old
7 Completed,Reprint,,2020-11-07 18:59:21,New
Offerings to the Doomed,,,2020-11-07 18:59:21,Old
Offerings to the Doomed,Reprint,,2020-11-07 18:59:21,New
Enemy Controller,Reprint,,2020-11-07 18:59:21,New
Enemy Controller,,,2020-11-07 18:59:21,Old
Earthquake,Reprint,,2020-11-07 18:59:21,New
Earthquake,,,2020-11-07 18:59:21,Old
Shield Crush,,,2020-11-07 18:59:21,Old
Shield Crush,Reprint,,2020-11-07 18:59:21,New
Morphtransition,,,2020-11-07 18:59:21,Old
Morphtransition,Reprint,,2020-11-07 18:59:21,New
Straight Flush,,,2020-11-07 18:59:21,Old
Straight Flush,Reprint,,2020-11-07 18:59:21,New
No Entry!!,,,2020-11-07 18:59:21,Old
No Entry!!,Reprint,,2020-11-07 18:59:21,New
Metalmorph,Reprint,,2020-11-07 18:59:21,New
Metalmorph,,,2020-11-07 18:59:21,Old
Light of Intervention,,,2020-11-07 18:59:21,Old
Light of Intervention,Reprint,,2020-11-07 18:59:21,New
A Hero Emerges,Reprint,,2020-11-07 18:59:21,New
A Hero Emerges,,,2020-11-07 18:59:21,Old
Trap Jammer,,,2020-11-07 18:59:21,Old
Trap Jammer,Reprint,,2020-11-07 18:59:21,New
Magical Arm Shield,,,2020-11-07 18:59:21,Old
Magical Arm Shield,Reprint,,2020-11-07 18:59:21,New
Blue-Eyes White Dragon,Reprint,,2021-01-19 12:57:49,New
Blue-Eyes White Dragon,,,2021-01-19 12:57:49,Old
Dark Magician,,,2021-01-19 12:57:49,Old
Dark Magician,Reprint,,2021-01-19 12:57:49,New
Red-Eyes Black Dragon,,,2021-01-19 12:57:49,Old
Red-Eyes Black Dragon,Reprint,,2021-01-19 12:57:49,New
Ojama Yellow,,,2021-01-19 12:57:49,Old
Ojama Yellow,Reprint,,2021-01-19 12:57:49,New
Elemental HERO Neos,Reprint,,2021-01-19 12:57:49,New
Elemental HERO Neos,,,2021-01-19 12:57:49,Old
Buster Blader,Reprint,,2021-01-19 12:57:49,New
Buster Blader,,,2021-01-19 12:57:49,Old
Kuriboh,,,2021-01-19 12:57:49,Old
Kuriboh,Reprint,,2021-01-19 12:57:49,New
Winged Kuriboh,Reprint,,2021-01-19 12:57:49,New
Winged Kuriboh,,,2021-01-19 12:57:49,Old
Cyber Dragon,Reprint,,2021-01-19 12:57:49,New
Cyber Dragon,,,2021-01-19 12:57:49,Old
Soul Exchange,,,2021-01-19 12:57:49,Old
Soul Exchange,Reprint,,2021-01-19 12:57:49,New
Malevolent Nuzzler,,,2021-01-19 12:57:49,Old
Malevolent Nuzzler,Reprint,,2021-01-19 12:57:49,New
Nobleman of Extermination,Reprint,,2021-01-19 12:57:49,New
Nobleman of Extermination,,,2021-01-19 12:57:49,Old
Burst Stream of Destruction,Reprint,,2021-01-19 12:57:49,New
Burst Stream of Destruction,,,2021-01-19 12:57:49,Old
Dark Magic Attack,,,2021-01-19 12:57:49,Old
Dark Magic Attack,Reprint,,2021-01-19 12:57:49,New
Inferno Fire Blast,,,2021-01-19 12:57:49,Old
Inferno Fire Blast,Reprint,,2021-01-19 12:57:49,New
Dust Tornado,,,2021-01-19 12:57:49,Old
Dust Tornado,Reprint,,2021-01-19 12:57:49,New
Mask of Weakness,,,2021-01-19 12:57:49,Old
Mask of Weakness,Reprint,,2021-01-19 12:57:49,New
Magic Jammer,,,2021-01-19 12:57:49,Old
Magic Jammer,Reprint,,2021-01-19 12:57:49,New
Reinforcements,,,2021-01-19 12:57:49,Old
Reinforcements,Reprint,,2021-01-19 12:57:49,New
Negate Attack,Reprint,,2021-01-19 12:57:49,New
Negate Attack,,,2021-01-19 12:57:49,Old
Nitro Synchron,,,2021-01-19 12:57:49,Old
Nitro Synchron,Reprint,,2021-01-19 12:57:49,New
Ghost Gardna,Reprint,,2021-01-19 12:57:49,New
Ghost Gardna,,,2021-01-19 12:57:49,Old
Big Piece Golem,Reprint,,2021-01-19 12:57:49,New
Big Piece Golem,,,2021-01-19 12:57:49,Old
Dark Resonator,Reprint,,2021-01-19 12:57:49,New
Dark Resonator,,,2021-01-19 12:57:49,Old
Handcuffs Dragon,,,2021-01-19 12:57:49,Old
Handcuffs Dragon,Reprint,,2021-01-19 12:57:49,New
Swift Gaia the Fierce Knight,Reprint,,2021-01-19 12:57:49,New
Swift Gaia the Fierce Knight,,,2021-01-19 12:57:49,Old
Harpie Lady 1,Reprint,,2021-01-19 12:57:49,New
Harpie Lady 1,,,2021-01-19 12:57:49,Old
Crystal Beast Sapphire Pegasus,Reprint,,2021-01-19 12:57:49,New
Crystal Beast Sapphire Pegasus,,,2021-01-19 12:57:49,Old
Nitro Warrior,Reprint,,2021-01-19 12:57:49,New
Nitro Warrior,,,2021-01-19 12:57:49,Old
Goyo Guardian,Reprint,,2021-01-19 12:57:49,New
Goyo Guardian,,,2021-01-19 12:57:49,Old
Ally of Justice Catastor,,,2021-01-19 12:57:49,Old
Ally of Justice Catastor,New,,2021-01-19 12:57:49,New
"Blizzed, Defender of the Ice Barrier",New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
"Blizzed, Defender of the Ice Barrier",,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Blizzard Warrior,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Blizzard Warrior,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Cryomancer of the Ice Barrier,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Cryomancer of the Ice Barrier,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Mist Valley Thunderbird,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Mist Valley Thunderbird,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Mist Valley Shaman,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Mist Valley Shaman,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Mist Valley Soldier,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Mist Valley Soldier,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Flamvell Dragnov,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Flamvell Dragnov,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Flamvell Magician,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Flamvell Magician,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Flamvell Guard,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Flamvell Guard,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
X-Saber Axel,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
X-Saber Axel,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
X-Saber Airbellum,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
X-Saber Airbellum,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
X-Saber Uruz,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
X-Saber Uruz,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
"Commander Gottoms, Swordmaster",New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
"Commander Gottoms, Swordmaster",,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Ally of Justice Clausolas,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Ally of Justice Clausolas,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Ally of Justice Garadholg,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Ally of Justice Garadholg,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Ally of Justice Rudra,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Ally of Justice Rudra,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Worm Apocalypse,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Worm Apocalypse,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Worm Barses,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
Worm Barses,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Worm Cartaros,,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,Old
Worm Cartaros,New,"('Brionac, Dragon of the Ice Barrier',)",2022-07-23 13:50:57,New
