Name,Rarity,Print,Cover card,Version
Steel Strike Dragon Metagias,"('Ultra Rare', 'Rush Rare')",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Steel Strike Dragon Metagias,"('Ultra Rare', 'Rush Rare')",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Speedy Performer,"('Super Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Speedy Performer,"('Super Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Future Diviner,"('Super Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Future Diviner,"('Super Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Betrayer of Peace,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Betrayer of Peace,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Karchizark the Unequaled,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Karchizark the Unequaled,"('Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Air Formula Eagle,"('Ultra Rare', 'Rush Rare')",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Air Formula Eagle,"('Ultra Rare', 'Rush Rare')",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Worker Warrior - Syndicate Security,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Worker Warrior - Syndicate Security,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Worker Warrior - Sinister CEO,"('Ultra Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Worker Warrior - Sinister CEO,"('Ultra Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Shichirin Samurai - Kushiro the Skewer Master,"('Super Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Shichirin Samurai - Kushiro the Skewer Master,"('Super Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Beast Drive Mega Elephant,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Beast Drive Mega Elephant,"('Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Dogulce Langue De Shakoki,"('Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Dogulce Langue De Shakoki,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Doki Doki Hexenhaus,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Doki Doki Hexenhaus,"('Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Jasmine the Shadow Flower Festival,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Jasmine the Shadow Flower Festival,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Crafter Drone,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Crafter Drone,"('Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Assault Armato,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Assault Armato,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Heat Hyena,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Heat Hyena,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Reset Runner,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Reset Runner,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Lindmühle,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Lindmühle,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Gatekeeping Gargoyle,"('Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Gatekeeping Gargoyle,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Vietor the Prevailing Wind,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Vietor the Prevailing Wind,"('Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Bladesaurus,"('Super Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Bladesaurus,"('Super Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Arzareth the Sweeping Wind,"('Ultra Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Arzareth the Sweeping Wind,"('Ultra Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Road Magic - Uplifter,"('Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Road Magic - Uplifter,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Hypernova,"('Ultra Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Hypernova,"('Ultra Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
JAM:P Set!,"('Super Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
JAM:P Set!,"('Super Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Ruler's Current,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Ruler's Current,"('Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Against Buster,"('Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Against Buster,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Storm Sonic,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Storm Sonic,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Following World,"('Super Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Following World,"('Super Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Business Card Barrage,"('Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Business Card Barrage,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Nutrient Zero,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Nutrient Zero,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Best Bite,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Best Bite,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
B・B・Q,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
B・B・Q,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Wild Kitchen,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Wild Kitchen,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Beast Battlefield Barrier,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Beast Battlefield Barrier,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Dekorelic Dessert,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Dekorelic Dessert,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Talismanic Seal Array,"('Super Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Talismanic Seal Array,"('Super Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Iron Onslaught,"('Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Iron Onslaught,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Rage of the Wild Beasts,"('Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Rage of the Wild Beasts,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Berserker Colosseum,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Berserker Colosseum,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Mismatched Rivalry,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Mismatched Rivalry,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
7 Chance,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
7 Chance,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Psychicounter,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Psychicounter,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Ruler's Deadly Duel,"('Super Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Ruler's Deadly Duel,"('Super Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Covering Barrage,"('Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Covering Barrage,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Salary Slash,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Salary Slash,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Battle Demotion,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Battle Demotion,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Eternal Freeze,"('Ultra Rare',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
Eternal Freeze,"('Ultra Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Scaredy Cats,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",Old
Scaredy Cats,"('Common',)",,"('Steel Strike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",New
