Set,Name,Rarity,Print,Region,Release,Set type,Cover card,Modification date,Version
Starter Deck: Kaiba,The Flute of Summoning Dragon,"('Super Rare',)",,FR,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,The Flute of Summoning Dragon,"('Super Rare',)",,FR,2003-03-26,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Mysterious Puppeteer,"('Common',)",,FR,2003-03-26,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Mysterious Puppeteer,"('Common',)",,FR,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,Trap Master,"('Common',)",,FR,2003-03-26,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Trap Master,"('Common',)",,FR,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,Sogen,"('Common',)",,FR,2003-03-26,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Sogen,"('Common',)",,FR,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,Reverse Trap,"('Common',)",,FR,2003-03-26,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Reverse Trap,"('Common',)",,FR,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,Remove Trap,"('Common',)",,FR,2003-03-26,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Remove Trap,"('Common',)",,FR,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,Castle Walls,"('Common',)",,FR,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Kaiba,Castle Walls,"('Common',)",,FR,2003-03-26,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Ultimate Offering,"('Common',)",,FR,2003-03-26,Starter Deck,"('Blue-Eyes White Dragon',)",2023-01-14 15:46:53,New
Starter Deck: Kaiba,Ultimate Offering,"('Common',)",,FR,2002-03-29,Starter Deck,"('Blue-Eyes White Dragon',)",2022-06-26 09:10:57,Old
Starter Deck: Pegasus,Relinquished,"('Ultra Rare',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Relinquished,"('Ultra Rare',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Red Archery Girl,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Red Archery Girl,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Ryu-Ran,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Ryu-Ran,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Illusionist Faceless Mage,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Illusionist Faceless Mage,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Rogue Doll,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Rogue Doll,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Uraby,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Uraby,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Giant Soldier of Stone,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Giant Soldier of Stone,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Aqua Madoor,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Aqua Madoor,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Toon Alligator,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Toon Alligator,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Hane-Hane,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Hane-Hane,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Sonic Bird,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Sonic Bird,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Jigen Bakudan,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Jigen Bakudan,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Mask of Darkness,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Mask of Darkness,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Witch of the Black Forest,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Witch of the Black Forest,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Man-Eater Bug,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Man-Eater Bug,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Muka Muka,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Muka Muka,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Dream Clown,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Dream Clown,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Armed Ninja,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Armed Ninja,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Hiro's Shadow Scout,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Hiro's Shadow Scout,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Blue-Eyes Toon Dragon,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Blue-Eyes Toon Dragon,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Toon Summoned Skull,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Toon Summoned Skull,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Manga Ryu-Ran,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Manga Ryu-Ran,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Toon Mermaid,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Toon Mermaid,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Toon World,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Toon World,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Black Pendant,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Black Pendant,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Dark Hole,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Dark Hole,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Dian Keto the Cure Master,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Dian Keto the Cure Master,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Fissure,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Fissure,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,De-Spell,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,De-Spell,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Change of Heart,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Change of Heart,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Stop Defense,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Stop Defense,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Mystical Space Typhoon,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Mystical Space Typhoon,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Rush Recklessly,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Rush Recklessly,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Remove Trap,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Remove Trap,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Monster Reborn,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Monster Reborn,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Soul Release,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Soul Release,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Yami,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Yami,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Black Illusion Ritual,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Black Illusion Ritual,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Ring of Magnetism,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Ring of Magnetism,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Graceful Charity,"('Super Rare',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Graceful Charity,"('Super Rare',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Trap Hole,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Trap Hole,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Reinforcements,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Reinforcements,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Castle Walls,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Castle Walls,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Waboku,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Waboku,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Seven Tools of the Bandit,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Seven Tools of the Bandit,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Ultimate Offering,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Ultimate Offering,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Robbin' Goblin,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Robbin' Goblin,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Magic Jammer,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Magic Jammer,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Enchanted Javelin,"('Common',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Pegasus,Enchanted Javelin,"('Common',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Gryphon Wing,"('Super Rare',)",,FR,2003-03-30,Starter Deck,"('Relinquished',)",2022-05-07 12:49:03,Old
Starter Deck: Pegasus,Gryphon Wing,"('Super Rare',)",,FR,2004-05-01,Starter Deck,"('Relinquished',)",2023-01-14 16:46:56,New
Starter Deck: Yugi,Mystical Elf,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Mystical Elf,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Feral Imp,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Feral Imp,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,"Winged Dragon, Guardian of the Fortress #1","('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,"Winged Dragon, Guardian of the Fortress #1","('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Summoned Skull,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Summoned Skull,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Dark Magician,"('Ultra Rare',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Dark Magician,"('Ultra Rare',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Gaia The Fierce Knight,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Gaia The Fierce Knight,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Curse of Dragon,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Curse of Dragon,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Celtic Guardian,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Celtic Guardian,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Great White,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Great White,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Silver Fang,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Silver Fang,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Giant Soldier of Stone,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Giant Soldier of Stone,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Dragon Zombie,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Dragon Zombie,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Doma The Angel of Silence,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Doma The Angel of Silence,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Ansatsu,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Ansatsu,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Witty Phantom,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Witty Phantom,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Claw Reacher,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Claw Reacher,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Mystic Clown,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Mystic Clown,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Sword of Dark Destruction,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Sword of Dark Destruction,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Book of Secret Arts,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Book of Secret Arts,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Dark Hole,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Dark Hole,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Dian Keto the Cure Master,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Dian Keto the Cure Master,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Ancient Elf,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Ancient Elf,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Magical Ghost,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Magical Ghost,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Fissure,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Fissure,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Trap Hole,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Trap Hole,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Two-Pronged Attack,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Two-Pronged Attack,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,De-Spell,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,De-Spell,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Monster Reborn,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Monster Reborn,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Reinforcements,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Reinforcements,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Change of Heart,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Change of Heart,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,The Stern Mystic,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,The Stern Mystic,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Wall of Illusion,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Wall of Illusion,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Baron of the Fiend Sword,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Baron of the Fiend Sword,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Sorcerer of the Doomed,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Sorcerer of the Doomed,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Last Will,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Last Will,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Waboku,"('Common',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
Starter Deck: Yugi,Waboku,"('Common',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Soul Exchange,"('Super Rare',)",,FR,2003-03-26,Starter Deck,"('Dark Magician',)",2023-01-14 15:45:37,New
Starter Deck: Yugi,Soul Exchange,"('Super Rare',)",,FR,2002-03-29,Starter Deck,"('Dark Magician',)",2022-06-26 09:12:29,Old
