Name,Rarity,Print,Cover card,Modification date,Version
Transamu Lightning,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Jointech Great Wall,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Jointech Great Wall,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Tribute Block,"('Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Tribute Block,"('Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Dragon Double-Doom,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Dragon Double-Doom,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Stray Force,"('Common',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Stray Force,"('Common',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Ether Escape,"('Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Ether Escape,"('Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Traditional Tax,"('Super Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Traditional Tax,"('Super Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Phantom Roar,"('Ultra Rare',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Phantom Roar,"('Ultra Rare',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Multistrike Dragon Dragias,"('Orr',)",,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Multistrike Dragon Dragias,"('Orr',)",,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Digrace the Skysavior Radiance,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Dunkes the Skysavior Knight,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Lua the Skysavior Angel,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Soleil the Skysavior Angel,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
Drukmoor the Skysavior Phantom,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Digrace the Skysavior Radiance,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Dunkes the Skysavior Knight,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Lua the Skysavior Angel,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Soleil the Skysavior Angel,,,"('The Dragias', 'The Dragiastar', 'Transamuroad Rainac')",2023-01-05 10:17:58,Old
Drukmoor the Skysavior Phantom,,,"('The Dragiastar', 'The☆Dragias', 'Transamuroad Rainac')",2023-01-11 11:55:38,New
