Set,Name,Rarity,Print,Cover card,Modification date,Version
Extra Transcend Enhancement Pack,Sportsdragon Kickbase Master,"('Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,The☆Wyvern,"('Super Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,The☆Wyvern,"('Super Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,The☆Dragon,"('Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,The☆Dragon,"('Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,The☆Power-Up,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,The☆Power-Up,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,The☆Barrier,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,The☆Barrier,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Amusi Howling Performer,"('Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Amusi Howling Performer,"('Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Chemical Cure Purple,"('Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Chemical Cure Purple,"('Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Chemical Cure Red,"('Super Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Chemical Cure Red,"('Super Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Red Medicine,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Red Medicine,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Kengo Shogun of the Crescent Moon,"('Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Kengo Shogun of the Crescent Moon,"('Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Fearstute Followl,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Fearstute Followl,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Permillind Hicrotron,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Permillind Hicrotron,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Winged Celestial Dragon of Weal and Woe,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Winged Celestial Dragon of Weal and Woe,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Hyper Upstart King Rex,"('Super Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Hyper Upstart King Rex,"('Super Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Worker Warrior - Sinister Chairman,"('Ultra Rare', 'Rush Rare')",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Worker Warrior - Sinister Chairman,"('Ultra Rare', 'Rush Rare')",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Worker Warrior - Overhauled Organizer,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Worker Warrior - Overhauled Organizer,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Labyrinth Tank,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Labyrinth Tank,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Cannon Soldier,"('Ultra Rare', 'Rush Rare')",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Cannon Soldier,"('Ultra Rare', 'Rush Rare')",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Giga-Tech Wolf,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Giga-Tech Wolf,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Ether Seeker,"('Super Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Ether Seeker,"('Super Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Priestess of Star Salvation,"('Super Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Priestess of Star Salvation,"('Super Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Star Restart,"('Super Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Star Restart,"('Super Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Yami,"('Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Yami,"('Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Spectral Swords of the Everloyal Guard,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Spectral Swords of the Everloyal Guard,"('Common',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,The Warrior Returning Alive,"('Secret Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,The Warrior Returning Alive,"('Secret Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Graceful Charity,"('Secret Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Graceful Charity,"('Secret Rare',)",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Extra Transcend Enhancement Pack,Fusion,"('Rare', 'Secret Rare')",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Serpainter', 'Metarion Vritrastar')",2022-12-30 00:53:14,New
Extra Transcend Enhancement Pack,Fusion,"('Rare', 'Secret Rare')",,"('Imaginary Actor', 'Fusion (Rush Duel)', 'Metallion Vritrastar', 'Serpainter')",2022-04-15 10:46:12,Old
Go Rush Deck - Jointech Attack,Strong Z,"('Common',)",Reprint,"('Jointech Rex',)",2022-08-24 08:00:34,Old
Go Rush Deck - Jointech Attack,Nutrient Zero,"('Common',)",Reprint,"('Jointech Rex',)",2022-08-24 08:00:34,New
Go Rush Deck - Jointech Attack,Nutrient Zero,"('Common',)",Reprint,"('Jointech Rex',)",2022-08-24 08:00:34,New
Go Rush Deck - Jointech Attack,Strong Z,"('Common',)",Reprint,"('Jointech Rex',)",2022-08-24 08:00:34,Old
Deck Mod Pack: Fierce Thunder Storm!!,Barbeque Ox,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Battle Ox Tongue,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Roastic Horseman,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Mystic Roastman,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Archfiend Marmot of Deliciousness,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Archfiend Marmot of Nefaribousness,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Terror Attack Dragon Stock Buster,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Stock Buster Dragon,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Steel Strike Dragon Metagias,"('Ultra Rare', 'Rush Rare')",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Steelstrike Dragon Metagias,"('Ultra Rare', 'Rush Rare')",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Karchizark the Unequaled,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Kachisuzaku the Unequaled,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Shichirin Samurai - Kushiro the Skewer Master,"('Super Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Harami Kushiro the Shichirin Samurai,"('Super Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Business Card Barrage,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Deadly Business Card Exchange,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Nutrient Zero,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Strong Z,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Best Bite,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Just Meat,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,B・B・Q,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Burning Beast Quality,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Salary Slash,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Attack Salary Cut,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Barbeque Ox,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Battle Ox Tongue,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Roastic Horseman,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Mystic Roastman,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Archfiend Marmot of Deliciousness,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Archfiend Marmot of Nefaribousness,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Stock Buster Dragon,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Terror Attack Dragon Stock Buster,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Steel Strike Dragon Metagias,"('Ultra Rare', 'Rush Rare')",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Steelstrike Dragon Metagias,"('Ultra Rare', 'Rush Rare')",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Karchizark the Unequaled,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Kachisuzaku the Unequaled,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Shichirin Samurai - Kushiro the Skewer Master,"('Super Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Harami Kushiro the Shichirin Samurai,"('Super Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Business Card Barrage,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Deadly Business Card Exchange,"('Rare',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Strong Z,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Nutrient Zero,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Best Bite,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Just Meat,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,Burning Beast Quality,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Fierce Thunder Storm!!,B・B・Q,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Salary Slash,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,New
Deck Mod Pack: Fierce Thunder Storm!!,Attack Salary Cut,"('Common',)",,"('Steelstrike Dragon Metagias', 'Thunderbold, the Blazing Thunder')",2022-12-20 09:32:58,Old
Deck Mod Pack: Chaotic Omega Rising!!,Pierce-Enforcing Brave,"('Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Piercing Samurai,"('Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Kimeluna the Dark Shifter,"('Super Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Kimeluna the Lunar Dark Decider,"('Super Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,"Uniform No. 99: Junior Baseball King Dragon, Home Grandra","('Super Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Player #99: Homefield Dragon,"('Super Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,"Uniform No. 39: Junior Baseball King, Home","('Ultra Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Player #39: Home Run Hitter,"('Ultra Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Aegis of the Five Houses,"('Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Five Types of Assistance,"('Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Hot-Blooded Spirits Stadium,"('Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Feverous Spirit Stadium,"('Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Request 9,"('Common',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Requesting 9,"('Common',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Piercing Samurai,"('Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Pierce-Enforcing Brave,"('Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Kimeluna the Lunar Dark Decider,"('Super Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Kimeluna the Dark Shifter,"('Super Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,"Uniform No. 99: Junior Baseball King Dragon, Home Grandra","('Super Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Player #99: Homefield Dragon,"('Super Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Player #39: Home Run Hitter,"('Ultra Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,"Uniform No. 39: Junior Baseball King, Home","('Ultra Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Five Types of Assistance,"('Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Aegis of the Five Houses,"('Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Feverous Spirit Stadium,"('Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Deck Mod Pack: Chaotic Omega Rising!!,Hot-Blooded Spirits Stadium,"('Rare',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Request 9,"('Common',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,Old
Deck Mod Pack: Chaotic Omega Rising!!,Requesting 9,"('Common',)",,"('Yamiterasu the Divine Delayer', 'CAN:D LIVE')",2022-09-18 18:52:25,New
Deck Mod Pack: Genesis Master Road!!,Captain #39: Home Plate Pinch Hitter,"('Super Rare',)",,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",2022-11-05 08:38:17,New
Deck Mod Pack: Genesis Master Road!!,"Captain Uniform No. 39: Junior Baseball King, Home Plate","('Super Rare',)",,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",2022-11-05 08:38:17,Old
Deck Mod Pack: Genesis Master Road!!,Metallion King Cobrastar,"('Rare',)",,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",2022-11-05 08:38:17,Old
Deck Mod Pack: Genesis Master Road!!,Metarion King Cobrastar,"('Rare',)",,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",2022-11-05 08:38:17,New
Deck Mod Pack: Genesis Master Road!!,"Captain Uniform No. 39: Junior Baseball King, Home Plate","('Super Rare',)",,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",2022-11-05 08:38:17,Old
Deck Mod Pack: Genesis Master Road!!,Captain #39: Home Plate Pinch Hitter,"('Super Rare',)",,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",2022-11-05 08:38:17,New
Deck Mod Pack: Genesis Master Road!!,Metallion King Cobrastar,"('Rare',)",,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",2022-11-05 08:38:17,Old
Deck Mod Pack: Genesis Master Road!!,Metarion King Cobrastar,"('Rare',)",,"('Fantasia Strike Dragon Miragiastar F', 'Master of Sevens Road')",2022-11-05 08:38:17,New
Deck Mod Pack: Requiem of Destruction!!,Ichthyosteguard,"('Rare',)",,"('Blue-Tooth Burst Dragon', 'Chemicalize Salamander', 'Voidvelgr Requiem')",2022-11-06 08:27:08,Old
Deck Mod Pack: Requiem of Destruction!!,Ichtyosterguard,"('Rare',)",,"('Blue-Tooth Burst Dragon', 'Chemicalize Salamander', 'Voidvelgr Requiem')",2022-11-06 08:27:08,New
